மற்றும்	y
மலட்டுத்தன்மை	esterilidad
இலட்சத்தீவுகள்	laquedivas
ஷாட்	disparo
ஷாட்	tiro
தசைநாண்	tendón
காப்போம்	confidencial
காப்போம்	confidencialidad
தலசீமியா	talasemia
இடைவேளை	romper
இடைவேளை	descanso
ஜக்	jarra
பறைசாற்றும்	representa
அகராதியை	diccionario
கண்ணாடியை	vidrios
கண்ணாடியை	vasos
கண்ணாடியை	lentes
கண்ணாடியை	gafas
கண்ணாடியை	copas
தவிக்கும்	rescates
தவிக்கும்	rescata
நாள்காட்டி	calendario
தோல்விக்கு	derrota
தோல்விக்கு	derrotas
தேறி	mejora
தேறி	mejorar
தேறி	mejoramiento
தேறி	mejorando
துணைவர்	socio
துணைவர்	pareja
துணைவர்	socia
துணைவர்	cónyuge
துணைவர்	compañero
லஞ்சம்	soborno
லஞ்சம்	sobornos
ரஷியன்	rusos
ரஷியன்	rusia
ரஷியன்	ruso
ரஷியன்	rusas
ரஷியன்	rusa
நுரை	espumas
நுரை	espuma
குமிழிகள்	gomas
குமிழிகள்	goma
குமிழிகள்	burbujas
குமிழிகள்	caucho
குமிழிகள்	burbuja
முயல்கள்	conejos
கத்தரி	berenjena
கத்தரி	berenjenas
சுவாரஸ்யமான	interesantes
சுவாரஸ்யமான	interesante
பீதி	pánico
டாண்ட்டலம்	tántalo
சோப்	jabón
சோப்	jabones
பூச்சியியல்	entomología
மன்னித்து	perdonar
மன்னித்து	perdonen
மன்னித்து	perdono
மன்னித்து	perdona
மன்னித்து	perdone
அஞ்சல்கள்	mensajes
டிஸ்கோ	discoteca
சோமாலி	somalí
சோமாலி	somalíes
கோணல்	maricón
கோணல்	marica
ஏர்லைன்	aerolínea
ஏர்லைன்	aerolíneas
கடற்பறவை	gaviota
போசான்	bosón
மாக்சிமிலியன்	maximiliano
தரகு	corretaje
தரகு	intermediación
பகிர்ந்த	compartidos
பகிர்ந்த	compartido
பகிர்ந்த	compartidas
பகிர்ந்த	compartida
நலமாக	fino
நலமாக	bien
அடமானங்கள்	hipoteca
அடமானங்கள்	hipotecas
உருவாக்குநர்	promotor
உருவாக்குநர்	desarrollador
உருவாக்குநர்	revelador
உருவாக்குநர்	desarrolladores
டெவலப்பர்	promotor
டெவலப்பர்	desarrollador
டெவலப்பர்	revelador
டெவலப்பர்	desarrolladores
உணர்ந்தேன்	fieltro
உணர்ந்தேன்	sentí
தறி	telar
தும்பி	libélula
பூநாரை	flamenco
சுத்திகரிக்கப்பட்ட	refinada
சுத்திகரிக்கப்பட்ட	refinados
சுத்திகரிக்கப்பட்ட	refinado
வெகுமதி	recompensa
வடிகட்டிகள்	filtra
வடிகட்டிகள்	filtros
வசனத்தை	estrofa
வசனத்தை	versículo
வசனத்தை	verso
வெட்கம்	verguenza
வெட்கம்	vergüenza
வெட்கம்	tímido
வெட்கம்	tímidos
வெட்கம்	timidez
வெட்கம்	tímida
விளம்பரதாரர்கள்	patrocinado
விளம்பரதாரர்கள்	patrocinados
விளம்பரதாரர்கள்	auspiciado
விளம்பரதாரர்கள்	anunciantes
விளம்பரதாரர்கள்	patrocinada
ஆளாகின்றனர்	depresión
வாசி	leído
வாசி	lea
வாசி	leer
வாசி	lectura
கொள்ளையர்கள்	piratas
கொள்ளையர்கள்	saqueadores
நிர்வாணம்	desnudez
நிர்வாணம்	desnudos
அலைகளில்	mareas
அலைகளில்	marea
உச்சரிப்பில்	acento
நினைத்ததை	pensamiento
நினைத்ததை	pensó
பிரிகேட்	brigada
வறண்டு	seco
வறண்டு	secar
வறண்டு	seca
வறண்டு	secos
சரோன்	caronte
மாட்டிறைச்சி	ternera
மாட்டிறைச்சி	carne
மாட்டிறைச்சி	vacuno
வெறுப்பை	odios
வெறுப்பை	odio
கேரட்	zanahoria
லோகோ	logotipo
அங்கீகரிப்பு	aprobación
அங்கீகரிப்பு	homologación
ஸ்கோலியோசிஸ்	escoliosis
நட்புடன்	amigables
நட்புடன்	amistosa
நட்புடன்	amistosos
நட்புடன்	amistoso
நட்புடன்	amigable
சாஸ்	salsa
சொல்லு	decir
காணொளிகள்	vídeos
அறிவிக்கிறது	anuncia
அறிவிக்கிறது	anuncie
பயனாளர்	obrero
அன்னே	ana
ஊதி	soplar
ஊதி	sopla
முயற்சிக்க	tratar
முயற்சிக்க	pruebe
முயற்சிக்க	prueba
முயற்சிக்க	probar
முயற்சிக்க	intente
கண்கவர்	espectacular
கண்கவர்	fascinante
கண்கவர்	fascinantes
கண்கவர்	espectaculares
நிதானமாக	sobria
நிதானமாக	sobrio
நிதானமாக	sobriedad
ஜவுளி	textiles
ஜவுளி	textil
ஜவுளி	tejidos
செய்வான்	voluntad
செய்வான்	testamento
மாக்சிம்	máxima
ட்ரில்லியன்	trillones
ட்ரில்லியன்	billón
ட்ரில்லியன்	billones
பயோ	biografía
குருத்தெலும்பு	cartílago
தச்சர்	carpintero
தச்சர்	carpinteros
கொல்லர்	herrero
குளிரில்	frías
குளிரில்	fría
குளிரில்	frio
குளிரில்	frío
மஹ்மூத்	mahmud
வாக்களிக்கப்பட்ட	prometida
வாக்களிக்கப்பட்ட	prometidos
வாக்களிக்கப்பட்ட	prometí
வாக்களிக்கப்பட்ட	prometido
வரப்போகும்	próximas
வரப்போகும்	próximos
வரப்போகும்	próximamente
வரப்போகும்	próximo
ஆசைகள்	desea
ஆசைகள்	deseos
பாவாடை	enagua
பாவாடை	falda
சோஃபியா	sofía
தன்னலமற்ற	desinteresada
தன்னலமற்ற	desinteresado
தன்னலமற்ற	altruista
புளுட்டோனியம்	plutonio
தேம்ஸ்	támesis
சிண்டிகேட்	sindicato
தற்செயல்	casualidad
தற்செயல்	coincidencias
தற்செயல்	coincidencia
குளோரேட்டு	clorato
இறந்தார்கள்	murió
இறந்தார்கள்	murio
இறந்தார்கள்	murieron
வங்கதேச	bangladesh
வங்கதேச	bangladés
வெளிப்படுத்துதல்	divulgación
வெளிப்படுத்துதல்	revelación
விருப்பத்தேர்வுகள்	favoritos
விருப்பத்தேர்வுகள்	opciones
விருப்பத்தேர்வுகள்	preferencias
காகங்கள்	cuervos
தேடலை	busque
தேடலை	busqueda
தேடலை	buscar
தேடலை	buscador
தேடலை	búsqueda
லாஜிக்	lógica
லாஜிக்	lógico
தன்னியக்கமாக	automatica
தன்னியக்கமாக	automática
தன்னியக்கமாக	automático
சத்துணவு	nutrición
அதிசயமான	milagrosa
அதிசயமான	milagroso
நதிநீர்	rio
நதிநீர்	río
பாபிலோன்	babilonia
பூசணி	calabaza
பிரிவினையை	separación
புவியியலாளர்	geólogo
தொடரவும்	continúa
தொடரவும்	proceder
தொடரவும்	continuar
தொடரவும்	procedan
தொடரவும்	proceda
தொடரவும்	continúe
வாக்கியத்தை	frase
வாக்கியத்தை	sentencia
நரம்பணுவியல்	neurología
நரம்பணுவியல்	neurociencia
பூசும்	aplicando
பிழைத்து	sobrevivieron
பிழைத்து	sobrevivió
பிழைத்து	sobrevivido
ஓட்டுநர்கள்	controladores
ஓட்டுநர்கள்	conductores
ஓட்டுநர்கள்	pilotos
ஓட்டுநர்கள்	choferes
கொழுப்பை	gordos
கொழுப்பை	gordas
கொழுப்பை	grasa
கொழுப்பை	gordo
கொழுப்பை	gorda
தவழும்	espeluznante
தவழும்	espeluznantes
தவழும்	horripilante
தவழும்	escalofriante
சோசலிசம்	socialismo
எகிப்தியர்	egipcios
காரகோரம்	karakórum
எதில்	etilo
எதில்	etílico
சட்டபூர்வமாக	legalmente
சட்டபூர்வமாக	jurídicamente
விமர்சிக்கும்	critican
விமர்சிக்கும்	criticar
விமர்சிக்கும்	critica
அரசியல்வாதிகளின்	políticos
அரசியல்வாதிகளின்	politicos
தந்திரங்கள்	trucos
ஊக்லி	hugli
துண்டிக்கப்பட்ட	desconectada
துண்டிக்கப்பட்ட	desconectado
துண்டிக்கப்பட்ட	desconectados
வெப்பமடைதல்	calentamiento
வெப்பமடைதல்	calentando
தேவையானவை	requerido
தேவையானவை	requerida
தேவையானவை	requeridos
தேவையானவை	exigido
பீனைல்	fenil
பிளான்	plano
தசைகளை	músculo
தசைகளை	muscular
தசைகளை	músculos
ஆன்ட்டி	tita
ஆன்ட்டி	tía
மனதிற்கு	mente
பொறுப்புள்ள	responsable
பொறுப்புள்ள	responsables
சீரகம்	comino
கிரிஸ்டல்	cristal
நரிகள்	zorros
முழங்கும்	ruge
வேலிகள்	cercados
வேலிகள்	vallas
வேலிகள்	cercas
ரன்னர்	corredor
கண்ணிவெடி	minas
திரவங்களை	fluidos
திரவங்களை	líquidos
குடிப்பது	bebida
குடிப்பது	beber
குடிப்பது	bebiendo
சிரமங்களை	dificultad
சிரமங்களை	dificultades
அடால்ப்	adolfo
இடுகை	poste
இடுகை	publicación
இடுகை	publicar
வெள்ளையர்கள்	blancos
பலவற்றிற்கு	mas
பலவற்றிற்கு	más
பிரம்பு	bastón
பிரம்பு	caña
காரணமானவர்	serbio
குழப்பத்தில்	confundida
குழப்பத்தில்	confundidos
குழப்பத்தில்	confuso
குழப்பத்தில்	confundido
அளவுருக்கள்	parámetros
லேசாக	ligera
லேசாக	luz
லேசாக	ligero
புதைகுழி	sumidero
யாரென்று	quiénes
யாரென்று	oms
யாரென்று	quien
யாரென்று	quién
கற்பழிப்பு	violaciones
கற்பழிப்பு	violación
நத்தைகள்	caracoles
வால்வுகள்	válvulas
வால்வுகள்	válvula
மணற்கல்	arenisca
ஹவானா	habana
நிரலாளர்	programador
கோளங்கள்	esfera
விவரக்குறிப்புகள்	especificaciones
நேர்மையாக	sinceramente
நேர்மையாக	honestamente
கொறிணி	roedor
கொறிணி	roedores
அமர்வுகள்	sesiones
கோமாளிகள்	bromistas
கோமாளிகள்	payasos
பாட்டியின்	abuelita
பாட்டியின்	abuela
அணைக்க	apagado
தொல்லுயிரியல்	paleontología
மூட்டை	manada
மூட்டை	envase
மூட்டை	paquete
பிரிகேடியர்	calabozo
ஜோக்கர்	guasón
ஜோக்கர்	bromista
ஜோக்கர்	comodín
ஒயின்	vino
ஒயின்	vinos
மேரேஜ்	matrimonio
மேரேஜ்	matrimonial
மேரேஜ்	casamiento
மேரேஜ்	matrimonios
வற்புறுத்தி	forzar
வற்புறுத்தி	fuerza
பாதாளத்தில்	surgió
பாதாளத்தில்	emergió
பாதாளத்தில்	surgido
பசங்க	tíos
பசங்க	chicos
பசங்க	muchachos
ஷாப்	tienda
ஷூ	zapato
ஷூ	calzado
வெற்றியாகும்	triunfo
நிரூபித்தது	probado
நிரூபித்தது	demostrada
நிரூபித்தது	demostrado
கோப்பர்னிக்கஸ்	copérnico
கச்சிதமான	perfectos
கச்சிதமான	perfecto
கச்சிதமான	perfecta
கச்சிதமான	perfectas
அட்சரேகை	latitud
சிரிக்க	risa
சிரிக்க	ríe
சிரிக்க	reír
சிரிக்க	risas
லாம்ப்	cordero
சங்கிலியால்	encadenados
சங்கிலியால்	encadenado
சட்டையை	playera
சட்டையை	camisa
சட்டையை	camiseta
ஜார்	tarro
ஜார்	jarra
ஜார்	frasco
லேப்ஸ்	laboratorios
நீளவாக்கில்	retrato
டயான்	diana
எலியாஸ்	elías
காக்கி	caqui
முள்ளும்	espinas
முள்ளும்	espina
உணர்கிறார்	sintiendo
உணர்கிறார்	sentimiento
உணர்கிறார்	sentimientos
உணர்கிறார்	sensación
நற்பண்புகள்	virtudes
அங்கீகரிக்க	autorizan
அங்கீகரிக்க	autorizar
அங்கீகரிக்க	autoriza
அங்கீகரிக்க	autorice
எங்களின்	nuestros
எங்களின்	nuestras
எங்களின்	nuestro
எங்களின்	nuestra
மான்ஸ்டர்	monstruos
மான்ஸ்டர்	monstruo
உதித்த	despierta
உதித்த	despertar
பொலிவிய	bolivianos
பொலிவிய	bolivia
பொலிவிய	boliviana
பொலிவிய	boliviano
கண்டிப்பு	estrictas
கண்டிப்பு	rigurosa
கண்டிப்பு	estricto
கண்டிப்பு	estrictos
கண்டிப்பு	estricta
துப்பறிவாளர்	investigadora
துப்பறிவாளர்	investigador
ஹெலிகாப்டர்	helicóptero
ஹெலிகாப்டர்	helicópteros
நிமிர்ந்த	erecto
கூரியர்	mensajería
கூரியர்	mensajero
கூரியர்	correo
உத்வேகம்	inspiración
சிம்மாசனம்	trono
சுழல்கள்	ciclos
கொடுங்கோல்	tirano
சொந்தக்காரர்	dueña
சொந்தக்காரர்	propietarios
சொந்தக்காரர்	propietario
சொந்தக்காரர்	dueño
சொந்தக்காரர்	propietaria
மனதளவில்	mentalmente
மனதளவில்	mental
நெஸ்லே	nestlé
எரிச்சலூட்டும்	molestas
எரிச்சலூட்டும்	molesto
எரிச்சலூட்டும்	molesta
எரிச்சலூட்டும்	molestos
அபாபா	abeba
சேர்க்கப்பட்டனர்	añadida
சேர்க்கப்பட்டனர்	añadido
சேர்க்கப்பட்டனர்	agregó
சேர்க்கப்பட்டனர்	añadió
சேர்க்கப்பட்டனர்	agregado
சேர்க்கப்பட்டனர்	agregados
சேவ்	coser
வாக்குவாதம்	argumentar
வாக்குவாதம்	argumenta
வாக்குவாதம்	discuta
ஒத்திசை	sincronizar
ஒத்திசை	sincronización
திரட்டுதல்	agregación
உறுதிப்படுத்தல்	confirmación
டெக்டோனிக்	tectónicas
கைத்தொழில்கள்	artesanías
கைத்தொழில்கள்	artesanía
கைத்தொழில்கள்	manualidades
சிட்டுக்குருவி	gorriones
ஏஜென்சி	agencia
அநீதி	injusticia
அநீதி	injusticias
தட்டம்மை	rubéola
தட்டம்மை	sarampión
ஐகான்	icono
ஐகான்	ícono
வாங்குபவர்கள்	compradores
சித்தப்பா	tío
சித்தப்பா	tio
லூப்	bucle
இஸ்லாத்தை	islamismo
அசையாத	inmóvil
அசையாத	papelería
அசையாத	estacionario
வன்மையாக	reproche
வன்மையாக	reprimenda
அழும்	llorando
அழும்	gritos
அழும்	llorar
அழும்	llanto
அழும்	llantos
அழும்	llora
படகோட்டி	remero
படித்தேன்	estudié
படித்தேன்	estudió
படித்தேன்	estudiado
படித்தேன்	estudiados
பாராட்டுகிறார்	aprecia
அகஸ்டீன்	agustín
நியாசின்	niacina
சலனம்	tentación
சலனம்	tentaciones
மெகாபிக்சல்	megapixels
பருகும்	bovino
பருகும்	ganado
பருகும்	bovinos
ஞானஸ்நானம்	bautismo
ஞானஸ்நானம்	bautizo
விடுவித்தார்	servidumbre
விடுவித்தார்	esclavitud
ஆழமாகப்	firmes
ஆழமாகப்	firme
ஆழமாகப்	bufete
உடுத்தும்	desgaste
பீம்	viga
பீம்	vigas
பீம்	rayo
பீம்	haz
கிறிஸ்துவை	cristo
சிமியோன்	simeón
ஆப்பிள்கள்	manzanas
வாக்களித்தது	votó
வாக்களித்தது	votada
வாக்களித்தது	votado
பியூட்டைல்	butilo
துன்பத்தை	aflicción
துன்பத்தை	angustia
ஆதரிக்கப்படும்	soportado
ஆதரிக்கப்படும்	apoyó
ஆதரிக்கப்படும்	apoyado
ஆதரிக்கப்படும்	respaldado
கெமிக்கல்	química
கெமிக்கல்	químicas
கெமிக்கல்	químico
கெமிக்கல்	químicos
காக்கேசிய	cáucaso
காக்கேசிய	caucásico
கர்வம்	orgullo
பார்மேட்டு	formiato
சீராக்கி	acondicionador
மசாஜ்	masajes
மசாஜ்	masaje
மசாஜ்	masajista
நிச்சயதார்த்தம்	compromiso
நிச்சயதார்த்தம்	interacción
வீல்	rueda
ஹூம்	zumbido
இனவாத	racista
இனவாத	racistas
வெப்பவியக்கவியல்	termodinámica
மதிப்பிற்குரிய	respetados
மதிப்பிற்குரிய	respetado
மதிப்பிற்குரிய	respetada
பூட்டுகள்	cerraduras
பொருந்தவில்லை	desajuste
பொருந்தவில்லை	desfase
அல்லேலூயா	aleluya
பேப்	nena
ராவுல்	raúl
பெர்மாங்கனேட்டு	permanganato
ஊனுண்ணி	carnívoro
உருவரை	trazado
உருவரை	disposición
சேமிக்கிறது	ahorrando
சேமிக்கிறது	ahorro
சேமிக்கிறது	guardando
சேமிக்கிறது	ahorrar
டீல்	trato
டீல்	reparte
தடுப்பூசிகள்	vacunas
பாதங்களை	pies
ஷாம்	farsa
பொறுமையாக	pacientemente
புக்கரெஸ்ட்	bucarest
ஜெல்லி	gelatina
ஜெல்லி	jalea
சிரம்	postración
தெளிவுத்திறன்	resolución
தெளிவுத்திறன்	resoluciones
ஆத்திரம்	rabia
சேனல்கள்	canales
ஏற்கிறேன்	acordar
ஏற்கிறேன்	convenir
ஏற்கிறேன்	acepto
ஏற்கிறேன்	acepta
ஏற்கிறேன்	aceptamos
ஏற்கிறேன்	aceptan
ஏற்கிறேன்	coincidir
ஏற்கிறேன்	aceptar
பார்த்ததில்	viendo
ஆரம்பித்தான்	barro
ஆரம்பித்தான்	arcilla
கணக்கிடுகிறது	calculadora
கணக்கிடுகிறது	calculadoras
பில்டர்	constructor
எழுந்தருளும்	surjan
எழுந்தருளும்	surgir
எழுந்தருளும்	levántate
எழுந்தருளும்	surgen
மியாவ்	miau
பங்கீட்டுப்	distribución
ஆந்த்ராக்ஸ்	ántrax
கடையை	tienda
ஏற்றப்படுகிறது	carga
ஏற்றப்படுகிறது	cargando
ஏற்றப்படுகிறது	cargar
பரவசம்	eufórico
இண்டஸ்ட்ரீஸ்	industria
இண்டஸ்ட்ரீஸ்	industrias
அளவில்லாத	ilimitadas
அளவில்லாத	ilimitada
அளவில்லாத	ilimitados
அளவில்லாத	ilimitado
பெர்ட்ரண்டு	beltrán
முடிவில்லாத	infinitas
முடிவில்லாத	infinito
முடிவில்லாத	infinita
முடிவில்லாத	infinitos
அதிர்ந்து	sorprendido
அதிர்ந்து	impactado
அதிர்ந்து	conmocionado
அதிர்ந்து	conmocionada
அசாத்	asad
குக்கீ	galleta
லான்ஸ்	lanza
பிம்பங்கள்	imágenes
பிம்பங்கள்	imagenes
நிறுத்துகிறது	parando
நிறுத்துகிறது	deteniendo
புல்லை	césped
புல்லை	hierba
புல்லை	pasto
லயன்ஸ்	leones
ஹெர்குலஸ்	hércules
விண்ணப்பித்த	aplicada
விண்ணப்பித்த	aplicados
விண்ணப்பித்த	aplicadas
விண்ணப்பித்த	aplicado
அளிப்பவர்கள்	curanderos
பண்ண	finca
பண்ண	granja
விரி	expandirse
விரி	expandir
விரி	ampliar
விரி	expansión
திருத்துதல்	montaje
திருத்துதல்	edición
திருத்துதல்	editar
திருத்துதல்	editando
சீரமைக்கப்பட்டது	renovados
சீரமைக்கப்பட்டது	renovado
சீரமைக்கப்பட்டது	reformado
கெரார்டு	gerardo
நாற்குளோரைடு	tetracloruro
சாபவிமோசனம்	salvación
விரும்பினேன்	amado
விரும்பினேன்	amaba
விரும்பினேன்	amada
விரும்பினேன்	amó
விரும்பினேன்	amé
பதற்றம்	tensión
பதற்றம்	tensiones
பதற்றம்	ansiedad
பதற்றம்	angustia
தண்டிக்க	castigan
தண்டிக்க	castigar
தண்டிக்க	castiga
ஓரிகன்	oregón
பாடவும்	cante
பாடவும்	canta
பாடவும்	canten
பாடவும்	cantar
பாடவும்	canto
துரத்தும்	persiguiendo
தைரியம்	valentía
தைரியம்	coraje
தைரியம்	valor
காதுகளில்	oídos
காதுகளில்	orejas
பெயரீடு	nomenclatura
விற்பவர்	proveedor
விற்பவர்	vendedor
உத்திரவாதம்	garantía
மூதாதை	antepasados
மூதாதை	antepasado
மூதாதை	ancestro
மூதாதை	ancestros
தூரிகை	brocha
தூரிகை	cepillo
தூரிகை	pincel
ஐதராக்சைல்	hidroxilo
வாக்குறுதியை	pacto
வாக்குறுதியை	convenio
சந்திப்பை	encuentro
உற்சாகத்துடன்	entusiasmo
ஆஹா	guau
ஆஹா	ajá
ஆஹா	vaya
நினைவுகளை	memorias
நினைவுகளை	recuerdos
ஹங்கேரியன்	húngaros
ஹங்கேரியன்	hungría
ஹங்கேரியன்	húngaro
ஹங்கேரியன்	húngara
லிபர்டி	libertad
கொலைகாரன்	matador
கொலைகாரன்	sicario
கொலைகாரன்	asesina
கொலைகாரன்	asesino
அம்புக்குறி	flecha
காரத்	quilates
விஷ	venenosas
விஷ	venenoso
விஷ	venenosos
விஷ	venenosa
கொரியர்கள்	coreanos
யதார்த்தமான	realista
யதார்த்தமான	realistas
வேணும்	quieres
வேணும்	querer
வேணும்	quieren
வேணும்	quiero
நகர்த்தப்பட்டது	conmovido
நகர்த்தப்பட்டது	trasladado
நகர்த்தப்பட்டது	movido
நகர்த்தப்பட்டது	movida
உமய்யா	omeya
பொத்தான்கள்	botones
எல்லாமும்	todo
நையோபியம்	niobio
பழையது	viejo
பழையது	vieja
பழையது	antigua
பழையது	viejos
பழையது	antiguo
அனுபவமிக்க	experimentada
அனுபவமிக்க	experimentados
அனுபவமிக்க	experimentado
குறியியல்	semiótica
கொடூரமாக	desastrosa
கொடூரமாக	desastrosas
கொடூரமாக	desastroso
கொடூரமாக	desastrosos
கொடூரமாக	brutalmente
பியோதர்	fiódor
திணறல்	suspiro
லெஸ்பியன்	lesbiana
லெஸ்பியன்	lesbianas
சிலிண்டர்	cilindro
சிலிண்டர்	cilindros
இலவசம்	gratuito
இலவசம்	libre
இலவசம்	libres
இலவசம்	gratis
வைட்டமின்கள்	vitaminas
அணிவகுப்பில்	desfile
அணிவகுப்பில்	desfilar
சிசிலியன்	siciliana
சிசிலியன்	siciliano
அமை	fijado
அமை	conjunto
அமை	configuración
அமை	configurar
அமை	plató
அலெப்போ	alepo
திருடர்களும்	ladrones
திருடர்களும்	sinvergüenzas
முன்னுரிமைகள்	preferencias
லோசான்	lausana
ஹோல்டிங்ஸ்	explotaciones
ஹோல்டிங்ஸ்	tenencias
ஹோல்டிங்ஸ்	participaciones
மிரட்டி	blindaje
சிரங்கு	sarna
பிரசங்கம்	sermón
கிண்ணக்குழி	cráter
கேளிர்	relación
அசைவூட்டம்	animado
அசைவூட்டம்	anima
அசைவூட்டம்	animar
அசைவூட்டம்	animaciones
வேர்க்கடலை	maní
வேர்க்கடலை	cacahuete
பதிமூன்றாம்	decimotercer
பதிமூன்றாம்	decimotercera
சுடரொளி	brillo
குரோனா	corona
வலுப்படுத்தும்	fortalecer
வலுப்படுத்தும்	reforzar
வலுப்படுத்தும்	fortalecimiento
பதிவுசெய்யப்பட்டது	grabado
பதிவுசெய்யப்பட்டது	grabados
பதிவுசெய்யப்பட்டது	registrado
அரைக்கும்	trituración
அரைக்கும்	moler
அரைக்கும்	rectificado
அரைக்கும்	molienda
தாவல்	pestaña
தாவல்	solapa
தாவல்	ficha
கழுவும்	lavar
கழுவும்	lavado
குக்கீகள்	galletas
குக்கீகள்	galletitas
சிறைச்சாலைகள்	cárceles
சிறைச்சாலைகள்	prisiones
நீளுருண்டை	esferoide
டிச	dic
டைன்	cenar
தாமதமான	tardía
உலாவல்	navegando
உலாவல்	navegación
மார்க்கண்டேயர்	markandeia
புத்துணர்ச்சி	frescura
புத்துணர்ச்சி	refrescante
அந்தரங்கம்	intimidad
அந்தரங்கம்	confidencialidad
அந்தரங்கம்	privacidad
குற்றங்களில்	delitos
குற்றங்களில்	crimenes
குற்றங்களில்	crímenes
மோஸ்	musgo
கூடாரங்கள்	carpas
கூடாரங்கள்	tiendas
ரபேல்	rafael
பேணுவதில்	conservando
பன்னி	puerco
பன்னி	conejito
பன்னி	conejita
பன்னி	conejo
பன்னி	cerda
பன்னி	cerdo
பன்னி	cochino
சம்பாதித்த	ganados
சம்பாதித்த	ganado
தழுவும்	acariciar
தழுவும்	acariciando
பலாத்காரம்	violados
பலாத்காரம்	violada
பலாத்காரம்	violado
பலாத்காரம்	violadas
பெயரிடப்படாத	apellidos
பெயரிடப்படாத	apellido
கென்ய	kenianos
கென்ய	kenia
கென்ய	kenya
தொழில்முனைவோர்	emprendedores
தொழில்முனைவோர்	empresarios
கிராபிக்	gráficas
கிராபிக்	gráfico
கிராபிக்	gráfica
கிராபிக்	gráficos
தையோசயனேட்டு	tiocianato
சகித்துக்	tolerada
சகித்துக்	tolerado
டப்லின்	dublín
விளக்கில்	alumbrado
விளக்கில்	iluminación
குவிசோன்	quezón
லாக்டிக்	láctico
திறனால்	afirma
துர்நாற்றம்	hedor
எடிட்டர்	editora
எடிட்டர்	redactor
உரல்	urales
கிராக்கோவ்	cracovia
விரிப்புகள்	alfombras
விரக்தி	desesperación
நகியான்	nahayan
ப்ளஸ்	además
துரோகி	traidora
துரோகி	traidor
ஏய்	ey
ஏய்	oye
அந்நியன்	extraña
அந்நியன்	forastero
அந்நியன்	extraño
ரசாயனம்	química
ரசாயனம்	químicas
ரசாயனம்	químico
ரசாயனம்	químicos
விசுவாசமாக	leal
விசுவாசமாக	fieles
விசுவாசமாக	leales
வீட்டுவசதி	viviendas
வீட்டுவசதி	carcasa
வீட்டுவசதி	vivienda
இரக்கமற்ற	despiadado
இரக்கமற்ற	despiadada
இரக்கமற்ற	despiadados
எரிகிறது	quemaduras
எரிகிறது	arde
எரிகிறது	quema
பூட்ஸ்	botines
பூட்ஸ்	botas
மைகேல்	miguel
மேசன்	albañil
குரலாக	fricativa
ஆபாசம்	pornografía
வெள்ளிக்கிழமைகளில்	viernes
பியூனிக்	púnica
கோடரி	hacha
கோடரி	hachas
அறக்கட்டளைகள்	confía
மழுங்கிய	contundente
தேர்ந்தெடுக்கவும்	selecciona
தேர்ந்தெடுக்கவும்	seleccione
தேர்ந்தெடுக்கவும்	seleccionar
பர்கர்	hamburguesas
பர்கர்	hamburguesa
குவாங்சோ	cantón
பில்டிங்	construcción
பில்டிங்	edificación
பில்டிங்	edificio
பில்டிங்	construyendo
சுறாக்கள்	tiburones
பூலியன்	booleana
அளவிடல்	escalado
மாதுளை	granada
தீட்டு	pintura
தீட்டு	pinta
தீட்டு	pintar
நுழை	inserta
நுழை	interrumpir
நுழை	inserte
நுழை	ingresa
நுழை	interrumpa
நுழை	entra
நுழை	ingresar
நுழை	insertar
நுழை	interrupción
நுழை	entrar
புளூட்டாக்	plutarco
ப்ரோக்கோலி	brócoli
மரியாதைக்குரிய	respetados
மரியாதைக்குரிய	respetables
மரியாதைக்குரிய	respetado
மரியாதைக்குரிய	respetable
மரியாதைக்குரிய	respetada
பாயசம்	gachas
பாயசம்	papilla
பாயசம்	avena
பகைவர்கள்	enemigos
பகைவர்கள்	adversarios
பகைவர்கள்	enemigas
கனிந்த	apacible
கனிந்த	suave
ஹியூக்	hugo
ரிம்	llanta
போர்டோ	oporto
உறுதிப்படுத்தவும்	confirme
உறுதிப்படுத்தவும்	confirmar
உறுதிப்படுத்தவும்	confirma
உறுதிப்படுத்தவும்	confirmo
ஸ்டெல்லா	estela
சியாமிய	siameses
கணிமி	plásmido
பேக்ஸ்	hornea
இட்டைட்டு	hitita
புரிதலும்	realización
எடுக்கிறார்	teniendo
எடுக்கிறார்	tomando
கிண்ணங்கள்	tazones
ஜோதிட	astrológico
பெர்ட்	blas
பணயம்	arriesgando
பணயம்	arriesgar
கெட்டது	negativa
கெட்டது	negativos
கெட்டது	negativo
கெட்டது	negativas
நிமோனியா	neumonía
பியூட்டேன்	butano
பயாஸ்	biografías
நிரப்பிய	lleno
நிரப்பிய	llenado
அபிப்பிராயம்	impresión
ஆன்மாக்கள்	almas
வாழ்த்துக்களும்	saludos
ஆபரேட்டர்	operador
ஆபரேட்டர்	explotador
ஆபரேட்டர்	operadora
ஆஃகன்	aquisgrán
ஜெடி	jedis
வேகவைத்த	cocidos
வேகவைத்த	hervido
வேகவைத்த	cocido
ஷெரீஃப்	alguacil
ஷெரீஃப்	comisario
மறித்து	bloqueo
மறித்து	bloquear
மறித்து	bloqueando
விஷத்தை	veneno
டிசைனர்	diseñadores
டிசைனர்	diseñador
டிசைனர்	diseñadora
பாராட்ட	aprecia
பாராட்ட	apreciar
இண்டிகோ	índigo
ஊடுகதிரியல்	radiología
மன்னிக்க	perdonar
