من	출신
مورسيا	무르시아
الوشق	살쾡이
العرفي	관습
الاعلانات	발표
الاعلانات	공지
الاعلانات	공지사항
الاعلانات	광고
الحافز	동기부여
الحافز	동기
الحافز	인센티브
ميتشيل	미첼
استشارات	상담
استشارات	컨설팅
الصيادون	사냥꾼
الصيادون	헌터
الصمغ	접착제
القاب	제목
القاب	타이틀
القاب	닉네임
القاب	별명
الانزيمات	효소
مقارنات	비교
تاميل	타밀어
تعاوني	협조
تعاوني	협력
حشود	군중
اخترعت	발명
مظلم	어두운
مظلم	어둡게
مظلم	어둠
مظلم	다크
المودة	애정
القبعات	모자
استفسار	조회
استفسار	검색어
استفسار	쿼리
رمح	스피어
طحن	분쇄
الابل	낙타
المغلي	끓는
ادراج	삽입
خزينة	재무부
البادئة	접두사
البادئة	접두어
بصدق	솔직히
للداخل	인사이드
للداخل	내부
سيوف	도검
جلين	글렌
المجاميع	합계
تشرب	마시기
تشرب	음주
التقريبي	대략적인
البوسنية	보스니아어
البوسنية	보스니아인
البوسنية	보스니아
زرعت	심어
محترم	존경하는
محترم	존경받는
حبيبتي	자기
حبيبتي	아기
حبيبتي	베이비
الصودا	소다
جاكوار	재규어
امثلة	예제
امثلة	예시
الكنديين	캐나다인
مزيف	가짜
مزيف	허위
النعم	축복
توليدو	톨레도
مقادير	재료
مقادير	성분
شوربة	수프
بولينيزيا	폴리네시아
مبالغة	과장
سبايك	스파이크
بيشوب	비숍
بيشوب	주교
جوليوس	줄리어스
جرة	항아리
الصوان	플린트
مقرب	닫아
مقرب	닫기
مقرب	닫습니다
الركب	무릎
راندولف	랜돌프
سبارو	스패로
سبارو	참새
سبارو	참새목
لاني	왜냐면
لاني	왜냐하면
استعارة	빌려
مخدر	쩔어
الاسباني	스페인인
غنيمة	전리품
تاهيتي	타히티
البرزخ	지협
الانسجام	화합
الانسجام	조화
الانسجام	하모니
نقدا	현금
نقدا	캐시
الاستجابات	응답
الاستجابات	답변
الانسانية	인류
اللامعة	윤기
ميغان	메간
ميغان	메건
اينشتاين	아인슈타인
جونسن	존슨
هاملت	햄릿
الفهرسة	인덱싱
مباركة	축복
مباركة	축복받은
انكماش	수축
انكماش	디플레이션
بوخوم	보훔
الايرانية	이란어군
الايرانية	이란
الامثلة	예제
الامثلة	예시
سامى	사미어
ميا	미아
مكارثي	매카시
كارت	카드
ويبستر	웹스터
الهم	영감
مرجانية	산호
ليليان	릴리안
ليليان	릴리언
النيزك	운석
بانورامية	파노라마
لوغان	로건
المتمردون	반군
المتمردون	반란군
ماكدونالدز	맥도날드
ماكدونالدز	맥도널드
التواضع	겸손
ريكس	렉스
تحرم	박탈
مثلثات	삼각형
البوذيين	불교
الادبية	문학
التصويب	조준
الترويجية	프로모션
تمساح	악어
تذكير	알림
تبحر	항해
تبحر	요트
روزاريو	로사리오
جحيم	지옥
ستايل	스타일
ضيفة	게스트로
ضيفة	참석자
ضيفة	게스트
ضيفة	손님
اندرسون	앤더슨
هلك	헐크
تشابمان	채프먼
نتفق	동의
لوز	아몬드
زارا	자라
انبوب	파이프
انبوب	튜브
بودي	버디
ميكرو	마이크로소프트
ميكرو	마이크로
عميقا	깊게
عميقا	깊은
دقيقا	정확한
دقيقا	정확도
نايجل	나이젤
الهامشية	프린지
يسرق	훔쳐
يسرق	도둑질
الراعية	스폰서
الراعية	후원
تشريعي	입법
مواطنون	시민들
مواطنون	시민
ضروب	잔인한
ضروب	잔혹한
سمعية	청각
فطيرة	파이
يغذي	피드
براي	브레이
براي	브레이드
رافي	라비
المرشحات	필터
طهي	요리
التاكسي	택시
الصكوك	인스트루먼트
الصكوك	악기
تذبذب	흔들리기
الانبعاث	부활
فيلكس	펠릭스
القد	대구
بوا	보아
الفراخ	병아리
جاسون	제이슨
الساتل	위성
الساتل	인공위성
سولت	소금
المراسلين	기자
بطوله	챔피언십
بطوله	챔피언쉽
فيرونيكا	베로니카
فرشاة	브러시
التناظرية	아날로그
مستشارة	충고
تعلموا	배운다
تعلموا	배워
سماعة	이어폰
سماعة	헤드셋
سماعة	청진
سماعة	헤드폰
الرقائق	칩스
النيجيرية	나이지리아
كذبة	거짓말
تشافيز	차베스
كادر	간부
كمي	양자
الحلاقة	면도
الاركان	모서리
الاركان	기둥
معجزات	기적
وصي	수호
وصي	가디언
وصي	보호자
خامسا	다섯번째
مارلي	말리
وارين	워렌
اضعاف	접어
مونا	모나
الالومنيوم	알루미늄
التجميلية	성형
التجميلية	화장품
جريجوري	그레고리
جريجوري	그레고리우스
المسامير	손톱
الالم	통증이
الالم	통증
الالم	고통
مكمل	보완
اخوة	브라더스
اخوة	형제들
اخوة	형제
ملاكمة	복싱
ابتسامة	미소
ابتسامة	스마일
ابتسامة	웃어
النعاس	졸음
فليكس	플렉스
فيتزجيرالد	피츠제럴드
فراء	모피
المصداقية	신뢰성
تنفق	지출
معروض	표시됨
سلون	슬론
كليبر	클리퍼
القنب	대마초
اسهم	화살
اسهم	화살표
ساطع	밝은
ساطع	밝고
ساطع	밝게
ساطع	밝아
موهوب	재능있는
موهوب	재능
مصالحة	화해
الاسلوب	스타일
الاسلوب	방법
الاسلوب	메서드
الاسلوب	수단
الاسلوب	메소드
الصراط	경로
صوف	양모
صوف	양털
وريدي	정맥
صربية	세르비아어
صربية	세르비아인
صربية	세르비아
هارب	도망자
استبيان	설문조사
المصاعب	곤란
المصاعب	어려움
الاقليمية	지역주의
غونزاليز	곤잘레스
ضحك	웃음
اضيف	추가되었습니다
اضيف	추가됨
الاوبرا	오페라
بدلة	수트
بدلة	양복
بدلة	슈트
بريتني	브르타뉴
بريتني	브리트니
المراقبون	옵서버
المراقبون	관찰자
المراقبون	관측자
الملخص	요약
ابراهام	에이브러햄
ابراهام	아브라함
كابلان	카플란
بيروفية	페루
عريف	상사
عريف	경사
المجمدة	냉동
المجمدة	프로즌
انسان	인간
انسان	인간인
انسان	인체
كارد	카드
السلوفاكية	슬로바키아어
السلوفاكية	슬로바키아인
السلوفاكية	슬로바키아
التظليل	셰이딩
هومر	호머
التنمر	따돌림
التنمر	왕따
التنمر	괴롭힘
مريضة	아프다
مريضة	아파
مريضة	아픈
صابون	비누
مشرقة	빛나
مشرقة	빛나는
مشرقة	빛나고
تواتر	주파수
تواتر	빈도
سيرك	서커스
الحانات	술집
كيرالا	케랄라
دولارات	달러
العاطلين	실업
العاطلين	실업자
المليونير	백만장자
المراسلة	메시지
المراسلة	메시징
سيمفونية	교향곡
المصلح	개혁
مفضل	좋아하는
مفضل	선호
مفضل	즐겨
محرقة	홀로코스트
اجازة	휴가
اجازة	명절
اجازة	방학
اجازة	홀리데이
اجازة	공휴일
اجازة	휴일
اجازة	연휴
الالات	기계
الالات	머신
الالات	인스트루먼트
الالات	악기
ثغرات	틈새
ثغرات	간격
اللبس	드레싱
اللبس	붕대
زولا	졸라
الترحيل	추방
اخطاء	실수
اخطاء	오류
الابداع	창의력
الابداع	혁신
الابداع	창의성
الابداع	창의
شيلا	쉴라
التنويم	최면
التنويم	수면제
بيتزا	피자
المقصد	목적지
المقصد	목적지는
تتارستان	타타르스탄
المخاض	노동
شدد	스트레스
روتيني	일상
روتيني	루틴
يحترق	불타는
الحلاق	이발사
الحلاق	이발
المحتجزين	억류
اسطورة	레전드
اسطورة	신화
اسطورة	전설
الحافظة	포트폴리오
غرينيتش	그리니치
دوفر	도버
واترلو	워털루
البرتو	알베르토
القرع	호박
اربعين	마흔
عبقري	천재
المعلمون	교사
المعلمون	교사들
الارز	라이스
غش	부정행위
غش	사기꾼
غش	사기
بيكهام	베컴
رودلف	루돌프
تاتا	타타
كونور	코너
النفاذية	투자율
مرغوبة	원하는
مرغوبة	바람직한
مرغوبة	바람직
مرغوبة	바람직해
تجمد	동결
تجمد	꼼짝
تجمد	냉동
الاصابات	사상자
الاصابات	부상
كفالة	보증
لايم	라임
التنبؤات	예측
يدرج	삽입
موجي	리플
واردات	수입
اخ	오빠
اخ	아우
خنجر	단검
كاشيما	가시마
رياضيين	운동선수
اخيرا	마침내
اخيرا	드디어
وودي	우디
كوميكس	만화가
كوميكس	코믹스
كوميكس	만화
عقبات	장애물
رومانوف	로마노프
هابي	행복하다
هابي	해피
هابي	행복
هابي	행복해
هابي	행복한
كورك	쿼크
كورك	코르크
مولان	뮬란
ميلودي	멜로디
دلو	양동이
دلو	버킷
الباندا	팬더
نزيهة	공평
الدامي	블러디
قهر	정복
بالداخل	인사이드
بالداخل	내부
تحترق	불타는
الة	머신
الة	악기
الة	계기
الة	기계
ويندي	웬디
الازرق	블루
الازرق	청색
الازرق	파랑
الازرق	푸른
الازرق	파란색
الازرق	푸른색
مهرة	숙련
اضرار	손해배상
اضرار	피해
اضرار	손상
اضرار	손해
متفجرات	폭발물
مشفرة	암호화
بحظر	금지
القبرصية	키프로스
حصانة	면책
حصانة	면역
التقطيع	슈뢰더
تقنين	배급
الختام	결론
موزة	바나나
المحولات	트랜스포머
المحولات	변환기
المحولات	컨버터
فيكي	비키
ليز	리즈
العافية	웰빙
سوانزي	스완지
التسلق	등반
التسلق	오르기
التسلق	등산
جيجو	제주
الجرار	트랙터
الجرار	항아리
الكوبرا	코브라
القرفة	계피
القرفة	시나몬
الاعصاب	신경
الاختطاف	납치
الافراج	릴리스
الافراج	릴리즈
الافراج	개봉
الافراج	출시
الافراج	발매
كونشرتو	협주곡
الاستديو	스튜디오
النقرس	통풍
بنغالي	벵골어
بنغالي	벵골
شيف	주방장
شيف	셰프
شيف	요리사
اميركا	아메리카
الكيلومتر	킬로미터
مرح	재미
الطباخ	요리사
كاندي	캔디
كاندي	사탕
الضنك	댕기
وسادة	쿠션
وسادة	베개
ات	출시
تيلي	틸리
مراهقين	십대
مراهقين	청소년
محترمة	존경하는
محترمة	존경받는
ملصقات	스티커
ملصقات	포스터
تنتهك	위반
مساند	쿠션
الانجاز	성취
الانجاز	업적
الانجاز	완성
ندم	후회
الكرملين	크렘린
كاراكاس	카라카스
شارات	배지
شارات	위젯
شارات	뱃지
الانتصاب	발기
دينت	덴트
الواعظ	설교
الواعظ	설교자
شاذ	게이이
شاذ	게이
استئجار	임대
استئجار	렌트
الارضية	바닥
الرافعة	두루미
الرافعة	크레인
بلوفديف	플로브디프
ديزي	데이지
ايطاليا	이탈리아어
ايطاليا	이탈리아
ايطاليا	이탈리아인
الجوارب	양말
الجوارب	스타킹
واقي	보호
ستيفين	스티븐
ستيفين	스테파노
النزاهة	무결성
الخرز	구슬
مضيفة	승무원
مضيفة	스튜어디스
الملصقات	스티커
الملصقات	포스터
الطفيلي	기생
الطفيلي	기생충
حاسبة	계산기
الانثى	암컷
الانثى	여성
ذئاب	늑대들
ذئاب	늑대
ترويجية	프로모션
التناوب	회전
الانتفاع	활용
كلوديا	클라우디아
كلوديا	클로디아
الساد	백내장
بينجامين	벤자민
بينجامين	벤저민
ملقا	믈라카
فصلية	분기
اخرون	기타
العصير	주스
العصير	쥬스
الارتباطات	연결
الارتباطات	커넥션
الفراولة	딸기
حيل	트릭
التوقيعات	서명
الاوامر	주문
بريشيا	브레시아
تخيلي	상상
انديانا	인디애나
كليفورد	클리퍼드
الميثودية	감리교
اعدام	실행
اعدام	처형
شاندرا	찬드라
ديور	디오르
الاعدام	실행
الاعدام	처형
بكى	울었다
مانهايم	만하임
المضايقات	괴롭힘
التلاوة	서술
باربي	바비
مصيدة	함정
مصيدة	트랩
حلاق	이발사
حلاق	이발
لربما	아마
لربما	아마도
الكروات	크로아티아인
ابتلاع	삼킬
الثلاجة	냉장고
الثلاجة	냉동
العبقري	천재
التهريب	밀수
محيطات	바다
محيطات	오션스
اصابات	사상자
اصابات	부상
بودرة	가루
بودرة	파우더
التشديد	강조
عذرا	미안
الاكراد	쿠르드족
شوبان	쇼팽
سندباد	신밧드
استنتاجات	결론
ترسانة	아스널
ترسانة	아스날
لغم	광산
الفاخر	디럭스
مشي	걷고
مشي	산책
مشي	걷는다
مشي	걷기
مشي	워킹
الفرقاطة	프리깃
الفرقاطة	호위함
الفرقاطة	프리깃함
ضوضاء	소음
ضوضاء	잡음
العمة	고모
العمة	이모
العمة	이모가
العمة	숙모
لوريل	로렐
ارقام	피규어
ارقام	숫자
ارقام	수치
السخط	불만
غولدستون	골드스톤
المزامير	시편
الكفرة	이교도
قسيس	신부
قسيس	성직자
استجابات	응답
استجابات	답변
واليس	왈리스
كلايتون	클레이턴
التمرير	스크롤
الطبوغرافية	지형도
الطبوغرافية	지형
شاطيء	바닷가
شاطيء	비치
شاطيء	해변
المراهق	십대
المراهق	사춘기
المراهق	청소년
متهم	피고인
متهم	피고
كولومبو	콜롬보
المستكشفين	탐험
المستكشفين	탐험가
كلوني	클루니
الانظمة	규정
الانظمة	체계
الانظمة	시스템
مفكرة	일기장
مفكرة	일기
مفكرة	다이어리
مفكرة	메모장
الفرنك	프랑
الخراف	양양
التطبيع	정규화
يصرخ	질러
بربري	바르바리
اعتذار	사과
عريس	신랑
عريس	신랑이
التحصين	예방접종
السطوع	밝기
المداخن	굴뚝
السيناريوهات	시나리오
بريستون	프레스톤
بريستون	프레스턴
الشفوي	구강
منطاد	풍선
يحرق	번스
يحرق	화상
التلسكوبات	망원경
سيفا	도검
وينستون	윈스턴
نيت	네이트
دينامية	다이내믹
دينامية	동적
اندفاع	충동
اندفاع	임펄스
الاصدقاء	친구들이
الاصدقاء	친구들
الاصدقاء	프렌즈
الاصدقاء	친구
خضار	야채
خضار	채소
مالكولم	맬컴
مالكولم	말콤
ادوية	의약품
الفيزيائيين	물리학자
خشخاش	양귀비
ماكي	마키
نيكلسون	니컬슨
سل	폐결핵
سل	결핵
بثبات	꾸준히
رذاذ	스프레이
رذاذ	이슬비
رذاذ	이슬
سلامي	살라미
ازرق	블루
ازرق	청색
ازرق	파랑
ازرق	푸른
ازرق	파란색
ازرق	푸른색
الزنزانة	던전
الزنزانة	세포
الزنزانة	셀프
تيانجين	톈진
لجوء	어사일럼
لجوء	망명
هنت	사냥
هنت	헌트
الكحوليات	알코올
تيدي	테디
التراكم	축적
سيسكو	시스코
ملهى	카바레
منوعات	믹스
مصرفي	은행원
جايسون	제이슨
راش	러쉬
الايطالي	이탈리아어
الايطالي	이탈리아
الايطالي	이탈리아인
حافز	동기부여
حافز	동기
حافز	인센티브
صيدلي	약사
الكرادلة	추기경
تضحية	희생
الادوات	도구
الادوات	가젯
الموجز	요약
الشرفات	발코니
الجلطة	혈전
الجلطة	응고
المصنعين	제조업자
المصنعين	제조업체
التذكرة	항공권
التذكرة	티켓
رجعي	레트로
غلي	글리
مسروق	도난
غلوريا	글로리아
تشالنجر	챌린저
تامبيري	탐페레
اساسية	베이직
اساسية	기초
اساسية	기본
المفترس	프레데터
الهرمونية	호르몬
نوقشت	논의
البال	마음
مورين	모린
المطاطي	탄성
تبرر	정당화
الببغاء	앵무새
مطاطية	고무
ادي	아디
هشة	취약
متناسبة	비례
المراسل	리포터
المراسل	기자
سابورو	삿포로
مشتبه	용의자
كاثلين	캐슬린
سرقت	도난
سرقت	훔쳤다
المنطاد	비행선
المنطاد	풍선
كونكورد	콩코드
مارت	마트
اخضر	초록
اخضر	녹색
اخضر	초록색
اخضر	그린
فخمة	호화
مبادلة	바꾸기
مبادلة	스왑
شيل	껍질
كوجي	코지
فكتور	빅토르
فكتور	빅터
البصيرة	통찰력
البصيرة	인사이트
وارويك	워릭
الهنغارية	헝가리
الهنغارية	헝가리어
الجوازات	여권
الماضى	과거
سياج	울타리
سياج	담장
خس	상추
خس	양상추
بكاء	울음
المخبر	형사
المخبر	탐정
السيقان	다리
الاعتمادات	학점
الاعتمادات	크레딧
ميجيل	미겔
تبغ	담배
المشترين	구매자
بالفيديو	비디오
بالفيديو	동영상
اكاديمية	아카데미아
اكاديمية	학업
اكاديمية	학문
اكاديمية	아카데미
اكاديمية	학술
الانكليزية	영어
الانكليزية	잉글리시
هارتفورد	하트퍼드
هارتفورد	하트포드
المعبود	아이돌
المعبود	아이돌이
كسبت	획득
كسبت	획득한
ماركوني	마르코니
الاحد	일요일
تسعير	가격
تسعير	가격결정
التلوين	색칠
التلوين	컬러링
التلوين	염색
المغير	돌연변이
معلن	광고주
مصفحة	기갑
بستاني	가드너
بستاني	정원사
الامان	안전성
الامان	안전
سانتياجو	산티아고
ويندسور	윈저
الجرمانيوم	저마늄
الاهمية	관련성
الاهمية	중요성
قارورة	플라스크
الميثانول	메탄올
المدخنة	굴뚝
الاحترار	온난화
التحفظ	예약
رايات	배너
الوعود	약속
اكل	먹기
اكل	먹어
اسرار	비밀
ساندز	샌즈
ساندز	샌드
مدعو	초대
ماشية	가축
يتقبل	수락
الاحكام	조항
الاحكام	문장
الاحكام	판단
المفارقة	역설
البستنة	원예
ديكستر	덱스터
اوربا	유럽
ناتاليا	나탈리아
تشيك	병아리
طابعة	프린터
عقليا	정신적
حروق	번스
حروق	화상
سوير	소이어
ادلب	이들리브
السلوفينية	슬로베니아어
السلوفينية	슬로베니아
سيمنز	지멘스
الاستنشاق	흡입
جيركو	제리코
جيركو	예리코
المعابر	건널목
اعتداءات	공격
بيزو	페소
فينكس	피닉스
غواياكيل	과야킬
التقاضي	소송
برتراند	베르트랑
برتراند	버트런드
دمعة	눈물
القمصان	셔츠
الاتساع	너비
التكتيك	전술
اخوان	브라더스
اخوان	형제들
اخوان	형제
محظور	차단
محظور	차단됨
محظور	차단되었습니다
محظور	금지
تحوم	호버
المستشفي	병원
ممتع	재미
عدادات	카운터
البلوز	블루스
اليس	앨리스
لير	리어
شراكات	파트너십
تمنى	소원
الفنلنديين	핀란드인
بعوضة	모기
عيدان	젓가락
صفير	휘파람
تتلاشى	페이드
تتلاشى	페이딩
لوت	롯데
الوكلاء	에이전트
رايتشل	레이첼
بيتون	페이턴
ماسا	마사
نزيه	공평
عمياء	블라인드
سبينوزا	스피노자
مجفف	드라이어
الملصق	스티커
الملصق	포스터
ضل	최고
ضل	베스트
الدفعات	결제
الدفعات	송금
الغيبوبة	혼수
سينيكا	세네카
الاصغر	어려
الاصغر	막내
الفقاعة	버블
الفقاعة	거품
تشيستر	체스터
القناصة	저격수
الغراء	접착제
غونزالو	곤살로
الردع	억지
فايرفوكس	파이어폭스
الشاهين	샤힌
جستن	저스틴
تشيس	체이스
الاحساس	센스
الاحساس	느낌이
الاحساس	기분
الاحساس	느낌
الاحساس	감각
الجرد	재고
الجرد	인벤토리
غائب	결석
الهيموجلوبين	헤모글로빈
المانجو	망고
الاشتباه	의심
الموديل	모형
الموديل	모델
الفلاندرز	플랜더스
ستيلا	스텔라
الامانة	정직
الامانة	성실
الامانة	사무국
المستورد	가져온
المستورد	가져옴
المستورد	가져오기
المستورد	수입
منهاتن	맨해튼
ارشيف	아카이브
ارشيف	보관
تذكار	기념품
تبعثر	산란
بلانت	블런트
كروفورد	크로퍼드
كروفورد	크로포드
الزرق	녹내장
اثارة	흥분
ايرو	에어로
كولومبية	콜롬비아
كلايد	클라이드
ماسح	스캐너
الندم	후회
مشغلات	트리거
الشهوة	욕망
الشهوة	성욕
سرداب	지하도
سرداب	지하
عمانية	오만
كريج	크레이그
غوارديولا	과르디올라
قديمه	늙은
قديمه	오래된
برون	브라운
القفازات	장갑
لحية	수염
انشطة	활동
الضمائر	대명사
الفيلا	빌라
قرود	몽키스
قرود	원숭이
الحوكمة	거버넌스
الغرور	허영
الغرور	자아
النائم	슬리퍼
الاطعمة	식품
الاطعمة	음식
تغرق	침몰
اسمع	듣기
الفقاعات	거품
داش	대시
العصي	스틱
العصي	스틱스
النواتج	출력
خارجا	아웃
صبغ	염색
ايفون	아이폰
السكاكين	나이프
تشك	투척
تشك	척척
كالفين	칼뱅
كالفين	캘빈
كالفين	켈빈
الزناد	트리거
كلوز	클라우스
كلوز	클로스
بارنز	반즈
سراب	신기루
علاقه	연애
علاقه	관계
السحلية	도마뱀
السحلية	도마뱀과
فليتشر	플레처
سفورزا	스포르차
الناخبون	유권자
موشي	모셰
الزمرد	에메랄드
الشراكات	파트너십
رئة	허파
تفاوض	협상
استقصاء	설문조사
نبوءة	예언
دايلي	데일리
الايجابية	긍정적인
الايجابية	긍정적
الايجابية	긍정
الايجابية	양수
الجرة	항아리
الرصيد	균형
الرصيد	잔액
الرصيد	밸런스
ايقاع	리듬
المصاريف	비용
صداقات	우정
الناجون	생존
الناجون	생존자
موراليس	모랄레스
كبسولات	캡슐
مراهق	십대
مراهق	사춘기
مراهق	청소년
الوصفة	레시피
سعره	가격
سعره	프라이스
فرخ	병아리
لامبورغيني	람보르기니
الارقام	피규어
الارقام	숫자
الارقام	수치
الرغبات	욕망
الرغبات	욕구
مديرو	매니저
مديرو	운영자
مديرو	관리자
محلا	쇼핑
محلا	상점
محلا	가게
فاشل	루저
فاشل	패자
كتف	어깨
المصنوعات	제조업
الزبادي	요구르트
المرحاض	화장실
المرحاض	변기
الاهتزازات	진동
جورجيو	조르지오
للاسف	불행히도
كاسيت	카세트
المفصلية	관절
بيشاور	페샤와르
جستين	저스틴
مشروط	조건부
مزيفة	가짜
مزيفة	허위
رضيع	영아
الودائع	예금
الودائع	보증금
المنقذ	구원자
لصق	붙여넣기
لصق	붙이기
استرجع	초기화
استرجع	리셋
باندورا	판도라
سكارليت	스칼렛
التكتيكات	전술
التكتيكات	전략
ارمسترونغ	암스트롱
كتيبات	소책자
كتيبات	팜플렛
كتيبات	메뉴얼
كتيبات	설명서
الخلفيات	배경
الارتياح	만족
الارتياح	만족도
كوبين	코베인
مزعج	자극적
الدلافين	돌고래
دنكان	덩컨
الاستقصاء	종교재판
تييري	티에리
الابناء	아들들
التفاحة	사과
التفاحة	애플
روزماري	로즈메리
الماركات	브랜드
المسروقة	도난
ماض	과거
مهجور	버림
هيذر	헤더
ساعه	시간
الكوخ	객실
الكوخ	코티지
الكوخ	오두막
المسافرون	트래블러
المسافرون	여행자
المسافرون	여행객
المسافرون	승객
الرهان	도박
الرهان	내기
الرهان	베팅
بويد	보이드
اليرقة	라바
مليونا	백만명
مليونا	백만
مضخم	앰프
مضخم	증폭기
الفرو	모피
انتعاش	리바운드
الفولكلور	민속
خارجيا	외부
الاسئلة	질문
ارفع	승강기
ارفع	리프트
ارفع	상승
الاوسكار	오스카
البوق	트럼펫
البوق	나팔
البوق	튜바
بلين	블레인
الصلصة	소스
كيرلا	케랄라
ريتر	리터
النفاق	위선
سيبو	세부
دردشة	채팅
البوكر	포커
المعجنات	페이스트리
زبون	클라이언트
زبون	고객
المعالجين	치료사
اولي	예비
البارحة	어제
ماسي	비극
كوكي	쿠키
مرق	국물
مرق	육수
بلايين	수십억
بلايين	십억
مظلوم	억압
هامر	해머
هامر	망치
اعمار	연령
تعقيدات	합병증
مهمل	부주의
سوزي	수지
راهبة	수녀
نيوفاوندلاند	뉴펀들랜드
خوزيه	조제
عاجزة	무기력
الدوامة	소용돌이
التقييد	제한
الكاس	트로피
المساءلة	책임
متساو	평등
الركوب	승마
الركوب	라이딩
العوائد	정산
المشوي	구운
كيز	열쇠
كيز	키키
مضمونة	보장
واشنطون	워싱턴
للاستثمارات	투자
الساحرات	마녀
التباعد	간격
التباعد	띄어쓰기
تيت	테이트
تريبل	트레블
المكسرات	땅콩
تاسس	설립
ابل	사과
ابل	애플
مونو	모노
ديفا	디바
اوضح	선명하게
الجاموس	버팔로
الجاموس	버펄로
الانتعاش	복구
الانتعاش	회복
ثدي	가슴
الزيجات	결혼
مصادفة	우연
تحلم	꿈꾸고
اجسام	물체
اجسام	천체
اجسام	객체
اجسام	개체
الصيدليات	약국
لقلق	황새
تشارلستون	찰스턴
مشى	걷기
اجنبية	외국인
حلاقة	면도
واخيرا	마침내
واخيرا	드디어
ايس	에이스
جراحون	외과의사
جراحون	외과의
البواب	수위
الحياه	생명
الحياه	생활
الحياه	라이프
الحياه	인생
هاموند	하몬드
هاموند	해먼드
تريستان	트리스탄
الالتحام	도킹
ينهار	붕괴
ينهار	축소
فاكس	팩스
موظفة	직원
تايسون	타이슨
كب	간간
كب	간디
التاثير	임팩트
التاثير	영향
التاثير	효과
التاثير	영향력
السمين	지방
السمين	뚱뚱한
السمين	살찐
فلورا	플로라
اسلحة	총기
اسلحة	무기
مكعبات	정육면체
مصادقة	인증
دلفين	돌고래
الشاطيء	바닷가
الشاطيء	비치
الشاطيء	해변
سكرتيرة	비서
الفخ	함정
الفخ	트랩
صل	기도
تيسلا	테슬라
يحلق	면도
تشينج	칭칭
خل	식초
الغايات	목표
الغايات	타겟
التخفيض	할인
انماط	스타일
انماط	스타일스
انماط	패턴
مخاطرة	리스크
مخاطرة	위험
احفظ	저장하기
احفظ	저장
لاجئين	난민
مضارب	박쥐
تلمس	터치
شجار	싸우다
شجار	싸워라
شجار	싸우기
شجار	싸움
شجار	싸워
السنغافورية	싱가포르
دايموند	다이아몬드
استماع	청취
استماع	듣기
امريكي	미국인
امريكي	아메리칸
فضول	궁금해
خرطوم	호스
الساقي	바텐더
الكينية	케냐
الشهيدة	순교
ايمانويل	이매뉴얼
التعزيز	향상
التعزيز	강화
غائبة	결석
كيكي	키키
مسرع	가속기
الماوري	마오리족
كليفتون	클리프턴
الرجعية	레트로
كولونيل	대령
هلام	젤리
الرخص	라이센스
الرخص	사용권
الرخص	면허
الرخص	라이선스
المقاتلون	파이터
المقاتلون	파이터즈
المقاتلون	파이터스
التحلية	후식
التحلية	디저트
اوامر	주문
الحلزون	달팽이
دبل	더블
جالون	갤런
بودا	바부다
اسئلة	질문
احزاب	파티
كورتني	코트니
المعضلة	딜레마
الانشاء	건설
الانشاء	생성
الانشاء	설립
الانشاء	공사
الانشاء	만들기
الانشاء	건축
الانشاء	창조
مسبح	수영장
التسعير	가격
التسعير	가격결정
مارج	마지
كعك	케이크
متطرف	극한
متطرف	극단
متطرف	익스트림
متطرف	급진주의
المصروفات	비용
ستافورد	스태퍼드
لوار	루아르
ركبة	무릎
فيينتيان	비엔티안
كبرياء	프라이드
كبرياء	자존심
ارجع	뒤로
ارجع	다시
الاساليب	스타일
الاساليب	방법
الاساليب	메서드
الاساليب	수단
الاساليب	스타일스
الاساليب	전술
الاساليب	전략
سولي	설리
البالية	발레
البالية	발레단
غربة	이상한
غضروف	연골
كراوفورد	크로퍼드
كراوفورد	크로포드
الافضل	최고
الافضل	베스트
المتدرب	인턴
المتدرب	지망생
الاراء	조회
الاراء	견해
الاراء	조회수
الاراء	의견
هوان	환희
العزيمة	해결
كرامر	크레이머
بورك	버크
المقارنات	비교
قاضية	판사
قاضية	판단
مانيتوبا	매니토바
مضغ	씹는
كوينسي	퀸시
استر	에스더
استر	에스텔
صحفيين	저널리스트
صحفيين	기자
اسقف	비숍
اسقف	주교
انعكاسات	반사
نشوة	엑스터시
ايلينا	엘레나
النحلة	벌벌
النحلة	꿀벌
الملاحقة	스토킹
مسامير	손톱
هونولولو	호놀룰루
كينجي	켄지
كينجي	겐지
موديلات	모형
موديلات	스타일
موديلات	스타일스
موديلات	모델
الوميض	플래시
توربو	터보
خلطة	혼합
والكر	워커
التكتيكي	전술
جايمي	제이미
الاعمار	연령
بلى	예스
التونة	참치
المذياع	라디오
المذياع	라디오방송
الاسهم	주식
بنتلي	벤틀리
الكرنب	양배추
الاستنتاجات	결론
دارتموث	다트머스
الاندروجين	안드로겐
زور	방문
زور	방문하기
النقاء	순수
التعقيدات	합병증
النظارة	안경
تارا	타라
مونتيرو	몬테로
باريش	패리시
المنشئ	제작자
المنشئ	작성자
المنشئ	창조주
الانابيب	파이프
الفواتير	지폐
وديعة	예금
وديعة	보증금
وثقت	신뢰
للانتاج	프로덕션
للانتاج	프로덕션스
تشنجات	경련
جيما	젬마
اعمدة	칼럼
اعمدة	기둥
انش	인치
الجيداي	제다이
سايرس	사이러스
تامل	명상
يقلد	흉내
ادموند	에드먼드
لافونتين	라퐁텐
شاحن	충전기
