ve	en
gecelik	japon
gecelik	gewaad
olasılıklar	mogelijkheden
olasılıklar	waarschijnlijkheden
olasılıklar	mogelijkheid
güvensiz	onveilige
güvensiz	onzekere
güvensiz	onzeker
güvensiz	onveilig
doğranmış	gehakt
çığlığı	schreeuwen
çığlığı	schreeuw
çığlığı	gillen
çubukları	stokjes
çubukları	klemt
çubukları	stokken
deformasyon	vervorming
tavsiyeler	fooi
tavsiyeler	advies
tavsiyeler	adviezen
tavsiyeler	aanbevelingen
erkeksi	mannelijk
sekizi	acht
tişört	hemd
tişört	overhemd
anomali	anomalie
pahalıdır	duur
pahalıdır	dure
batar	wastafel
batar	zinken
batar	zinkt
batar	gootsteen
eşdeğişken	covariante
hizalama	uitlijning
hancı	herbergier
otlaklar	weiden
açkılı	afkorten
kromozomlar	chromosomen
sarılık	geelzucht
sapmalar	afwijkingen
yükseliyor	stijgend
yükseliyor	rijzende
yükseliyor	stijgt
yükseliyor	stijgende
uçmak	vliegend
uçmak	vlieg
uçmak	vliegen
yumuşakçalar	weekdieren
batmış	gezonken
batmış	verzonken
alerji	allergieën
alerji	allergische
alerji	allergie
alerji	allergisch
körlük	blindheid
modülasyonu	modulatie
modülasyonu	differentiatie
demokratikleşme	democratisering
dürüstlük	integer
dürüstlük	integriteit
dürüstlük	eerlijkheid
kabloları	kabels
kızartılmış	gefrituurde
kızartılmış	gefrituurd
kızartılmış	gebakken
entomoloji	entomologie
sinirleri	zenuwen
imkanlar	faciliteiten
kopyalar	afschriften
kopyalar	exemplaren
kopyalar	kopieën
develer	kamelen
çekmece	lade
kefalet	borgtocht
kefalet	borgsom
heybetli	opleggen
heybetli	majestueuze
somatik	somatische
zorbalık	tirannie
zorbalık	pesterijen
zorbalık	pesten
psikoz	psychose
yükümlülükleri	verplichtingen
kinematik	kinematische
gazap	toorn
gazap	razernij
şalgam	raap
casuslar	spionnen
casuslar	infiltranten
istiridye	mossel
istiridye	mosselen
istiridye	oester
istiridye	oesters
yamuk	scheef
yamuk	krom
meyveli	fruitig
kanayan	bloeding
kanayan	bloeden
kanayan	bloedingen
satanizm	satanisme
alaka	relevantie
davetsiz	indringer
tabut	kisten
tabut	doodskisten
tabut	doodskist
tabut	kist
bisikletçiler	fietsers
yandım	afgebrand
yandım	verbrand
kefaret	boetedoening
kefaret	verlossing
kefaret	aflossing
kirlenme	contaminatie
kirlenme	besmetting
kirlenme	verontreiniging
tef	tamboerijn
dokuzu	negen
sitoplazma	cytoplasma
eyer	zadel
vurgulu	nadrukkelijke
vurgulu	nadrukkelijk
tutuklular	gedetineerden
tutuklular	gevangenen
dokunmuş	geweven
nijniy	nizjni
şüpheleri	verdenkingen
şüpheleri	verdenking
şüpheleri	vermoedens
suikastçi	huurmoordenaar
suikastçi	moordenaar
yasaklama	drooglegging
yasaklama	verbod
yasaklama	verbieden
buluşmak	bijeenkomst
buluşmak	vergaderen
buluşmak	ontmoeting
buluşmak	vergadering
morfin	morfine
merkezkaç	centrifugale
karpatlar	karpaten
şamanlar	sjamanen
çoğulcu	pluralistische
sayılıyor	telt
kamufle	camoufleren
bülten	nieuwsbrief
karıştırmak	mixen
karıştırmak	vermenging
karıştırmak	mengen
karıştırmak	menging
pelikanlar	pelikanen
özelleştirilmiş	geprivatiseerd
özelleştirilmiş	aangepast
savas	strijd
savas	gevecht
savas	veldslag
savas	oorlog
savas	slag
baygın	onbewuste
baygın	bewusteloos
ustura	scheermes
burulma	torsie
oluştur	creëren
oluştur	creëer
oluştur	aanmaken
oluştur	maken
oluştur	genereert
oluştur	genereren
halılar	tapijt
halılar	tapijten
baslar	bassen
duş	douchen
duş	douches
duş	douche
duş	buien
yavaşlar	vertraagt
ataşesi	attaché
masaj	massages
taşıyıcılar	vervoerders
klorofil	chlorofyl
hırsızlar	inbrekers
hırsızlar	rovers
hırsızlar	dieven
hırsızlar	overvallers
sik	haan
sik	pik
sik	lul
pragmatik	pragmatische
pragmatik	pragmatisch
hissetti	voelde
akort	afstemmen
akort	afstellen
ittifaklar	allianties
ittifaklar	bondgenootschappen
imdat	hulp
imdat	helpen
puro	sigaar
puro	sigaren
sorgulamak	ondervragen
sorgulamak	ondervraging
sadakati	loyaliteit
sadakati	trouw
toksin	toxine
toksin	gif
toksin	gifstoffen
toksin	toxinen
otoban	snelweg
tamirci	automonteur
tamirci	monteur
saglik	gezondheid
dezavantaj	nadelen
dezavantaj	nadeel
muadili	tegenprestatie
muadili	tegenhanger
kaslı	gespierde
kaslı	gespierd
kaslı	spieren
kaslı	spier
oksijenli	zuurstofrijk
katlanır	vouwen
dalak	milt
gizliden	stiekem
binlik	duizend
doğrulaması	keuring
doğrulaması	verificatie
dayanılmaz	ondraaglijk
dayanılmaz	onweerstaanbaar
dayanılmaz	onweerstaanbare
kayıkçı	schipper
kaçının	vermijdt
kaçının	vermijd
kaçının	vermijden
kaçının	voorkom
fıçı	vat
fıçı	vaten
fıçı	stortplaats
fıçı	storten
pliyosen	plioceen
istikamet	richting
istikamet	rubriek
istikamet	koers
istikamet	bestemming
tanımla	definiëren
tanımla	beschrijf
tanımla	omschrijf
tanımla	beschrijven
tanımla	identificeren
tanımla	definieer
tombul	mollige
formatları	formaten
bilmece	raadsels
bilmece	puzzel
bilmece	raadsel
kavanoz	potten
kavanoz	potje
kavanoz	potjes
kavanoz	pot
kavanoz	kruiken
sunumlar	presentaties
gözardı	genegeerd
kulaklık	hoofdtelefoon
kulaklık	koptelefoon
aciz	hulpeloze
aciz	hulpeloos
erir	smelt
erir	smelten
yağları	oliën
yağları	smeermiddelen
ukraynalılar	oekraïners
istirahat	rust
istirahat	rusten
istirahat	uitrusten
yenge	tante
pazarları	markten
pazarları	zondags
pazarları	zondagen
etkilemek	imponeren
etkilemek	impressie
sinekler	vliegt
albatros	albatros
sincaplar	eekhoorns
çak	hoog
çak	hoge
oratoryo	oratorium
barkod	streepjescode
deterjan	wasmiddel
topçular	schutters
kaygan	glad
kaygan	gladde
kaygan	glibberig
sek	netjes
ayrılıklar	scheidingen
kürekçi	roeier
bugun	vandaag
perili	achtervolgd
perili	spookhuis
perili	spookt
kesmiş	doorgesneden
bahçıvan	tuinman
bahçıvan	tuinier
makamlar	autoriteiten
açıkları	tekorten
keder	rouw
keder	verdriet
keder	smart
başkomiser	hoofdinspecteur
başkomiser	hoofdagent
üzümler	druiven
raydan	ontsporen
raydan	ontspoord
raydan	ontsporing
raydan	ontspoorde
ayinler	rituelen
ayinler	sacramenten
sahipler	eigenaars
sahipler	eigenaren
sahipler	baasjes
silahşörler	musketiers
kübizm	kubisme
yüksekten	hoogten
yüksekten	hoogtes
sefalet	ellende
sefalet	miserie
sefalet	armoede
görünmezlik	mantel
görünmezlik	onzichtbaarheid
çerez	koekjes
çerez	koekje
çerez	hapje
çerez	tussendoortje
kızamık	mazelen
kaçırılmış	ontvoerde
kaçırılmış	gekidnapt
kaçırılmış	ontvoerd
bağışta	donaties
bağışta	donatie
bağışta	schenking
bağışta	doneren
platonik	platonisch
uzmanlara	experten
uzmanlara	specialisten
uzmanlara	deskundigen
sofistike	geraffineerd
sofistike	verfijning
kızgınlık	toorn
kızgınlık	kwaadheid
kızgınlık	woede
kızgınlık	boosheid
muhakeme	redeneren
muhakeme	redenering
muhakeme	arrest
muhakeme	oordeel
tersinir	reversibele
tersinir	reversibel
alışkın	gewend
grafen	grafeen
kelepçe	boeien
kelepçe	klem
kelepçe	boei
kelepçe	handboeien
romatoid	reumatoïde
kabuklular	schaaldieren
somon	zalm
mecaz	beeldspraak
mecaz	metaforen
mecaz	metafoor
titanlar	titanen
gir	invoeren
kötüler	schurken
melodileri	melodieën
tevbe	berouw
zümre	kliek
koruyucuları	beschermers
lejyoner	legionair
dudaklar	lippen
profesyonellik	professionalisme
profesyonellik	professionaliteit
yakınsama	convergentie
babilliler	babyloniërs
masonluk	vrijmetselarij
kullanılabilirlik	bruikbaarheid
peso	peso
fedai	uitsmijter
antropolojik	antropologische
dolup	overlopen
romatizma	reuma
dakikası	minuutje
dakikası	minuut
otostopçu	lifter
epistemoloji	epistemologie
filoları	vloten
omurgalılar	gewervelden
olgunlaşmamış	onvolwassen
kurdele	lintje
kurdele	linten
kurdele	lint
facia	rampspoed
facia	rampen
facia	ramp
facia	catastrofe
yanıklar	brandwonden
psikopat	psychopaat
katlar	verdiepingen
katlar	vloeren
sömürü	exploitatie
sömürü	uitbuiting
koleksiyonlar	verzamelobjecten
koleksiyonlar	collecties
koleksiyonlar	verzamelingen
ağıtlar	klaagliederen
onüç	dertien
krediler	kredieten
krediler	leningen
cadılık	hekserij
ermin	hermelijn
hantal	omslachtige
hantal	omvangrijke
hantal	omslachtig
sınıflandırmak	indelen
sınıflandırmak	classificeren
muafiyet	vrijstelling
muafiyet	ontheffing
ezilmiş	geplet
ezilmiş	verbrijzeld
ezilmiş	ingeslagen
ezilmiş	verpletterd
ezilmiş	verminkte
ezilmiş	verminkt
ezilmiş	sloeg
kosinüs	cosinus
conner	conner
suikastçı	huurmoordenaar
suikastçı	moordenaar
parlar	schijnt
parlar	schittert
sadaka	liefdadigheidsinstelling
sadaka	aalmoes
sadaka	liefdadigheid
sadaka	aalmoezen
bulundurma	bezit
bulundurma	bezetenheid
vanilya	vanille
kurtar	sparen
kurtar	opslaan
kurtar	bewaren
kurtar	bewaar
primat	primaat
primat	primaten
makinist	ingenieur
makinist	technicus
değnek	toverstok
değnek	toverstaf
yumru	klomp
yumru	knobbel
yumru	knol
vampirlerin	vampieren
vampirlerin	vampiers
yiyenler	eters
kambriyen	cambrische
müfredat	lesprogramma
müfredat	onderwijsprogramma
müfredat	leerplan
çeyreği	kwadrant
kalitesiz	minderwaardig
kalitesiz	inferieur
kalitesiz	inferieure
şahtar	sjachtar
arıcı	imker
göktaşı	meteoor
göktaşı	asteroïde
göktaşı	meteoriet
travesti	travestiet
susuzluk	dorst
susuzluk	uitdroging
orantısız	scheef
yenebilir	eetbare
yenebilir	eetbaar
rikolu	ricaanse
hurri	hurritische
koşarken	hardlopen
koşarken	rennen
kainat	heelal
kainat	kosmos
kainat	universum
macunu	tandpasta
günaha	verleiding
günaha	verleidingen
dökülmüş	gemorst
cellat	beul
cellat	beulen
dalgalanma	fluctuatie
dalgalanma	rimpel
dalgalanma	schommelingen
reddetme	afwijzing
reddetme	afwijzen
reddetme	weigeren
reddetme	achteruitgang
reddetme	verwerpen
reddetme	weigering
reddetme	weiger
reddetme	verval
kudretli	machtige
kudretli	machtig
girişimciler	ondernemers
atışlar	schoten
ilik	merg
ilik	beenmerg
ov	wrijven
parşömen	schuiven
parşömen	scrollen
parşömen	perkament
parşömen	rol
parşömen	geschrift
sormuş	gevraagd
sormuş	vroegen
çerçeveleri	kaders
lezzeti	smaak
sloganlar	leuzen
aksesuarları	accessoires
aksesuarları	toebehoren
tarife	tarief
bölünmez	ondeelbaar
leylekler	ooievaars
tenha	afgezonderd
detektif	rechercheur
masonlar	vrijmetselaars
penguenler	pinguïns
ekosistem	ecosysteem
tifo	tyfus
kahpe	kreng
kahpe	teef
kahpe	trut
hawai	hawaï
pipo	pijp
paranoya	paranoia
paranoya	paranoïde
holosen	holoceen
testis	testikels
testis	balzak
iddianame	tenlastelegging
iddianame	aanklacht
teyp	bandje
teyp	plakband
animasyonlar	animaties
animasyonlar	animatie
getto	getto
ütopik	utopie
ütopik	utopisch
varoş	getto
öldür	doden
öldür	slacht
öldür	slachten
tedbirli	discrete
kullanımlık	herbruikbare
çerçeveler	kaders
ortabatı	midwesten
bileşke	resulterende
cüzdanı	portemonnee
cüzdanı	portefeuille
içgüdüsel	instinctief
panelleri	panelen
portatif	draagbaar
portatif	draagbare
temizlenmiş	schoongemaakt
temizlenmiş	gereinigd
rahatsızlıklar	verstoring
rahatsızlıklar	storingen
rahatsızlıklar	verstoringen
rahatsızlıklar	ongeregeldheden
elektromekanik	elektromechanische
dokunarak	aftappen
dokunarak	tikken
piskoposlar	bisschoppen
piskoposlar	lopers
bütünsel	holistische
profesörler	professoren
profesörler	hoogleraren
kâfir	heidense
kâfir	ketter
kâfir	ongelovige
kâfir	heidenen
kâfir	heiden
hipofiz	hypofyse
damıtma	distilleren
damıtma	destillatie
damıtma	distillatie
tekerlekler	velgen
tekerlekler	banden
tekerlekler	wielen
teslimiyet	inzending
teslimiyet	indiening
teslimiyet	onderwerping
teslimiyet	capitulatie
kredileri	kredieten
burnunu	neus
gecikmiş	alsnog
gecikmiş	achterstallige
gecikmiş	vertraagd
gecikmiş	uitgesteld
gecikmiş	vertraagde
muhafazası	opslag
rencide	beledigen
kiz	meis
kiz	meisje
kiz	meid
fizyolog	fysioloog
oynatma	afspelen
temizler	keurt
temizler	reinigt
asalak	parasiet
asalak	bloedzuiger
spekülasyon	speculaties
spekülasyon	speculeren
spekülasyon	speculatie
azimli	vasthoudend
azimli	hardnekkig
azimli	vastberaden
azimli	gedreven
azimli	vastbesloten
azimli	bepaald
azimli	volhardend
bip	piepen
bip	piep
asetat	acetaat
şaşırdım	verraste
şaşırdım	verbaasde
şaşırdım	verbaasd
şaşırdım	verrast
tiren	tyrreense
turp	radijs
pelerin	kaap
salıncak	swingen
salıncak	schommel
rıhtım	dok
molibden	molybdeen
oğlanlar	jongens
uykusuzluk	slapeloosheid
empedans	impedantie
bakıcısı	oppas
bakıcısı	kinderoppas
omuza	schouder
asalet	waardigheid
asalet	adel
veritabanları	databanken
musluk	tik
musluk	tikken
putperest	heidense
putperest	heiden
gülme	lachen
gülme	lach
tesisat	sanitair
kerevit	rivierkreeft
pençeleri	klauwen
kafeterya	kantine
kafeterya	cafetaria
kafeterya	café
kostümleri	kostuums
şurubu	siroop
şurubu	stroop
tahrif	vervalste
tahrif	vervalst
yürekten	welgemeende
yürekten	oprechte
hidrodinamik	hydrodynamische
tabela	teken
tabela	ondertekenen
tabela	tekenen
tabela	bewegwijzering
tabela	onderteken
kask	helmen
kask	helm
aşçılık	culinaire
aşçılık	koken
aşçılık	culinair
travmatik	traumatische
travmatik	traumatisch
avlanmak	jacht
avlanmak	jagen
kitapçı	boekhandel
kitapçı	boekenwinkel
kitapçı	boekwinkel
karesel	kwadratische
sürükleyici	meeslepende
manyak	zot
manyak	krankzinnig
manyak	waanzinnig
manyak	gek
manyak	maniak
manyak	psychopaat
evlenmemiş	ongetrouwd
evlenmemiş	ongehuwd
saçmalık	gelul
saçmalık	nonsens
saçmalık	vuilnis
saçmalık	zever
saçmalık	onzin
çıngıraklı	ratelslang
mesane	blaas
eskiler	oudjes
sekme	tabblad
çaresi	remedie
çaresi	verhelpen
akrepler	schorpioenen
kefen	lijkwade
zenginleştirme	verrijking
keşfedilmemiş	onontdekte
lezyonlar	letsels
lezyonlar	laesies
satıcılar	handelaren
satıcılar	verkopers
satıcılar	leveranciers
satıcılar	handelaars
difteri	difterie
anaerobik	anaerobe
atkı	sjaal
dengeler	tegoeden
tahriş	irritatie
pelerini	kaap
dükkanlar	winkels
şarapnel	scherven
figüratif	figuratieve
sürahi	kruik
sürahi	werper
troller	trollen
kalibrasyon	kalibreren
kalibrasyon	kalibratie
biçimlendirme	opmaak
biçimlendirme	formatteren
antenler	antennes
geçmişler	achtergronden
biletler	kaartjes
aristokrasi	aristocratie
ikame	substitutie
ikame	vervanging
hazırlanıyor	voorbereiding
hazırlanıyor	voorbereiden
hazırlanıyor	bereiden
hazırlanıyor	bereidt
özgeçmiş	hervatten
özgeçmiş	hervat
dondurulmuş	diepgevroren
dondurulmuş	ingevroren
dondurulmuş	bevroren
dondurulmuş	gedeactiveerd
dondurulmuş	diepvries
levhaları	tabletten
levhaları	tafelen
öl	sterf
öl	sterven
devrimler	revoluties
devrimler	omwentelingen
kuaterner	quaternaire
bulaşık	afwas
bulaşık	schotel
kordon	navelstreng
kordon	koord
bekçileri	bewakers
bekçileri	houders
bekçileri	poortwachters
vergiden	belastingen
vergiden	belasting
irgat	boerenknecht
altsınıf	subklasse
lüzumsuz	overbodig
lüzumsuz	overbodige
denetçiler	controleurs
denetçiler	rekenkamer
denetçiler	accountants
damızlık	hengst
damızlık	dekhengst
epistemolojik	epistemologische
eşitlikçi	egalitaire
himalayalar	himalaya
hasreti	heimwee
lastikler	banden
lastikler	condooms
eşdeğerlik	equivalentie
eşdeğerlik	gelijkwaardigheid
denetleyici	controleur
nefesi	adem
telepatik	telepathische
telepatik	telepathisch
taşralı	provinciale
taşralı	provinciaal
karıştırılmış	gemengd
karıştırılmış	geroerd
yaralanmalar	verwondingen
yaralanmalar	letsels
yaralanmalar	letsel
yaralanmalar	blessures
yaralanmalar	gewonden
sempatizanı	sympathisant
hesaplanmış	berekende
hesaplanmış	berekend
telepati	telepathie
istikrarsızlık	instabiliteit
altin	goud
altin	gulden
altin	gouden
dışlanmış	verstoten
düzeltir	corrigeert
atlara	paarden
küf	schimmel
küf	mal
kazılmış	groef
kazılmış	gegraven
boğuldu	verdronken
boğuldu	gewurgd
boğuldu	gestikt
boğuldu	verdronk
boğuldu	verstikt
kompleman	aanvulling
kompleman	aanvullen
tahvil	obligatie
tahvil	binding
namuslu	preuts
namuslu	kuis
piercing	doorboord
günahları	zonden
dilbilimciler	taalkundigen
aktivistler	activisten
başarım	prestatie
hırsızları	dieven
güzellikler	schoonheden
saklanmak	verbergen
saklanmak	verstoppen
yenilemek	renoveren
kazıma	schrapen
kiracılar	huurders
kemirgen	knaagdieren
kemirgen	knaagdier
doğumgünü	jarig
doğumgünü	verjaardag
astrofizikçi	astrofysicus
büyütmek	opvoeden
büyütmek	vergroten
büyütmek	vergroot
büyütmek	uitbreiden
valon	waals
valon	waalse
saçlar	haren
saçlar	haartjes
saçlar	haar
yükleyici	installateur
duyuyor	hoort
duyuyor	horen
duyuyor	hoor
korkulan	gevreesde
korkulan	gevreesd
korkulan	vreesde
avukatları	juristen
avukatları	advocaten
karıncalar	mieren
farlar	koplampen
klişe	stereotypen
klişe	cliché
huni	trechter
meni	zaad
meni	sperma
rulo	rol
rulo	rollen
şakacı	grappenmaker
şakacı	speelse
şakacı	grapjas
şakacı	speels
girinti	inspringen
antisemit	antisemitische
beyefendi	meneer
alıştırma	uitoefening
alıştırma	oefening
alıştırma	uitoefenen
alıştırma	lichaamsbeweging
alıştırma	oefenen
alıştırma	praktijk
alıştırma	beoefenen
eşleştirme	koppelen
eşleştirme	overeenkomend
eşleştirme	bijpassende
eşleştirme	overeenkomende
tırmandı	beklom
tırmandı	geklommen
tırmandı	klom
tırmandı	beklommen
küreler	bollen
küreler	sferen
kuzular	lammeren
sapkın	verdraaid
sapkın	gedraaid
sapkın	afwijkend
sapkın	gedraaide
sapkın	verwrongen
hatırlama	herinneren
protestocular	demonstranten
protestocular	betogers
markiz	markiezin
haydutlar	vogelvrij
haydutlar	bandieten
haydutlar	misdadigers
kostümler	kostuums
yürü	wandeling
yürü	lopen
kuaför	kapster
kuaför	kappers
kuaför	kapper
kuaför	kapsalon
oluşturun	creëren
oluşturun	aanmaken
oluşturun	creëer
oluşturun	maken
radyoloji	radiologie
okumaları	lezingen
düşes	hertogin
elektrozayıf	elektrozwakke
baraka	keet
baraka	krot
dönüşün	transformatie
dönüşün	transformeren
atölyeler	werkplaatsen
güvercinler	duiven
referanduma	referenda
çavuşlar	sergeanten
girin	invoeren
gercek	echt
gercek	reëel
gercek	echte
almanak	almanak
azgın	geil
uzlaşmaz	compromisloze
kornea	hoornvlies
rakun	wasbeer
yırtık	traan
yırtık	scheur
yırtık	gescheurd
yırtık	scheuren
yırtık	verscheurd
ninni	slaapliedje
rahibeler	nonnen
rahibeler	zussen
rahibeler	zusters
rahibeler	zusjes
doğmamış	ongeboren
kontak	ontsteking
kontak	ontbranding
bukalemun	kameleon
beslenmek	voeden
beslenmek	voederen
çocuksuz	kinderloos
arzular	verlangens
arzular	begeert
kuşkulu	verdachte
kuşkulu	verdacht
kuşkulu	wantrouwend
kuşkulu	achterdochtig
kuşkulu	wantrouwig
suçla	verwijten
suçla	schuld
suçla	verwijt
disiplinlerarası	interdisciplinaire
yanılsama	illusie
yanılsama	illusies
izinleri	toestemmingen
fırsatçı	opportunistische
efendiler	meesters
kanserojen	kankerverwekkend
kanserojen	kankerverwekkende
kanserojen	carcinogene
kanserojen	carcinogeen
çeçenler	tsjetsjenen
astar	voering
dövüşçü	strijder
dövüşçü	vechter
kimlikler	identiteit
kimlikler	identiteiten
ontoloji	ontologie
bedenleri	maten
bedenleri	lichamen
bedenleri	carrosserieën
bedenleri	lijken
nehemya	nehemia
güçlendirir	sterkt
yeterlik	bekwaamheid
yeterlik	competentie
kızartma	friet
kızartma	bakken
kızartma	frieten
kızartma	patat
kestirme	sneltoets
hesaplaşma	afrekening
hesaplaşma	confrontatie
süzülerek	glijden
tırtıl	rups
sefil	ellendig
sefil	miserabel
sefil	ellendige
kıymalı	gehakt
sicak	warm
sicak	heet
kalifiye	gekwalificeerd
kalifiye	gekwalificeerde
yumurtalı	ei
yumurtalı	eitje
yumurtalı	eieren
türban	hoofddoek
adınız	naam
bakir	maagd
bakir	maagden
temize	vrijgesproken
patlamış	ontplofte
patlamış	barsten
patlamış	gebarsten
patlamış	explodeerde
patlamış	ontploft
merhametli	barmhartig
merhametli	genadig
merhametli	barmhartige
öp	zoen
öp	kusje
öp	kussen
öp	kus
ayıları	beren
denizanası	kwallen
denizanası	kwal
yıpranmış	gedragen
yıpranmış	versleten
saniyeler	seconden
livonya	lijflandse
ekonometri	econometrie
koşucu	loper
koşucu	renner
delegeler	afgevaardigden
delegeler	gedelegeerden
postalar	post
çalılar	struiken
soruyor	vraagt
ihanete	bedrogen
ihanete	verraden
islamcılık	islamisme
etobur	vleesetende
etobur	carnivoor
hatırlamak	herinneren
asılmış	opgehangen
paleontoloji	paleontologie
elektroliz	elektrolyse
içtenlikle	oprecht
içtenlikle	hoogachtend
kardiyak	cardiale
çürüme	ontbinding
çürüme	verval
çürüme	ontleding
kaymış	gleed
onaylar	goedkeurt
onaylar	keurt
çenesi	kaak
kabartmalar	reliëfs
polietilen	polyethyleen
manevraları	manoeuvres
reçete	recept
reçete	recepten
reçete	voorschrift
sevişme	vrijen
bakıcı	conciërge
bakıcı	verzorger
bakıcı	oppas
bakıcı	kinderoppas
andezit	andesiet
kuzen	nicht
kuzen	neef
kuzen	nichtje
duyuları	zintuigen
körler	blinde
körler	blinden
körler	verblinden
körler	jaloezieën
formülasyonu	formulering
ilgisizlik	apathie
teokratik	theocratische
anakart	moederbord
hileli	opgetuigd
hileli	gemanipuleerd
aptalca	dwaas
aptalca	stom
trombosit	bloedplaatjes
kesinti	onderbreking
kesinti	stroomuitval
kesinti	stroomstoring
kesinti	bezuinigingen
battaniye	dekens
battaniye	deken
asenkron	asynchrone
çukçi	tsjoektsjen
tanışmak	ontmoeten
tanışmak	ontmoet
müzakerelerin	onderhandeling
müzakerelerin	onderhandelingen
müzakerelerin	onderhandelen
parazitler	parasieten
çiğneme	kauw
çiğneme	kauwen
çağdaşları	tijdgenoten
duyurular	aankondigingen
duyurular	mededelingen
yorulmaz	onvermoeibare
yorulmaz	onvermoeibaar
fırınlar	ovens
fırınlar	kachels
parçalama	versnipperen
takdire	bewonderenswaardige
takdire	bewonderenswaardig
korfbol	korfbal
amazonlar	amazones
votka	wodka
özeldir	speciaal
özeldir	bijzonder
özeldir	speciale
boğucu	verstikkende
boğucu	wurgen
boğucu	verstikken
boğucu	verstikking
boğucu	stikken
komiteler	comités
komiteler	commissies
manipülasyon	manipuleren
manipülasyon	manipulaties
manipülasyon	manipulatie
şirinler	smurfen
sürüklenen	driften
sürüklenen	drijvend
sürüklenen	drijven
sızma	infiltratie
düzenbaz	bedrieger
düzenbaz	schurk
bombardımana	gebombardeerd
bombardımana	bestookt
#eğer	#als
sonlandırıldı	beëindigd
traverten	travertijn
eşiği	drempel
eşiği	drempelwaarde
hap	pillen
hap	pil
bilin	weten
bilin	weet
tetikleyici	trekker
bum	boem
rezervasyon	reservering
rezervasyon	reserveringen
fazlalık	overmatig
fazlalık	overdaad
fazlalık	overmaat
fesih	opzegging
fesih	beëindiging
deha	geniaal
deha	genie
zayıflık	zwakte
zayıflık	zwakheid
tanıştırdı	introduceerde
tanıştırdı	ingevoerd
tanıştırdı	geïntroduceerd
kararsızlık	besluiteloosheid
dönüştürücü	omzetter
düzinelerce	tientallen
manavlar	kruideniers
morali	moreel
morali	moraal
mayakovski	majakovski
kârlı	rendabel
kârlı	lucratief
kârlı	winstgevende
kârlı	lucratieve
kârlı	winstgevend
kiklad	cycladische
aktivasyon	activering
aktivasyon	activatie
bildirimler	aanmeldingen
bildirimler	meldingen
politikamız	beleid
kazığa	gespietst
vesaire	etc
hırsızlığı	diefstal
ziyan	verspild
ziyan	verspilling
ziyan	afvalstoffen
ziyan	afval
hanuka	chanoeka
kurbağalama	schoolslag
irtiş	irtysj
inhibitörleri	remmers
ferromanyetik	ferromagnetisch
havzaları	stroomgebieden
havzaları	bekkens
aceleci	onstuimig
aceleci	haastig
aceleci	onbezonnen
aceleci	uitslag
aceleci	huiduitslag
soz	beloof
soz	belofte
soz	beloven
gelinler	bruiden
metamorfoz	metamorfose
madalyon	medaillons
madalyon	hanger
madalyon	medaillon
gerillalar	guerrilla
monoton	eentonig
otçul	herbivoor
memnuniyeti	voldoening
memnuniyeti	tevredenheid
memnuniyeti	bevrediging
entrika	intriges
entrika	regeling
fedakarlık	offeren
fedakarlık	offer
fedakarlık	opoffering
yüzleşme	confrontaties
yüzleşme	confrontatie
butik	boetiek
öntanımlı	standaard
hepatik	lever
ilgileniyor	interesse
ilgileniyor	geïnteresseerd
kırıklar	fracturen
kırıklar	pauzes
kırıklar	breekt
kırıklar	botbreuken
kırıklar	breuken
lenfoma	lymfoom
arınma	zuivering
arınma	zuiveren
fırlatıcı	starter
kaçık	moer
kaçık	noot
dokunaklı	ontroerend
dokunaklı	schrijnend
dokunaklı	aanraken
dokunaklı	roerend
dokunaklı	aangrijpend
şifreler	gedragscodes
şifreler	wachtwoorden
sakalı	baard
türbeler	mausolea
kumarbaz	gokker
yanak	wangen
yanak	wang
sibernetik	cybernetische
farmakolojik	farmacologische
farmakolojik	farmacologisch
annelik	moederschap
vakalar	gevallen
polimerler	polymeren
emekliler	gepensioneerden
enfes	voortreffelijk
enfes	heerlijk
enfes	lekker
enfes	heerlijke
burçlar	horoscopen
ağlıyor	janken
ağlıyor	huilen
ağlıyor	huilend
ağlıyor	kreten
ağlıyor	huilt
portalları	portalen
valonya	wallonië
iyileştirir	geneest
kirmizi	rode
kirmizi	rood
işverenler	werkgevers
işverenler	werkgever
erteleme	uitstel
erteleme	oponthoud
erteleme	vertraging
erteleme	uitstellen
davacı	eiser
davacı	aanklager
davacı	procureur
davacı	verzoeker
çalıştırılabilir	uitvoerbare
çalıştırılabilir	uitvoerbaar
beklentiler	verwachting
beklentiler	verwachtingen
kefil	garant
kefil	borgen
kefil	borg
gururlu	fier
gururlu	trots
gururlu	trotse
civciv	kuiken
civciv	grietje
kist	cyste
çöplük	prullenbak
çöplük	afval
çöplük	dumpen
çöplük	vuilnis
çöplük	storten
çöplük	stortplaats
sokulmuş	ingebracht
sokulmuş	ingevoegd
sokulmuş	ingelast
merdivenleri	trap
merdivenleri	trappen
kırınımı	diffractie
türbülans	turbulentie
böl	verdelen
böl	splitsen
böl	verdeel
fotoğrafçılar	fotografen
fotoğrafçılar	fotograaf
nal	hoefijzer
kaşıntı	jeuk
kaşıntı	jeukende
düğmeleri	knopen
düğmeleri	knoppen
eğlenmek	vermaakt
eğlenmek	geamuseerd
çaprazlama	diagonaal
odaklanma	focussen
odaklanma	concentreren
tefekkür	bezinning
birleşmeli	associatieve
içkiler	drankje
içkiler	dranken
içkiler	drankjes
evim	huis
evim	thuis
evim	startpagina
kibir	ijdel
kibir	arrogantie
