மற்றும்	그리고
சர்க்கஸ்	서커스
சகிப்புத்தன்மை	관용
அன்பளிப்பு	선물
மார்கோ	마르코
மோரி	모리야
மோரி	모리
ஏரியல்	공중
ஏரியல்	아리엘
ஏரியல்	항공기
எவருமில்லை	없음
அல்ட்ரா	울트라
அழுகிய	썩어
நிருபர்	저널리스트
நிருபர்	기자
நிருபர்	리포터
நிருபர்	언론인
பவுண்டேஷன்	파운데이션
பவுண்டேஷன்	재단
பிரமிடுகள்	피라미드
இரேனியம்	레늄
தினார்	디나르
பீல்	껍질
சுசி	수지
சுசி	스시
ஜூலியட்	줄리엣
சுவிச்சர்லாந்து	스위스
சாத்தியமற்றது	불가능한
சாத்தியமற்றது	불가능하다
சாத்தியமற்றது	불가능
பழக்கமான	익숙한
வண்ணமயமான	화려하다
சிறுநீரகங்கள்	신장
பந்தயங்கள்	도박
பந்தயங்கள்	내기
நைஜீரிய	나이지리아
ஸ்டோர்	매장
ஸ்டோர்	상점
ஸ்டோர்	스토어
ஸ்டோர்	가게
முள்ளெலி	고슴도치
சூனியம்	매직
சூனியம்	마법
சூனியம்	마술
டால்ஸ்டாய்	톨스토이
சேர்ப்புப்	연관
காலக்கெடு	타임라인
தேள்	전갈
தேள்	스콜피온
வசிப்பிடம்	레지던스
வசிப்பிடம்	주택지
வசிப்பிடம்	주택
வசிப்பிடம்	거주지
பனம்	팔미라
பிஸ்மார்க்	비스마르크
பதிவேற்றிய	업로드
விளையாட்டைப்	놀기
விளையாட்டைப்	재생
விளையாட்டைப்	플레이
விளையாட்டைப்	연주
டிரினிட்டி	트리니티
டிரினிட்டி	삼위일체
கேனரி	카나리아
கத்தரிக்காய்	가지
தடுப்பிகள்	억제제
தடுப்பிகள்	억제
தளர்வு	휴식
கணிப்பான்	계산기
சண்டையிடும்	파이팅
நியூட்ரினோ	중성미자
மென்மை	부드러워
மென்மை	청량
மென்மை	부드럽게
மென்மை	소프트
மென்மை	라이터
மென்மை	부드러운
குளித்தல்	목욕
ரிச்சி	리치
ஓவர்சீஸ்	해외로
ஓவர்சீஸ்	해외
பெறுநர்	수신자
பெறுநர்	수신기
அசிரிய	아시리아
அசிரிய	아시리아인
ஃபெர்மா	페르마
சுவாசிலாந்து	스와질란드
விரிவுரைகள்	강연
விரிவுரைகள்	강의
மர்லின்	마릴린
தொற்றும்	전염성
தொற்றும்	전염
பீட்டர்ஸ்	피터스
தலையிட	개입
மரியாதையை	존경
மரியாதையை	존중
சொற்பொருளியல்	의미론
பொம்மலாட்டம்	인형극
மடக்கு	반복
மடக்கு	루프
மேன்மையான	슈퍼
கவலைகள்	걱정
நிபுணர்களின்	드레서
காயங்களை	상처
மூடுபனி	안개
அண்டங்கள்	고환
இளமையான	영영
இளமையான	막내
இளமையான	젊은
பற்பசை	치약
தற்பெருமை	자랑
தாய்பெய்	타이베이
தாய்பெய்	타이페이
ஸ்பியர்ஸ்	스피어스
வெப்பமானி	온도계
கான்வென்ட்	수녀원
டார்ச்	토치
டார்ச்	횃불
டோகோ	도구
வருகிறாள்	복구
எட்வர்ட்ஸ்	에드워즈
அன்போடு	집착
ஒலிம்பிக்ஸ்	올림픽
பொருளாளர்	비서
நாதிர்	나디르
தடுக்கப்பட்டது	차단
தடுக்கப்பட்டது	차단됨
தடுக்கப்பட்டது	차단되었습니다
உள்ளிடு	입력하기
உள்ளிடு	입력
உள்ளிடு	입력합니다
பேஸ்புக்	페이스북
புலன்கள்	감각
கம்பளம்	카펫
கம்பளம்	융단
படிக்கட்டு	계단
வெளியீட்டாளர்கள்	출판사
ஓமன்	오만의
ஓமன்	오만
இரவல்	빌려서
இரவல்	빌려
செழிப்பு	번영
டீலக்ஸ்	디럭스
நைலான்	나일론
அவுன்ஸ்	온스
விவரணம்	설명
விவரணம்	묘사
பம்ப்	펌프
எளிமையானது	간단한
எளிமையானது	간단하다
எளிமையானது	단순한
எளிமையானது	단순
எளிமையானது	심플
எளிமையானது	간단
சுவாரசியமான	재미있는
சுவாரசியமான	흥미로운
சுவாரசியமான	흥미롭다
துன்புறுத்தல்	박해
துன்புறுத்தல்	괴롭힘
மிதி	페달
வேலைநிறுத்தம்	스트라이크
வேலைநிறுத்தம்	파업
கத்திகள்	나이프
இம்சை	고문
இம்சை	고문의
டப்பிங்	더빙
மரீனோ	마리노
கணி	계산
கணி	계산기
கணி	계산하기
ஊழியர்களும்	직원들
ஊழியர்களும்	직원
தந்திரமாக	까다로운
லூகாஸ்	루커스
லூகாஸ்	루카스
பால்டிமோர்	볼티모어
கங்காரு	캥거루
குர்திஸ்தான்	쿠르디스탄
குர்திஸ்தான்	쿠르드
டார்	타르
ஏமாற்றும்	부정행위
அழுகை	울음
உலர்த்தி	드라이어
தப்பு	잘못된
தப்பு	단층
டொமினிக்கா	도미니카
மோரிஸ்	모리스
ராட்	로드
ராட்	지팡이
தொகுப்பி	진수
தொகுப்பி	작곡가
தொகுப்பி	편집자
தொகுப்பி	편집기
தொகுப்பி	에디터
பைக்	자전거
சிபாரிசு	중재
தேரா	테라
பீடி	피트
பீடி	피터
வெளியிடு	출판
வெளியிடு	게시
வெளியிடு	발행
அல்பேனிய	알바니아어
அல்பேனிய	알바니아인
அல்பேனிய	알바니아
கேப்ரியல்	게이브리얼
கேப்ரியல்	가브리엘
இனிமையாக	달콤한
ஓரியன்	오리온자리
ஓரியன்	오리온
சாப்பாடு	푸드
சாப்பாடு	음식
சாப்பாடு	식사
சாப்பாடு	식품
சாப்பாடு	식량
ஹராம்	하람
விவாதிக்க	논의
விவாதிக்க	토론하기
கட்டுக்கதை	신화
கேமராக்கள்	카메라
கர்டிஸ்	커티스
கீரைகள்	녹색당
வில்லிஸ்	윌리스
டொயோட்டா	토요타
செயல்படாத	비활성화
வலியுறுத்தல்	지지
கருத்துகளில்	댓글
மெரீனா	마리나
நேர்த்தி	우아
பெவர்லி	비벌리
பெவர்லி	베벌리
ஏணி	사다리
சாட்டை	채찍
எடித்	에디트
எடித்	에디스
பாதுகாவலர்கள்	보호자
சூசி	수지
விழுதல்	떨어짐
விழுதல்	떨어지는
விழுதல்	떨어지지
பர்ட்டன்	버튼
போஸ்டர்	포스터
கொலோன்	쾰른
சாக்ஸ்	삭스
மனைவிக்கும்	아내
மனைவிக்கும்	와이프
மனைவிக்கும்	마누라
மரங்கொத்தி	딱따구리
அவமானம்	모욕
அவமானம்	부끄러운
அவமானம்	부끄러움
அவமானம்	부끄러워
அவமானம்	모욕을
அவமானம்	수치
பஹ்ரைன்	바레인
வீடியோவை	비디오
வீடியோவை	동영상
தாராள	관대
ஹெபடைடிஸ்	간염
செனகல்	세네갈
பிரிட்னி	브리트니
பிராங்கோ	프랑코
பிராங்கோ	프랭코
ஜெஸ்ஸி	제시
சொன்னேன்	말했다
மாடல்கள்	모형
மாடல்கள்	모델
மணப்பெண்	신부
கிரெக்	그레그
கிரெக்	그렉
சைபர்	사이버
பட்டன்	버튼
பட்டன்	단추
காத்தலோனியா	카탈루냐
ஸ்பிரிங்	스프링
ஸ்பிரிங்	봄이
புறக்கணிக்கப்பட்ட	무시
காசுப்பியன்	카스피
மனிதம்	인류
குடம்பி	라바
கிட்டி	키티
மார்ட்	마트
ஹிலாரி	힐러리
எராஸ்மஸ்	에라스무스
ஜாங்	종종
சீரியஸ்	심각하게
சீரியஸ்	심각한
சீரியஸ்	심각하다
சீரியஸ்	심각해
பொருந்தக்கூடிய	호환성
வேலைக்காரி	메이드
வேலைக்காரி	가정부
வேலைக்காரி	하녀
இழு	끌기
இழு	드래그
ஆர்க்கிட்	난초과
ஆர்க்கிட்	난초
ரோமா	로마
அச்சிடுதல்	인쇄
அச்சிடுதல்	프린터
அச்சிடுதல்	프린팅
போக்கர்	포커
கொட்டு	출혈
டெக்னீசியம்	테크네튬
எல்விஸ்	엘비스
பீனால்	페놀
பல்ஸ்	펄스
பல்ஸ்	맥박
போர்க்களம்	배틀
போர்க்களம்	전투
விருப்பத்தேர்வு	선호
பற்றவைப்பு	점화
கேபிடல்	캐피탈
கேபிடல்	캐피틀
கேபிடல்	의사당
கேபிடல்	캐피톨
பிளாஷ்	플래시
குணமாக்கும்	낫다
அட்ரியன்	아드리안
எலக்ட்ரானிக்ஸ்	전자공학
எலக்ட்ரானிக்ஸ்	일렉트로닉스
எலக்ட்ரானிக்ஸ்	전자제품
தரகர்கள்	중개인
சுமத்ரா	수마트라
கண்டுபிடிக்கவும்	찾기
கண்டுபிடிக்கவும்	찾아보기
கண்டுபிடிக்கவும்	발견
வாட்ஸ்	왓츠
வாட்ஸ்	와츠
லிவ்	리브
வெற்றிபெறும்	우승
வெற்றிபெறும்	승리
கமிசன்	위원회
போஸ்கோ	보스코
குறுவட்டு	컴팩트
குறுவட்டு	콤팩트
மூடப்பட்டுள்ளது	닫힌
மூடப்பட்டுள்ளது	비공개
நிர்வாணமாக	누드
நட	걷기
நட	산책
முறிந்த	깨진
முறிந்த	깨짐
முறிந்த	부러진
பெண்ணே	소녀
வாலஸ்	월리스
புல்லட்	탄환
புல்லட்	총알
தார்மீக	도덕
நல்லிணக்கம்	화합
நல்லிணக்கம்	조화
நல்லிணக்கம்	하모니
ஏறுதல்	등반
ஏறுதல்	등산
மாலத்தீவு	몰디브
பித்தாகரஸ்	피타고라스
உண்	먹기
உண்	먹어
தெரிவுகள்	옵션
பெற்றோரும்	부모
பெற்றோரும்	부모님
டெபாசிட்	예금
டெபாசிட்	보증금
பாண்டா	팬더
செண்டாரி	센타우루스자리
நீட்டிக்க	연장
பதிவுசெய்தல்	등록
பதிவுசெய்தல்	가입
ரீட்டா	리타
ரூபன்	루벤
சிக்கனம்	효율적
ரூமி	루미
டிக்சன்	딕슨
எழுத்துப்பிழை	맞춤법
எழுத்துப்பிழை	철자
எழுத்துப்பிழை	철자법
மதுபானங்கள்	스피리츠
பதுங்கு	벙커
சாண்டோ	산토
கணக்காளர்	회계사
வார்ட்	워드
சித்	시드
நிறுவல்கள்	설치
ஸ்டான்	스텐
ஸ்டான்	스탄
ஸ்டான்	스탠
ஸ்டான்	스탠리
குற்றச்சாட்டை	혐의
நாட்டாரியல்	민속
டுவிட்டர்	트위터
ஓபரா	오페라
கரோட்டின்	카로틴
தூங்க	최면
தூங்க	수면제
காயத்தை	부상
காயத்தை	상처
ஸ்குவாஷ்	스쿼시
ஸ்குவாஷ்	호박
பதிவேற்று	업로드
வட்டில்	수표
வட்டில்	체크
சூப்	수프
லீட்	리드
பயன்பாட்டைப்	어플리케이션
போனஸ்	보너스
ஸ்டில்லர்	스틸러
மகரம்	염소자리
சுவாகிலி	스와힐리어
ரயிலில்	트레인
ரயிலில்	기차
ரயிலில்	열차
டல்லாஸ்	댈러스
டல்லாஸ்	달라스
சல்லிவன்	설리번
ரிச்சர்ட்சன்	리처드슨
தோட்டா	탄환
தோட்டா	총알
வழிகாட்டுதல்கள்	가이드라인
வழிகாட்டுதல்கள்	지침
சேவையகங்கள்	서버
காற்றோட்ட	환기
வாகனக்	자동차
அர்த்தமுள்ள	의미있는
ஹாதவே	해서웨이
ஃபேபியன்	파비안
ஓரியண்டல்	동양
தீர்க்கதரிசி	예언자
பேட்டரி	배터리
பேட்டரி	전지
பேட்டரி	전지현
குறும்பு	장난꾸러기
குறும்பு	장난
பிழைப்பு	생존
பொன்னான	소중한
மீனம்	물고기자리
இரசவாதம்	연금술
இரசவாதம்	연금술사
பெருங்கடல்கள்	바다
பெருங்கடல்கள்	오션스
பூசிய	궤간
பாப்டிஸ்ட்	침례교
பாப்டிஸ்ட்	침례
பெக்கான்	비콘
சைப்ரஸ்	키프로스
செல்வமும்	재물
செல்வமும்	재산
நாயகர்கள்	히어로즈
நாயகர்கள்	히어로
நாயகர்கள்	영웅
ஸ்வீடிஷ்	스웨덴어
ஸ்வீடிஷ்	스웨덴
ஸ்வீடிஷ்	스웨덴인
உலகமே	세상
உலகமே	월드
உலகமே	세계
பதட்டம்	불안
பதட்டம்	염려
போனி	보니
ராபி	로비
பிதா	아버지
தடங்களை	트랙
பின்பற்றலாம்	흉내
கிறிஸ்டினா	크리스티나
மேகி	매기
ஆன்மாவை	소울
ஆன்மாவை	영혼
சூரிச்	취리히
விசாலமான	넓은
வெடிகுண்டுகள்	폭탄
அடியெடுத்து	스텝
அடியெடுத்து	걸음
அடியெடுத்து	단계
தரநிலைகளை	표준
தத்தல்	태그
பிராட்பேண்ட்	광대역
பிராட்பேண்ட்	브로드밴드
வளர்த்தது	길러
அல்சைமர்	알츠하이머
சிக்கன்	닭고기
சிக்கன்	치킨
ஊடாடும்	대화식
ஊடாடும்	대화형
ஊடாடும்	인터랙티브
எஸ்கேப்	탈출
வகுப்புத்	동창
வகுப்புத்	동창생
ஆச்சரியம்	서프라이즈
ஜெயில்	교도소
ஜெயில்	감옥
எதிர்பார்ப்புகள்	기대
மரகத	에메랄드
ஈபெல்	에펠
கிரிமினல்	범죄자
காட்டேரி	흡혈귀
காட்டேரி	뱀파이어
நெட்வொர்க்கிங்	네트워킹
நெட்வொர்க்கிங்	네트워크
பணியிடம்	직장
எண்ணிலடங்கா	무제한
சிம்பொனி	교향곡
ஓரங்கள்	경계선
ஓரங்கள்	국경
பிரியன்	브라이언
உயிர்க்கோளம்	생물권
நெகிழ்வான	융통성
அகரவரிசைப்படி	가나다순
அகரவரிசைப்படி	가나다순으로
டஜன்	수십
ஜோய்	조이
லக்கி	행운
லக்கி	럭키
மனநிலையை	기분
மனநிலையை	분위기
தோள்பட்டை	어깨
பேஷன்	패션
வகுப்பறைகள்	교실
டூயட்	듀엣
தோரணம்	패턴
சாண்டி	샌디
ஸ்கார்லெட்	스칼렛
படைப்பாளிகள்	제작자
படைப்பாளிகள்	작성자
ஜெசிகா	제시카
பாடத்தை	레슨
பாடத்தை	수업
பாடத்தை	교훈
அலட்சியம்	무관심
சுப்பர்	슈퍼
பார்பர்	이발사
பார்பர்	이발
ஃபிலாய்ட்	플로이드
வந்தடைந்தனர்	도착
சாள்ஸ்	찰스
சாள்ஸ்	샤를
இஞ்சின்	엔드게임
அணுகக்கூடிய	접근
அட்லாண்டிஸ்	아틀란티스
சுலபமான	간단한
சுலபமான	간단하다
சுலபமான	단순한
சுலபமான	단순
சுலபமான	심플
சுலபமான	간단
குஸ்டாவ்	구스타프
மலட்டுத்தன்மை	불임
பிளைமவுத்	플리머스
தசைநாண்	힘줄
இடைவேளை	휴식
இடைவேளை	브레이크
ஜக்	주전자
ஜக்	물병
ரீமிக்ஸ்	리믹스
பறைசாற்றும்	나타냅니다
அகராதியை	사전
கண்ணாடியை	안경
தவிக்கும்	구출
நாள்காட்டி	달력
நாள்காட்டி	캘린더
தோல்விக்கு	패배
மேல்புறம்	윗쪽
மேல்புறம்	상위
தேறி	개선
தேறி	개선하기
துணைவர்	배우자
துணைவர்	파트너
ரஷியன்	러시아어
ரஷியன்	러시아인
நுரை	거품
குமிழிகள்	고무
குமிழிகள்	거품
நடால்	나탈
முயல்கள்	토끼
கத்தரி	가지
சுவாரஸ்யமான	재미있는
சுவாரஸ்யமான	흥미로운
சுவாரஸ்யமான	흥미롭다
பீதி	패닉
பீதி	공황
சோப்	비누
தரகர்	로비스트
பூச்சியியல்	곤충학
மன்னித்து	용서
அஞ்சல்கள்	메시지
டிஸ்கோ	디스코
கோணல்	퀴어
ஏர்லைன்	항공사
ஏர்லைன்	항공
பணியிடத்தில்	직장
கடற்பறவை	갈매기
வீலர்	휠러
மாக்சிமிலியன்	막시밀리아노
அரோரா	아우로라
தரகு	중개
பகிர்ந்த	공유
நலமாக	미세먼지
உருவாக்குநர்	개발자
அலெக்சி	알렉세이
திருமணமாகாத	미혼
கத்ரீனா	카트리나
டெவலப்பர்	개발자
ஷெல்டன்	셸턴
ஷெல்டன்	셸던
குறிச்சொற்கள்	키워드
கடலோரம்	해변
தும்பி	드래곤플라이
சுத்திகரிக்கப்பட்ட	세련되게
சுத்திகரிக்கப்பட்ட	세련된
வெகுமதி	보상
வடிகட்டிகள்	필터
வசனத்தை	구절
வெட்கம்	부끄러움
வெட்கம்	부끄러워
வெட்கம்	부끄러운
வெட்கம்	수치
விளம்பரதாரர்கள்	광고주
விளம்பரதாரர்கள்	스폰서
விளம்பரதாரர்கள்	후원
ஆளாகின்றனர்	우울증
டாமி	토미
ஐரீன்	이레네
ஐரீன்	아이린
வாசி	읽음
வாசி	읽는다
வாசி	읽고
வாசி	읽어보기
வாசி	읽기
யுக்தி	아이디어
அலைகளில்	조류
மேகன்	메간
மேகன்	메건
உச்சரிப்பில்	말투
நினைத்ததை	생각
பீக்கிங்	베이징
பிளேஸ்டேசன்	플레이스테이션
பிரிகேட்	여단
வறண்டு	드라이
வறண்டு	건조
மாட்டிறைச்சி	비프
மாட்டிறைச்சி	소고기
மாட்டிறைச்சி	쇠고기
வெறுப்பை	미움
வெறுப்பை	혐오
வெறுப்பை	증오
கேரட்	당근
வர்டி	베르데
லோகோ	로고
அங்கீகரிப்பு	승인
நட்புடன்	친근한
சாஸ்	소스
ராட்டர்டாம்	로테르담
காணொளிகள்	비디오
காணொளிகள்	동영상
கண்கவர்	매혹적인
நாகசாகி	나가사키
ஜவுளி	섬유
ஜவுளி	직물
குர்ட்	커트
குர்ட்	쿠르트
ஆல்டோ	알토
அசிமோவ்	아시모프
பயோ	바이오
பயோ	소개
குருத்தெலும்பு	연골
தச்சர்	목수
தச்சர்	카펜터
கொல்லர்	대장장이
குளிரில்	감기
குளிரில்	추위
குளிரில்	춥다
குளிரில்	차가운
ஆசைகள்	소원
ஆசைகள்	소망
பாவாடை	스커트
பாவாடை	치마
சோஃபியா	소피아
புளுட்டோனியம்	플루토늄
இல்லினாய்ஸ்	일리노이
காம்ப்டன்	콤프턴
தேம்ஸ்	템스
சிண்டிகேட்	신디케이트
ஜேனட்	자넷
ஜேனட்	재닛
தற்செயல்	우연
வங்கதேச	방글라데시
விருப்பத்தேர்வுகள்	옵션
விருப்பத்தேர்வுகள்	환경설정
விருப்பத்தேர்வுகள்	책갈피
பியர்சன்	피어슨
காகங்கள்	까마귀
தேடலை	찾기
தேடலை	검색하기
தேடலை	검색
லாஜிக்	논리학
லாஜிக்	논리
தன்னியக்கமாக	자동
சத்துணவு	영양실조
சத்துணவு	영양
அதிசயமான	기적
பாபிலோன்	바빌론
பூசணி	호박
பிரிவினையை	분리
புவியியலாளர்	지질학자
புவியியலாளர்	지질학
ஒசாவா	오자와
தொடரவும்	진행
தொடரவும்	진행하기
தொடரவும்	계속하기
தொடரவும்	계속
வாக்கியத்தை	문장
ஜியோ	지오
கிரேசி	그레이시
நெப்ராஸ்கா	네브래스카
நெப்ராஸ்கா	네브라스카
நரம்பணுவியல்	신경과학
ஓட்டுநர்கள்	운전사
ஓட்டுநர்கள்	드라이버
ஓட்டுநர்கள்	운전자
கொழுப்பை	지방
கொழுப்பை	뚱뚱한
கொழுப்பை	살찐
தவழும்	소름
சோசலிசம்	사회주의
எகிப்தியர்	이집트인
ஏர்ஏசியா	에어아시아
ரஸ்ஸல்	러셀
அபி	애비
எதில்	에틸
சட்டபூர்வமாக	법적으로
விமர்சிக்கும்	비판
அரசியல்வாதிகளின்	정치인들
அரசியல்வாதிகளின்	정치인
அரசியல்வாதிகளின்	정치가
தந்திரங்கள்	트릭
நியுவே	니우에
கிங்ஸ்டன்	킹스턴
கிங்ஸ்டன்	킹스톤
தெலுகு	텔루구어
வெப்பமடைதல்	온난화
தேவையானவை	필수
தேவையானவை	필요함
டெட்ராய்ட்	디트로이트
பிளான்	플랜
பிளான்	계획
தசைகளை	근육
ஆன்ட்டி	이모
மனதிற்கு	마음
பொறுப்புள்ள	책임감
பொறுப்புள்ள	책임
தடுப்பி	저항기
கிரிஸ்டல்	크리스털
கிரிஸ்டல்	크리스탈
வேலிகள்	울타리
ரன்னர்	달리기
கண்ணிவெடி	광산
கண்ணிவெடி	지뢰
டிரெவர்	트레버
திரவங்களை	수분
திரவங்களை	액체
குடிப்பது	마시기
குடிப்பது	음주
சிரமங்களை	곤란
சிரமங்களை	어려움
அடால்ப்	아돌프
இடுகை	게시글
இடுகை	포스트
இடுகை	게시물
இடுகை	게시
பலவற்றிற்கு	기타
பிரம்பு	지팡이
பிரம்பு	사탕수수
ஹெய்ன்ஸ்	헤인스
காரணமானவர்	세르비아
குழப்பத்தில்	혼란
அளவுருக்கள்	매개변수
லேசாக	라이트
லேசாக	가벼움
லேசாக	가볍게
லேசாக	가벼운
கற்பழிப்பு	강간
நத்தைகள்	달팽이
வால்வுகள்	밸브
ஹவானா	아바나
நிரலாளர்	프로그래머
கோளங்கள்	스피어
விவரக்குறிப்புகள்	사양
நேர்மையாக	솔직히
அமர்வுகள்	세션
கோமாளிகள்	광대
கோமாளிகள்	광대가
பாட்டியின்	할머니
அணைக்க	끄기
அணைக்க	셧다운
அணைக்க	폐쇄
அணைக்க	종료
தொல்லுயிரியல்	고생물학
ஒயின்	와인
ஒயின்	포도주
மேரேஜ்	혼인
மேரேஜ்	결혼
வற்புறுத்தி	포스
வற்புறுத்தி	강제
ரோஜர்ஸ்	로저스
லூமியா	루미아
ஷாப்	쇼핑
ஷாப்	상점
ஷாப்	가게
ஷூ	구두
ஷூ	신발
வெற்றியாகும்	트라이엄프
கோப்பர்னிக்கஸ்	코페르니쿠스
கச்சிதமான	완벽한
கச்சிதமான	완벽
அட்சரேகை	위도
சிரிக்க	웃음
சிரிக்க	웃어
சிரிக்க	웃어라
லாம்ப்	양고기
சட்டையை	셔츠
ஜார்	항아리
நீளவாக்கில்	초상화
நீளவாக்கில்	인물
நீளவாக்கில்	세로
எலியாஸ்	엘리어스
எலியாஸ்	엘리아스
வில்கின்சன்	윌킨슨
முள்ளும்	가시
முள்ளும்	가시나무
உணர்கிறார்	감정
உணர்கிறார்	느낌
உணர்கிறார்	기분
உணர்கிறார்	느낌이
அங்கீகரிக்க	승인
எங்களின்	우리의
மான்ஸ்டர்	괴물
மான்ஸ்டர்	괴물이
மான்ஸ்டர்	몬스터
கண்டிப்பு	엄격한
துப்பறிவாளர்	탐정
விஸ்கான்சின்	위스콘신
ஹெலிகாப்டர்	헬기
ஹெலிகாப்டர்	헬리콥터
கூரியர்	택배
உத்வேகம்	영감
உத்வேகம்	영감을
சிம்மாசனம்	왕좌
சிம்மாசனம்	왕위
சுழல்கள்	사이클
சொந்தக்காரர்	소유자
சொந்தக்காரர்	주인
மனதளவில்	정신적
சேர்க்கப்பட்டனர்	추가되었습니다
சேர்க்கப்பட்டனர்	추가됨
சேவ்	바느질
ஒத்திசை	동기화
உறுதிப்படுத்தல்	확인
தாட்சர்	대처
கிளின்ட்	클린트
கான்கோர்டு	콩코드
கைத்தொழில்கள்	공예
சிட்டுக்குருவி	참새
ஏஜென்சி	에이전시
ஏஜென்சி	대리점
ஏஜென்சி	대행사
தட்டம்மை	홍역
ஐகான்	아이콘
வாங்குபவர்கள்	구매자
சித்தப்பா	삼촌
சித்தப்பா	아저씨
லூப்	반복
லூப்	루프
இஸ்லாத்தை	이슬람
இஸ்லாத்தை	이슬람주의
இஸ்லாத்தை	이슬람교
ஹபீப்	하비브
பேட்ஸ்	베이츠
அழும்	울음
அழும்	외침
செர்மன்	셔먼
டப்	더빙
பருகும்	가축
ஞானஸ்நானம்	세례
விடுவித்தார்	속박
சோய்	최다
உடுத்தும்	착용
ஜிப்ரால்டர்	지브롤터
கிறிஸ்துவை	그리스도
கிறிஸ்துவை	크라이스트
ஆப்பிள்கள்	사과
பாரஸ்ட்	포레스트
ஆதரிக்கப்படும்	지원합니다
ஆதரிக்கப்படும்	지원함
ஆதரிக்கப்படும்	지원
கெமிக்கல்	화학
கெமிக்கல்	화학물질
கர்வம்	프라이드
கர்வம்	자존심
டெரா	테라
மசாஜ்	안마
மசாஜ்	마사지
நிச்சயதார்த்தம்	약혼
நிச்சயதார்த்தம்	참여
வீல்	바퀴
ஆஷ்லே	애슐리
இனவாத	인종차별
ஃபிபனாச்சி	피보나치
வெப்பவியக்கவியல்	열역학
மதிப்பிற்குரிய	존경하는
மதிப்பிற்குரிய	존경받는
பூட்டுகள்	자물쇠
மசூத்	마수드
பொருந்தவில்லை	불일치
அல்லேலூயா	할렐루야
வெண்டி	웬디
பேப்	자기
லேவி	레비
லேவி	리바이
ஹேஸ்டிங்ஸ்	헤이스팅스
ஊனுண்ணி	육식성
உருவரை	배치
உருவரை	레이아웃
சேமிக்கிறது	저장
சேமிக்கிறது	절약
டீல்	거래
தடுப்பூசிகள்	백신
பாதங்களை	발발
புக்கரெஸ்ட்	부쿠레슈티
ஜெல்லி	젤리
தெளிவுத்திறன்	결의
தெளிவுத்திறன்	해상도
ஆத்திரம்	분노
சேனல்கள்	채널
ஏற்கிறேன்	수락
ஏற்கிறேன்	동의
ஹூஸ்டன்	휴스턴
ஜேட்	제이드
ஆரம்பித்தான்	클레이
கணக்கிடுகிறது	계산기
பில்டர்	빌더
டெஸ்லா	테슬라
மியாவ்	야옹이
பங்கீட்டுப்	분배
கடையை	쇼핑
கடையை	상점
கடையை	가게
ஏற்றப்படுகிறது	로딩
அனத்தோலியா	아나톨리아
இண்டஸ்ட்ரீஸ்	업종
இண்டஸ்ட்ரீஸ்	산업
அளவில்லாத	무제한
பெர்ட்ரண்டு	베르트랑
பெர்ட்ரண்டு	버트런드
முடிவில்லாத	무한
முடிவில்லாத	인피니트
அதிர்ந்து	충격
அவதார்	아바타
செஸ்டர்	체스터
குக்கீ	쿠키
லான்ஸ்	랜스
மிராண்டா	미란다
கானர்	코너
பிம்பங்கள்	그림
பிம்பங்கள்	이미지
நிறுத்துகிறது	멈추기
புல்லை	잔디
பிரிட்	브릿
லயன்ஸ்	라이언스
லயன்ஸ்	사자
லயன்ஸ்	라이온스
ஹெர்குலஸ்	허큘리스
ஹெர்குலஸ்	헤라클레스
விண்ணப்பித்த	응용
அளிப்பவர்கள்	치료사
பண்ண	농장
பண்ண	농장이
விரி	확장하기
விரி	펼치기
விரி	확대
விரி	확장
திருத்துதல்	편집
திருத்துதல்	수정
ஓக்லஹோமா	오클라호마
பென்சன்	벤슨
கிங்ஸ்லி	킹슬리
கிங்ஸ்லி	킹즐리
சாபவிமோசனம்	구원
பதற்றம்	긴장감
பதற்றம்	염려
பதற்றம்	텐션
பதற்றம்	긴장
பதற்றம்	불안
காஃப்கா	카프카
தண்டிக்க	처벌
பாடவும்	노래
தைரியம்	용기
பெயரீடு	명명법
விற்பவர்	제조사
விற்பவர்	벤더
உத்திரவாதம்	보증
மூதாதை	조상
தூரிகை	브러시
வாக்குறுதியை	규약
சந்திப்பை	만남
சந்திப்பை	조우
கர்மா	카르마
உற்சாகத்துடன்	열정
ஆஹா	우와
ஆஹா	와우
நினைவுகளை	추억
ஹங்கேரியன்	헝가리
ஹங்கேரியன்	헝가리어
லிபர்டி	리버티
கொலைகாரன்	히트맨
கொலைகாரன்	살인자
கொலைகாரன்	살인범
கொலைகாரன்	킬러
அம்புக்குறி	화살
அம்புக்குறி	화살표
கொரியர்கள்	한국인
யதார்த்தமான	현실적
நகர்த்தப்பட்டது	감동
கோஹன்	코헨
பொத்தான்கள்	버튼
பொத்தான்கள்	단추
நையோபியம்	나이오븀
பழையது	늙은
பழையது	오래된
அனுபவமிக்க	경험
டாசன்	도슨
பியோதர்	표도르
லெஸ்பியன்	레즈비언
பெருந்தமனி	대동맥
சிலிண்டர்	실린더
இலவசம்	무료
இலவசம்	자유
வைட்டமின்கள்	비타민
அணிவகுப்பில்	퍼레이드
அணிவகுப்பில்	행진
சிசிலியன்	시칠리아
அமை	세트
அமை	집합
அமை	설정
அமை	설정하기
அலெப்போ	알레포
தைத்து	스티치
ஸ்கைப்	스카이프
முன்னுரிமைகள்	환경설정
மிரட்டி	차폐
பிரசங்கம்	설교
அமின்	아민
