در	கதவு
ژنها	மரபணுக்கள்
ژنها	மரபணு
زالو	அட்டை
وکس	மெழுகு
آبکافت	நீராற்பகுப்பு
پاورپوینت	பவர்பாயிண்ட்
لیکی	லீக்கி
ریکا	ரிகா
گامت	பாலணு
موتورسوار	பைக்கர்
لاهیری	லஹரி
لئاندر	லியாண்டர்
آشوک	அசோக்
خطاست	பவுல்
خطاست	தவறுகள்
خطاست	பிழைகள்
گزارشها	அறிக்கைகள்
دابسون	டாப்சன்
پریانکا	பிரியங்கா
لیمون	எலுமிச்சை
راندال	ராண்டல்
بروکز	ப்ரூக்ஸ்
هاجنز	ஹட்ஜன்ஸ்
ایگناتیوس	இக்னேசியஸ்
نایاک	நாயக்கர்
نایاک	நாயக்
چتیسگر	சத்தீஸ்கர்
بریلیم	பெரிலியம்
اسمیم	ஓசுமியம்
گامهای	படிகள்
گامهای	அடிகள்
نیلگون	அசூர்
چاولا	சாவ்லா
پوز	போஸ்
ساماریم	சமாரியம்
آنپلاگد	பிரித்தெடுத்து
بادیگارد	மெய்க்காப்பாளர்
چپگرا	இடதுசாரி
شکافتن	ரிப்
شکافتن	பிரி
تق	நாக்
#بخش	#மாவட்ட
اتودسک	ஆட்டோடெஸ்க்
پهپادها	ட்ரான்ஸ்
شمارشگر	எண்ணி
شمارشگر	கவுண்டர்
وزیدن	வீசுகிறது
مرسیا	விஷயம்
لاکتام	லாக்டம்
تربیم	டெர்பியம்
چیچن	சிச்சென்
پرلمان	பெரல்மான்
اماده	தயார்
اماده	தயாராக
دورگ	துர்க்
ادرین	அட்ரியன்
توچی	துச்சி
کاسب	தொழிலதிபர்
پرخاش	தகராறு
پرخاش	தர்க்கம்
پرخاش	புகாரை
نرودا	நெருடா
پیلوری	பைலோரி
فوویسم	போவியம்
تیتی	டிடி
فلتون	ஃபெல்டன்
راهسازی	ரோலர்
ذائقه	அண்ணம்
برخیز	எழுந்தருளும்
فلاسک	குடுவை
ریشخند	பரிகாசம்
مرواریدی	முத்துக்கள்
جارد	ஜாரெட்
بخونید	பாட
بخونید	பாடவும்
بخونید	பாடு
بخونید	பாடுங்கள்
اسپیدی	வேகமான
رنر	ரெனர்
رامانوجان	ராமானுஜன்
اکتاویا	ஆக்டேவியா
ولزلی	வெல்லஸ்லி
مودب	நாகரீகமாக
مودب	கண்ணியமாக
سکندر	சிகந்தர்
دلداری	ஆறுதல்
دلداری	வசதி
پرولاکتین	புரோலாக்டின்
ریزال	ரிசால்
حذر	ஜாக்கிரதை
غلغلک	கிச்சு
تانجاوور	தஞ்சாவூர்
شنگن	ஷெங்கன்
آمبانی	அம்பானி
آگست	ஆகஸ்ட்
آگست	ஆகஸ்டு
مارسدن	மார்ஸ்டன்
نامریی	கண்ணுக்குத்
درستکاری	நேர்மை
گدایان	பிச்சைக்காரர்கள்
سیفون	ப்ளஷ்
موراکامی	முரகாமி
والسا	வலேசா
پرلمن	பெர்ல்மேன்
بونزن	பன்சன்
ازادی	விடுதலை
ازادی	சுதந்திரம்
ازادی	சுதந்திர
لتی	லெட்டி
پامپا	பம்பா
اقیانوسها	பெருங்கடல்கள்
بروتون	புரோட்டன்
هیپی	ஹிப்பி
بخورید	சாப்பிட
بخورید	உண்
کروکودیل	முதலை
عداوت	வெறுப்பை
عداوت	வெறுப்பு
واسطی	முல்க்
بریدی	ப்ராடி
سرگشته	அலைந்து
گلدوزی	எம்பிராய்டரி
سالا	சாலா
سماور	படுகை
رومیها	ரோமர்
بادامی	பாதமி
آرپاد	அர்பத்
مسول	பொறுப்பான
مسول	பொறுப்புள்ள
مسول	பொறுப்பு
زبون	நாக்கை
زبون	நாக்கு
کرگ	கிரெய்க்
بونز	எலும்புகள்
شتی	ஷெட்டி
دایرکت	டைரக்ட்
دایرکت	நேரடி
یادشان	மறந்து
یادشان	மறக்க
آدامسون	ஆடம்சன்
قیراط	காரட்
پریود	காலத்தில்
پریود	காலம்
شتابدهنده	முடுக்கு
شتابدهنده	முடுக்கி
خزیدن	வலம்வரும்
بابیج	பாபேஜ்
حکیمان	நாகார்ஜூனா
سیامی	சியாமிய
انکولوژی	புற்றுநோயியல்
کدئین	கோடின்
ودکا	வோட்கா
نایک	நைக்
پرشده	நிரப்பிய
پرشده	நிரப்பப்பட்ட
پرشده	அடைக்கப்பட்ட
میرم	கலந்துகொள்கிறார்
میرم	போகிறது
میرم	செல்கிறது
میرم	செல்கிறார்
میرم	செல்கிறேன்
هجی	எழுத்துப்பிழை
هجی	எழுத்து
هجی	உச்சரிப்பு
یینگ	யிங்
لینولنیک	லினோலெனிக்
استقلالی	சுதந்திர
نسبتهای	விகிதாச்சாரத்தில்
استعدادها	திறமைகளை
استعدادها	திறமை
استعدادها	திறமைகள்
بانجی	பங்கீ
تمپلتون	டெம்பிள்டன்
اندازۀ	அளவு
لومبارد	லம்பார்ட்
ویجی	விஜய்
بروکلی	ப்ரோக்கோலி
جیو	ஜியோ
مورفین	மார்ஃபீன்
مالا	மாலா
شارما	ஷர்மா
شارما	சர்மா
منگنه	குத்து
خدمتکاری	வேலைக்காரி
ژون	ஜூன்
ژون	ஜீன்
آتئیست	ஆனேன்
پرخاشگر	அதிகளவு
مولوتف	மோலடோவ்
عیال	மனைவி
عیال	மனைவியின்
عیال	மனைவியை
عیال	மனைவிக்கும்
رورک	ரோர்க்
آتول	பவளத்தீவு
جومون	யோமொன்
اسکایپ	ஸ்கைப்
پریمیر	பிரிமியர்
پریمیر	பிரீமியர்
یرسینیا	எர்சினியா
لیزین	லைசின்
داراییهای	சொத்துக்கள்
داراییهای	சொத்துகள்
گریستن	அழும்
گریستن	அழுகை
گریستن	அழுது
جهاز	வரதட்சணை
کارده	அரும்
السی	எல்சி
ماشینها	கார்கள்
برجس	பர்கெசு
خیش	ஏர்
بلوکهای	தொகுதிகள்
ناری	நாரி
دلها	இதயங்கள்
دلها	இருதயம்
پینا	பினா
دیوا	திவா
پاولینگ	பாலிங்
کماندو	கமாண்டோ
تکبر	ஆணவம்
تکبر	பெருமை
تکبر	கர்வம்
کوو	கோவ்
کابرال	காப்ரால்
باباجی	பாபாஜி
پائولین	பாலின்
سویچ	மாற்று
سویچ	மாறு
پیمانکاری	ஒப்பந்ததாரர்
معاشقه	முறியும்
میزراه	சிறுநீர்வழி
پولارد	பொல்லார்ட்
بخشندگی	பெருந்தன்மை
بخشندگی	தாராள
بخشندگی	தாராளமான
فینگر	விரலை
فینگر	விரல்
دلتنگ	மனமுடைந்து
پسرفت	கடுஞ்
جودا	யூதா
دبای	டெபாய்
مایلستون	மைல்கல்
الباقی	ஓய்வு
بوسکو	போஸ்கோ
فیلیکس	பெலிக்ஸ்
گانت	கான்ட்
بونه	மிளகை
زیگزاگ	ஊடு
پرکننده	நிரப்பி
اراگون	எராகன்
لویولا	லயோலா
انوپم	அனுபம்
خوابم	தூக்கம்
خوابم	தூக்கத்தை
خوابم	உறங்கும்
خوابم	உறக்கம்
شلوارک	உள்ளாடைகள்
خامس	ஜேம்ஸ்
هراره	ஹராரே
شاهرگ	பெருந்தமனி
اشنا	பழக்கமான
اشنا	தெரிந்தவர்கள்
ناندا	நந்தா
هاردن	ஹார்டன்
سپاسگذار	நன்றியுடன்
سیکیم	சிக்கிம்
نردبانی	ஏணி
موفقیتهای	வெற்றியை
موفقیتهای	வெற்றி
کیمی	கிமி
فقیران	ஏழை
فقیران	பாவம்
فقیران	மோசம்
فندک	மென்மை
چینو	சினோ
ایتزا	இட்சா
جفا	விரிவாக்கம்
جفا	விரி
پپ	பெப்
پرمنگنات	பெர்மாங்கனேட்டு
آلکان	ஆல்க்கேன்
گیاهشناسی	தாவரவியல்
کاتلر	கட்லர்
نتیجۀ	முடிவு
نتیجۀ	விளைவு
نتیجۀ	பலன்
عبارتهای	வாக்கியங்கள்
متیوس	மத்தியூஸ்
بیلا	பில்லா
مدوز	மெடோஸ்
دنالی	டெனாலி
پیکه	எரிச்சலுடன்
دایا	தயா
آلکن	ஆல்க்கீன்
دلگرم	தன்னம்பிக்கையை
دلگرم	தன்னம்பிக்கை
دلگرم	ஊக்குவிக்கும்
لوتیان	லோதியன்
پیرلی	பிரெல்லி
ایند	எனிட்
نهرها	ஸ்ட்ரீம்கள்
هزارها	ஆயிரக்கணக்கான
هزارها	ஆயிரங்கள்
سلست	செலஸ்டி
نرمه	மென்மையான
نرمه	மென்மை
قلقلی	பாங்
زوما	சூமா
عورت	பகுதிகள்
آئورا	ஆரா
سفیدها	வெள்ளையர்கள்
زغالی	சிட்டு
#پادشاهی	#ராஜா
فایبر	நார்
فایبر	இழை
پابند	கொலுசு
فردایی	நாளை
فردایی	நாளைய
فردایی	நாளைக்கு
آدیتیا	ஆதித்யா
امریتسار	அமிர்தசரஸ்
پریتام	பிரீதம்
اکسپریا	எக்ஸ்பீரியா
کشتیها	கப்பல்கள்
کشتیها	கப்பல்
کارولاین	கரோலின்
هوادهی	காற்றோட்டம்
مارچوبه	அஸ்பாரகஸ்
تترافلورید	டெட்ராபுளோரைடு
اسراف	கழிவு
خردمندانه	புத்திசாலித்தனமாக
شیطون	சேட்டை
شیطون	குறும்பு
تریپورا	திரிபுரா
ساها	சாஃகா
فرانکشتاین	ஃபிராங்கண்ஸ்டைன்
مسیحا	மெசியா
منلو	மென்லோ
نعره	எழுந்தார்
پوپوف	பப்போவ்
تفنگی	துப்பாக்கி
سرگین	கழிப்பு
سرگین	சாணி
لنف	நிணநீர்
یوروپیم	யூரோப்பியம்
فوی	ஃபாய்
دارچینی	இலவங்கப்பட்டை
نژادپرست	இனவெறி
نژادپرست	இனவாத
پالک	பொலொக்
کنترول	கட்டுப்பாடு
کنترول	கட்டுப்படுத்து
افشاء	வெளிப்படுத்துதல்
افشاء	வெளிப்படுத்தல்
جوس	ஜோஸ்
کاسا	காசா
منزه	தூயவன்
منزه	மாசற்ற
کریسپ	மிருதுவான
هروز	தினமும்
بلندتری	உயரமான
هاضمه	ஜீரண
رل	பதவி
رل	பங்கு
رل	பாத்திரம்
هیستون	இசுடோன்
فسفید	பாசுபைடு
شیانگ	சியாங்
اجارهٔ	வாட
اجارهٔ	வாடகை
عزمی	அஸ்மி
کامپالا	கம்பாலா
مرهم	தைலம்
آهویی	மான்
فرمیر	வெர்மீர்
موتر	தம்மிடையே
سنگریزه	கூழாங்கல்
بلاخره	இறுதியாக
بلاخره	இறுதியாய்
مارسلوس	மர்செல்லுஸ்
موندو	முண்டோ
ساراماگو	சரமாகூ
وَن	வேனில்
وَن	வான்
وَن	வேன்கள்
وَن	வேன்
پدرانشان	முன்னோர்கள்
ترابایت	டெராபைட்டு
کاجول	கஜோல்
کیرشنر	கிர்ச்னர்
تیتانات	தைட்டனேட்டு
ماشینکاری	எந்திர
رطب	பழுத்த
میزر	மேசர்
مسرت	ஆனந்தம்
بزرگترها	பெரியவர்கள்
کایه	கேய்
سیذارتا	சித்தார்த்த
الوهیم	உரித்தாகுக
کالاتراوا	கலத்ராவா
بخرید	வாங்கு
بخرید	வாங்க
بخرید	வாங்கவும்
نیتریت	நைத்திரைற்று
استدیو	ஸ்டூடியோ
استدیو	ஸ்டுடியோ
واش	கழுவும்
واش	கழுவ
گروور	குரோவர்
پلها	பாலங்கள்
مطلقا	முற்றிலுமாக
مطلقا	முற்றிலும்
قشنگه	அருமை
سولژنیتسین	சோல்செனிட்சின்
تقلا	போராடிக்
تقلا	போராடி
نگارهای	கிராபிக்ஸ்
نگارهای	வரைகலை
ایملدا	இமெல்டா
موقوف	அடக்கி
موقوف	அடக்கிக்
پودوچری	புதுச்சேரி
زندانها	சிறைச்சாலைகள்
لیپمن	லிப்மன்
جسپر	ஜாஸ்பர்
وایر	வயர்
وایر	கம்பி
کرینا	கரீனா
بیگناهی	அப்பாவி
بیچر	பீச்சர்
مارلبرو	மார்ல்பரோ
اکتینیم	ஆக்டினியம்
هق	ஹக்
بیدر	பேடர்
هاردین	ஹார்டின்
آمریکاییها	அமெரிக்கர்கள்
آمریکاییها	அமெரிக்கர்
احمدنگر	சுல்தானகம்
گاسلینگ	கோஸ்லிங்
واسیل	வசீலி
کنترلهای	கட்டுப்பாடுகள்
انتخابش	தகுதியான
انتخابش	தகுதி
خائنان	துரோக
خائنان	துரோகிகள்
فتل	வெட்டல்
کاروتن	கரோட்டின்
سفلیس	சிபிலிசு
آزمایشگاههای	ஆய்வகங்கள்
آزمایشگاههای	லேப்ஸ்
کاپوت	மிளகை
گارو	காரோ
ساویر	சாயர்
لاف	தற்பெருமை
مبتکرانه	புதுமையான
خوراندن	உள்ளீடு
خوراندن	செலுத்தல்
خوراندن	வழங்கல்
بابانوئل	சாண்டா
بابانوئل	சான்டா
بالشتک	நிரப்பல்
کوارتر	கால்
کوارتر	காலாண்டு
اجرت	கூலியை
اجرت	கட்டணம்
کورتی	குர்தி
لینکن	லிங்கன்
پنتافلوئورید	ஐம்புளோரைடு
جنتلمن	ஜென்டில்மேன்
دیسپروزیم	டிசிப்ரோசியம்
میگرد	பொதுமக்கள்
محورها	அச்சுகள்
سیمران	சிம்ரன்
آخ	அய்யோ
ریدیک	ரிட்டிக்
امریسیم	ஈரியல்பு
آگرا	ஆக்ரா
باسیلوس	கோலுயிரி
پسندید	விரும்பியது
پسندید	விரும்பினார்
پسندید	விரும்பப்பட்டது
بریتو	பிரிட்டோ
گریمالدی	கிரிமால்டி
استغفار	மன்னிப்பு
استغفار	மன்னிப்பை
کامیونی	ட்ரக்
کامیونی	டிரக்
کامیونی	வண்டி
کارترایت	கார்ட்ரைட்
#مردم	#மக்கள்
بیخوابی	உறங்காமல்
بیخوابی	தூக்கமின்மை
ارزشها	மதிப்புகள்
گیدئون	கிடியன்
سیتوزین	சைட்டோசின்
وفای	விசுவாசம்
هرنان	எர்னான்
مُرده	இறந்த
مُرده	இறந்து
بوندی	பொண்டாய்
واترگیت	வாட்டர்கேட்
رادها	ராதை
رادها	ராதா
بازوان	கைகள்
رحمه	கருப்பை
توکلائو	டோக்கெலாவ்
پیشونی	நெற்றியில்
پیشونی	நெற்றி
مونتاگو	மொன்டேகு
پروردگارا	இறைவனிடம்
پروردگارا	இறைவன்
پروردگارا	இறைவனை
پروردگارا	இறைவனின்
پروردگارا	இறைவா
اگزما	சிரங்கு
دیونه	பைத்தியம்
نشناخت	இயங்குகிறதா
گدارد	கொடார்ட்
نانگ	நாங்
کلوئی	சோலி
ھم	விஸ்கி
هاوزن	ஹாசென்
گوشهای	காதுகள்
گوشهای	காதுகளில்
غر	புகார்
غسان	கசான்
پیامها	அஞ்சல்கள்
پیامها	செய்திகள்
ژیائوپینگ	சியாவுபிங்
دیکشیت	தீட்சித்
کراتینین	கிரியாட்டினைன்
فهرستهای	திரட்டு
فهرستهای	அட்டவணைகள்
زیباشناختی	அழைக்கப்படுபவர்கள்
استیگلیتز	ஸ்டிக்லிட்சு
هچ	பிறப்பு
روسالیند	உரோசலிண்டு
امستردام	ஆம்ஸ்டர்டாம்
علاقمندی	ஆர்வம்
علاقمندی	விருப்பமுள்ளவர்கள்
علاقمندی	ஆர்வமுள்ளவர்கள்
وردزورث	வேர்ட்ஸ்வொர்த்
اشنایی	அறிமுகம்
هاثورن	ஹாதோர்ன்
لباسشویی	சலவை
تتراسایکلین	டெட்ராசைக்ளின்
ثاقب	குத்திக்
میلیبند	மிலிபாண்ட்
سربازها	வீரர்கள்
ترایدنت	திரிசூலம்
بیرو	பீரோ
ایمپلنت	சொற்பொழிவு
ایمپلنت	பதியம்
مغزهای	மூளை
قربانگاه	பீடம்
میزنه	தாளங்கள்
میزنه	துடிக்கிறது
گنجور	பொருளாளர்
پانی	குதிரை
بالانویس	மேலொட்டு
لباسها	ஆடைகளை
لباسها	ஆடைகள்
لباسها	துணிகளை
لباسها	உடைகளை
لباسها	உடைகள்
عمدا	வேண்டுமென்றே
فریبکاری	வஞ்சகம்
لاکپشت	ஆமை
لاکپشت	மச்சம்
ریپون	ரிப்பன்
آسترونزیایی	ஆஸ்திரோனீசிய
نوشتنی	எழுதக்கூடிய
بتان	சிலைகளை
بتان	சிலைகள்
رادیک	ரோடிக்
وندا	வாண்டா
پرنیان	சில்க்
پرنیان	பட்டு
فیک	ஃபிக்
جرب	சிரங்கு
بریانی	பிரியாணி
نورافکن	ஸ்பாட்லைட்
منون	மேனன்
آبیشک	அபிஷேக்
سمج	விடாப்பிடியாக
ماتم	துக்கம்
هاروود	ஹார்வுட்
ابشار	நீர்வீழ்ச்சி
ابشار	அருவி
ذلت	வெல்வதற்கு
ذلت	இழிவு
بابو	பாபு
اسبها	குதிரைகள்
نیاسین	நியாசின்
باکستر	பாக்ஸ்டர்
قویی	யாருடையது
قویی	அன்னம்
کاتز	கட்ஸ்
شاکلی	ஷாக்லி
کینابالو	கினபாலு
سیسرو	சிசெரோ
کالینگا	கலிங்க
جاروی	நெற்றியை
فریبی	மாயை
بالوتلی	பலோட்டெலி
کانالها	வழிமுறைகள்
کانالها	பாதைகள்
کانالها	சேனல்கள்
کانالها	தடங்கள்
کمخونی	சோகை
عمیقا	ஆழமாக
مکار	தந்திரமான
دستن	டஸ்டின்
فاسو	ஃபாசோ
شهادتین	கலிமா
درختها	மரங்கள்
رجی	ரெக்கி
تاریخهای	தேதிகள்
تندرست	ஆரோக்கியமானது
تندرست	ஆரோக்கியமாக
تندرست	ஆரோக்கியமான
سایروس	சைரஸ்
دانلوپ	டன்லப்
دروغگوی	பொய்யன்
قسط	தவணையில்
تافت	டாஃப்ட்
ستر	செட்டர்
بوریک	போரிக்
آبرن	ஆபர்ன்
آکشی	அக்ஷய்
بمبهای	வெடிகுண்டுகள்
بمبهای	குண்டுகள்
نافلزها	அலோகம்
برادرانه	சகோதர
قابض	துவர்ப்பு
بیسلی	பீஸ்லி
پورین	பியூரின்
دکلان	டிச
دکلان	டிசம்பர்
گپی	அரட்டை
سنو	சோனு
کاغذها	பேப்பர்ஸ்
خایه	அண்டங்கள்
براهماپوترا	பிரம்மபுத்திரா
کالیکتوس	கலிஸ்டஸ்
آدناور	அடேனார்
اتوکد	ஆட்டோகேட்
جرعه	அருந்தலாம்
موکش	முகேஷ்
وینا	வியன்னா
گوو	குவோ
جال	ஜல்
دنتون	டென்டன்
کثیفی	அழுக்கு
کاولی	கவ்லி
قانونا	சட்டபூர்வமாக
ناخوش	பிடிக்கவில்லை
لایبنیتز	லைப்னிட்ஸ்
افکارش	எண்ணங்கள்
افکارش	எண்ணங்களை
ارجن	அர்ஜுனா
کرولاین	கரோலின்
دلواپسی	பதட்டம்
دلواپسی	படபடப்பு
دلواپسی	கவலை
دلواپسی	பதற்றம்
آلیو	ஆலிவ்
پیرتر	பழைய
لعیا	லய
نگیشی	நெகிழ்சி
تایمر	கடிகாரம்
پرازئودیمیم	பிரசியோடைமியம்
ژونیپر	ஜூனிபர்
بوو	பூ
وت	வாட்
وبسایتهای	வலைத்தளங்கள்
وبسایتهای	இணையதளங்கள்
منحط	வலுவிழந்த
خرچنگی	இறால்
هاروکی	nagasaki
لومومبا	லுமும்பா
رمینگتون	ரெமிங்டன்
هانیگان	ஹன்னிகன்
محدودیتها	வரம்புகள்
محدودیتها	எல்லைகள்
آغازه	இல்ல
آغازه	முகப்பு
آغازه	வீடு
یوویچ	ஜோவோவிச்
ملاتونین	மெலடோனின்
گدای	பிச்சைக்காரன்
فاما	ஃபாமா
بدکاران	பொல்லாத
مهارتش	திறன்கள்
مهارتش	திறமைகள்
دیکتاتورهای	சர்வாதிகாரிகள்
دمپایی	ஸ்லிப்பர்
حتى	கூட
حتى	கம்பன்
رمو	ரெமோ
سوسو	நரம்பில்
تمرکززدایی	பரவலாக்கம்
مرکزش	மையம்
کلیدواژه	குறிச்சொல்
هیه	ஹேய்
وسپوچی	வெஸ்புச்சி
مژه	இமைகள்
کادو	பரிசு
کادو	அன்பளிப்பு
محجبه	பச்சோந்தி
داتون	டட்டன்
هیوود	ஹேவுட்
ناگای	நாகை
ذینفع	பயனாளிகள்
موشکها	ஏவுகணைகள்
تائی	டே
#من	#நான்
#من	#என்
کلافه	ஹாங்க்
اگو	அகங்காரம்
اگو	ஈகோ
آبسنگ	பாறை
نشاندار	வம்சாவளி
کولیر	கோலியர்
میتا	மிட்டா
مودرا	முத்திரை
گواری	கவுரி
مرگان	மோர்கன்
مؤدبانه	நாகரீகமாக
مؤدبانه	கண்ணியமாக
همگامی	ஒத்திசை
مانیپور	மணிப்பூர்
کالدونیا	கலிடோனியா
اوریجینال	அசல்
اوریجینال	மெய்யான
اوریجینال	ஒரிஜினல்
اوریجینال	மூல
اوریجینال	மூலம்
دکترها	மருத்துவர்கள்
صورتحساب	பில்லிங்
طاغوت	சிலை
طاغوت	விக்ரகம்
ختک	கடக்
سنگینتر	ஈயத்தை
مدادی	பென்சில்
مینک	மிங்க்
توهمی	மாயத்தோற்றம்
بیکربنات	பைகார்பனேட்
کامیونت	ட்ரக்
کامیونت	டிரக்
کامیونت	வண்டி
شیش	ஆறு
کابیلا	கபிலா
نیمف	அணங்கு
همسورث	ஹெம்ஸ்வர்த்
ستمکار	அநியாயம்
متجاوزین	ஆக்கிரமிப்பாளர்கள்
پاتیل	பாட்டீல்
سخی	கொஞ்சம்
آمدئو	அமேடியோ
بریلی	பரேலி
مغفرت	மன்னிப்பு
مغفرت	மன்னிப்பை
قصرها	மாளிகைகளையும்
شادان	சந்தோஷமான
نگهبانانی	கண்காணிப்பாளர்கள்
مدوی	மெட்வே
لوسیون	லோஷன்
آنجی	எஞ்சி
بنوشید	பானம்
بنوشید	குடிக்க
بنوشید	குடி
دعوتنامه	அழைப்புகள்
دعوتنامه	அழைப்பிதழ்
وقتِ	அக்கறை
وقتِ	பாசமாக
بکوب	முத்திரை
بکوب	தட்டும்
اسپیکر	பேச்சாளர்கள்
اسپیکر	ஒலிபெருக்கி
اسپیکر	பேச்சாளர்
زانکت	சாண்ட்
متضرر	அநியாயம்
فورم	மன்றம்
کلیا	கிளியா
راجپوت	ராஜ்புத்
پایت	முத்திரை
پایت	தட்டும்
تایتوس	தீத்து
جویبارها	ஸ்ட்ரீம்கள்
کارتاژی	பியூனிக்
آرژینین	ஆர்ஜினின்
اتاگو	ஒடாகோ
بمیرم	செத்து
بمیرم	எழும்
بمیرم	இறக்க
بمیرم	இறந்து
دسای	தேசாய்
واوونیا	வவுனியா
دنیدن	துனெடின்
بزدل	கோழை
کوناکری	கொனாக்ரி
ریفنشتال	ரீபென்ஸ்டால்
یونیفورم	சீருடைகள்
یونیفورم	சீருடை
یونیفورم	சீரான
وارما	வர்மா
وارما	வர்ம
راههایی	வழிகள்
آموندسن	அமுண்ட்சென்
سرینا	செரீனா
قاچاقی	ஆசன
مونارچ	அரசன்
پرلیس	பெர்லிஸ்
پرفکت	சரியான
پرفکت	கச்சிதமான
پرفکت	சரியானதாக
استیفنسن	ஸ்டீபென்சன்
پیریمیدین	பிரிமிடின்
ندر	நாடார்
ندر	நாடார்கள்
استیتن	இசுட்டேட்டன்
آیرا	இரா
دهشتناک	பயங்கரம்
موکت	கூண்டு
موکت	கம்பளம்
سلبریتی	பிரபலம்
حافظۀ	நினைவகம்
حافظۀ	நினைவாற்றல்
حافظۀ	நினைவு
حافظۀ	நினைவைப்
باکمینستر	பக்மினிசிட்டர்
بیهاری	பிஹாரி
فعالسازی	இயக்கு
فعالسازی	இயக்குகிறது
استوکیومتری	விகிதவியல்
تبسم	புன்னகை
تلموندو	காப்பதை
بخورم	சாப்பிட
بخورم	உண்
الفرد	அல்பிரட்
کایرو	கெய்ரோ
مکلین	மெக்லீன்
قتلهای	கொலைகள்
ولرم	மந்தமாக
آمریتا	அமிர்தம்
اندامک	நுண்ணுறுப்பு
پاتیناژ	ஸ்கேட்டிங்
مادورو	மதுரோ
کیمل	கிம்மல்
پاپر	பொப்பர்
متنفرم	வெறுக்கிறேன்
متنفرم	வெறுப்பு
بکشی	கொன்று
بکشی	கொன்றுவிடும்
نشستهای	அமர்வுகள்
حسودی	பொறாமை
گوانگژو	குவாங்சோ
ابول	அபுல்
برچ	பிர்ச்
فل	விழுந்தது
گیلدر	கில்டர்
تفاوتها	வேறுபாடுகள்
مالینی	மாலினி
آرزومند	ஆவலுடன்
کویابا	குய்யாபா
مامی	மாமி
هلیکوپترها	ஹெலிகாப்டர்கள்
جالی	ஜாலி
هوشع	ஒசேயா
مانموهان	மன்மோகன்
چاگوس	சாகோஸ்
ماروتی	மாருதி
موندن	தங்கி
متیونین	மெத்தியோனின்
جوهی	ஜூஹி
مترونیدازول	மெட்ரோனிடசோல்
جگان	ஜெகன்
مونروویا	மொன்ரோவியா
کمینگاه	கொண்டிருக்கின்றது
ایزوپرن	ஐசோபிரீன்
بلاگر	வலைப்பதிவர்
ارام	அறம்
وسر	வாசர்
استیرنز	ஸ்டெர்ன்ஸ்
شرایک	கீச்சான்
پلوسی	பெலோசி
زخمها	தழும்புகள்
مونسانتو	மான்சாண்டோ
دودوما	டொடோமா
بسمر	பெசிமர்
لایی	பேட்
چترال	சித்ரால்
ترنگانو	திராங்கானு
نیلگیری	நீலகிரி
موبوتو	மொபுட்டு
بکینسیل	பெக்கின்சேல்
خوشگلا	அழகிகள்
اعتیادآور	அடிமைத்தனம்
سکسکه	விக்கல்
رختشویی	சலவை
درونت	உள்ளே
اجمل	அஜ்மல்
چاوسر	சாசர்
ترات	ட்ரொட்
کالینگوود	கொலிங்வுட்
ادکلن	கொலோன்
فیشته	ஃவிக்டெ
گلدینگ	கோல்டிங்
پرکین	பெர்க்கின்
واجرای	வஜ்ர
پرچمها	கொடிகள்
آلوئه	கற்றாழை
آلوئه	ஆலோ
آلوئه	அலோ
یاسی	இளஞ்சிவப்பு
فرمانهای	கட்டளைகள்
فریادها	அழும்
آپو	அப்பு
وانیلی	வெண்ணிலா
وانیلی	வெனிலா
بارونی	மழை
ماهش	மகேஷ்
بوخنر	பூக்னர்
چتی	செட்டி
وینود	வினோத்
بلوگا	பலூகா
نارو	நாரோ
کاریسما	கரிஷ்மா
زمستون	குளிர்காலம்
زمستون	குளிர்கால
پیشنویس	வரைவு
رات	ரத்
باطری	பேட்டரி
باطری	பேட்டரிகள்
تیوسیانات	தையோசயனேட்டு
دیوونه	பைத்தியம்
دورگا	துர்கா
دورگا	துர்க்கை
آون	ஏவான்
آون	ஓவன்
اودم	ஓடம்
آروپ	அரூப்
هاتویاما	அட்டொயாமா
حجابی	முக்காடு
پستو	மறைவை
وادا	தருகிறது
رنگو	ரங்கோ
یاداوری	நினைவூட்டு
بنیگنو	பெனிக்னோ
راجیا	ராஜ்ய
قارچهای	பூஞ்சை
سودش	இலாபம்
سودش	லாபம்
سرزمینها	பேரரசுகள்
دستنوشته	எழுத்து
عطرهای	திரவியங்கள்
تولیم	தூலியம்
پیرهن	சட்டைகள்
جهالت	அறியாமையை
جهالت	அறியாமை
فرمات	பார்மேட்டு
آبوجا	அபுஜா
سوخومی	சுகுமி
ایدیت	எடித்
راجو	ராஜு
راجو	ராஜூ
فرهان	பர்ஹான்
دراکر	டிரக்கர்
قایقهای	படகுகள்
دندون	பற்கள்
دندون	டூத்
دندون	பல்
هینس	ஹைன்ஸ்
بدلکاری	ஸ்டண்ட்
لوکو	தேநீரில்
بوآس	போவாஸ்
راگا	இராகம்
شیملا	சிம்லா
اجازۀ	அனுமதிக்கும்
اجازۀ	அனுமதிக்கிறது
اجازۀ	அங்கிகாரம்
گوشها	காதுகள்
گوشها	காதுகளில்
آشوبگران	கலவரக்காரர்கள்
امانتی	பிணைக்கப்பட்ட
ردۀ	வகுப்பு
یانوکویچ	யானுக்கோவிச்
ونتورت	வெண்ட்வொர்த்
مهمانسرا	சத்திரம்
کچله	வழுக்கை
برچسبهای	சீட்டுகள்
برچسبهای	அடையாளங்கள்
برچسبهای	லேபிள்கள்
