من	から
فاتنة	豪華
فاتنة	ゴージャス
اشعر	フィール
اشعر	感じる
اشعر	気分
اشعر	フィーリング
ادواردز	エドワーズ
جوست	幽霊
جوست	ゴースト
جوست	お化け
داير	ダイアー
تنسيقية	コーディネート
تنسيقية	連携
تنسيقية	調整
يوروبا	エウロパ
مخطوبة	婚約
هندريكس	ヘンドリックス
القاطرة	機関車
تقبيل	キス
تقبيل	接吻
حوريات	マーメイド
الافعال	動詞
الافعال	アクション
عاقبة	カルマ
الشيف	シェフ
بونتياك	ポンティアック
الايرادات	所得
الايرادات	歳入
الايرادات	収益
الايرادات	収入
خجولة	シャイ
خجولة	人見知り
متحول	ミュータント
تسخر	モック
هوندو	本堂
وايلدر	ワイルダー
يائسة	必死
لذيذة	美味しい
لذيذة	美味
لذيذة	おいしい
المعصم	手首
كابريرا	カブレラ
المبررات	論拠
افلاطون	プラトン
المكياج	化粧
المكياج	メイク
الكولا	コーラ
السبانخ	ほうれん草
وئام	ハーモニー
وئام	調和
بانكو	バンコ
برشلونه	バルセロナ
ميزانيات	予算
داوني	ダウニー
تضحيات	生贄
الاقليات	少数
كباب	ケバブ
الراقصين	踊り子
الراقصين	ダンサー
عاشقة	恋人
سجائر	タバコ
تلقين	教化
متزوجه	既婚
ليدا	レダ
الكرنفال	カーニバル
هاب	ハップ
هاب	ハブ
الكنغر	カンガルー
التجاهل	無知
التجاهل	無視
جنوا	ジェノヴァ
مانويلا	マヌエラ
ادرك	実現
رايون	レーヨン
احترم	敬意
احترم	尊敬
احترم	リスペクト
احترم	尊重
الاغلبية	過半数
جلباب	スモック
النكات	ジョーク
توكيلاو	トケラウ
الاشعار	告示
الاشعار	通知
الاشعار	お知らせ
الاشعار	告知
الاشعار	届出
الزحار	赤痢
الاستعادة	維新
الاستعادة	修復
الاستعادة	復元
فرانشيسكا	フランチェスカ
بنطال	パンツ
بنطال	ズボン
الوي	ひねり
الوي	ツイスト
الضال	放蕩
وجيبوتي	ジブチ
مورينيو	モウリーニョ
ضمنيا	暗黙
المنجل	大鎌
المنجل	マチェーテ
سيندي	シンディ
بلاش	ブラッシュ
خواريز	フアレス
باندونغ	バンドン
كاساس	カサス
السونار	ソナー
سكاكين	ナイフ
المواصلة	続き
المواصلة	継続
المواصلة	続行
انجليزية	英語
انجليزية	イングリッシュ
هادلي	ハドリー
ماهولة	有人
بيثون	ニシキヘビ
عالجت	燻製
التخاطر	テレパシー
معجنات	洋菓子
بوبو	ボボ
هواياته	趣味
قلبت	反転
الفنتازيا	ファンタジア
حلمة	乳首
شنق	ハング
شنق	絞首刑
مضايقة	いじめ
مضايقة	嫌がらせ
مضايقة	ハラスメント
قمار	賭博
قمار	賭け事
قمار	ギャンブル
زوران	ゾラン
مقابض	ハンドル
هويت	ホイト
معقمة	無菌
ميترو	地下鉄
ميترو	メトロ
دوشنبه	ドゥシャンベ
شيغا	志賀
شيغا	滋賀
قبيحة	みにくい
قبيحة	醜い
روهان	露伴
المستنير	イルミナティ
التاسيس	設立
المنجزات	実績
المنجزات	事績
المنجزات	事跡
المنجزات	功績
المنجزات	業績
مص	吸う
الارباح	営利
الارباح	利益
الارباح	収益
المستحث	誘発
كراس	椅子
جديا	マジ
سبير	シュペーア
عاجز	無力
واسيدا	早稲田
فايفر	プファイファー
راع	スポンサー
مؤمنين	信者
ابراز	ハイライト
اطلس	アトラス
بيرة	ビール
الجينز	ジーンズ
يودا	ヨーダ
اليانصيب	宝くじ
اليانصيب	抽選
ابلاغ	レポート
ابلاغ	報告
الغلوتين	グルテン
شارلوك	シャーロック
نتاشا	ナターシャ
التهجئة	つづり
التهجئة	スペル
التهجئة	スペリング
متسلقة	クライマー
اميرة	プリンセス
اميرة	王女
شغور	モーテル
شغور	欠員
خواتم	リング
خواتم	指輪
سرو	パンツ
سرو	ズボン
فريك	フリック
المواقد	ストーブ
قصاصات	切り抜き
كارتاخينا	カルタヘナ
الشامبو	シャンプー
الاجنحة	ウイングス
النيلي	インディゴ
يالطا	ヤルタ
تاكوما	タコマ
الارواح	霊魂
الارواح	スピリッツ
غرزة	スティッチ
اختطفت	誘拐
حتمي	やむを得ない
جلبرت	ギルバート
ايا	あや
كيمورا	木村
غراد	グラード
هامل	フンメル
بيتكيرن	ピトケアン
باستا	パスタ
الملزمة	拘束
الملزمة	バインディング
المدانين	受刑者
لودج	ロッジ
المدخرات	預金
المدخرات	節約
المدخرات	貯金
المدخرات	貯蓄
التلقين	教化
صادقا	正直
الادراك	知覚
البلياردو	ビリヤード
غرور	うぬぼれ
الترقيات	プロモーション
الترقيات	宣伝
فريتاون	フリータウン
سوران	総覧
كرستوفر	クリストファー
مقطورة	トレーラー
مقطورة	予告編
بولينزيا	ポリネシア
بثور	水疱
السالمونيلا	サルモネラ
دايف	デイヴ
دايف	デーヴ
اجبار	強要
اجبار	強制
الكينا	ユーカリ
احادي	モノ
فراشه	チョウ
فراشه	バタフライ
غولدبرغ	ゴールドバーグ
الوعل	トナカイ
الغيت	キャンセル
براس	真鍮
الاحرف	手紙
الاحرف	文字
الاحرف	キャラクター
اختبر	テスト
مرساة	アンカー
بكره	明日
بكره	あした
مونروفيا	モンロビア
كاره	憎悪
تحفظات	予約
هينان	河南省
نوبوناغا	信長
غونغ	ゴング
امريكية	アメリカン
رزمة	パッケージ
التفريخ	産卵
الاستفسارات	問い合わせ
نوافير	噴水
دعارة	ポルノ
دعارة	売春
ستونر	ストーナー
اتلانتا	アトランタ
اجنحة	ウイングス
العلكة	歯茎
العلكة	ガム
سوشي	すし
سوشي	寿司
سوشي	ソチ
بيغل	ビーグル
الدبق	ヤドリギ
فد	委嘱
فد	委任
متكلم	議長
متكلم	話し手
متكلم	スピーカー
براميل	太鼓
براميل	ドラム
ستيفي	スティービー
افعال	動詞
سخيفة	愚か
سخيفة	バカ
الدباغة	日焼け
كايس	ケース
تيو	テオ
تيو	ティオ
المقبلات	前菜
المقبلات	オードブル
غرافتون	グラフトン
الخطا	エラー
الخطا	間違い
عاطل	失業者
عاطل	アイドル
عاطل	無職
الفاناديوم	バナジウム
نيامي	ニアメ
فوبوس	フォボス
دوفال	デュバル
مام	浴室
مام	トイレ
مام	風呂
الرادون	ラドン
المضائق	海峡
انجل	エンジェル
انجل	天使
اولية	頭文字
اولية	イニシャル
نينو	ニノ
ممول	スポンサー
المشاورات	相談
المشاورات	諮問
المشاورات	協議
يدق	ビーツ
مارجوري	マージョリー
احجار	ストーンズ
الخفة	明度
الخفة	輝度
قادمون	来る
قادمون	カミング
بانورامي	パノラマ
الستائر	カーテン
الستائر	ブラインド
احادية	モノ
المتراكم	蓄積
اسلامي	イスラム教
اسلامي	ムスリム
قذرة	ダーティー
قذرة	ダーティ
قذرة	汚い
اطروحة	論文
اطروحة	テーゼ
قش	干し草
قش	ストロー
قش	わら
كينو	キノ
الابد	フォーエバー
الاوركسترا	オーケストラ
الاخشاب	材木
الاخشاب	木材
القطران	タール
المنسقة	コーディネーター
شيلد	シールド
الصك	道具
الصك	計器
الصك	楽器
صديقات	ガールフレンド
السجادة	絨毯
السجادة	じゅうたん
السجادة	カーペット
والس	ウォレス
المريرة	ビター
المريرة	苦い
تستلم	受け取る
تستلم	受信
الديوتيريوم	重水素
مشتاق	ミス
الياف	ファイバ
الياف	繊維
الغريزة	本能
اقتل	キル
عنيد	頑固
ماتش	一致
ماتش	マッチ
تاكيدا	竹田
تاكيدا	武田
البلاغات	コミュニケーション
البلاغات	通信
ياسو	泰雄
فابر	フェイバー
المرطبات	軽食
مقلد	コピーキャット
هاوية	アマチュア
بيغاسوس	ペガサス
جلدة	まつげ
مكيف	コンディショナー
مكيف	リンス
ايميلي	エミリー
تخفيضات	割引き
تخفيضات	セール
تخفيضات	割引
تخفيضات	ディスカウント
اقرا	読書
اقرا	読み込み
اقرا	読み取り
اقرا	読む
اقرا	読み
تلميحات	ヒント
السكرتارية	秘書
شا	シャア
لسه	スティル
لسه	まだ
لسه	それでも
شيش	シシ
افقي	水平
المتهمة	被告
المتهمة	被告人
الهة	女神
جايوس	ガイウス
مبدعة	クリエイティブ
لودوفيكو	ルドヴィーコ
تدرجات	グラデーション
بيغي	ペギー
بريدجيت	ブリジット
فارمر	農家
جيتا	ガエータ
المزايدة	入札
واثقة	自信
مونيه	モネ
شول	ショル
الواح	ボード
كوراما	鞍馬
الكلوروفيل	クロロフィル
الشتلات	実生
حبايب	恋人
الشغف	情熱
الشغف	受難
الشغف	パッション
سخان	ヒーター
الخروع	キャスター
المودم	モデム
المدرسون	教員
المدرسون	教師
دراكو	りゅう
ريفرز	河川
تصفيق	拍手
مشوي	ロースト
هوبير	ヒューバート
مخبز	ベーカリー
انتي	あなた
مرمر	アラバスター
سيشيل	セーシェル
الملحد	無神論者
الملحد	無神論
كوندور	コンドル
سباركس	スパークス
هستنغز	ヘイスティングス
النداءات	通話
تافت	タフト
يلمع	磨き
ابداع	イノベーション
ابداع	革新
ابداع	創造性
ابداع	クリエイティブ
ابداع	創造力
ريفن	レイヴン
رات	ラット
رات	ネズミ
الحضن	抱擁
الحضن	抱っこ
المختصرات	略語
نيترو	ニトロ
فليب	反転
فليب	フリップ
افريل	アブリル
بايا	ピア
جوبي	十兵衛
السنه	イヤー
تعافي	回収
تعافي	リカバリ
تعافي	回復
اوليفر	オリヴァー
اوليفر	オリバー
الروتاري	ロータリー
يبارك	ブレス
طلبية	配達
طلبية	配送
طلبية	デリバリー
طلبية	配信
المحظوظ	ラッキー
اجيال	世代
انريكي	エンリケ
البرميل	バレル
التعويذة	スペル
التعويذة	呪文
واتانابي	ワタナベ
واتانابي	渡辺
اروع	クーラー
فريمونت	フレモント
فريمونت	フリーモント
الحيازة	占有
الحيازة	所持
الادارات	学科
التصاريح	許可
التصاريح	権限
قرا	読み
قرا	読む
قرا	読み込み
قرا	読み取り
التطلعات	期待
التطلعات	願望
تنبيهات	アラート
عض	ビット
ارنولد	アーノルド
ارنولد	アルノルト
صدمت	ショック
صدمت	衝撃
ويسلر	ウィスラー
لايل	ライル
بيركنز	パーキンス
ستاك	スタック
العصيدة	おかゆ
ايما	エマ
سايكو	聖子
لقبرص	キプロス
سفرة	お出かけ
سفرة	アウティング
سفرة	旅行
سفرة	トリップ
اقوال	語録
شرطه	警察
شرطه	警察官
شرطه	ポリス
ميرسي	マーシー
ميرسي	慈悲
ادولف	アドルフ
سيلو	サイロ
الاكتتاب	引受
الاكتتاب	引受け
تسلح	軍需
محامين	弁護士
مهبل	プッシー
حصيرة	マット
مناولة	取扱
مناولة	取り扱い
مناولة	ハンドリング
المسعف	メディック
شيكو	チコ
اريتريا	エリトリア
الاخرون	他の
الاخرون	その他
زمبابوي	ジンバブエ
مبردة	クーラー
برغر	ハンバーガー
برغر	バーガー
المختطفين	拉致
الابراج	星座
الابراج	タワーズ
ويز	ウィズ
يزحف	クリープ
تضحك	笑う
تضحك	笑い
الاعاقة	障害
الاعاقة	ハンディ
فارجو	ファーゴ
الكيوي	キウイ
اوين	オーエン
اوين	オーウェン
قندس	ビーバー
كيمونو	和服
كيمونو	着物
كراب	カニ
الشرور	害悪
بارتليت	バートレット
الكستناء	胡桃
غودفري	ゴドフリー
السيجارة	タバコ
الاخت	シスター
الاخت	姉妹
سوكري	スクレ
يهتز	震え
سيشوان	四川省
ايزابيل	イサベル
نيوشاتل	ヌーシャテル
ملهمة	インスピレーション
منازعات	紛争
هيدي	ハイジ
جريفيث	グリフィス
بسيطه	シンプル
بسيطه	簡単
بسيطه	単純
الباستا	パスタ
كورولا	カローラ
شيكاجو	シカゴ
تشيرنوبيل	チェルノブイリ
شاغل	関心事
الغاليوم	ガリウム
سكينر	スキナー
غيرا	ゲーラ
بندق	ナッツ
بندق	ナット
البيروفية	ペルー
الشارب	ひげ
الشارب	口ひげ
الشارب	口髭
الخبيرة	エキスパート
اطفاء	消防隊員
الاطارات	フレーム
الاطارات	タイヤ
مانا	マナ
التقبيل	キス
التقبيل	接吻
متاع	荷物
نباتيون	ベジタリアン
كوران	カラン
مازنجر	マジンガー
بوليود	ボリウッド
محافل	フォーラム
يخرب	廃墟
راتنج	樹脂
اوركسترا	オーケストラ
ماتوس	マトス
حير	困惑
الفريدو	アルフレード
فوي	フォワ
مكاي	マッケイ
السيجار	シガー
الضروريات	必需品
صحح	正解
صحح	正しい
الامكانيات	可能性
اغفر	許す
النقصان	減らす
الشخير	いびき
حذرا	注意深い
موزامبيق	モザンビーク
امة	国民
امة	ネーション
الاعصار	ハリケーン
الاعصار	サイクロン
الاعصار	竜巻
الاعصار	トルネード
الاعصار	台風
كارفر	カーヴァー
باليود	ヨード
ميثان	メタン
ليندساي	リンジー
الانهار	河川
تلميح	ヒント
برندان	ブレンダン
الاحداثيات	座標
جمارك	風習
البلاتينيوم	プラチナ
البلاتينيوم	白金
مومباسا	モンバサ
مونتسيرات	モントセラト
الفلوت	フルート
المديرون	取締役
المديرون	マネージャ
المديرون	管理者
المديرون	マネージャー
المديرون	管理人
الاصلاحات	改革
الاصلاحات	修理
التشرد	変位
تشيزاري	チェーザレ
غالوا	ガロア
التودد	求愛
الاجنبي	エイリアン
الاجنبي	外国
الايكولوجية	生態学
الايكولوجية	エコ
الشدائد	逆境
القفاز	手袋
زيمرمان	ジマーマン
تبديد	散逸
المراجل	ボイラー
ادريان	エイドリアン
موستار	モスタル
بيلاروسية	ベラルーシ
العوامة	ブイ
سوترا	経典
اضاءة	照明
اضاءة	ライト
طوعية	任意
الاس	エース
براندي	ブランデー
توباك	トゥパック
فولفو	ボルボ
بينسون	ベンソン
تغريدة	ツイート
هيكي	キスマーク
كلينيك	クリニーク
زيا	ジア
البابونج	カモミール
فيرساي	ヴェルサイユ
ابليس	サタン
عمامة	ターバン
ثول	トゥーレ
المنتقم	アヴェンジャー
قلبا	心臓
قلبا	ハート
التنغستن	タングステン
بوجي	ブギ
المربى	ジャム
الاسعاف	救急車
الاعترافات	告白
اقصاء	除外
التناسخ	転生
اليخاندرو	アレハンドロ
كريستا	クリスタ
للتذكير	お知らせ
تيفيز	テベス
دارلين	ダーリーン
المطلي	ラッカー
بذلة	背広
بذلة	スーツ
مقاول	請負人
مقاول	起業
بيركيلي	バークリー
جنت	ヘント
سدوم	ソドム
اجر	料金
اجر	手数料
اوكتافيا	オクタウィア
اوكتافيا	オクタヴィア
مقلب	イタズラ
سورون	サウロン
غرايس	グレース
غرايس	恩寵
غرايس	グレイス
شلن	シリング
عماري	甘利
دواسة	ペダル
البالونات	風船
البالونات	バルーン
توشيبا	東芝
استون	アストン
صديقان	友だち
صديقان	友達
لومباردي	ロンバルディ
عفن	カビ
لوساكا	ルサカ
النتح	蒸散
لوزون	ルソン島
تشوك	チャック
فريس	捕食
ماتريكس	マトリックス
ماتريكس	行列
متجمدة	フローズン
جيرهارد	ゲルハルト
زلة	スリップ
باريمور	バリモア
للسويد	スウェーデン
ماتشادو	マチャド
ادوين	エドウィン
مجمدة	フローズン
الاستهداف	ターゲット
ستائر	カーテン
ستائر	ブラインド
المراسي	アンカー
صقيع	アイシング
تقليم	トリム
تقليم	整える
التدافع	スクランブル
الميتافيزيقيا	形而上学
ممنون	感謝
روزنبرغ	ローゼンベルク
ملفين	メルビン
ملفين	メルヴィン
الاكاديمي	アカデミック
البوليفية	ボリビア
سواروفسكي	スワロフスキー
السردين	イワシ
اغلق	閉じる
اغلق	クローズ
اطارات	フレーム
اطارات	タイヤ
امبروز	アンブローズ
تليفون	電話機
تليفون	電話
اللواط	ソドミー
كارفور	カルフール
الاشهر	ヶ月
الشاش	ガーゼ
الازهار	お花
مرهون	抵当
انجيلا	アンジェラ
كوندو	近藤
كوندو	金堂
الاستوديوهات	スタジオ
الستراتوسفير	成層圏
الارشيف	書庫
الارشيف	アーカイブ
بولاسكي	プラスキ
المقص	ハサミ
المقص	はさみ
اللغم	鉱山
ابتسم	スマイル
ابتسم	笑顔
كارلوتا	カルロッタ
فينتورا	ベンチュラ
المرجل	ボイラー
سمسار	ブローカー
اجابة	答え
اجابة	答弁
اجابة	回答
صلوا	祈り
صلوا	祈る
ماريتا	マリエッタ
المحراث	プラウ
البراغيث	ノミ
روبينز	ロビンス
المنتسبة	アフィリエイト
خرزة	ビーズ
تولسا	タルサ
كاسيدي	キャシディ
اسناد	バックアップ
اسناد	帰属
مينيابوليس	ミネアポリス
تشيز	チーズ
بيرغمان	ベルイマン
مرتاح	快適
الكبرياء	プライド
الكبرياء	傲慢
الكبرياء	誇り
الكزبرة	コリアンダー
رابيت	うさぎ
رابيت	ウサギ
مداولات	審議
الباس	バス
الباس	ベース
لمست	さわる
مخاط	粘液
مخاط	鼻水
المحامون	弁護士
الورقات	書類
اعاقة	障害
اعاقة	ハンディ
انى	アニー
انى	アニ
ايفل	エッフェル
لفتة	身振り
لفتة	ジェスチャー
لوبلين	ルブリン
فيكو	フィツォ
الكسلان	ナマケモノ
سدا	ダム
اياكس	アイアース
الاجهاد	ストレス
المملح	塩漬け
ساتر	サッター
سايروس	キュロス
الاديرة	修道院
الاديرة	僧院
ميريديان	子午線
برودريك	ブロデリック
اشتراكات	購読
الخزامى	チューリップ
الخزامى	ラベンダー
كيلسي	ケルシー
خدا	フール
خدا	愚か者
جيبلي	ジブリ
عرين	隠れ家
ينبض	ビーツ
مورانو	ムラーノ
كاريرا	カレラ
سكار	傷跡
تراس	トラス
هيج	ヘイグ
فنك	ファンク
احجام	サイズ
سنتا	セント
الاستعباد	緊縛
هيرتا	ヘルタ
شاغر	モーテル
شاغر	欠員
فليمنج	フレミング
سويني	スウィーニー
اليا	オートマチック
اليا	自動
ميرتون	マートン
سيج	セージ
الاثارة	興奮
خطوبة	婚約
كالفورنيا	カリフォルニア
حنجرة	咽喉
هوبارت	ホバート
روسل	ラッセル
فطائر	ホットケーキ
فطائر	団子
فطائر	パンケーキ
احصل	ゲット
دنت	デント
ووترز	ウォーターズ
تيمي	ティミー
احضار	持ち込み
احضار	ブリング
امنية	ウィッシュ
الكوكا	コーラ
الكوكا	コーク
الكوكا	コカ
ارتجاج	脳震盪
ليموزين	リムジン
متجمد	凍結
متجمد	フローズン
سكي	スキー
الرافعات	クレーン
كويفاس	クエバス
شتم	暴言
اخلاء	避難
الابرياء	無実
هوراشيو	ホレーショ
الرف	ラック
مكياج	化粧
مكياج	メイク
نكت	ジョーク
ماتشو	マッチョ
جيجر	ガイガー
مقايضة	スワップ
اسمر	ブラウン
اسمر	褐色
اسمر	茶色
الكاري	カレー
كيتل	やかん
اشلي	アシュレイ
اشلي	アシュリー
جعة	ビール
بالاخص	特に
خفقان	動悸
التحفظات	予約
المعاشرة	同棲
الشواء	焼肉
الشواء	バーベキュー
بنسون	ベンソン
الستارة	カーテン
الاهل	両親
الاهل	保護者
الاضواء	ライト
ديباجة	プリアンブル
ارسنال	工廠
ارسنال	アーセナル
خائفة	怖い
خائفة	怖がる
فينيس	ヴェネツィア
فينيس	ベニス
فينيس	ベネチア
الكازينوهات	カジノ
المساومة	交渉
بوريسوف	ボリソフ
المشابك	ステイプルズ
باتلر	バトラー
غوي	五位
كارب	コイ
نكات	ジョーク
اتلانتيك	アトランティック
اتلانتيك	大西洋
هواي	ハワイ
امال	アマル
امال	希望
نورتي	ノルテ
الطوربيدات	魚雷
فاليتا	バレッタ
واكر	ウォーカー
ولاوس	ラオス
خلاط	ミキサー
موك	モク
الهايتية	ハイチ
غريتا	グレタ
فرديا	個別
فرديا	個別に
التروبوسفير	対流圏
مايسون	メイソン
وينك	ウインク
عمولة	コミッション
عمولة	委嘱
عمولة	手数料
يخيم	キャンプ
اعرض	表示
اعرض	見る
اعرض	ビュー
اعرض	ショー
صرخات	叫び声
ايرينا	イリナ
ايرينا	イリーナ
الهوتو	フツ
السناجب	リス
غوتيريز	グティエレス
التعجيل	加速
التعجيل	加速度
انتاركتيكا	南極大陸
انتاركتيكا	南極
التوقيف	逮捕
اضواء	ライト
مددت	延長
مددت	拡張
اقبل	受け入れる
اقبل	受け入れ
اقبل	承認
التفهم	理解
الغي	キャンセル
الغي	取り消す
الغي	取り消し
باربر	理容師
باربر	床屋
جوسيبي	ジュゼッペ
ليندن	リンデン
اطرح	減算
اطرح	引く
النميمة	ゴシップ
الالواح	ボード
الالواح	パネル
توضيحات	釈明
توضيحات	解説
الصداقات	友情
الجرافة	ブルドーザー
اربعه	フォー
جونزاليس	ゴンザレス
الايدي	両手
الكونشرتو	コンチェルト
الكونشرتو	協奏曲
دوبسون	ドブソン
الدينامية	ダイナミズム
التنزه	ハイキング
تظليل	シェーディング
فطور	朝食
قسائم	クーポン
ناثانيل	ナサニエル
ساكرامنتو	サクラメント
القابض	クラッチ
السباغيتي	スパゲティ
السباغيتي	スパゲッティ
الاغاثة	浮き彫り
الاغاثة	レリーフ
عثرة	バンプ
صبور	患者
الفوانيس	提灯
الهالات	異常
مزحة	ジョーク
مزحة	冗談
دايتونا	デイトナ
كلنتون	クリントン
مكه	魚類
مكه	フィッシュ
مثمر	実り
عافية	ウェルネス
رينر	レナー
ترينتون	トレントン
الاساءة	いじめ
الاساءة	虐待
الاساءة	誤用
مونيك	モニーク
فيسينتي	ビセンテ
البا	アルバ
السناتور	議員
دوبلن	ダブリン
جوى	ジョーイ
لاروش	ラローシュ
استنفاد	疲労
ويلو	ウィロー
ويلو	ヤナギ
فظيع	恐ろしい
فظيع	ひどい
هيزل	ヘイゼル
هيزل	ゼル
البروجسترون	プロゲステロン
اريحا	エリコ
الاجواء	大気圏
الاجواء	大気
الاجواء	雰囲気
خو	恐怖
خو	恐れ
خائف	怖い
خائف	怖がる
رودجرز	ロジャース
بلانشارد	ブランチャード
جينينغز	ジェニングス
اللحى	ヒゲ
باكرا	早い
باكرا	アーリー
سئ	バッド
سئ	悪い
المتهمون	被告
بلهجات	方言
جولز	ジュール
ايزابيلا	イザベッラ
ايزابيلا	イサベル
نرحب	歓迎
نرحب	ようこそ
السبورة	黒板
البنتاجون	ペンタゴン
ويلكنسون	ウィルキンソン
ضلوع	リブ
اليات	メカニズム
ابقى	滞在
ابقى	ステイ
مجاملة	礼儀
مجاملة	賛辞
سخاروف	サハロフ
بولاك	ポラック
ميليندا	メリンダ
قصرت	短縮
كاتيوشا	カチューシャ
سابينا	サビーナ
طموحا	野心
الاباحية	ポルノ
الاباحية	ポルノグラフィ
الابواب	ドア
ادارات	学科
البولونيوم	ポロニウム
مشمش	アプリコット
مشمش	あんず
كوتونو	コトヌー
الامساك	便秘
ميريديث	メレディス
مبدا	原理
اشراك	交戦
ملقم	フィーダー
لورن	ローレン
الاثير	エーテル
بيرش	パーチ
التنميط	プロファイル
الاضراب	ストライク
الاضراب	ストライキ
موكا	モカ
اعطي	与える
تاكيد	確認
بيليك	ベリック
واعي	意識
بالانكليزية	英語
بالانكليزية	イングリッシュ
شاولين	少林寺
اجلاء	避難
كريبتون	クリプトン
المخفر	境内
المجاملة	礼儀
تنزف	出血
اناث	女性
الترهيب	脅迫
جانغو	ジャンゴ
الجل	ゲル
الجل	ジェル
كارن	カレン
خراطيش	カートリッジ
المقاسات	サイズ
زهد	禁欲主義
مواءمة	アライメント
مواءمة	配置
منكو	フラメンコ
سلاتر	スレーター
تانجو	タンゴ
تانجو	丹後
ازهار	お花
بريندان	ブレンダン
مفروم	ミンチ
ايرفينغ	アーヴィング
فيديكس	フェデックス
اقلية	少数
الاثاث	家具
راهن	ベット
راهن	賭ける
راهن	賭け
تويست	ひねり
تويست	ツイスト
موقوف	中断
اساسيات	基本
اساسيات	必需品
ماوي	マウイ
احضر	ゲット
احضر	持ち込み
احضر	ブリング
ناج	サバイバー
يلو	ウィロー
يلو	ヤナギ
راسي	ヘッド
راسي	頭部
الاسبوعي	週刊
الاسبوعي	週間
الاسبوعي	毎週
الاسبوعي	ウィークリー
الارجنتين	アルゼンチン
الايرلندية	アイリッシュ
اختلاس	横領
الكوديين	コデイン
خجل	シャイ
خجل	人見知り
سيريوس	シリウス
بوجاتي	ブガッティ
ايميل	メール
ايميل	メールアドレス
ايون	イオン
مسافرين	乗客
شابلن	チャップリン
مارسي	マーシー
لوتا	ロッタ
متشرد	ホームレス
بيريتا	ベレッタ
المنجنيق	カタパルト
فرانسيز	フランシス
تيني	ちび
تيني	ちっちゃい
تيني	小さい
تيني	タイニー
رفاه	福祉
سكس	シックス
التعشيش	ネスト
ميجان	メーガン
الشقراء	ブロンド
الشقراء	金髪
غسول	ローション
بكرا	明日
بكرا	あした
كودا	幸田
التندرا	ツンドラ
نايكي	ナイキ
مومو	モモ
الويسكي	ウイスキー
الويسكي	ウィスキー
التلميح	ヒント
ارث	継承
ارث	相続
مشمس	サニー
مشمس	晴れ
البراءات	特許
تهز	ロッキング
نحس	ジンクス
المان	ドイツ語
البوتان	ブタン
اشادة	朝貢
طليق	ゆるい
طليق	ルース
فولكر	フォルカー
شاري	シャリ
كادبوري	キャドバリー
امكانيات	可能性
زنجي	ダチ
زنجي	ニガー
لعشاق	ファン
اللاجئ	難民
جريجور	グレゴール
جلوريا	グロリア
بوف	パッ
الاشمئزاز	嫌悪
مامورو	まもる
برول	ブリュール
الكفالة	保釈
الاصبع	フィンガー
اري	アリ
ميللر	ミラー
يولاندا	ヨランダ
البولينج	ボーリング
البولينج	ボウリング
داب	ダブ
القفزات	ホップ
سخيف	愚か
سخيف	バカ
اداب	マナー
اداب	礼儀
بينيلوبي	ペネロペ
بينيلوبي	ペーネロペー
اسكان	住居
اسكان	住宅
الزامية	強制
هاردينغ	ハーディング
المسرع	メトロノーム
المكنسة	ほうき
بريغز	ブリッグス
كوماندو	コマンドー
جورو	グル
الاغنام	ヒツジ
تريش	トリッシュ
هزاز	ロッキング
هزاز	バイブレータ
المخلل	漬物
المخلل	ピクルス
بشع	みにくい
بشع	醜い
ريتشل	レイチェル
الرابطات	組合
زاجل	ハト
زاجل	ピジョン
قنينة	ボトル
نرد	ダイス
نرد	サイコロ
ممل	つまらない
ممل	退屈
ترتد	バウンス
الطنان	ハチドリ
بايكونور	バイコヌール
فساتين	ドレス
هيرلي	ハーレー
ايرس	アイリス
استحمام	入浴
استحمام	シャワー
كايسي	ケーシー
غوثام	ゴッサム
افغانستان	アフガン
افغانستان	アフガニスタン
انشات	インチ
دينغ	トウ
ميلانيزيا	メラネシア
ريموس	レムス
هانغتشو	杭州市
هانغتشو	杭州
رينان	ルナン
غائبا	欠席
غائبا	不在
جوخ	ゴッホ
الايميل	メール
الايميل	メールアドレス
تعسفي	任意
التنجستن	タングステン
المفرقعات	クラッカー
الفالس	ワルツ
التون	エルトン
الاستمناء	オナニー
حسد	羨望
الفوضوي	アナキズム
الدبابيس	ピン
البرقع	ブルカ
تاكو	タコス
الانتهاك	違反
ليتي	レティ
جوهانسبيرغ	ヨハネスブルグ
السلور	ナマズ
الايونات	イオン
جرذان	ネズミ
بيتسي	ベッツィー
بيتسي	ベッツィ
اخطار	通知
اخطار	お知らせ
اخطار	届出
سومي	スミ
جيونغ	ユング
مادسن	マドセン
الطاولات	テーブル
البوكسيت	ボーキサイト
المصافحة	握手
يرقان	黄疸
بدخشان	バダフシャーン
غوف	オタマジャクシ
غالا	ガーラ
المولدوفية	モルドバ
الاستفزاز	挑発
الكرفس	セロリ
تعسفية	任意
نقالة	ストレッチャー
الاسعار	値段
الاسعار	価格
الاسعار	対価
الاسعار	プライス
شيواوا	チワワ
والدن	ウォルデン
الميمون	吉祥
الميمون	幸先
لوو	ルー
فرادى	個別
فرادى	個別に
الزجاجات	ボトル
اقتفاء	トレース
قنطور	ケンタウロス
فرودو	フロド
ضابطة	パラメータ
ضابطة	役員
ضابطة	巡査
ربو	ぜんそく
ربو	喘息
انكار	否定
انكار	拒否
ايفو	イヴォ
دافنبورت	ダベンポート
برادا	プラダ
رازغراد	ラズグラト
دونات	ドーナツ
دونات	ドーナッツ
