மற்றும்	وال
அர்த்தத்தை	بمعنى
பிரியாவிடை	وداع
ஏரோ	ايرو
நிம்மதி	مرتاح
தில்லான்	ديلون
பிரமாண்ட	عملاق
பிரமாண்ட	العملاق
பிரமாண்ட	عملاقة
அனுமதிகள்	يتقبل
அனுமதிகள்	التصاريح
அனுமதிகள்	الصلاحيات
அனுமதிகள்	يقبل
ஸ்பாட்	البقعة
ஸ்பாட்	بقعة
சிப்பிகள்	المحار
சிப்பிகள்	محار
மூக்கை	الانف
மூக்கை	انف
டாலி	دالي
நமிபியா	ناميبيا
கார்னிகி	كارنيغي
கார்னிகி	كارنيجي
முக்தார்	مختار
கண்ணோட்டங்கள்	المنظورات
கண்ணோட்டங்கள்	منظورات
ராவல்பிண்டி	راولبندي
மந்திரிகள்	الوزراء
மந்திரிகள்	وزراء
நடப்பட்ட	زرعت
நடப்பட்ட	مزروعة
நடப்பட்ட	زرع
சிரித்து	تضحك
சிரித்து	ضحك
சிரித்து	يضحك
சிரித்து	الضحك
ரஷ்யர்கள்	الروس
நிறுவவும்	تثبيت
நிறுவவும்	التثبيت
திக்	فخذ
திக்	الفخذ
கோடக்	كوداك
அணங்கு	حورية
ஆஸ்டன்	استون
லீமா	ليما
தாஜிக்	الطاجيكية
டிஷ்	طبق
டிஷ்	صحن
டிஷ்	الطبق
டிஷ்	الصحن
ஒளிமயமான	المع
காணுங்கள்	ساعة
காணுங்கள்	مشاهدة
காணுங்கள்	راقب
காணுங்கள்	شاهد
கோழை	الجبان
கலோரிகள்	السعرات
மக்கி	ماكي
பெருமையாக	افتخر
பெருமையாக	فخورة
பெருமையாக	فخور
வெர்சஸ்	فيرساتشي
ஊட்டு	تنير
லிதுவேனியா	ليتوانيا
லிதுவேனியா	وليتوانيا
லிகோபீன்	الليكوبين
ரஹ்	راه
பொம்மையை	دمية
பொம்மையை	الدمية
கோர்ட்னி	كورتني
பாதுகாவலன்	الحامية
பாதுகாவலன்	حامي
பாதுகாவலன்	حامية
பிச்சு	بيتشو
திற	مفتوحة
திற	افتح
திற	فتح
திற	مفتوح
சுஃபி	الصوفية
அழுத்துவதன்	الملحة
மோசர்	موزر
பற்றை	يثبت
அவிவ்	ابيب
கழிப்பறை	المرحاض
கழிப்பறை	مرحاض
நிழலை	الظل
நிழலை	ظل
பாதாம்	لوز
பாதாம்	اللوز
வன்கொடுமை	الاساءة
வன்கொடுமை	اساءة
தமிழச்சி	القدماء
தமிழச்சி	قديم
பிரசிடென்சி	رئاسة
பிரசிடென்சி	الرئاسة
பப்	حانة
பப்	الحانة
சாண்ட்ரா	ساندرا
செக்கோவ்	تشيخوف
பவுலா	باولا
பவுலா	بولا
கேலன்	غالون
கேலன்	جالون
ஆல்வின்	الفين
பட்டிகள்	القضبان
பட்டிகள்	الحانات
பட்டிகள்	حانات
பட்டிகள்	قضبان
உற்சாகமாக	متحمس
உற்சாகமாக	متحمسة
உற்சாகமாக	متحمسين
நண்பா	بادي
நண்பா	بودي
லாரன்	لورن
லாரன்	لورين
ஈத்	عيد
ஈத்	العيد
முடியாதா	المستحيل
முடியாதா	مستحيل
லேட்	متاخرة
லேட்	تاخر
லேட்	متاخر
லேட்	اواخر
கொல்கி	غولجي
மோசம்	فقراء
மோசம்	باد
மோசம்	سئ
மோசம்	فقيرة
மோசம்	سيئ
மோசம்	الفقير
மோசம்	امتص
மோசம்	مسكين
மோசம்	الفقراء
மோசம்	سيئة
மோசம்	فقير
மோசம்	سيء
மோசம்	مص
விடுமுறைகள்	الاجازات
விடுமுறைகள்	العطل
விடுமுறைகள்	الاعياد
விடுமுறைகள்	اعياد
விடுமுறைகள்	العطلات
அழி	واضح
அழி	خال
அழி	الحذف
அழி	احذف
அழி	تحذف
அழி	واضحة
அழி	مبين
அழி	حذف
அழி	يحذف
பாசத்தை	المودة
ரன்னிங்	الجري
ரன்னிங்	الركض
ரன்னிங்	ركض
ரன்னிங்	تشغيل
கோவ்	كوف
மெம்ஃபிஸ்	ممفيس
அவசரம்	عاجل
அவசரம்	مستعجل
வெல்வதற்கு	التغلب
பூப்பு	البلوغ
சேமிப்பகம்	تخزين
சேமிப்பகம்	مخزن
சேமிப்பகம்	التخزين
சேமிப்பகம்	المخزن
டேரன்	دارين
காட்டெருது	البيسون
காட்டெருது	بيسون
கிளீவ்லன்ட்	كليفلاند
கொத்தி	الرفراف
பயன்படுத்து	تطبق
பயன்படுத்து	استخدم
பயன்படுத்து	تطبيق
பயன்படுத்து	استخدام
பயன்படுத்து	الاستعمال
பயன்படுத்து	استعمل
பயன்படுத்து	الاستخدام
சேப்மன்	شابمان
சேப்மன்	تشابمان
டெக்ஸ்	تكس
பூர்வாங்க	تمهيدي
பூர்வாங்க	اولي
பூர்வாங்க	اولية
பூர்வாங்க	اوليا
தெளிவின்மை	البقعة
விரும்பு	لايك
விரும்பு	مثل
மொன்செராட்	مونتسيرات
ருடால்ப்	رودولف
ஊய்	هوي
பாசிசம்	الفاشية
கோரஸ்	الجوقة
கோரஸ்	كورس
கோரஸ்	الكورس
செர்னோபில்	تشيرنوبيل
ஜிங்	جينغ
டைட்	المد
டைட்	مد
மந்திரவாதிகள்	السحرة
மந்திரவாதிகள்	ساحرات
மந்திரவாதிகள்	سحرة
மந்திரவாதிகள்	الساحرات
சாத்தியமா	ممكن
ஜமுனா	جومانا
பிளெட்சர்	فليتشر
துருத்தி	الخوار
அசிம்	عاصم
பாலாடை	فطائر
கருவூல	الخزينة
கருவூல	خزينة
அல்ஜீரிய	الجزائرية
அல்ஜீரிய	الجزائري
அஸ்லம்	اسلم
இணையியம்	تصريف
பயங்கரமாக	فظيع
பயங்கரமாக	مخيف
சம்பளப்	الرواتب
பிரிகின்றன	فوركس
பிரிகின்றன	شوك
மாம்பழங்கள்	المانجو
டெபோரா	ديبورا
நம்பிக்கையாக	المؤمنين
நம்பிக்கையாக	مخلص
நம்பிக்கையாக	مخلصة
ஸ்கேனர்	ماسح
மரியே	ماري
மரியே	مارى
மரியே	مريم
மெர்சிடிஸ்	مرسيدس
மெர்சிடிஸ்	المرسيدس
நிறைவேற	الوفاء
காண்கிறேன்	ترى
காண்கிறேன்	شاهد
வாடிக்கை	عملاء
வாடிக்கை	العملاء
வாடிக்கை	زبائن
மதிப்புரைகள்	مراجعات
மதிப்புரைகள்	المراجعات
மதிப்புரைகள்	الاستعراضات
ஏர்ட்சு	هرتز
ஏர்ட்சு	هيرتز
கன்பூசியஸ்	كونفوشيوس
பீசா	البيتزا
பீசா	بيتزا
மேக்ரோ	الكلي
தனா	دانا
எல்டன்	التون
மிராஜ்	سراب
புரோமோ	برومو
துருவங்கள்	البولنديين
துருவங்கள்	الاقطاب
வேவ்	لوح
வேவ்	الموجة
வேவ்	موجة
ஜென்னிங்ஸ்	جينينغز
மலர	بلوم
ரிலே	التتابع
ரிலே	تتابع
நகர்த்து	تحرك
நகர்த்து	التحرك
கேசி	كايسي
கேசி	كيسي
ஹீரோக்கள்	ابطال
ஹீரோக்கள்	الابطال
டேமியன்	دامين
டேமியன்	داميان
இருட்டு	الظلام
இருட்டு	مظلم
இருட்டு	ظلام
இருட்டு	مظلمة
இருட்டு	ظلمة
நிகழ்வைப்	حدث
நிகழ்வைப்	الحدث
நிகழ்வைப்	مناسبة
நிகழ்வைப்	المناسبة
காஃபின்	الكافيين
காஃபின்	كافيين
ரசீது	استلام
ரசீது	ايصال
ரசீது	الاستلام
ரசீது	تسلم
சாண்ட்லர்	تشاندلر
டோலி	دولي
வெர்மான்ட்	فيرمونت
செதுக்கு	المحصول
செதுக்கு	محصول
செதுக்கு	المحاصيل
ஷாப்பிங்	تسوق
ஷாப்பிங்	للتسوق
ஷாப்பிங்	التسوق
போதிக்க	الوعظ
கெரட்டின்	الكيراتين
பாசமும்	المودة
பிரண்ட்	برينت
வரவேற்கிறோம்	نرحب
வசந்தகால	ربيع
வசந்தகால	الربيع
தவிர்க்கப்பட்டது	تجاهل
டேச்சு	داخاو
வெப்ஸ்டர்	ويبستر
பேனல்கள்	الالواح
ஆட்சிபுரிந்த	الحوالة
வல்கன்	فولكان
தமீம்	تميم
வார்த்தைகளால்	الكلمات
வார்த்தைகளால்	كلمات
ஹிக்கின்ஸ்	هيغنز
மறைந்துள்ள	مخفية
மறைந்துள்ள	مخفي
கூட்டமும்	الحشد
கூட்டமும்	حشد
கூட்டமும்	جمهور
கிறிஸ்டியானோ	كريستيانو
வீணாகும்	عبثا
போரேட்டு	بورات
மெட்சு	ميتز
தலைவா	زعيم
தலைவா	الزعيم
தலைவா	رئيس
அசிஸ்	عزيز
குரோவர்	غروفر
பயனாளிகள்	المستفيد
பயனாளிகள்	مستفيد
பயனாளிகள்	المستفيدة
ஹோமர்	هومر
இளமையாக	شابة
இளமையாக	صغار
இளமையாக	شاب
கேத்தி	كاثي
இடுகைகள்	المناصب
இடுகைகள்	الوظائف
இடுகைகள்	منشورات
இடுகைகள்	المنشورات
தகர்ப்பு	هدم
தகர்ப்பு	الهدم
பரிசேயர்	الفريسيين
எள்ளி	ايلي
எள்ளி	اللى
ஜன்னல்கள்	تنفيس
ஓட்ஸ்	الشوفان
மோண்ட்	مونت
குறியிடு	تاغ
பைசல்	فيصل
சாக்கலேட்	شوكولا
சாக்கலேட்	شوكولاته
சாக்கலேட்	الشوكولاتة
சாக்கலேட்	شوكولاتة
கரும்பலகை	السبورة
டோரிஸ்	دوريس
பிரிட்ஸ்	فريتز
செத்து	مت
செத்து	اموت
உள்ளாடைகள்	سراويل
அபிமான	محبوب
ஆக்ஸ்ஃபோர்டு	اوكسفورد
ஆக்ஸ்ஃபோர்டு	اكسفورد
அவமதிப்பு	الاهانة
அவமதிப்பு	ازدراء
அவமதிப்பு	الازدراء
ராஜ்புத்	راجبوت
மாசம்	شهرا
மாசம்	الشهر
மாசம்	شهر
ரூடி	رودي
கிளினிக்	العيادة
கிளினிக்	عيادة
நிருபர்கள்	المراسلين
நிருபர்கள்	الصحفيين
எளிதாக்கும்	تخفيف
பயங்கரவாதிகள்	ارهابيين
பயங்கரவாதிகள்	الارهابيين
அச்சடிக்கப்பட்ட	مطبوع
அச்சடிக்கப்பட்ட	مطبوعة
விளையாடுகிறது	يلعب
விளையாடுகிறது	اللعب
தூக்கத்தை	نام
தூக்கத்தை	نامي
தூக்கத்தை	نوم
தூக்கத்தை	نم
தூக்கத்தை	النوم
மினெர்வா	منيرفا
மினெர்வா	مينيرفا
நிஷா	نيشا
இரசாயனங்கள்	الكيماويات
எட்டா	ايتا
ஜலால்	جلال
டானிஷ்	الدانمركية
டானிஷ்	الدنماركية
டானிஷ்	الدانمرك
அனுபவி	تمتع
அனுபவி	استمتع
டோனா	دونا
இலட்சியம்	الطموح
ஆல	رضا
தும்மல்	العطس
கபச்	النخامية
வழுக்கை	الصلع
கஸ்	جاس
கஸ்	غاس
பறக்கிறது	الذباب
சீக்கிரமாக	مبكرا
சீக்கிரமாக	باكرا
சீக்கிரமாக	المبكر
சீக்கிரமாக	اوائل
சீக்கிரமாக	مبكرة
சீக்கிரமாக	مبكر
உயர்த்திய	تربية
லாசரஸ்	لعازر
நீள்சதுர	مستطيل
ஐபீரோ	الايبيرية
பரஸ்பரம்	متبادلة
பரஸ்பரம்	المتبادل
பரஸ்பரம்	متبادل
மனாமா	المنامة
நோரா	نورا
நோரா	نوره
ஆர்வங்கள்	اهتمامات
ஆர்வங்கள்	المصالح
ஆர்வங்கள்	مصالح
ஆர்வங்கள்	الاهتمامات
விழுங்க	تبا
வருடு	المسح
வருடு	مسح
ஆலி	حليف
ஸ்நானம்	التعميد
ரெபேக்கா	ريبيكا
ரெபேக்கா	ربيكا
திரண்டனர்	هذيان
சிட்ரஸ்	الحمضيات
ரிக்கார்டோ	ريكاردو
வெண்ணை	زبدة
வெண்ணை	الزبدة
சேம்பர்ஸ்	الدوائر
சேம்பர்ஸ்	الغرف
தாபி	ظبي
குடித்தல்	الشرب
குடித்தல்	تشرب
குடித்தல்	يشرب
குடித்தல்	شرب
எடிட்டிங்	التعديل
எடிட்டிங்	التحرير
எடிட்டிங்	تحرير
பிரார்த்தனைகள்	الصلوات
பிரார்த்தனைகள்	صلاة
பிரார்த்தனைகள்	الدعاء
பிரார்த்தனைகள்	صلوات
பிரிக்கவும்	منفصل
பிரிக்கவும்	منفصلة
பெனிசிலின்	البنسلين
எமர்சன்	ايمرسون
தோஷிபா	توشيبا
பொறிமுறைகள்	اليات
பொறிமுறைகள்	الاليات
மூடல்	خاتمة
மூடல்	اغلاق
மூடல்	الاغلاق
கூலியை	اجور
கூலியை	الاجور
டொமைன்கள்	الميادين
டொமைன்கள்	مجالات
டொமைன்கள்	النطاقات
டொமைன்கள்	المجالات
டாக்கின்சு	دوكينز
வீசுகிறது	تهب
வீசுகிறது	نفخ
பக்கர்	بكر
அல்போன்சோ	الفونسو
டோடோ	توتو
ஆட்சேர்ப்பு	التوظيف
ஆட்சேர்ப்பு	تجنيد
ஆட்சேர்ப்பு	التعيين
ஆட்சேர்ப்பு	التجنيد
கைமுறையாக	دليل
கைமுறையாக	الدليل
கைமுறையாக	يدوي
யிங்	ينج
யிங்	ينغ
சுலபம்	سهلة
சுலபம்	سهل
சுலபம்	السهل
அறிவார்	يعلم
அறிவார்	يعرف
ஒழிக்கும்	استئصال
ரசிகன்	مشجع
ரசிகன்	معجب
ரசிகன்	نصير
ரசிகன்	مروحة
ரசிகன்	المروحة
டெங்	دينغ
டெங்	دينج
அடிடாஸ்	اديداس
ஹுவாங்	هوانغ
இருப்பிடங்கள்	المواقع
இருப்பிடங்கள்	مواقع
சகோதரிகளின்	اخوات
சகோதரிகளின்	الاخوات
லட்சிய	الطموح
லட்சிய	طموحا
லட்சிய	طموحة
லட்சிய	طموح
சீரமைத்து	الدعامة
பதிப்பைப்	طبعة
பதிப்பைப்	الطبعة
பதிப்பைப்	الاصدار
பதிப்பைப்	اصدار
பஸ்டர்	باستر
செவீயா	اشبيلية
பபிலோனிய	البابلية
யந்திரம்	الاليات
யந்திரம்	الالات
நெகேமியா	نحميا
அறிக	التعلم
அறிக	تعلم
அறிக	الاستكشاف
அறிக	تتعلم
அறிக	تعلموا
அறிக	استكشاف
அறிக	يتعلم
அறிக	استكشف
மலேஷியா	ماليزيا
குயிங்	كينغ
ஆம்ஸ்ட்ராங்	ارمسترونغ
இறப்பது	يموت
இறப்பது	اموت
ஸ்லோவேனியா	سلوفينيا
பலனும்	الاستحقاق
பலனும்	استحقاق
பலனும்	منفعة
ரகசியங்கள்	اسرار
ரகசியங்கள்	الاسرار
நலிந்த	الانحطاط
கைகோர்த்து	يد
கைகோர்த்து	اليد
கைகோர்த்து	يدا
வருத்தத்தை	الحزن
ஓவியங்களுக்கு	استمرارية
ஓவியங்களுக்கு	الاستمرارية
உள்ளூர்வாசிகள்	المحليون
கேஷ்	نقدية
கேஷ்	نقدا
கேஷ்	كاش
கேஷ்	النقدية
கேஷ்	نقد
சேமிப்புகள்	يحفظ
சேமிப்புகள்	ينقذ
சேமிப்புகள்	يوفر
இப்போ	الان
இப்போ	والان
ஷாருக்	شاروخ
கவர்ச்சியாக	مثيرة
கவர்ச்சியாக	جذاب
கவர்ச்சியாக	جنسي
கவர்ச்சியாக	مثير
மறைவை	الخزانة
மறைவை	خزانة
மறைவை	دولاب
மறைவை	الدولاب
ஆண்டுவிழா	ذكرى
அலெக்சிஸ்	الكسيس
முகமூடிகள்	الاقنعة
செல்கிறேன்	ذاهبة
செல்கிறேன்	ذهاب
செல்கிறேன்	ذاهب
பீரோ	المكتب
மிட்வே	ميدواي
எங்கிருந்தாலும்	اينما
எங்கிருந்தாலும்	حيثما
பேனர்	لافتة
பேனர்	راية
பேனர்	الراية
கம்யூனிசம்	الشيوعية
கொன்ராட்	كونراد
நிஜம்	الواقعية
நிஜம்	ريال
நிஜம்	حقيقي
நிஜம்	واقعية
நிஜம்	حقيقية
மேக்ஸ்வெல்	ماكسويل
ஆர்வமுள்ளவர்கள்	مهتم
ஆர்வமுள்ளவர்கள்	مهتما
ஆர்வமுள்ளவர்கள்	مهتمة
ஆர்வமுள்ளவர்கள்	المهتمة
சுல்தானா	سلطانة
இருதயம்	قلوب
இருதயம்	بقلوب
இருதயம்	القلوب
தொழில்முறையில்	مهنيا
தலைமுடியை	شعر
தலைமுடியை	الشعر
நியூஸ்வீக்	نيوزويك
முக்காடு	الحجاب
உரோச்சட்டர்	روشيستر
ஆல்பத்தைப்	البوم
ஆல்பத்தைப்	الالبوم
மார்டி	مارتي
சொடுக்கு	انقر
சொடுக்கு	نقر
சொடுக்கு	اضغط
சொடுக்கு	النقر
சொடுக்கு	نقرة
ஹேய்ஸ்	هيز
விபச்சாரம்	الدعارة
விபச்சாரம்	دعارة
விபச்சாரம்	البغاء
டியா	تيا
கலிமா	شحادة
பந்தா	باندا
கொரியர்	ساعي
விநியோகஸ்தர்கள்	الموزعين
பெல்லோ	بيلو
ட்ரேசி	تريسي
ட்ரேசி	تراسي
நர்சரி	حضانة
நர்சரி	الحضانة
தெளிவாகும்	اوضح
வேலைக்காரன்	خا
வேலைக்காரன்	خادم
வேலைக்காரன்	الخادم
பெலிக்ஸ்	فيلكس
பெலிக்ஸ்	فيليكس
தன்னியக்கம்	اليا
தன்னியக்கம்	تلقائيا
தன்னியக்கம்	تلقائية
தன்னியக்கம்	تلقائي
தன்னியக்கம்	اوتو
மிடில்டன்	ميدلتون
வெய்யில்	سني
வெய்யில்	مشمس
வெய்யில்	وي
பூசிக்	حوض
மிரா	ميرا
நேபால்	نيبال
மேம்பட	تحسين
பிலானி	بيليني
பருக்கள்	البثور
அடிமையாகி	مدمن
மார்வின்	مارفن
அதிர்வின்	خفة
அதிர்வின்	الخفة
பகிரவும்	مشاركة
பகிரவும்	المشاركة
பகிரவும்	نصيب
பகிரவும்	شارك
பகிரவும்	حصة
மறிமான்	ظبي
மறிமான்	الظبي
கிளிப்	كليب
கிளிப்	مقطع
பாடத்திட்டத்தை	منهج
நடத்துனர்	الموصل
நடத்துனர்	موصل
மெண்டெலீவ்	مندليف
அலெக்சா	اليكسا
மகி	ماهي
சோம்	سوم
லெமூர்	الليمور
லெமூர்	ليمور
தவிர்	تخطى
தவிர்	سكيب
தவிர்	تخطي
சத்தமாக	عال
ஹேக்கிங்	القرصنة
விரல்களால்	اصابع
விரல்களால்	الاصابع
கவனித்தேன்	لاحظت
யூரோக்கள்	اليورو
யூரோக்கள்	باليورو
அவ்வமைப்பு	محافل
அவ்வமைப்பு	المحافل
அவ்வமைப்பு	منتديات
அவ்வமைப்பு	المنتديات
குறிப்பைக்	ملحوظة
குறிப்பைக்	ملاحظة
குறிப்பைக்	الملاحظة
அனுதாபம்	العطف
அனுதாபம்	التعاطف
அனுதாபம்	تعاطف
கார்டிஃப்	كارديف
ஜீயஸ்	زوس
ஜீயஸ்	زيوس
டானா	دانا
முறைகேடான	مسيئة
ஜென்சன்	جنسن
ஜென்சன்	ينسن
ஜென்சன்	جينسن
தெய்வீகம்	الالهي
தெய்வீகம்	الالهية
சில்வியோ	سيلفيو
ஜூலியோ	جوليو
ஜூலியோ	خوليو
உறவுமுறைகள்	العلاقات
உறவுமுறைகள்	علاقات
எல்லன்	ايلين
எல்லன்	الين
பலூன்கள்	البالونات
வாங்கு	شراء
வாங்கு	الشراء
வாங்கு	اشتري
ஹிஸ்பானிக்	اسباني
அஷ்ரப்	اشرف
கஃபே	مقهى
கஃபே	المقهى
கண்டுபிடி	يكتشف
கண்டுபிடி	ايجاد
கண்டுபிடி	العثور
கண்டுபிடி	اكتشاف
கண்டுபிடி	جد
கண்டுபிடி	اكتشف
திமிங்கலங்கள்	الحيتان
ஏற்றப்பட்டது	محملة
ஏற்றப்பட்டது	محمل
சேவகன்	خادم
சேவகன்	الخادم
மாயோ	المايونيز
சிறுநீர்ப்பை	المثانة
ரஷீத்	رشيد
கிப்	كيب
மளிகை	بقالة
மளிகை	البقالة
பணிவு	تواضع
பணிவு	التواضع
கீறல்கள்	الخدوش
கீறல்கள்	خدوش
கருத்தரித்தல்	خصوبة
கருத்தரித்தல்	الخصوبة
ஏஸ்	اس
ஏஸ்	الاس
ஏஸ்	ايس
புறக்கணிக்கும்	تجاوز
புறக்கணிக்கும்	التجاوز
வெள்ளத்தை	البقع
வெள்ளத்தை	بقع
கொந்தளிப்பான	عاصف
தெளித்தல்	الرش
பேக்கர்ட்	باكارد
குவார்ட்ஸ்	الكوارتز
குவார்ட்ஸ்	كوارتز
நேற்றைய	البارحة
நேற்றைய	الامس
நேற்றைய	البارحه
நேற்றைய	امس
கவனமான	واعي
இடிக்க	بذراع
இடிக்க	الذراع
இடிக்க	ذراع
லூகா	لوكا
பெத்	بيث
அங்கிகாரம்	الترخيص
அங்கிகாரம்	تصريح
அங்கிகாரம்	تفويض
தேசபக்தி	وطنية
பிஸ்	بيز
டயட்	الحمية
டயட்	حمية
தடுக்கப்பட்டு	محرم
தடுக்கப்பட்டு	ممنوع
தடுக்கப்பட்டு	حرام
ஹாக்கின்ஸ்	هوكنز
சிண்டி	سيندي
கெய்கர்	جيجر
டைனோசர்	الديناصورات
டைனோசர்	الديناصور
டைனோசர்	ديناصور
சால்மன்	السلمون
சால்மன்	سلمون
நிக்ஸ்	نيكس
ஐஃபோன்	ايفون
நிறுத்து	توقف
நிறுத்து	وقف
வெறுமை	الخام
வெறுமை	خام
வெறுமை	نيئة
கேபிள்கள்	الكابلات
சுராஜ்	سوراج
சோமா	سوما
சேமி	احفظ
சேமி	حفظ
சேமி	انقاذ
சேமி	وفر
பளபளக்கும்	اللامعة
தொகுப்பான்	محرر
தொகுப்பான்	المحرر
தொகுப்பான்	محررة
லேப்	المختبر
லேப்	معمل
லேப்	المعمل
லேப்	مختبر
நாய்க்குட்டி	الجرو
நாய்க்குட்டி	جرو
வெள்ளரிக்காய்	خيار
வெள்ளரிக்காய்	الخيار
ராக்ஸ்	صخور
ராக்ஸ்	الصخور
நியதி	اتفاقيات
நியதி	الاتفاقيات
செவிலியர்கள்	الممرضات
செவிலியர்கள்	ممرضات
மெனு	القائمة
மெனு	قائمة
போர்டல்	البوابة
போர்டல்	بوابة
ஃபோன்கள்	هواتف
ஃபோன்கள்	الهواتف
ஷிஃப்ட்	مناوبة
ஷிஃப்ட்	التحول
லீக்டன்ஸ்டைன்	ليختنشتاين
யாய்	ياي
சாக்கிரட்டீசு	سقراط
பெடரர்	فيدرر
பெசோ	بيزو
பெசோ	البيزو
சோஷியல்	اجتماعية
சோஷியல்	الاجتماعية
சோஷியல்	اجتماعي
சோஷியல்	الاجتماعي
எடு	رسم
எடு	اخذ
எடு	خذ
எடு	ارسم
ஊர	الانقسام
ஊர	انقسام
கியூப்	مكعبة
கியூப்	المكعب
கியூப்	مكعب
டாப்சன்	دوبسون
சாவேஸ்	تشافيز
உழைப்பாளி	مجتهد
ப்ளூடூத்	بلوتوث
உருவாக்கு	انشئ
உருவாக்கு	انشاء
உருவாக்கு	خلق
உருவாக்கு	يخلق
விலைமதிப்பற்ற	الثمينة
விலைமதிப்பற்ற	الغالي
புரொப்பேன்	البروبان
முட்டாள்தனமான	جوفي
ஏற்கவும்	نقبل
ஏற்கவும்	تقبل
ஏற்கவும்	اقبل
ஏற்கவும்	قبول
நினை	فكر
நினை	فكري
ரஹ்மத்	الرحمة
ரஹ்மத்	مرسي
ரஹ்மத்	ميرسي
ரஹ்மத்	رحمة
மரியான்	ماريان
சந்தாதாரர்கள்	المشتركون
சந்தாதாரர்கள்	مشتركون
சந்தாதாரர்கள்	مشتركين
காட்டுமிராண்டி	البربري
காட்டுமிராண்டி	وحشية
காட்டுமிராண்டி	سافج
காட்டுமிராண்டி	سافاج
கோலான்	الجولان
சர்வாதிகாரிகள்	الطغاة
எவர்டன்	ايفرتون
கிரா	كيرا
மாண்டினீக்ரோ	مونتينيغرو
பயன்படுத்துபவர்	المستخدمون
பயன்படுத்துபவர்	مستخدمون
பயன்படுத்துபவர்	مستخدمين
பயன்படுத்துபவர்	المستخدمين
பயன்படுத்துபவர்	مستخدمو
சோக்	سوك
அண்ணம்	الحنك
செண்டு	سنتا
டிரெய்லர்	مقطورة
டிரெய்லர்	المقطورة
சிமா	سيما
கனவுகளை	الاحلام
கனவுகளை	احلام
விரிவடைகிறது	التوسع
கார்ட்ரைட்	كارترايت
வினிகர்	خل
வினிகர்	الخل
சாண்டர்ஸ்	ساندرز
திரையரங்க	مسرحي
பக்கி	بكي
பக்கி	بوكي
மோனெ	مونيه
ஸ்டேர்லிங்	ستيرلينغ
உலாவுதல்	تصفح
டோஸ்	الجرعة
டோஸ்	جرعة
டீச்சர்	معلمة
டீச்சர்	مدرس
டீச்சர்	المعلم
டீச்சர்	استاذ
டீச்சர்	معلم
பொன்னிற	شقراء
பொன்னிற	الشقراء
பொன்னிற	الاشقر
பொன்னிற	اشقر
பால்க்கன்	البلقان
ரின்	رين
கர்ப்பிணி	حامل
கர்ப்பிணி	حبلى
கர்ப்பிணி	الحوامل
சிரியஸ்	سيريوس
பதிலில்	استجابة
பதிலில்	رد
பதிலில்	الاستجابة
பதிலில்	الرد
காந்தங்கள்	مغناطيس
காந்தங்கள்	المغناطيس
மெலிசா	ميليسا
மெலடோனின்	الميلاتونين
நரிமன்	ناريمان
காத்திரு	انتظار
காத்திரு	انتظروا
காத்திரு	الانتظار
காத்திரு	انتظر
பீட்சா	البيتزا
பீட்சா	بيتزا
பூசணிக்காய்	القرع
பூசணிக்காய்	اليقطين
பூசணிக்காய்	القرعة
பொக்கிஷம்	الكنز
பொக்கிஷம்	كنز
கரியன்	الجيفة
கொப்புளம்	نفطة
ஹேலி	هيلي
ஹாலோவீன்	الهالوين
ஹாலோவீன்	هالووين
ஹாலோவீன்	هالوين
சுண்டல்	التقليب
உரையாடலும்	ثرثرة
உரையாடலும்	الثرثرة
தியூட்டிரியம்	الديوتيريوم
லின்ட்சே	لينزي
லின்ட்சே	ليندساي
பிஸ்கட்	البسكويت
கிவி	الكيوي
கிவி	كيوي
சாக்கோ	شوكو
சலிப்பு	الملل
சலிப்பு	ملل
சலிப்பு	السام
துணைக்கருவிகள்	ملحقات
துணைக்கருவிகள்	الملحقات
டிராவிஸ்	ترافيس
பிரீமியம்	قسط
வில்பிரட்	ويلفريد
திணிக்கப்பட்ட	مفروضة
திணிக்கப்பட்ட	فرض
திணிக்கப்பட்ட	يفرض
திணிக்கப்பட்ட	مفروض
திணிக்கப்பட்ட	فرضت
அருளப்பட்ட	يتردد
அருளப்பட்ட	تتردد
ஷாகிப்	شكيب
தைரியமாக	شجاع
தைரியமாக	شجاعة
போரிக்	البوريك
நினைவூட்டல்	تذكير
நினைவூட்டல்	التذكير
நினைவூட்டல்	للتذكير
நினைவூட்டல்	انذار
நினைவூட்டல்	تنبيه
டக்ஸ்	البط
நீந்த	سباحة
குராசோ	كوراساو
டோக்கெலாவ்	توكيلاو
லுவாண்டா	لواندا
பொழுதெல்லாம்	كلما
நடுத்தரம்	المتوسط
நடுத்தரம்	متوسطة
நடுத்தரம்	متوسط
கேன்ட்டர்	كانتور
காம்பேக்ட்	الميثاق
காம்பேக்ட்	ميثاق
காம்பேக்ட்	الاتفاق
கிளான்	كلان
குருட்டு	العمياء
குருட்டு	اعمى
குருட்டு	عمياء
குதிகால்	كعب
குதிகால்	الكعب
வலிமையானது	قوية
வலிமையானது	قوي
வலிமையானது	قوى
வலிமையானது	قويا
ராம்போ	رامبو
கைமுறை	دليل
கைமுறை	الدليل
கைமுறை	يدوي
மதமாகும்	تعددية
மதமாகும்	التعددية
ஆழமானது	عمق
ஆழமானது	عميقا
ஆழமானது	عميق
ஆழமானது	عميقة
மெரிட்	الاستحقاق
மெரிட்	الجدارة
மெரிட்	استحقاق
மெரிட்	جدارة
