در	deur
برنزه	kleurtje
کشتارگاه	slachthuis
عیال	echtgenote
عیال	vrouw
گوشتخواران	carnivoren
آتول	atol
جغرافیدانان	geografen
پرخوری	boulimia
#از	#van
پریمیر	première
کامپوزیتس	composieten
داراییهای	activa
گریستن	janken
گریستن	huilen
گریستن	huilend
جهاز	bruidsschat
منتوهوتپ	mentoehotep
خیش	ploeg
خیش	ploegen
سامتسخه	samtsche
بلوکهای	blokken
شمشیرباز	schermer
تکانی	geschud
دلها	harten
دلها	hartjes
تنان	ongewervelde
بساک	helmknop
عطاری	apotheker
تکبر	trots
تکبر	arrogantie
فرنی	vla
کوو	baai
کفتارها	hyena
لیکور	likeur
آنگولایی	angolese
دودل	aarzelende
دودل	aarzelend
دودل	besluiteloosheid
کشاله	lies
سویچ	schakelaar
سویچ	wisselen
سویچ	wissel
آنابولیک	anabole
کودها	kunstmest
کودها	meststoffen
هیستری	hysterie
پیمانکاری	aannemer
معاشقه	verkering
میزراه	plasbuis
زونا	gordelroos
بخشندگی	vrijgevig
بخشندگی	royaal
بخشندگی	gul
بخشندگی	gulle
بخشندگی	vrijgevigheid
بخشندگی	genereus
فینگر	vinger
دلتنگ	heimwee
پسرفت	achteruitgang
پسرفت	regressie
مایلستون	mijlpaal
الباقی	rust
الباقی	rusten
الباقی	uitrusten
بونه	motorkap
اسطوخودوس	lavendel
خوابم	slapen
خوابم	slaap
خامس	jacobus
واشر	wasmachine
اشنا	vertrouwd
اشنا	bekend
اشنا	kennismaking
اشنا	kennis
بیوسنتز	biosynthese
رزق	bepaling
رزق	voorziening
فراروانشناسی	parapsychologie
سپاسگذار	dankbaar
موفقیتهای	succes
ژلاتینی	geleiachtige
فقیران	arm
فقیران	arme
وایتینگ	wijting
اعدامش	terechtstelling
اعدامش	uitvoering
اعدامش	executie
فندک	lichter
فندک	aansteker
فندک	lichtere
شومینه	haard
بنتونیت	bentoniet
سماجت	koppig
سماجت	eigenwijs
سماجت	eigenwijze
سماجت	koppige
جفا	uitbreiden
شواردنادزه	sjevardnadze
آلکان	alkaan
آبلی	abelse
ونگارد	voorhoede
پادماده	antimaterie
جکوزی	bubbelbad
گیاهشناسی	plantkunde
گیاهشناسی	botanische
مویرگ	capillaire
یابنده	vinder
نتیجۀ	resultaat
عبارتهای	expressie
عبارتهای	expressies
عبارتهای	zinnen
عبارتهای	uitdrukkingen
مدوز	weiden
آلکن	alkeen
دلگرم	bevorderde
دلگرم	moedigde
دلگرم	zelfverzekerd
دلگرم	zelfverzekerde
دلگرم	aanmoedigen
دلگرم	aangemoedigd
دلگرم	bemoedigend
دارواش	maretak
قهار	almachtige
نهرها	stromen
هزارها	talloze
هزارها	duizenden
پرهیزگار	vroomheid
نرمه	zacht
نرمه	zachte
قلقلی	waterpijp
کاسبرگ	kelkblad
ایزوسیانات	isocyanaat
طوارق	toeareg
انکسار	breking
جوانک	jongen
عورت	delen
عورت	onderdelen
کلکسیونی	verzamelobjecten
قالموقستان	kalmukkië
سفیدها	blanken
فایبر	vezels
فایبر	vezel
پابند	enkelband
کیبوتص	kibboets
فردایی	morgen
خفرع	chefren
بدزدد	steelt
تأملات	meditaties
کشتیها	schip
کشتیها	schepen
موکنای	mycene
ددکمانان	therapsida
هوادهی	beluchting
مارچوبه	asperges
اسراف	afvalstoffen
اسراف	verspilling
اسراف	afval
شیطون	ondeugende
شیطون	ondeugend
شیطون	stout
شیطون	stoute
هزارتوی	doolhof
هزارتوی	labyrint
خرافاتی	bijgelovig
خرافاتی	bijgeloof
خرافاتی	bijgelovige
آمازونی	amazones
کفشدوزک	lieveheersbeestje
کفشدوزک	lieveheersbeestjes
مسیحا	messias
فویل	folie
نعره	bloeiende
تفنگی	geweer
تفنگی	pistool
تفنگی	wapen
سرگین	feces
سرگین	mest
سرگین	excretie
سرگین	uitscheiding
لنف	lymfe
فرجه	termijn
دارچینی	kaneel
نژادپرست	racistische
نژادپرست	racistisch
هورا	hoera
کنترول	controle
افشاء	openbaarmaking
مشیت	spanning
مشیت	voorzienigheid
اورک	ork
بیلینگز	facturen
هیگ	haagse
هیگ	haags
هیگ	haag
منزه	onbevlekte
منزه	onberispelijk
هروز	alledaags
هروز	dagelijks
زندیق	heterodoxe
بلندتری	groter
بلندتری	langer
هاضمه	spijsvertering
رل	rol
هیستون	histon
اجارهٔ	verhuur
بالماسکه	maskerade
بارکش	vrachtschip
مرهم	balsem
آهویی	herten
آهویی	hert
غرایز	instinct
غرایز	instincten
واندرر	zwerver
واندرر	wandelaar
سنگریزه	steentjes
سنگریزه	steentje
بلاخره	eindelijk
بلاخره	uiteindelijk
بلمن	piccolo
بدرخش	schijnen
بدرخش	glans
وَن	busje
وَن	bestelwagens
وَن	busjes
سنفرو	snofroe
گردآورندگان	bellers
تراموای	tram
کریات	kirjat
پدرانشان	voorvaders
پدرانشان	voorouders
پدرانشان	voorvaderen
اتانازی	euthanasie
داروینیسم	darwinisme
هدست	hoofdtelefoon
هدست	koptelefoon
بنیادگرای	fundamentalistische
دودوئک	renvogel
پروستاگلاندین	prostaglandine
بوریاتیا	boerjatië
کالیبره	kaliber
نخستی	primaat
نخستی	primaten
اینتف	antef
یونوسفر	ionosfeer
پارتها	parthen
بالیستیک	ballistiek
رطب	rijp
رطب	rijpe
شیاده	bedrieger
شیاده	oplichter
مسرت	blijdschap
مسرت	vreugde
بزرگترها	volwassenen
تنچ	zeelt
آخور	kribbe
گرمازا	calorische
لونه	nestje
بخرید	kopen
بخرید	koop
مخلوع	onttroond
گذرد	gratie
لجاجت	koppigheid
آبشش	kieuwen
ماتیک	lippenstift
اورکا	orka
نیتریت	nitriet
استدیو	atelier
وورونژ	voronezj
واش	wassen
پلها	bruggen
مطلقا	absoluut
قشنگه	leuk
قشنگه	fijn
قشنگه	mooi
قشنگه	lekker
خوشبین	optimistische
خوشبین	optimistisch
پرستوها	zwaluwen
کارامل	karamel
سولژنیتسین	solzjenitsyn
تقلا	worstelen
نگارهای	grafieken
نگارهای	grafisch
موقوف	onderdrukte
موقوف	onderdrukt
اقتدارگرایی	autoritair
اقتدارگرایی	autoritarisme
پتسی	zondebok
یواشکی	sluipen
زندانها	gevangenissen
فروگذار	weggelaten
فروگذار	weglaten
هولیگانیسم	hooliganisme
همنهشتی	congruentie
وایر	draad
بیگناهی	onschuld
بیگناهی	onschuldig
بیگناهی	onschuldige
بوریدان	buridanus
اضطرار	urgentie
زمامدار	staatsman
بوتولیسم	botulisme
آمریکاییها	amerikanen
آمریکاییها	amerikaan
تداوی	medicijnen
تداوی	medicatie
احمدنگر	sultanaat
اسنپ	sneep
سنوسرت	senoeseret
نوایا	novaja
دموکراتها	democraten
کنترلهای	controles
خائنان	verraders
خائنان	verraderlijke
خائنان	verraderlijk
ابرتورم	hyperinflatie
کاروتن	caroteen
فیبرین	fibrine
فراش	conciërge
ایگوانا	leguaan
آفین	affiene
اختسک	ochotsk
سفلیس	syfilis
طنزنویس	satiricus
آزمایشگاههای	laboratoria
کاپوت	motorkap
سرمتی	sarmaten
رواقیون	stoïcisme
لاف	opscheppen
دوات	inktpot
مبتکرانه	innovatief
مبتکرانه	vernieuwend
مبتکرانه	innovatieve
خوراندن	voeden
خوراندن	voeder
مقارنه	gelijktijdigheid
ایزوتوپهای	isotopen
بابانوئل	kerstman
آیرودینامیکی	aerodynamische
بالشتک	opvulling
کوارتر	kwartaal
کوارتر	kwart
کوارتر	kwartje
چاپلوسی	vleierij
اجرت	honorarium
اجرت	lonen
اجرت	vergoeding
اجرت	loon
اجرت	salarissen
سرنخی	aanwijzing
پیوریتن	puriteinse
کمرکولی	boomklever
میگرد	burgers
بکاهند	mijnenveld
محورها	bijlen
محورها	assen
قصدش	bedoeling
قصدش	intentie
آخ	au
آخ	auw
آخ	bah
آنتراسن	antraceen
صفاق	buikvlies
ملاس	melasse
ملاس	stroop
نوواژه	neologisme
استغفار	vergeving
استغفار	vergiffenis
ایزومتریک	isometrische
جذامی	melaatsen
کامیونی	vrachtwagen
کامیونی	vrachtauto
عزرائیل	azraël
بیخوابی	slapeloze
بیخوابی	slapeloosheid
ارزشها	waarden
ارزشها	waardes
نادرترین	zeldzaamste
وفای	loyaliteit
وفای	trouw
طیاره	vliegtuig
بازپسگیری	heroveren
مُرده	dood
مُرده	doods
حمال	flikker
اوریجن	origenes
نوستریا	neustrië
گزارش}}	verslag}}
نومیدی	wanhoop
بازوان	armen
بازوان	wapens
تورنه	doornik
فرمولبندی	formulering
رحمه	baarmoeder
پیشونی	voorhoofd
اعراف	verhogingen
پروردگارا	heer
پروردگارا	heere
مادرزاد	aangeboren
نومید	wanhoop
زندانبان	conciërge
زندانبان	cipier
اگزما	eczeem
موندریان	mondriaan
دیونه	zot
دیونه	gek
آوارهای	pannonische
بساز	evenwicht
بساز	opbouwen
بساز	balanceren
بساز	afweging
بساز	bouwen
نشناخت	herkent
مایاکوفسکی	majakovski
کرونیکل	kroniek
اینترپید	onverschrokken
ھم	whisky
گوشهای	oortjes
گوشهای	oren
غر	klagen
موکا	mokka
والون	waals
والون	waalse
پیامها	berichten
پیامها	boodschappen
نامتعادل	onevenwichtig
نامتعادل	onevenwichtige
هارپون	harpoen
فهرستهای	catalogi
زیباشناختی	genodigden
دروز	druzen
هچ	luik
کائولینیت	kaoliniet
علاقمندی	interesse
علاقمندی	geïnteresseerd
انانتیومر	enantiomeer
اشنایی	invoering
اشنایی	inleiding
اشنایی	introductie
مایونز	mayonaise
ماجراجوی	avonturiers
برادرکشی	broedermoord
لباسشویی	wasserette
لباسشویی	wasserij
دودلی	aarzeling
نیکولایویچ	nikolajevitsj
سربازها	soldaten
ترایدنت	drietand
پارافین	paraffine
ایمپلنت	implantaten
ایمپلنت	implanteren
ایمپلنت	implantatie
ایمپلنت	implantaat
مغزهای	hersenen
مغزهای	hersens
مغزهای	brein
میوزین	myosine
قربانگاه	altaar
میزنه	slaat
گنجور	penningmeester
لباسها	kledij
لباسها	kleding
لباسها	kleren
عمدا	bewust
عمدا	doelbewust
عمدا	expres
عمدا	opzettelijk
فاگوت	fagot
فریبکاری	misleiding
فریبکاری	bedrog
لاکپشت	schildpad
سیمن	matroos
سیمن	zeeman
آسترونزیایی	austronesische
اسیدآمینه	voorvader
بتان	afgoden
نالایق	onbekwaam
نالایق	incompetente
دمبل	halter
پرنیان	zijde
پرنیان	zijden
تیگلات	tiglat
جرب	schurft
#برای	#voor
دونات	donut
نورافکن	zoeklicht
نورافکن	schijnwerpers
پادذره	antideeltje
بیواک	fricatief
اسیلوسکوپ	oscilloscoop
چواشستان	tsjoevasjië
بازیلیکا	basiliek
گوز	scheet
ناخنک	kieskeurig
پتاس	potas
سمج	hardnekkig
سمج	aanhoudende
سمج	aanhoudend
سمج	volhardend
سمج	hardnekkige
ماتم	rouw
ماتم	rouwen
ابشار	waterval
هوکس	haken
روف	woef
همنوایی	overeenstemming
همنوایی	conformiteit
ذلت	overwinnen
ماکروسکوپیک	macroscopische
دهانشان	monden
کنترپوان	contrapunt
هواپیماربایی	kaping
هواپیماربایی	kapen
غربالی	zeef
کرلو	wulp
هدفون	hoofdtelefoon
هدفون	koptelefoon
اسبها	paarden
بلاتکلیفی	impasse
بلاتکلیفی	patstelling
نیاسین	nicotinezuur
اسموکی	rokerige
مالفوی	malfidus
گیاهخواران	herbivoor
قویی	zwaan
لیزه	lis
تراوت	forel
آدمخوار	kannibaal
جاروی	dweilen
جاروی	dweil
فریبی	waan
فریبی	bedrog
کانالها	grachten
کانالها	kanalen
کمخونی	bloedarmoede
کمخونی	anemie
عصرها	avonden
خداشناس	theoloog
کتری	ketel
قانقاریا	gangreen
قدح	kopjes
قدح	bekers
میعادگاه	hangplek
عمیقا	diep
مکار	sluw
مکار	sluwe
مسین	mesen
سینیوره	roodharige
درختها	bomen
گراتیان	gratianus
تاریخهای	dadels
تاریخهای	data
تاریخهای	datums
تندرست	gezond
تندرست	gezonde
روپوست	opperhuid
تورب	turf
تورب	veen
زورگیری	beroofd
گالانت	galant
دروغگوی	leugenaar
چقرمگی	taaiheid
نوترکیبی	recombinatie
دارودسته	gevolg
تعجیل	haast
بمبهای	bommen
فضول	nieuwsgierige
برادرانه	broederlijke
بکرزایی	parthenogenese
استراتژیست	strateeg
گپی	chatten
کاغذها	papieren
خایه	testikels
پایدارسازی	stabilisering
پایدارسازی	stabilisatie
تغییرپذیر	veranderlijk
کوتائیسی	koetaisi
وینا	wenen
شرافتی	eer
شرافتی	eren
مهلتی	uitstel
کثیفی	vuile
کثیفی	vieze
کثیفی	smerig
کثیفی	vuil
کثیفی	vies
رکوردینگز	opnames
استیلن	acetyleen
دمید	blies
نادژدا	nadezjda
نازکتر	slanker
نازکتر	dunner
قانونا	wettelijk
قانونا	juridisch
قانونا	legaal
کارورزی	stage
ناخوش	hekel
ناخوش	afkeer
اجحاف	afpersing
افکارش	gedachtes
افکارش	gedachten
شگون	voorteken
دلواپسی	angst
دلواپسی	ongerustheid
آلیو	olijf
پیرتر	oudere
پیرتر	ouder
اکسیداتیو	oxidatieve
جهتدار	gerichte
سردسازی	koeling
هازارد	gevaar
هازارد	risico
ژوکوفسکی	zjoekovski
بوو	boe
خرچنگی	garnaal
فرع	uitvloeisel
محدودیتها	restricties
محدودیتها	limieten
محدودیتها	beperkingen
محدودیتها	grenzen
دمل	abces
کوآتی	neusbeer
آغازه	huis
آغازه	thuis
آغازه	startpagina
فاسق	goddeloze
اسنوبرد	snowboarden
گوریا	goeria
ملاتونین	melatonine
بارونس	barones
گدای	bedelaar
سکولاریزاسیون	secularisatie
میدراش	midrasj
ریزکشور	micronatie
ناهمگام	asynchrone
مهارتش	vaardigheden
آوانس	handicaps
دیکتاتورهای	dictaturen
دمپایی	muiltje
گلاریول	vorkstaartplevier
پورپویز	bruinvis
حتى	zelfs
آنالیت	analyt
استشهاد	depositie
استشهاد	getuigenverklaring
استشهاد	getuigenis
استشهاد	afzetting
تمرکززدایی	decentralisatie
خراطی	houtbewerking
مرکزش	centreren
مرکزش	centrum
چرنیشفسکی	tsjernysjevski
رقت	armzalig
رقت	zielig
هماتوم	hematoom
وستال	vestaalse
کلیدواژه	trefwoord
کلیدواژه	sleutelwoord
پسرعمو	neef
جواکینو	fantasyserie
مژه	wimpers
کادو	cadeautjes
کادو	kado
کادو	cadeautje
کادو	cadeau
کادو	presenteert
کادو	geschenk
کادو	cadeaus
محجبه	kameleon
باربت	baardvogel
ذینفع	begunstigde
مهبلی	vaginale
موشکها	raketten
کلاسیسیسم	classicisme
کهنگی	veroudering
نازا	onvruchtbaar
نازا	onvruchtbare
قابله	vroedvrouw
قابله	verloskundige
واسال	vazal
آبراموویچ	abramovitsj
سرچلایت	zoeklicht
خروسک	kroep
#من	#ik
میخالکوف	michalkov
کلافه	henk
آرامید	aramide
آبسنگ	rif
احقاف	duinen
نشاندار	stamboom
نشاندار	stamboek
نشاندار	afstamming
فالی	dwaasheid
بازجوئی	verhoren
بازجوئی	verhoor
بازجوئی	ondervragingen
بازجوئی	ondervraging
گواش	gouaches
لزج	slijmerige
لزج	slijmerig
مؤدبانه	beleefde
مؤدبانه	beleefd
ماکاک	makaak
همگامی	synchroniseren
همگامی	synchronisatie
بازتوزیع	herverdeling
بازتوزیع	herverdelen
لووچ	lovetsj
دنج	gezellige
دنج	gezellig
کوپلینگ	koppeling
کالدونیا	caledonië
اوریجینال	originele
اوریجینال	oorspronkelijke
اوریجینال	origineel
دکترها	dokters
دکترها	artsen
صورتحساب	facturen
صورتحساب	rekeningen
صورتحساب	biljetten
طاغوت	idool
سنگینتر	zwaarder
سنگینتر	zwaardere
ایزومری	metastabiele
مدادی	potlood
فرودگاههای	vliegvelden
فرودگاههای	luchthavens
توهمی	hallucinatie
توهمی	hallucinaties
مهمل	ongecontroleerde
مهمل	ongecontroleerd
الکساندروویچ	aleksandrovitsj
کامیونت	vrachtwagen
کامیونت	vrachtauto
هوسی	bizar
درآمدش	opbrengst
درآمدش	opbrengsten
شیش	zes
موردوویا	mordovië
سوزاک	gonorroe
شکفتن	gebarsten
شکفتن	barsten
نیمف	nimf
ستمکار	onrechtvaardige
ستمکار	onrechtvaardig
متجاوزین	verkrachters
متجاوزین	indringers
کفاش	schoenmaker
پاتیل	ketel
ساکارز	sacharose
کاریابی	plaatsing
جوآنا	johanna
فسق	goddeloze
بشناسید	herken
بشناسید	herkennen
مشنگ	dreuzel
مغفرت	vergeving
مغفرت	vergiffenis
قصرها	paleizen
اسلیپ	slips
بنوشید	drinken
بنوشید	drankje
تملق	vleierij
دعوتنامه	uitnodigingen
دعوتنامه	uitnodiging
وقتِ	zorgzame
وقتِ	zorgzaam
بکوب	stempel
بکوب	postzegel
اسپیکر	spreker
اسپیکر	luidsprekers
اسپیکر	sprekers
اسپیکر	luidspreker
فرومغناطیسی	ferromagnetisch
ارزانترین	goedkoopste
زناکار	overspelige
هشانا	hasjana
حریفی	tegenstander
گرمکن	trui
نامتمرکز	gedecentraliseerde
نامتمرکز	decentraal
نامتمرکز	gedecentraliseerd
پایت	stempel
پایت	postzegel
جانانه	rammelen
هسپریدس	hesperiden
جویبارها	stromen
خالصانه	oprecht
خالصانه	hoogachtend
پسامتیخ	psammetichus
لاشخور	buizerd
لاشخور	gier
کارتاژی	punische
بمیرم	sterf
بمیرم	sterven
یوژنی	joezjny
صندوقدار	caissière
صندوقدار	kassier
بزدل	lafaard
ماژیک	stift
ماژیک	markering
یونیفورم	uniformen
یونیفورم	uniform
یونیفورم	tenue
لوراسیا	laurazië
راههایی	manieren
املت	omelet
دیوهای	mirre
قاچاقی	smokkelen
قاچاقی	binnengesmokkeld
قاچاقی	gesmokkeld
خرخر	spinnen
پرفکت	perfecte
بفردی	follikels
درونیابی	interpolatie
ناترکیان	zeepboomfamilie
رادیکالیسم	radicalisme
موکت	tapijt
موکت	vloerbedekking
سلبریتی	beroemdheden
سلبریتی	bekendheid
سلبریتی	beroemdheid
حافظۀ	geheugen
حافظۀ	herinnering
حافظۀ	herinneringen
اکاترینا	jekaterina
فعالسازی	activering
فعالسازی	activeren
فعالسازی	inschakelen
فعالسازی	activatie
تبسم	glimlachen
تبسم	lach
تبسم	lachen
تبسم	glimlach
متیلاسیون	methylering
یسنین	jesenin
کروماتین	chromatine
اسلونیایی	sloveense
اسلونیایی	sloveens
روستاولی	roestaveli
بخورم	eten
بخورم	eet
یاکوتسک	jakoetsk
بدهکاران	debiteuren
عمیقتر	dieper
عمیقتر	diepere
ساموآیی	samoaanse
عنکبوتها	spinnen
بلوندی	blondje
کایرو	caïro
قتلهای	moorden
ولرم	lauw
ترموکوپل	thermokoppel
پاتیناژ	schaatsen
پاتیناژ	skaten
وگانیسم	veganisme
سنباده	schuurpapier
ابهامزدایی	doorverwijspagina
متنفرم	haat
متنفرم	haten
متنفرم	hekel
مهاجرنشین	kolonisten
بکشی	doden
نشستهای	sessies
نشستهای	zittingen
حسودی	jaloers
حسودی	jaloezie
بارکس	blaft
ریزساختار	microstructuur
تیخونوف	tichonov
جویده	gekauwd
بیخدایی	atheïsme
دوزخی	helse
دوزخی	hels
رفراندم	referenda
یوشچنکو	joesjtsjenko
همسالان	gelijken
درونگرایی	introversie
برچ	berk
فل	viel
ناموزون	atonale
کرووات	kroaten
هوموفوبیا	homofobie
دیاتونیک	diatonische
گیلدر	gulden
تفاوتها	verschillen
آرزومند	gretig
ریاکاری	hypocrisie
ایپر	ieper
تسکینی	palliatieve
اودمورتیا	oedmoertië
کشوی	lade
هلیکوپترها	helikopters
کربونیفر	carboon
#با	#met
#با	#door
عشقبازی	voorspel
اسلامگرایی	islamisme
موندن	blijven
همنوع	kannibalisme
پکتین	pectine
رزمجو	oorlogszuchtig
کمینگاه	hinderlaag
ایزوپرن	isopreen
عموهای	ooms
اخم	frons
زخمها	littekens
جمود	stijfheid
قراضه	schroot
خوشگلا	schoonheden
چرنکوف	tsjerenkov
اعتیادآور	verslavend
چشیدن	proeven
سکسکه	hik
رختشویی	wasserette
رختشویی	wasserij
درونت	binnenkant
درونت	binnen
بافتنی	breien
بافتنی	breiwerk
بافتنی	brei
متعاقبا	vervolgens
ادکلن	keulen
اتوکلاو	autoclaaf
انساین	vaandrig
انساین	cadet
انساین	stuurman
انساین	kadet
افسونگری	hekserij
لیاپانوف	ljapoenov
پرچمها	vlaggen
ترموستات	thermostaat
آلوئه	aloë
یاسی	lila
استید	ros
فرمانهای	opdrachten
فریادها	huilt
فریادها	kreten
استهزاء	aanfluiting
استهزاء	bespotting
وانیلی	vanille
پترارک	petrarca
وسپاسیان	vespasianus
بارونی	regenachtige
تیتیکاکا	titicacameer
باشقیر	basjkieren
یوکاریوتها	eukaryoten
باطری	batterij
باطری	accu
باطری	batterijen
تیوسیانات	thiocyanaat
دیوونه	zot
دیوونه	gek
آسانترین	gemakkelijkste
آسانترین	makkelijkste
آسانترین	eenvoudigste
حجابی	sluier
صربها	serven
صربها	serviërs
اسلاتر	slachting
اسلاتر	slacht
اسلاتر	slachten
پستو	kast
سادیسم	sadisme
دومیتیان	domitianus
قارچهای	schimmel
قارچهای	schimmels
سودش	winst
سودش	winsten
ژنده	lap
ژنده	vod
ژنده	vodden
سرزمینها	koninkrijken
دستنوشته	scenario
عطرهای	parfums
رنوین	faam
پیرهن	overhemden
پیرهن	hemden
جلف	harlekijn
آماردان	statisticus
جهالت	onwetendheid
بدخواه	boosaardig
بلشویسم	bolsjewisme
فسفاتاز	fosfatase
سوخومی	soechoemi
مایکوپ	majkop
هرمسیه	hermetisme
پتخ	petach
تقوای	vroomheid
وحشیگری	wreedheid
وحشیگری	brutaliteit
وحشیگری	gespreid
ناتمامیت	onvolledigheid
بانداژ	verband
دندون	tand
دندون	tandjes
دندون	gebit
دندون	tanden
لوستر	kroonluchter
جماع	samenwonen
اجازۀ	toestemming
اجازۀ	vergunning
اجازۀ	autorisatie
گوشها	oortjes
گوشها	oren
آشوبگران	relschoppers
جوجوتسو	gedesillusioneerd
امانتی	gebonden
ناپلی	napolitaanse
ردۀ	klas
ردۀ	klasse
پگماتیت	pegmatiet
مهمانسرا	herberg
مهمانسرا	pension
مهمانسرا	gastenverblijf
کچله	kale
کچله	kaal
برچسبهای	etiketten
برچسبهای	labels
میپذیرد	accepteert
میپذیرد	aanvaardt
نامۀ	post
رازداری	geheimhouding
رازداری	vertrouwelijk
رازداری	vertrouwelijkheid
استونیتریل	acetonitril
بازنشانی	resetten
بازنشانی	terugzetten
دهیدراسیون	uitdroging
سیاهچال	kerkers
سیاهچال	kerker
مصرشناس	egyptoloog
پرپرواران	vedermotten
پلیکانز	pelikanen
میزنای	urineleider
گلدون	vaas
هگزان	hexaan
پایینترین	laagst
پایینترین	laagste
خاکه	vuil
اکسایشی	fosforylering
شیلدریک	childerik
دومجلسی	tweekamerstelsel
خمیازه	gapen
خمیازه	gaap
آنفولانزا	griep
ببه	bibi
گلیکولیز	glycolyse
اواپراتور	verdamper
بیگاه	voortijdig
بزار	laten
بزار	laat
تراکیان	thraciërs
تمبرشناسی	filatelie
کاناپه	bank
پشتونها	pathanen
پرهیزگاری	vroomheid
پرهیزگاری	vroom
پرهیزگاری	vrome
گریل	gril
گریل	grillen
غیرشخصی	onpersoonlijk
جگری	lever
غمخوار	rouwen
غمخوار	treur
اسکوروی	scheurbuik
آراگونیت	aragoniet
الکسیویچ	aleksejevitsj
دستورالعملهای	richtlijnen
قرنه	eeuw
پتوی	deken
فریباماهی	trekkervis
ناپاکی	contaminatie
ناپاکی	onreine
ناپاکی	verontreiniging
ناپاکی	onzuivere
ناپاکی	onrein
ناپاکی	besmetting
کنترتنور	contratenor
کاربردشناسی	pragmatiek
رگها	aderen
رگها	vaartuigen
رگها	aders
گودونوف	godoenov
ریشو	bebaarde
هیرود	herodes
لیدوکائین	lidocaïne
ابسنث	absint
شکمبه	pens
پروتستانها	protestant
پروتستانها	protestanten
آبمیوه	sap
سارکوئیدوز	sarcoïdose
ترابشریت	transhumanisme
فیزیولوژیست	fysioloog
نکبت	belabberd
حاذق	kundig
پالتو	jassen
پالتو	vacht
پالتو	jas
مینر	mijnwerker
مهربانانه	humaan
اوکل	ukkel
آپاستروف	apostrof
مادرها	moeders
اهداکننده	donateur
فیزیکالیسم	fysicalisme
پیژامه	pyjama
عجول	huiduitslag
عجول	haastig
عجول	uitslag
انتحار	zelfmoord
انتحار	zelfdoding
بینالمللی	internationaal
مردسالار	patriarchale
مشاهدۀ	bezichtiging
مشاهدۀ	bekijken
آتاباسکن	athabaskische
بیپ	piep
جِین	janneke
اتروریا	etrurië
بخون	zing
بخون	zingen
گایسریک	geiserik
بپرس	vraag
بتابد	benoemen
بلورنگاری	kristallografie
ثروتمندتر	rijkere
ثروتمندتر	rijker
البروج	ecliptica
پارش	tno
خرمابلبلان	buulbuul
ازبکها	oezbeken
خمیردندان	tandpasta
بوکسر	bokser
شکارش	prooi
شکارش	prooien
سایبرنتیک	cybernetica
هرمافرودیت	hermafrodiet
راسمیک	racemisch
ماچ	zoen
ماچ	kusje
ماچ	kussen
ماچ	kus
شقاقل	pastinaak
بدشکلی	misvorming
رخسار	gezichten
سرگیویچ	sergejevitsj
ترتولیان	tertullianus
مجردها	vrijgezellen
برانداز	subversieve
یاوه	tirade
یاوه	tieren
پدرانه	vaderlijke
پدرانه	vaderschap
پدرانه	vaderlijk
قرنیز	plint
ضدگلوله	kogelvrije
ضدگلوله	kogelvrij
فزون	overmatig
فزون	overdaad
فزون	overmaat
چران	veeboeren
اعجوبه	wonderkind
آپوپتوز	apoptose
حرای	mangroven
بوتنی	botnische
ارفاق	clementie
میفرستد	stuurt
میفرستد	verstuurt
قوستانای	qostanay
ترقه	kraker
کراهت	onwillig
نقابدار	gemaskerde
نقابدار	gemaskerd
پروکفیف	prokofjev
ابرمکعب	hyperkubus
عصرانه	avondmaal
عصرانه	avondeten
سیکلیدها	cichliden
فرونزه	froenze
اسلیت	leisteen
اسلیت	lei
اسلیت	leien
پرستندگان	aanbidders
کرجالی	kardzjali
آخالتسیخه	achaltsiche
خرها	ezels
چاز	chazz
لوکست	sprinkhaan
مونوئید	monoïde
لاکتون	lacton
بداخلاق	chagrijnig
بخرم	kopen
بخرم	koop
ملط	milete
ادیاکاران	ediacarische
منافق	schijnheilig
منافق	hypocriete
منافق	hypocriet
زرنگی	slimme
زرنگی	slim
موکب	colonne
موکب	stoet
یتیمی	wees
همریختی	homomorfisme
اطاق	kamer
آرمانشهر	utopie
آرسنی	arseni
داغدار	gebrandmerkt
توجیح	rechtvaardiging
توجیح	motivering
پراسپکت	vooruitzicht
مزوسفر	mesosfeer
چید	plukken
چید	pluk
پیرش	vergrijzing
پیرش	veroudering
#این	#dit
#این	#deze
#این	#het
چروکیده	gerimpelde
فلاشینگ	blozen
فلاشینگ	doorspoelen
الماسهای	ruiten
الماسهای	diamanten
خوشبینی	optimisme
کوزنتسوف	koeznetsov
پالئوزوئیک	paleozoïcum
متقلب	bedrieger
متقلب	fraude
خرند	losgeld
متواضع	nederig
متواضع	bescheiden
متواضع	nederige
استم	stam
استم	stengel
کتونی	sportschoenen
بیقرار	onrustig
بیقرار	rusteloos
بیقرار	rusteloze
بیف	rundvlees
گانیمد	ganymedes
ظالمان	onrechtvaardige
ظالمان	onrechtvaardig
بیسواد	analfabeet
پرچمهای	vlaggen
راشیتیسم	rachitis
بیستی	beestje
بیچارگی	ellende
بیچارگی	miserie
کرمها	wormen
مرغها	kippen
اوستنده	oostende
تروبرد	volbloed
روغنکاری	smering
اسکاچ	whisky
پرتاران	borstelwormen
ویتامینهای	vitamines
ویتامینهای	vitaminen
بنامید	eindpunt
آلرژن	allergeen
پربازده	coderen
پربازده	codering
قلدر	bullebak
قلدر	pestkop
انیسون	anijs
متفورمین	metformine
ایونیان	ioniërs
