ve	그리고
elbiseler	옷이
elbiseler	드레스
nefis	맛있는
nefis	맛있다
randevu	데이트
randevu	예약
randevu	날짜
randevu	랑데부
randevu	약속
gözlemlemek	관찰
salata	샐러드
sembolizm	상징성
sembolizm	상징주의
müdahele	간섭
müdahele	개입
miğfer	투구
miğfer	헬멧
dolandırıcılık	사기
dolandırıcılık	피싱
dolandırıcılık	사기꾼
güverte	갑판
otizm	자폐
otizm	자폐증
kaynayan	끓는
ekipler	단위
ekipler	유닛
ekipler	단위계
asimilasyon	동화
zebra	얼룩말
viski	위스키
viski	부르봉
viski	버번
viski	스카치
emsal	선례
bağımlısı	중독
bağımlısı	중독자
vahşet	폭력
zordu	어려워
zordu	어려움
zordu	어려운
olgunluk	성숙
olgunluk	성숙도
hipnoz	최면
hipnoz	수면제
canavarlar	괴물
canavarlar	몬스터즈
canavarlar	몬스터
kaçırıldı	괴산
kaçırıldı	납치
gösterimleri	노출
sofra	테이블
sofra	탁자
sofra	식탁
kıç	엉덩이
kıç	스턴
korucu	레인저
otantik	정통
lokma	깨물어
havalandırma	환기
beklenti	기대
modları	모드
huysuz	무디
diyot	다이오드
tehditleri	위협
tehditleri	협박
iştar	이슈타르
iştar	이슈타르의
zehirlenmesi	독성
zehirlenmesi	독성도
zehirlenmesi	중독
tanıtımını	홍보하기
tanıtımını	홍보
kehribar	앰버
kehribar	호박
konserve	통조림
nöbetçi	센티널
nöbetçi	센티넬
düşmanlar	적들
prostat	전립선
terminoloji	용어
cici	큐티
çeteleri	갱스
antikor	항체
topoloji	위상수학
çaykovski	차이콥스키
komşular	이웃들
komşular	이웃
kanonik	표준
frangı	프랑
yayınlama	출판
yayınlama	출판물
yayınlama	게시
yayınlama	발행
açın	열기
açın	오픈
stratejileri	전략
tekme	발차기
önceliği	우선순위
taşınma	움직임
taşınma	이사
onbeş	열다섯
hırvatlar	크로아티아인
anasayfa	홈페이지
guguk	뻐꾸기
depresif	우울
alerjik	알레르기가
alerjik	알레르기
hassasiyeti	정밀도
hassasiyeti	정밀
yenilmiş	패배
ironi	아이러니
koşullu	조건부
değişiyor	바뀌기
değişiyor	변경
paslanmaz	스테인리스
iptali	취소
akçaağaç	메이플
akçaağaç	단풍나무
akçaağaç	단풍
sözdizimi	구문
sözdizimi	문법
yeğen	조카
dolaşıp	방황
havlu	수건
havlu	타월
yurtta	기숙사
paylaşıldı	공유
paylaşıldı	게시
mezarlıklar	묘지
mezarlıklar	공동묘지
yolcusu	트래블러
yolcusu	여객
yolcusu	승객
ensar	안사르
paniğe	패닉
paniğe	공황
onaylı	확인됨
onaylı	승인
antika	앤티크
antika	골동품
saygıyla	정중
denizyıldızı	불가사리
denizyıldızı	불가
doğrulandı	확정
doğrulandı	확인됨
pornografi	포르노그래피
büyücüler	마법사
eczane	약국
eczane	약학
bizimkiler	우리의
nitrojen	질소
eyfel	에펠
dostça	친근한
bambu	대나무
tarak	콤스
heves	열정
taşlama	투석
taşlama	분쇄
kisa	짧은
kisa	쇼트
kisa	짧게
agnostik	불가지론
binici	라이더
süperkümesi	초은하단
kristalleri	크리스탈
üstat	마에스트로
tecavüze	강간
destansı	서사시
destansı	에픽
biyoteknoloji	생명공학
artıyor	증가
artıyor	라이징
saygınlık	품위
saygınlık	존엄
saygınlık	위엄
ayarlama	편곡
ayarlama	설정
ayarlama	조정
ayarlama	설정하기
ayarlama	튜닝
kablolar	케이블
kablolar	와이어
pencereleri	윈도우
aylardır	개월
sıralamaları	순위
beli	허리
uzunlamasına	세로로
olta	로드
olta	지팡이
karnı	복부
tıraş	면도
ucuza	저렴하게
voronej	보로네시
yükle	설치하기
yükle	로드
yükle	설치
yükle	로딩
yükle	업로드
masumiyet	무죄
yanıp	번쩍
reddetmesi	거절
çizme	부츠
çizme	장화
çizme	부트
çizme	부팅
limanlar	포트
limanlar	항구
stabil	안정
stabil	안정환
stabil	안정화
stabil	안정적
otobüsler	버스
parola	암호
parola	비밀번호
varil	배럴
gurup	집단
gurup	그룹
ambulans	구급차
kumsal	바닷가
kumsal	비치
kumsal	해변
balmumu	왁스
garantisi	보증
bencil	이기적
kıskanç	질투
parfüm	쾰른
parfüm	향수
sivrisinek	모기
değerlendirmeleri	리뷰
yakmak	불타는
takibe	추구
takibe	추적
ölümlerin	죽음
eğilimler	트렌드
eğilimler	경향
riskler	리스크
riskler	위험
şehvet	욕망
şehvet	성욕
sakar	어설픈
okurlar	리더
okurlar	독자
sarmaşık	아이비
sarmaşık	포도
paradoks	역설
kamyonet	트럭
güreşçiler	레슬링
antilop	영양
kurbağalar	개구리목
kurbağalar	개구리
kapsülü	캡슐
cad	차드
dokular	텍스처
dokular	질감
arılar	벌벌
jeneratör	발전기
jeneratör	생성기
oturumu	세션
maaşı	급여
maaşı	월급
balkon	발코니
coşku	열정
coşku	엑스터시
çernobil	체르노빌
gizlenmiş	숨겨져
gizlenmiş	숨겨진
gizlenmiş	숨김
hamilelik	임신
insanlığı	인류
lipit	지질
yaraları	부상
yaraları	상처
empati	공감
saatlerce	영업시간
saatlerce	시간
çıkarım	추리
devreleri	회로
zavallı	한심한
zavallı	불쌍한
hayatlar	생명
derecelendirme	평가하기
derecelendirme	별점
derecelendirme	평점
derecelendirme	평가
hayranlar	팬들
abonelik	구독
koş	실행
koş	런닝
koş	달려
koş	달리기
sınama	교정
multimedya	멀티미디어
tatlılar	후식
tatlılar	사탕
tatlılar	디저트
hiper	하이퍼
bankacı	은행원
emici	흡입
emici	흡수
böğürtlen	열매
böğürtlen	산딸기
böğürtlen	블랙베리
midye	홍합
midye	조개
jamaikalı	자메이카
prosedür	시술
prosedür	절차
milyarlarca	수십억
milyarlarca	십억
dominika	도미니카
buket	꽃다발
sapık	스토커
sapık	변태
sapık	싸이코
sapık	스토킹
kampanyalar	캠페인
dağıtma	분배
dağıtma	배포
sosu	소스
gözcü	옵서버
gözcü	감시
gözcü	스카웃
gözcü	스카우트
gözcü	옵저버
gözcü	감시자
gözcü	관찰자
şahinler	팰컨
operatörleri	연산자
operatörleri	운영자
kucuk	작아
kucuk	소작
vals	왈츠
sari	노랑
sari	노랑색
sari	노란색
sari	황색
hatırlatma	알림
ziyaretler	방문
ziyaretler	방문자
fırtınalar	폭풍
direnme	저항
ödev	숙제
denizaltılar	잠수함
harç	학비
kalori	칼로리
filistinliler	팔레스타인인
epilepsi	간질
hızlandırmak	가속화
düğümler	노드
doldurma	채워
doldurma	채우기
affet	용서
kürtaj	낙태
felci	마비
bitmemiş	미완성
banknot	지폐
talepler	요청
gömülmüş	임베디드
hastaneleri	병원
solak	왼손잡이
yastık	쿠션
yastık	베개
lanetli	저주
lanetli	저주받은
dönüşümler	변환
dönüşümler	전환
akşamlar	저녁
kunduz	비버
öğretilerini	가르침
klanı	클랜
madenci	광부
madenci	마이너
hoşnutsuzluk	불만
rastlantı	우연
mikroişlemci	마이크로프로세서
karadağlı	몬테네그로어
karadağlı	몬테네그로
karadağlı	몬테네그로인
hergün	일상
hergün	매일
peynirli	치즈
gelinlik	드레스
filtreler	필터
voyvodina	보이보디나
optimize	최적화
optimize	최적화된
radyan	라디안
imparatorlar	황제
cezai	징벌
kuduz	광견병
bilincin	의식
konsolosluğu	영사관
olasılıkları	가능성
meşale	토치
meşale	횃불
kimlikleri	id
kimlikleri	정체성
kimlikleri	신분증
salyangoz	달팽이
rekabetçi	경쟁력
rekabetçi	경쟁
tecrit	고립
tecrit	폐쇄
tecrit	격리
akran	피어
akran	동료
gezegenleri	행성
domuzlar	돼지
kek	케이크
kek	머핀
kristin	크리스틴
mikrobiyoloji	미생물학
camlar	잔다
camlar	유리
camlar	글래스
yükseğe	하이
yükseğe	높음
kibrit	성냥
kibrit	일치하는
kibrit	일치합니다
kibrit	매치
kibrit	일치하기
kibrit	일치
şehitlik	순교
tercihleri	환경설정
milenyum	천년
milenyum	천년기
milenyum	밀레니엄
postmodernizm	포스트모더니즘
yüklendi	설치
yüklendi	업로드
yüklendi	설치됨
hisseleri	주식
jest	몸짓
jest	제스처
soyutlama	추상
soyutlama	추상화
şikayetleri	불평
şikayetleri	불만이
şikayetleri	불만
cinayetten	살인
cinayetten	살인사건
cinayetten	살인죄
yatırımcı	투자자
yatırımcı	투자가
mermiler	카트리지
mermiler	라운드
mermiler	총알
bulvar	애비뉴
misyonerler	선교사
antibiyotikler	항생제
hiyerarşi	계층
formülleri	수식
desenleri	패턴
filtreleme	필터링
gayriresmi	비공식
hevesli	열망
hevesli	열정
iyot	아이오딘
hortum	트위스터
hortum	토네이도
hortum	호스
hortum	사이클론
batıl	허위
çarşaf	시트
delilik	미쳐
delilik	미친
delilik	광기
suçluluk	죄책감
hanımlar	숙녀
frengi	매독
suşi	스시
simdi	이제
simdi	지금
ski	스키
yarda	야드
meseleler	쟁점
meseleler	이슈
meseleler	문제
enerjileri	에너지
arabulucu	중재자
arabulucu	중개
arabulucu	중재
arabulucu	중개인
sünger	스폰지
sünger	스펀지
kilosu	몸무게가
kilosu	무게
kilosu	몸무게
kilosu	체중
steroid	스테로이드
anketler	설문
anketler	설문조사
alıcıları	수신자
alıcıları	수신기
zorlamak	강제법
utangaç	부끄러움
utangaç	부끄러워
utangaç	부끄러운
trend	인기
spagetti	스파게티
balıkçılar	어부
görüntülenen	조회
görüntülenen	표시됨
vinç	두루미
vinç	크레인
fırıldak	바람개비
günlerden	데이즈
itibarını	명성
itibarını	평판
giymek	입고
margarita	마가리타
iliği	골수
balerin	발레리나
oksidasyon	산화
nostalji	회상
nostalji	향수
ürkütücü	무서운
ürkütücü	소름
ürkütücü	무섭다
polonyalılar	폴란드인
mikrop	미생물
mikrop	세균
karalama	명예훼손
karalama	낙서
difüzyon	확산
çıkışları	출구
yarasalar	박쥐
ekle	삽입
ekle	첨부
ekle	추가하기
ekle	부착
ekle	추가
karaçi	카라치
ödemeli	수집
siren	사이렌
bagaj	수화물
bagaj	트렁크
bagaj	수하물
sisli	안개
sisli	이슬
sisli	포기
cankurtaran	수영
lösemi	백혈병
broşür	소책자
broşür	전단지
broşür	팜플렛
borular	파이프
borular	튜브
planör	글라이더
kapan	함정
kapan	트랩
âdet	월경
kibirli	거만
etiketleme	태그
etiketleme	레이블
etiketleme	낙인
merdivenler	사다리
merdivenler	계단
tolerans	관용
kalküta	캘커타
karides	새우
bebekler	영아
bebekler	인형
bebekler	아기
çökme	추락사고
çökme	충돌
çökme	축소
çökme	붕괴
çökme	추락
algılayıcı	센서
bankaların	뱅크
bankaların	은행
bankaların	뱅크스
yazıcılar	프린터
istasyonlar	스테이션
çiftlikleri	농사
çiftlikleri	농장
havale	전송
dansçılar	댄서
dansçılar	무용수
katılanların	응답자
katılanların	응답자의
duşanbe	두샨베
sabırlı	환자
kampanyaları	캠페인
unvanlar	제목
unvanlar	타이틀
dekore	꾸미기
departman	부서
maymunları	몽키스
maymunları	원숭이
görenler	시청자
fantazi	판타지
fantazi	환상
burger	버거
burger	햄버거
saçılma	산란
teröristler	테러리스트
kızarmış	볶음
kızarmış	튀김
kızarmış	구운
kızarmış	토스트
soguk	감기
soguk	추위
soguk	춥다
soguk	차가운
ritüel	의식
dolandırıcı	사기
dolandırıcı	사기꾼
zehirlenme	중독
balad	발라드
koridoru	복도
koridoru	코리더
güzelim	아름답다
güzelim	아름다워
güzelim	아름다운
düdük	휘파람
anahtarları	열쇠
anahtarları	스위치
anahtarları	키키
lokum	마시멜로
yahni	스튜
boşaltma	철수
boşaltma	퇴원
boşaltma	방전
boşaltma	분비물
çiftçilerin	농부
lizzy	리지
rüzgarlı	바람
bağışlar	기부금
bağışlar	기부
asiler	반군
asiler	반란군
ahtapot	낙지
ahtapot	문어
yararları	이득
yararları	혜택
arayıcı	선지자
prenslik	공국
dibe	하단
dibe	아래쪽
dibe	바닥
dibe	아래
dibe	밑바닥
komaya	혼수
bulutlu	구름
bulutlu	흐림
bulutlu	흐린
peygamberlerin	예언
peygamberlerin	예언자
fuhuş	성매매
sağlayıcıları	공급자
sosyete	사회
deste	번들
deste	갑판
doktorları	의사
gölgeli	음영
geçmişleri	배경
yenilebilir	식용
eğitilmiş	훈련
tipler	유형
tik	진드기
tik	체크
tik	눈금
hartum	하르툼
karıştırma	믹싱
çöker	축소
dun	어제
lir	리라
otopsi	부검
otopsi	검시
tekno	테크노
defin	매장
defin	장례
havaalanları	공항
kir	먼지
asırlar	세기
balonu	풍선
dışarda	밖에서
dışarda	바깥
dışarda	외부
küt	블런트
alevler	불꽃
ozel	특별
ozel	스페셜
ozel	특수
ozel	특별한
öpücük	키스
çalıyor	울림
yanıyor	불타는
köşeleri	모서리
arttırma	증가
davetiye	초대
davetiye	초청
hormonlar	호르몬
umutlar	기대
umutlar	희망
çalmış	훔쳤다
seçmenlerin	유권자
kaydetme	저장
kaydetme	절약
animatör	애니메이터
sözlükler	사전
sali	화이팅
sali	화보
derleyici	컴파일러
russel	러셀
bariyer	장벽
arayış	퀘스트
arayış	검색
eşitsizlik	불평등
eşitsizlik	부등식
inanın	믿기
etleri	고기
şövalyelik	기사도
inançlı	신자
yetkililere	당국
kolye	목걸이
katran	타르
emniyeti	안전성
emniyeti	안전
üstad	마에스트로
üstad	마스터스
üstad	마스터
dolaşımı	순환
mahşer	아마겟돈
hızlanma	가속도
hızlanma	가속
etil	에틸
nişanlı	약혼
nişanlı	약혼자
nişanlı	약혼녀
logaritma	로그
daktilo	타자기
daktilo	타이핑
helikopterler	헬리콥터
seller	홍수
zatürre	폐렴
adaptasyon	적응
kıkırdak	연골
karamsar	무디
bulun	찾기
pazarlar	일요일
pazarlar	시장
boyalar	페인트
geliyorum	출시
mus	무스
transdinyester	트란스니스트리아
baca	굴뚝
flamenko	플라멩코
köleleri	노예
karo	다이아몬드
karo	타일
programcı	프로그래머
aramaları	검색
yakınlarda	근처
yakınlarda	최근에
yakınlarda	최근
satılık	판매
satılık	세일
göğsü	가슴
göğsü	가슴이
göğsü	흉부
vinil	비닐
sarımsaklı	마늘
pençe	발톱
enteresan	재미있는
enteresan	흥미로운
enteresan	흥미롭다
vejetaryen	채식주의
vejetaryen	채식
vejetaryen	채식주의자
peptit	펩타이드
içerde	인사이드
içerde	내부
mucizevi	기적
dezavantajları	결점
dezavantajları	단점
kamerunlu	카메룬
tekneler	보트
koltuklar	자리
koltuklar	좌석
koltuklar	소파
şişme	부어
baskılı	인쇄
baskılı	인쇄물
yankee	양키스
esirler	죄수
tercihler	환경설정
atla	스킵
atla	힙합
atla	점프
depolar	창고
depolar	웨어하우스
muhasebeci	회계사
rezervuar	저수지
varyasyonları	변수
hayaller	드림
hayaller	환상
maskot	마스코트
optimizasyon	최적화
figüran	사이드쇼
simülasyonu	시뮬레이션
bikini	비키니
müfreze	소대
müfreze	분리
komorlar	코모로
vietnamlı	베트남어
vietnamlı	베트남
vietnamlı	베트남인
alıcılar	구매자
alıcılar	수신기
alıcılar	센서
alıcılar	수신자
yanlis	잘못된
piller	배터리
piller	건전지
piller	전지
levazım	공급
artrit	관절염
dadı	보모
karizmatik	카리스마
fotograf	사진
cezalandırma	징벌
cezalandırma	처벌
çip	칩스
çalınmış	도난
eğrileri	곡선
vazo	꽃병
dakikalar	순간
devamlılık	연속
devamlılık	연속성
karıştırıcı	믹서
maceralar	어드벤처
maceralar	모험
harcamalar	지출
harcamalar	비용
marul	상추
marul	양상추
medeniyetler	문명
medeniyetler	문명의
açılar	앵글
boşalma	사정
paraşütü	낙하산
yanıtlar	답장
yanıtlar	답글
yanıtlar	응답
yanıtlar	대답
yanıtlar	답변
hack	해킹
uçurtma	연이
nakavt	녹아웃
ansızın	갑자기
ansızın	갑작스럽게
tekillik	특이점
ayakkabılar	신발
briç	다리
briç	브리지
öde	지불
öde	결제
ahiret	내세
ahiret	저승
tacik	타지키스탄
yunuslar	돌고래
yakıtlar	연료
kuklalar	꼭두각시
kuklalar	인형극
yalanlar	거짓말
kaçırmak	납치
yardim	도움
yardim	도움말
tayfa	승무원
tayfa	크루
dinlenmek	휴식
dinlenmek	쉬어
suluboya	수채화
şempanze	침팬지
dalma	잠수
dalma	다이빙
cezalandırmak	처벌
gülün	웃음
gülün	웃어
gülün	웃어라
kaburga	갈비뼈
kaburga	갈비
yayıncılar	출판사
çekingen	부끄러움
çekingen	부끄러워
çekingen	부끄러운
söylenti	소문
kanguru	캥거루
atasözü	속담
paketleme	포장
beceriksiz	어설픈
reklamlarda	광고
kumral	브라운
kumral	갈색
anlayışlı	이해
anlayışlı	이해하기
kusurları	불완전
kusurları	결함
kusurları	불완전성
kusurları	결점
düzensizlik	장애
paten	스케이트보드
paten	스케이트
paten	스케이팅
paten	롤러
pırasa	리크
sohbetler	채팅
sohbetler	대화
vardım	도착했다
düğmesi	버튼
düğmesi	단추
kavrulmuş	구운
alkış	박수
geçenlerde	최근에
geçenlerde	최근
mikronezya	미크로네시아
noter	공증인
sınırlamalar	제한
sınırlamalar	한계
doldu	채워진
konsolları	콘솔
bilimadamları	과학자
omurgalı	척추동물
kayış	벨트
oturmak	앉은
süzme	필터링
süzme	코티지
süzme	오두막
tapınakları	신전
tapınakları	사원
sarhoşluk	음주
sarhoşluk	취해
paraşütle	낙하산
manganez	망가니즈
reçel	젤리
reçel	마멀레이드
sertifikalı	자격증
vajina	질질
yatırımcılar	투자자
okuyor	읽기
mükemmellik	완벽
mükemmellik	우수
güvenilirliğini	신뢰성
güncellemeleri	업데이트
filipinli	필리핀계
filipinli	필리핀
filipinli	필리핀어
filipinli	필리핀인
yaşıyorum	생활
tencere	냄비
eklentileri	확장자
şeffaflık	투명도
şeffaflık	투명
şeffaflık	투명성
fermantasyon	발효
akabe	아카바
hijyen	위생
mamut	매머드
takviyesi	보충제
takviyesi	보충
nostaljik	회상
nostaljik	향수
patlayıcılar	폭발물
rozet	배지
rozet	위젯
rozet	명함
rozet	뱃지
aslanlar	라이언스
aslanlar	사자
aslanlar	라이온스
izolasyon	고립
izolasyon	격리
varyantı	변종
kehaneti	예언
ritmi	리듬
kapsıyor	커버
dümen	사기
mızıka	하모니카
fevkalade	경이
tarçın	계피
tarçın	시나몬
etiketler	스티커
etiketler	태그
etiketler	레이블
etiketler	라벨
mütevazi	겸손
mütevazi	겸손한
tüketiciler	소비자
tüketiciler	이용자
paylaşma	게시
paylaşma	포스팅
paylaşma	공유하기
paylaşma	공유해
paylaşma	공유
maskeleri	가면
maskeleri	마스크
sağanak	쏟아져
sağanak	폭우
sağanak	쏟아지는
sağanak	소나기
dakka	다카
bisküvi	비스킷
nanometre	나노미터
lobi	로비
salak	벙어리
salak	멍청한
salak	멍청이
salak	바보
kayık	보트
muson	계절풍
gerekliydi	필요함
güncellendi	업데이트
koğuş	워드
parmağını	손가락
parmağını	핑거
semineri	세미나
sildim	삭제됨
sildim	삭제함
sildim	삭제되었습니다
pinokyo	피노키오
havuzları	연못
havuzları	수영장
seç	선택
seç	선택하기
sütunları	칼럼
sütunları	기둥
kalemler	연필
yönlendirmeler	리다이렉션
tweet	트윗
kuyumcu	보석
kuyumcu	쥬얼리
barmen	바텐더
sezgi	직감
yüzgeçleri	지느러미
anahtarlar	열쇠
anahtarlar	스위치
anahtarlar	키키
davetli	초대
davetli	초청
modülleri	모듈
kazanlar	보일러
zincirleri	사슬
zincirleri	체인
karlar	스노우
biletleri	티켓
alışkanlıkları	습관
güncellemeler	업데이트
engizisyon	종교재판
cinsiyeti	성별
reformların	개혁
reformların	개혁개방
engelleyici	억제제
engelleyici	억제
koruyor	보호
koruyor	보호하기
taktiksel	전술
karolenj	카롤링거
başla	시작하기
başla	시작
amigo	치어리더
semender	도롱뇽
semender	도롱뇽목
almanları	독일인
asbest	석면
gelenektir	전통
şantaj	협박
tedaviler	치료법
tedaviler	치료
tedaviler	시술
anons	발표
anons	공지
anons	공지사항
snowboard	스노보드
beraberce	함께
beraberce	같이
sözcü	대변인
manipüle	조종
manipüle	조작
memurların	장교
emniyetli	무사히
emniyetli	안전한
emniyetli	안전
fizyolojisi	생리학
merakla	궁금해
merakla	호기심
kapıcı	수위
kapıcı	포터
mikrometre	나노미터
teleskoplar	망원경
kasvetli	황폐한
karantina	격리
güveç	스튜
ahenk	화합
ahenk	조화
ahenk	하모니
retina	망막
keyifli	즐거움
keyifli	즐기기
komplikasyonlar	합병증
çakışma	중복
çakışma	겹치기
lensler	렌즈
bilezik	팔찌
derman	치료
aldatma	부정행위
aldatma	속임수
kanunen	법적으로
ayri	따로
ayri	따로따로
ayri	분리
çuval	자루
önyargılı	편견
kırbaç	채찍
rusları	러시아인
gönderim	배송
gönderim	발송
klüp	클럽
şeytanlar	악마
şeytanlar	데블스
şeytanlar	사탄
azrail	리퍼
zambak	릴리
hoşçakal	굿바이
lekeleri	얼룩
sicilyalı	시칠리아
yabancılaşma	소외
yaptırımlar	제재
cinler	엘프
lambalar	램프
lambalar	설비
lambalar	등불
psikoterapi	심리치료
tılsım	매력
haritalama	매핑
haritalama	맵핑
tavırlar	태도
kavgalar	파이트
yönergesi	지시
standardizasyon	표준화
zincirler	사슬
zincirler	체인
kadin	여인
kadin	여성
kadin	여자
döndürme	빙글빙글
döndürme	회전
döndürme	스핀
astronotlar	우주비행사
devriyeler	순찰
yuvaları	슬롯
azim	인내
babalık	팝스
besleyici	공급
besleyici	영양소
tarayıcılar	스캐너
tarayıcılar	브라우저
zenginleştirilmiş	농축
maceracı	모험
sucuk	소시지
yozlaşmış	부패
seçin	선택
seçin	선택하기
etler	고기
çürümüş	썩어
obezite	비만
kartallar	이글스
semptomları	증세
semptomları	증상
şifrelenmiş	암호화
ampul	전구
tüneller	터널
engerek	독사
ritimleri	리듬
jeodezi	측지학
maskotu	마스코트
tüpleri	튜브
birader	오빠
birader	아우
piramitler	피라미드
devekuşu	타조
nabız	펄스
nabız	맥박
senet	채권
senet	결합
senet	본드
sahibinden	소유자
sahibinden	주인
denek	주제
denek	제목
itiş	추진력
kaydırma	스크롤
mangal	바베큐
mangal	그릴
mangal	바비큐
aksam	저녁
nazizm	나치즘
bahse	베팅
bahse	내기
alaşım	합금
sür	드라이브
klavyeci	키보디스트
takla	뒤집기
danışmanları	컨설턴트
indirim	할인
morfoloji	형태학
morfoloji	형태론
heyecanla	흥분
memnuniyetle	기꺼이
sensörler	센서
eşler	아내
eşler	배우자
kaydet	저장하기
kaydet	저장
irkçılık	인종차별
silin	지우기
silin	삭제
silin	삭제하기
akü	배터리
akü	전지
akü	전지현
transseksüel	트랜스젠더
tenli	피부색
kitapçığı	소책자
bildirimi	알림
uzaylılar	외계인
bavul	수하물
uzatmak	연장
döndürür	반환
döndürür	리턴
restoranlar	식당
restoranlar	음식점
restoranlar	레스토랑
hızlandırılmış	가속
gözdağı	협박
akıllıca	지혜로운
akıllıca	현명한
akıllıca	영리한
akıllıca	지혜
akıllıca	영리
akıllıca	스마트
yakılmış	불태웠다
yakılmış	화장
yakılmış	화상
kameraman	카메라맨
külkedisi	신데렐라
rengarenk	화려하다
raporlama	신고
raporlama	보고
raporlama	보고서
sıklık	주파수
sıklık	빈도
hazineleri	보물
photoshop	포토샵
kinşasa	킨샤사
simit	베이글
ciğer	간간
ciğer	허파
ciğer	간디
tehlikeler	위험
dublör	스턴트
tepegöz	사이클롭스
tepegöz	키클롭스
avukatlar	변호사
sorgular	쿼리
ülser	궤양
ülser	위궤양
konsolos	영사
inat	고집
keşfetmiş	발견됨
yansıtma	미러링
unut	잊어
şehirli	도시
dinleyiciler	청취
dinleyiciler	청취자
münazara	논쟁
münazara	토론
unutmak	망각
yavrum	아기
yavrum	베이비
küpe	귀걸이
koğuşu	워드
işbirlikçi	협동조합
kurtadam	늑대인간
lisansları	라이센스
lisansları	사용권
lisansları	면허
lisansları	라이선스
itaatsizlik	불복종
itaatsizlik	경멸
dilsiz	벙어리
gazetecilerin	저널리스트
gazetecilerin	기자
açıl	열기
açıl	오픈
pozitivizm	실증주의
yayalar	보행자
yayalar	보행
tadında	취향
tadında	맛이
fırsatlar	기회
duble	더블
sargı	붕대
ciltsiz	페이퍼백
skeç	스케치
testosteron	테스토스테론
yansımalar	반사
büyükbaba	할아버지
büyükbaba	외할아버지
saflık	순수
dunya	세상
dunya	월드
dunya	세계
sih	시크교
ayrımcı	차별
ilahiler	찬송
ilahiler	찬송가
plütonyum	플루토늄
bildirimleri	알림
tertemiz	깨끗한
tertemiz	깨끗하다
tertemiz	청소
profilleri	프로파일
profilleri	프로필
çubuklar	스틱
çubuklar	스틱스
talimatları	안내
talimatları	지침
talimatları	지시
dogal	자연
dogal	천연
homoseksüel	동성애자
zekice	영리한
zekice	영리
yapışık	결합
aksan	말투
filim	필름
filim	영화
filim	코끼리
salonlar	미용실
salonlar	살롱
yürüyüşleri	행진
sınavlar	시험
sınavlar	퀴즈
titreme	떨리는
kucak	포옹
kobalt	코발트
sektörleri	섹터
islak	젖은
islak	젖어
kontroller	컨트롤
kontroller	제어
kontroller	통제
kontroller	수표
kontroller	체크
acılı	매운
öğün	식사
özelliklede	특히
makinalar	머신
makinalar	기계
zenginler	부자
göçmenlik	이민
göçmenlik	이민호
kafein	카페인
akrilik	아크릴
etkileşimde	약혼
guantanamo	관타나모
elektrokimyasal	전기화학
kombinasyon	조합
tasvirleri	묘사
dövülmüş	위조
illüzyon	착각
illüzyon	환상
ödemeler	정산
ödemeler	결제
ödemeler	송금
günahkar	죄인
akademide	아카데미아
akademide	아카데미
dokunun	누르기
dokunun	누르면
dokunun	누르세요
katalizör	촉매
kabuslar	악몽
eşlenik	켤레
büyükanne	외할머니
büyükanne	할머니
barlar	술집
pasaportlar	여권
ücretler	수수료
ücretler	임금
karşılaştırmak	비교하기
karşılaştırmak	비교
kokpit	조종석
kokpit	조종실
botları	부츠
botları	장화
hurda	쓰레기
çatlaklar	골절
kıskaç	클램프
deger	가치
hediyeleri	선물
kahramanca	영웅
renklendirme	강조
dedikodular	소문
klas	수업
klas	계급
klas	학급
klas	품격
klas	클래스
rahatlık	위안부
rahatlık	휴식
rahatlık	위안
ayılar	베어스
ilmek	올가미
kapasitör	축전기
melankolik	우울
çeteler	갱스
kilometrelerce	마일즈
kilometrelerce	마일
kilometrelerce	마일리지
kilometrelerce	마일스
kilometrelerce	마일리
tatsız	불쾌한
memnuniyet	만족
memnuniyet	즐거움
memnuniyet	만족도
memnuniyet	기쁨
memnuniyet	쾌락
manşet	제목
manşet	문구
manşet	헤드라인
manşet	자막
manşet	설명
çık	출구
çık	나가기
çık	종료
çık	끝내기
anketi	설문
anketi	설문조사
ağırsiklet	헤비웨이트
ağırsiklet	헤비
cesetler	시체
mucizeler	기적
buzağı	종아리
buzağı	송아지
solgun	창백한
kutular	상자
kutular	박스
narkotik	마약
taburcu	분비물
taburcu	퇴원
taburcu	방전
secde	예배
damarı	정맥
şort	반바지
güzeller	미인
dolgun	풀러
kaleciler	골키퍼
levililer	레위기
aldırma	무시해
aldırma	무시
kokteyl	칵테일
soytarı	광대
soytarı	광대가
ağla	울음
nemi	습기
nemi	수분
yedekleme	백업
aslinda	실제로
aslinda	사실
donuk	불투명한
donuk	냉동
donuk	불투명
donuk	프로즌
arşivleme	보관
kıpti	콥트어
kıpti	콥트
kaçınma	회피
ipler	대화
ipler	스레드
ipler	로프
ipler	밧줄
okuyorum	읽고
okuyorum	독서
okuyorum	읽기
aramalar	통화
aramalar	검색
sepeti	바구니
sepeti	바스켓
hoparlör	스피커
iyonlaşma	이온화
bitiyor	종료
sandviç	샌드위치
fakirlik	빈곤
fakirlik	가난
zayıflığı	약점
seçmenler	유권자
krema	크림
krema	커스터드
mutabakat	각서
mutabakat	규약
özgüven	자신감
özgüven	신뢰
ayrılıyor	떠나
ayrılıyor	떠나기
terminatör	터미네이터
akropolis	아크로폴리스
apaçi	아파치
gizlidir	기밀
onaylamak	승인
uzamış	연장
uzamış	확장
medyum	중간
