और	en
लोनली	eenzame
लोनली	eenzaam
लोनली	eenzaamheid
बोतलें	flessen
बोतलें	flesjes
उलझाव	verstrengeling
प्लेटलेट्स	bloedplaatjes
दहलीज	drempel
दहलीज	drempelwaarde
छज्जा	vizier
कारवां	karavaan
कारवां	woonwagen
खतम	voltooien
खतम	afmaken
खतम	afwerking
उपश्रेणी	subcategorie
उपश्रेणी	subklasse
बॉक्साइट	bauxiet
अनाड़ी	kwakzalver
अनाड़ी	kwak
थायराइड	schildklier
नकाबपोश	gemaskerde
नकाबपोश	gemaskerd
बरफ	sneeuw
आडियो	geluid
सुधारें	aanpassen
सुधारें	wijzigen
चयनकर्ता	kiezer
प्रोन्नत	verheffen
चरागाहों	weiden
भूकंपीय	seismische
पूर्वानुमानित	voorspeld
पूर्वानुमानित	voorspelde
गिरोहों	facties
समबाहु	gelijkzijdige
जल्लाद	beul
कस्टडी	voogdij
कस्टडी	hechtenis
कस्टडी	bewaring
मनपसंद	aangepast
मनपसंद	maatwerk
मनपसंद	kubisme
मनपसंद	aanpassen
मनपसंद	aangepaste
सुखोई	soechoj
मूरमान्स्क	moermansk
निर्दयता	wreedheid
निर्दयता	brutaliteit
फार्मास्युटिकल	farmaceutische
फार्मास्युटिकल	farmaceutisch
पार्षदों	raadsleden
झुकने	buigen
झुकने	buiging
हाइड्रो	waterkracht
इरकुत्स्क	irkoetsk
डेरिवेटिव	afgeleid
डेरिवेटिव	afgeleide
डेरिवेटिव	derivaten
डेरिवेटिव	derivaat
भटकते	dwalen
चराने	grazen
नजारे	weergaven
कुज़नेतसोवा	koeznetsova
सड़	verrot
गंधहीन	reukloos
गंधहीन	geurloos
मनोरोगी	psychopaat
ऑडिट	controle
केकड़े	krabben
नौकरशाह	bureaucraten
नौकरशाह	bureaucraat
पूछें	vraag
बूँदें	druppels
मन्नत	geloften
मन्नत	gelofte
पूर्वाभ्यास	repetitie
पूर्वाभ्यास	repeteren
लेस्बियन	lesbiennes
लेस्बियन	lesbisch
लेस्बियन	lesbienne
लेस्बियन	lesbische
लेस्बियन	lesbo
ट्राउट	forel
फ्रीज	stilzetten
फ्रीज	bevriezen
पैंथर्स	panters
तरबूज़	watermeloen
जादूगरनी	tovenares
पैरोकार	theoretici
वर्न	freek
रज्जुकी	chordadieren
असफलताओं	mislukkingen
खामियां	gebreken
यूएई	vae
संहिताबद्ध	gecodificeerd
संताप	betreurt
संताप	spijt
इनसाइट	inzichten
इनसाइट	statistieken
इनसाइट	inzicht
अंशांकन	kalibreren
अंशांकन	kalibratie
एवेंज्ड	gewroken
बर्नर	brander
निष्कपट	openhartig
कमांडरों	commandanten
कमांडरों	bevelhebbers
इन्सुलेशन	isolatie
हिलाया	schudde
हिलाया	geschud
पार्टियाँ	partijen
पार्टियाँ	feestjes
कोव	baai
जोंक	bloedzuiger
डरपोक	lafaards
डरपोक	stiekeme
डरपोक	achterbaks
डरपोक	stiekem
अंदेशा	fundamentalisten
लिफाफे	enveloppen
लिफाफे	omslagen
ब्रा	beha
ब्रा	bh
अवधारण	behoud
फूली	opgeblazen
लेबनानी	libanees
लेबनानी	libanese
तिर्यक	diagonaal
उड़ना	vlieg
उड़ना	vliegen
मेमने	lammeren
मेमने	lammetje
मेमने	lamsvlees
मेमने	lam
मोनोमर	monomeer
ओटोमन	ottomaanse
हिन्दुओ	hindoes
हिन्दुओ	hindoe
कुदरती	natuurlijk
कुदरती	natuurlijke
चरखी	katrol
अगरबत्ती	wierook
क्रोधी	chagrijnig
दिगंश	azimut
मॉड्युलेशन	modulatie
मॉड्युलेशन	differentiatie
झोंके	blazen
ब्रैटवुर्स्ट	braadworst
स्ट्रिंग्स	snaren
स्ट्रिंग्स	touwtjes
स्ट्रिंग्स	koorden
शीतलता	koelte
कौवा	kraai
अनचाहे	ongewenste
अनचाहे	ongewenst
गजब	fantastisch
गजब	geweldig
गजब	gaaf
रातें	nachten
रातें	overnachtingen
गैंडे	neushoorn
कोनी	conny
निगमनात्मक	deductieve
गर्जना	neerstorten
गर्जना	crashen
रैंप	helling
रैंप	schans
रैंप	oprit
पदावनत	verouderd
पदावनत	afgekeurd
पदावनत	achterhaald
एज़टेक	azteken
एज़टेक	azteekse
रजिस्ट्रेशन	inschrijving
रजिस्ट्रेशन	inschrijven
रजिस्ट्रेशन	registratie
बन्दा	dienaar
बन्दा	bediende
टैन	kleurtje
हर्षोल्लास	levendige
हर्षोल्लास	bruisend
हर्षोल्लास	levendig
मांगें	eisen
खुलेपन	openheid
खुलेपन	openbaarheid
सर्वोच्चता	suprematie
कार्ट्रिज	patroon
टेंशन	spanning
टेंशन	spanningen
टूरमैलीन	toermalijn
तख़्ता	bord
तख़्ता	plaat
बेमेल	ongeëvenaard
बेमेल	ongeëvenaarde
बहुउद्देशीय	multifunctionele
गारा	mortier
गारा	mortieren
रेगुलर	regulier
रेगुलर	regelmatig
रेगुलर	reguliere
रेगुलर	regelmatige
उत्प्लव	boei
परासरण	osmose
निस्तारण	berging
बाँसुरी	fluit
बाँसुरी	bamboe
बोरी	zak
वेंटिलेशन	ventilatie
चौलाई	amarant
संकल्पित	vastbesloten
संकल्पित	bepaald
संकल्पित	vastberaden
दुष्टता	verdorvenheid
स्टाइलिश	stijlvolle
स्टाइलिश	stijlvol
पुलिसकर्मियों	politieagenten
चूस	zuigen
चूस	zuig
जानिए	weten
जानिए	weet
विधुर	weduwnaar
स्तंभन	erectie
स्तंभन	optrekken
स्तंभन	geslachtsgemeenschap
स्तंभन	behoud
भेजें	versturen
भेजें	verzenden
भेजें	sturen
भेजें	stuur
टिप्स	fooi
क्रॉल	kruip
क्रॉल	kruipen
बेईमान	oneerlijk
बेईमान	verraderlijk
बेईमान	oneerlijke
बेईमान	bedrieger
बेईमान	frauduleuze
बेईमान	verraderlijke
बेईमान	frauduleus
हर्माइनी	hermelien
अपरिवर्तनशील	onveranderlijk
लीजन	legioen
नजरबंद	geïnterneerd
पुष्टिकरण	bevestiging
लिपस्टिक	lippenstift
सूचनात्मक	informatief
सूचनात्मक	informatieve
छेड़खानी	flirten
छेड़खानी	flirt
छेड़खानी	geflirt
स्टू	stoofpot
क्यूँ	waarom
विलक्षणता	nieuwigheid
मेन्यू	menukaart
ब्रास	messing
ब्रास	koperen
बंदूकधारियों	schutters
दबाएँ	persen
दबाएँ	druk
दबाएँ	pers
दबाएँ	duwen
दबाएँ	onderdrukken
बीवर	bevers
बीवर	bever
जिस्म	lichaam
प्रहारों	weerhaken
इंजील	evangelie
करोगी	gabriël
अकड़	paraderen
अल्केन	alkaan
आरज़ू	verleiden
आरज़ू	verleid
इग्लू	iglo
क्रॉनिकल्स	kronieken
नाकामी	mislukken
नाकामी	mislukkingen
नाकामी	falen
नाकामी	mislukkeling
नाकामी	mislukking
फ़ाउल	overtreding
समिट	top
समिट	topconferentie
रफ	ruig
रफ	ruw
रफ	ruwe
जुल्म	tirannie
ठोड़ी	kin
फुर्ती	nietige
बर्र	wesp
स्ट्रॉ	rietje
स्ट्रॉ	stro
रग	bloedvat
रग	ader
दिमाग़	hersenen
दिमाग़	hoofd
दिमाग़	hersens
दिमाग़	brein
फिलिंग	opvullen
फिलिंग	vulling
फिलिंग	vullen
आरामदेह	gezellige
आरामदेह	gezellig
खामोशी	zwijgen
खामोशी	stilte
मूस	eland
दोषारोपण	beschuldigingen
दोषारोपण	beweringen
दोषारोपण	aantijgingen
पिछे	terug
पिछे	rug
रिज़ॉल्यूशन	resoluties
रिज़ॉल्यूशन	resolutie
विशिष्टताएँ	specificaties
चूजों	kuikens
चूजों	meiden
होम्योपैथिक	homeopathische
नपुंसकता	impotentie
नपुंसकता	machteloosheid
नपुंसकता	onmacht
हाशिए	marges
पतियों	echtgenoten
चाकलेट	chocolade
चाकलेट	chocola
फ़ोनीशियाई	fenicische
कैलेडोनिया	caledonië
स्वादों	smaken
फ़र्नीचर	meubilair
फ़र्नीचर	meubels
फ़र्नीचर	meubelen
फ़र्नीचर	inboedel
कैनवस	doek
गोथ	goten
मोड़ना	beurt
मोड़ना	draaien
मोड़ना	draai
ट्रांसफार्मर	transformator
फ़िट	passen
बेसलाइन	uitgangssituatie
बेसलाइन	basislijn
परफ्यूम	parfum
परफ्यूम	parfums
गलियां	straat
गलियां	straatjes
गलियां	straten
सुलझाना	ontrafelen
खिन्न	geïrriteerd
खिन्न	geërgerd
स्मारकीय	monumentale
ब्यूटेन	butaan
अजवायन	tijm
दुर्गन्ध	rotten
सोल्स	zolen
कर्ल	krullen
कर्ल	krul
दवाइयाँ	medicijnen
दवाइयाँ	geneesmiddelen
पहचानकर्ता	identificatiecode
जघन्य	snode
मोची	schoenmaker
कड़क	donderslag
थोपने	opleggen
चुकाया	afgelost
चुकाया	terugbetaald
हलवाई	banketbakker
डिटर्जेंट	wasmiddel
मायर्स	meyers
तराशा	gevormd
समतावाद	egalitarisme
शयनकक्ष	slaapkamer
शयनकक्ष	slaapzaal
शयनकक्ष	studentenhuis
अज्ञानी	onwetende
अज्ञानी	onwetend
मिटाकर	overschrijven
परछाई	schaduw
अस्तबल	stallen
घूर्णदर्शी	gyroscoop
फेक	nep
स्नैक्स	hapjes
खिलना	bloesem
सिस	zusje
सिस	zus
फ़िनिश	finse
फ़िनिश	fins
आजमाया	geprobeerd
आजमाया	uitgeprobeerd
आजमाया	probeerde
पेर	peren
पेर	peer
प्रविष्टियां	inzendingen
प्रविष्टियां	ingangen
प्रविष्टियां	vermeldingen
अकाट्य	onweerlegbaar
बकरियाँ	schampte
भूसे	kaf
शर्मिंदगी	verlegenheid
शर्मिंदगी	schaamte
शर्मिंदगी	beschaamd
निश्चिंत	ontspannen
अधिकरणों	tribunalen
हैच	luik
गांजा	hennep
प्यासे	dorstig
प्यासे	dorst
गिल्डर	gulden
गर्मियाँ	zomer
नुकसानदेह	schadelijke
नुकसानदेह	schadelijk
अदब	knieën
बदसूरत	lelijke
बदसूरत	lelijk
पैराग्राफ	alinea
पैराग्राफ	paragraaf
उत्साहजनक	opwindend
उत्साहजनक	aanmoedigen
उत्साहजनक	spannend
उत्साहजनक	bemoedigend
डेन्यूब	donau
कर्फ्यू	avondklok
कूलर	koeler
मिडफील्डर	middenvelder
टैग्स	labels
बिगड़े	verwend
कोड़ा	zweep
अनुरोधित	aangevraagd
अनुरोधित	gevraagde
अनुरोधित	opgevraagd
अनुरोधित	aangevraagde
अनुरोधित	verzocht
अनुरोधित	gevraagd
चमकीलापन	helderheid
किर्गिस्तान	kirgizië
तकलीफ़	kwaad
तकलीफ़	slechtheid
ज्योतिर्मठ	abt
मल्लाह	schipper
क्रश	verliefd
क्रश	verliefdheid
क्रश	plet
क्रश	verpletteren
बाउंसर	uitsmijter
छिड़क	spatte
कूटशब्द	paswoord
कूटशब्द	wachtwoord
शटर	sluiter
शटर	sluitertijd
अनुत्तरित	onbeantwoord
अनुत्तरित	onbeantwoorde
लांचर	starter
क्लासेस	klassen
क्लासेस	lessen
पारस्परिकता	wederkerigheid
दिखाएँ	tonen
दिखाएँ	toon
दिखाएँ	weergeven
बैरकों	barak
बैरकों	kazerne
बैरकों	barakken
विग	pruik
झुठलाया	geweigerd
झुठलाया	afgewezen
झुठलाया	ontkend
जिराफ	giraffen
स्वैप	omwisselen
स्वैप	ruilen
स्वैप	ruil
ख़ीवा	xiva
नाका	controlepunt
नाका	controlepost
चित्रकाव्य	palindroom
लकिन	maar
नखलिस्तान	oase
गुणनखण्ड	factorisatie
बीमे	verzekering
बीमे	verzekeringen
आड़ू	perzik
सेक्युलर	seculiere
जार्डन	jordaanse
चूल	scharnieren
चूल	scharnier
नीनवा	nineve
जायके	smaken
ऑक्टोपस	inktvis
कुर्बान	opgeofferd
कुर्बान	geofferd
अग्रेषित	doorgezonden
अग्रेषित	doorgestuurd
अग्रेषित	toegezonden
दुकानदारों	winkeliers
जिमनास्टिक्स	gymnastiek
जिमनास्टिक्स	turnen
गहना	juweel
स्नैपशॉट	momentopname
गुब्बारा	ballon
गुब्बारा	luchtballon
कैलिबर	kaliber
नवाबी	koninklijke
नवाबी	koninklijk
उद्देशिका	preambule
ढोर	vee
ढोर	runderen
ढोर	rundvee
चिल्लाया	schreeuwde
चिल्लाया	riep
स्वीटनर	zoetstof
कारेलिया	karelië
मेसेंजर	boodschapper
पर्सपेक्टिव	perspectief
अरदास	boven
अरदास	hierboven
कोया	cocon
बधियाकरण	castratie
मक्की	mais
मक्की	maïs
ट्रिब्यूनल	tribunaal
संपूरक	aanvulling
संपूरक	toeslag
स्वप्निल	dromerige
सूक्ष्मजैविक	microbiële
आरेखण	tekening
आरेखण	tekenen
टाइमलाइन	tijdlijn
टाइमलाइन	tijdslijn
हार्न	toeter
संलग्नक	bijlagen
संलग्नक	bijlage
संलग्नक	gehechtheid
शर्तो	voorwaarden
शर्तो	termen
प्रतिच्छेद	kruisen
प्रतिच्छेद	snijden
आगजनी	brandstichting
मॉड्यूलर	modulaire
रुद्धोष्म	adiabatische
चिक	sjiek
चिक	chique
फ़ोटोग्राफ़ी	fotograferen
फ़ोटोग्राफ़ी	fotografie
तलवारबाजी	schermen
तीव्रतम	snelst
तीव्रतम	snelste
सनातनी	orthodoxe
असंतोषजनक	onbevredigend
स्नैक	hapje
स्नैक	tussendoortje
खुशबूदार	aromatische
फंदा	valkuil
फंदा	vallen
फंदा	wissen
फंदा	valstrik
वाचाघात	afasie
ग्रीटिंग	groet
ग्रीटिंग	begroeting
समतुल्यता	equivalenten
समतुल्यता	equivalent
परम्	opperste
दस्तकारी	handgemaakt
उल्लंघनों	schendingen
उल्लंघनों	overtredingen
ध्वनिकी	akoestiek
रखवाले	aanhoudingen
रखवाले	arrestaties
गिद्धों	gieren
परक्राम्य	bespreekbaar
परक्राम्य	verhandelbaar
परक्राम्य	verhandelbare
दहला	tien
घमंडी	verwaand
घमंडी	arrogante
लोपेज	lópez
डूबता	zinkt
खंजर	dolken
अनियत	uitzetten
तोड़फोड़	saboteren
शीशी	flesje
जांघों	dijen
अधिनायकवादी	totalitair
अधिनायकवादी	totalitaire
करात	karaats
करात	karaat
क्रॉसरोड्स	kruispunt
बुखारेस्ट	boekarest
एरोबिक	aerobe
जुनूनी	obsessieve
जुनूनी	obsessief
कायांतरित	metamorfe
सर्वात्मवाद	animisme
थ्रेड	draad
थ्रेड	draden
थ्रेड	discussies
टाइटन्स	titanen
ट्रैफ़िक	verkeer
शोरगुल	ruis
शोरगुल	lawaai
शोरगुल	geluidshinder
शोरगुल	geluid
लानत	verdorie
लानत	verdomme
कायरता	lafheid
उंगलियाँ	vingers
टैंटेलम	tantaal
फ़्रेडरिक	frédéric
यूनिफॉर्म	tenue
क्षीणन	verzwakking
मेहरबानी	genade
मेहरबानी	barmhartigheid
गंजापन	kaalheid
फिल्मोग्राफी	filmografie
कुकिंग	koken
गुनगुने	lauw
पहुँचें	bereik
एमसीए	mcb
काटो	hapje
काटो	bijt
काटो	bijten
क्रिस्टलन	kristallisatie
एंथ्रेक्स	miltvuur
एंथ्रेक्स	antrax
सत्तावादी	autoritair
सत्तावादी	autoritaire
इंसाफ	rechtvaardigheid
इंसाफ	justitie
इंसाफ	gerechtigheid
योगात्मक	additief
ड्रेनेज	goten
ड्रेनेज	goot
विकृतियाँ	verstoringen
भिन्नों	breuken
भिन्नों	fracties
जायज	gerechtvaardigd
योम	jom
उपसमिति	subcommissie
उपसमिति	subcomité
ग्रासनाल	slokdarm
मोल्ड	schimmel
मोल्ड	mal
सहजीवी	symbiotische
परिवीक्षा	voorwaardelijk
परिवीक्षा	proeftijd
जर्नल्स	dagboeken
बीकन	baken
क्रियाविशेषण	bijwoord
लिलियन	lilian
बुझे	geblust
बुझे	gedoofd
आनातोलिया	anatolië
साईकिल	cyclus
साईकिल	kringloop
स्पर्स	sporen
अनिर्धार्य	onbepaald
आखन	aken
आटोक्लेव	autoclaaf
तवे	bakplaat
अखेनातेन	achnaton
लगवाने	ingeënt
लगवाने	gevaccineerd
बांधता	bindt
गन्दा	vuile
गन्दा	vieze
गन्दा	smerig
गन्दा	vuil
गन्दा	vies
बन्दों	dienaars
बन्दों	bedienden
बन्दों	dienaren
येनिसेय	jenisej
उपद्रवों	verstoring
उपद्रवों	storingen
उपद्रवों	verstoringen
उपद्रवों	ongeregeldheden
नाजायज	onwettig
नाजायज	onwettige
प्रतिद्वन्दी	antagonisten
प्रतिद्वन्दी	tegenstander
मुफ़्ती	moefti
पथभ्रष्ट	misleid
पथभ्रष्ट	misplaatst
लिक	likken
लिक	lik
बेंड	buig
बेंड	buigen
फाइब्रोसिस	fibrose
चबा	gekauwd
चबा	kauw
चबा	kauwen
अनुसमर्थन	bekrachtiging
अनुसमर्थन	ratificeren
अनुसमर्थन	ratificatie
इन्द्रधनुष	regenboog
छोटू	kleintje
मलाईदार	romige
खस्ता	knapperig
नजरबंदी	nablijven
नजरबंदी	detentie
नजरबंदी	bewaring
बोलें	spreken
बोलें	spreek
रिंक	ijsbaan
पोर्टेबिलिटी	overdraagbaarheid
त्सार	tsaar
काढ़ा	brouwen
काढ़ा	brouwsel
तरकीब	kunstjes
तरकीब	truc
तरकीब	trucs
तरकीब	trucjes
तरकीब	truuk
सिंपल	eenvoudige
सिंपल	simpel
सिंपल	eenvoudig
इंटरप्रेटर	vertaler
इंटरप्रेटर	tolk
सीमांकित	afgebakend
दीमकों	termieten
अशिक्षा	analfabetisme
परिगलन	necrose
ख्वाब	droom
ख्वाब	dromen
कम्पोजिट	composiet
कम्पोजिट	samengestelde
कम्पोजिट	samengesteld
क्लेमाँ	clement
लेकीन	maar
लिनोलेनिक	linolzuur
गुलाग	goelag
ताशकंद	tasjkent
अंतर्ज्ञान	intuïtie
सीपीआर	reanimatie
सीपीआर	reanimeren
डायनेमिक	dynamiek
डायनेमिक	dynamisch
डायनेमिक	dynamische
वेश्यालय	bordeel
अगम्य	ondoorgrondelijk
अगम्य	ondoordringbare
अगम्य	ondoordringbaar
टालना	uitstellen
चाबुक	zweep
चाबुक	vlegel
द्विवार्षिक	tweejaarlijkse
तारें	sterren
कौमार्य	maagdelijkheid
वेटर	ober
वेटर	kelner
मंड	zetmeel
पुनर्व्यवस्थित	herschikken
भूमिहीन	landloze
भरें	opvullen
भरें	vul
भरें	vullen
कॉंग्रेस	congres
अचंभित	geschrokken
अचंभित	geschokt
अचंभित	verbaasd
अचंभित	verbaasde
अचंभित	verraste
अचंभित	verrast
फफोले	blaren
टिकाऊपन	duurzaamheid
तड़प	uitgehongerd
पुछा	gevraagd
पुछा	vroegen
बट्टे	veren
बट्टे	veertje
बट्टे	veer
मानवयुक्त	bemande
मानवयुक्त	bemand
ट्रबल	problemen
ट्रबल	moeilijkheden
बोरे	zakken
मांगो	eisen
मिनोआई	minoïsche
फ़रिश्ते	engelen
फ़रिश्ते	engeltjes
टर्टल्स	schildpadden
जेनोआ	genua
एनेस्थीसिया	narcose
एनेस्थीसिया	verdoving
एनेस्थीसिया	anesthesie
परिसमापन	liquidatie
परिसमापन	vereffening
कमचातका	kamtsjatka
आस्तीन	mouw
प्रोग्रामर्स	programmeurs
ड्रिप	druppelen
ड्रिप	infuus
केकड़ा	krab
केकड़ा	krabben
दफनाने	begraven
एंग्री	kwaad
एंग्री	boos
दौड़ा	rende
सचेतक	waarschuwingen
सचेतक	signalering
सचेतक	uitlijning
सचेतक	alarm
जयकार	juichen
जयकार	gejuich
टक्करों	botsingen
रक्तस्रावी	hemorragische
कूपन	bonnen
कूपन	bon
चालान	factuur
जिद्दी	koppig
जिद्दी	eigenwijs
जिद्दी	eigenwijze
जिद्दी	koppige
सवाब	beloning
सवाब	belonen
केसे	hoe
कंसल्टेंसी	advisering
कंसल्टेंसी	advies
कंसल्टेंसी	adviesbureau
सूटकेस	koffer
विधेय	predicaat
काकी	tante
तोहफा	geschenk
तोहफा	cadeautje
तोहफा	kado
तोहफा	cadeau
कॉन्फ़िगरेशन	configuratie
कॉन्फ़िगरेशन	bevestigingen
अनियोजित	ongeplande
देववाद	deïsme
अष्टक	octaaf
प्यादे	cavalerie
प्यादे	pionnen
छोड़ें	stoppen
छोड़ें	afsluiten
छोड़ें	verlaten
छोड़ें	verlof
छोड़ें	weggooien
छोड़ें	ontslaan
छोड़ें	overslaan
छोड़ें	verlaat
छोड़ें	vertrek
छोड़ें	afbreken
स्टूल	stoelgang
स्टूल	kruk
स्टूल	ontlasting
बताइये	verklaar
बताइये	uitleggen
जोडे	vin
उद्देश	riskeren
बेवकूफी	stomheid
बेवकूफी	stommiteit
बेवकूफी	domheid
व्याकुलता	afleiding
स्त्रीत्व	vrouwelijkheid
गतिहीन	gecamoufleerd
ट्रांसमीटरों	zenders
अबीसीनिया	abessinië
एर्डवार्क	aardvarken
मैनेजिंग	managen
मैनेजिंग	beheren
रद्दी	prullenbak
रद्दी	vuilnis
रद्दी	afval
हैरत	opwinden
बेसिल	basilicum
सूज	gezwollen
सूज	opgezwollen
एवोल्यूशन	evolutie
एवोल्यूशन	ontwikkeling
उन्मादी	waanzinnig
उन्मादी	krankzinnig
हंसमुख	vrolijk
हंसमुख	vrolijke
हंसमुख	opgewekt
तिपाई	statief
फैशनेबल	modieuze
फैशनेबल	modieus
जिप	rits
भुत	spook
भुत	geest
शलजम	raap
झोंका	bries
अवायवीय	anaerobe
समाक्षीय	coaxiale
गाउन	japon
गाउन	gewaad
दुबला	leunen
दुबला	mager
नब्ज	pols
नब्ज	puls
नब्ज	polsslag
समूहीकरण	groepering
समूहीकरण	gegroepeerd
समूहीकरण	groeperen
बर्थडे	jarig
बर्थडे	verjaardag
महालेखापरीक्षक	accountant
महालेखापरीक्षक	auditeur
महालेखापरीक्षक	controleur
जना	verwekte
व्यावसायीकरण	commercialisering
कॉड	kabeljauw
रोज़ाना	alledaags
रोज़ाना	dagelijks
ज़ो	zoë
मिलेंगी	krijg
मिलेंगी	krijgen
कोलिन	collin
ऑक्टेन	octaan
फलदायक	vruchtbare
फलदायक	vruchtbaar
तूर	tem
प्रतिष्ठापन	investituur
एंटीमैटर	antimaterie
नापना	doorgronden
मंदारिन	mandarijn
अपुष्ट	onbevestigde
बूलियन	booleaanse
ओवरलैप	overlapping
ओवरलैप	overlappen
रोता	huilen
रोता	huil
सैड	treurig
सैड	verdrietig
सैड	triestig
सैड	triest
सैड	droevig
खायी	gegeten
खायी	at
स्लेव	slaaf
स्लेव	slaven
स्लेव	slavin
किटी	katje
किटी	poesje
किटी	poes
ऐंथ्रासाइट	antraciet
आइवरी	ivoor
स्तालिनवाद	stalinisme
बेचारे	arm
बेचारे	arme
मज़ेदार	leuk
मज़ेदार	gezelligheid
मज़ेदार	gezellig
मज़ेदार	grappig
दरोगा	inspecteur
उत्तरदाताओं	respondenten
उत्तरदाताओं	ondervraagden
बन्नी	konijntje
मोलस्क	molukken
डैड	papa
डैड	paps
डैड	pa
डैड	pap
डैड	vader
शरीरिक	manifesteert
शरीरिक	manifesten
एरियन	arrianus
साभार	kredieten
बुनकरों	wevers
बड़प्पन	superioriteit
नियमितता	regelmaat
नियमितता	regelmatigheid
लारी	vrachtwagen
लारी	vrachtauto
मरिया	marja
चेतावनियाँ	waarschuwingen
चेतावनियाँ	signalering
एनवायरनमेंट	omgeving
एनवायरनमेंट	milieu
प्यासी	dorstig
प्यासी	dorst
सिले	genaaid
सिले	gehecht
कम्बल	deken
एड़ियों	hakken
मध्यस्थों	scheidsrechters
डुअल	dubbele
डुअल	duale
मोटरसाइकल	motorfietsen
मोटरसाइकल	motor
मोटरसाइकल	motorrijwielen
मोटरसाइकल	motorfiets
आस्तिकता	theïsme
ओक्स	eiken
अनलिमिटेड	onbeperkt
अनलिमिटेड	onbegrensd
अनलिमिटेड	onbeperkte
हिटमैन	huurmoordenaar
भाईचारा	broederschap
स्क्विड	inktvis
स्क्विड	inktvissen
नबियों	profeten
निमन्त्रण	uitnodiging
जैकूज़ी	bubbelbad
डॉल	poppetjes
डॉल	poppen
रेज़ोल्यूशन	resolutie
शेड्स	zonnebril
शेड्स	tinten
शेड्स	schaduwen
तपस्वियों	asceten
रिट्रीट	terugtrekken
रिट्रीट	terugtocht
रिट्रीट	aftocht
व्यावसायिकता	professionalisme
व्यावसायिकता	professionaliteit
प्रत्यर्पण	uitwijzing
प्रत्यर्पण	uitlevering
प्रत्यर्पण	deportatie
प्रत्यर्पण	uitzetting
धमकाने	intimideren
धमकाने	intimiderend
डिक्री	decreet
डिक्री	decreten
साधुवाद	ovatie
फासिस्ट	fascisten
फासिस्ट	fascistische
पैथोलॉजी	pathologie
भौंकने	blaffen
क्रूसेड	kruistocht
क्रूसेड	kruistochten
कंडीशन	toestand
कंडीशन	voorwaarde
कंडीशन	aandoening
कंडीशन	conditie
कालातीत	tijdloos
कालातीत	tijdloze
क्यान	cyaan
लैंडमार्क	bezienswaardigheid
लैंडमार्क	bezienswaardigheden
लैंडमार्क	mijlpaal
टेम्पलेट्स	sjablonen
मुक्तिवादी	bevrijder
समलिंगी	homofobe
ब्लैकआउट	stroomuitval
ब्लैकआउट	stroomstoring
आरोहित	bereden
आरोहित	gemonteerd
आरोहित	aangekoppeld
सेंध	inbraak
मरमेड	zeemeermin
छोले	kikkererwten
साख़ालिन	sachalin
अंडरवियर	onderbroek
अंडरवियर	ondergoed
प्राथमिकताएं	voorkeuren
प्राथमिकताएं	prioriteiten
निरीक्षकों	inspecteurs
निरीक्षकों	controleurs
फटना	uitbarsting
गंजे	kale
गंजे	kaal
आयनमंडल	ionosfeer
रस्सियाँ	koorden
सहस्वानिकी	allofoon
नापाक	smerig
नापाक	smerige
स्केलिंग	schalen
जमघट	congestie
जमघट	opstoppingen
जमघट	verkeersopstoppingen
स्लोप	achteruitgang
स्लोप	regressie
जैवसंश्लेषण	biosynthese
खाज	eczeem
खाज	huiduitslag
खाज	uitslag
अलमारी	kleerkast
अलमारी	kast
अलमारी	kastje
अलमारी	garderobe
लॉजिकल	logische
लॉजिकल	logisch
बेगुनाह	onschuldig
बेगुनाह	onschuldige
नशेड़ी	verslaafde
वाइकिंग्स	vikingen
रेलिंग	reling
निःसंतान	kinderloos
शोरबे	gesmoord
शोरबे	verstikt
सिरेमिक	keramiek
सिरेमिक	keramische
मलमूत्र	uitwerpselen
मोजे	kousen
मोजे	sokken
मिडवेस्ट	midwesten
प्रशाखा	uitloper
गैमीट	gameten
जहरीली	giftig
एलेक्ट्रोड	elektrode
चींटियों	mieren
उत्तेजनाओं	stimulering
उत्तेजनाओं	stimulatie
भोली	naïef
भोली	naïeve
रिबूट	herstart
रिबूट	herstarten
स्केट्स	schaatsen
तख्तों	tronen
सीरियन	syrië
झंझट	balen
झंझट	zuigt
एक्सपर्ट	deskundige
करघा	weefgetouw
सहानुभूतिपूर्ण	sympathiek
सहानुभूतिपूर्ण	sympathieke
आईना	spiegeltje
आईना	spiegel
आईना	spiegelen
सताया	gefolterd
सताया	gemarteld
कद्र	waardeer
कद्र	waarderen
व्यसनी	verslaafd
किरायेदार	huurder
स्लोवेनियाई	sloveense
स्लोवेनियाई	slovenië
स्लोवेनियाई	sloveens
रेडियन	radialen
वेट्रेस	serveerster
मुसलमानो	moslims
स्टैम्प	stempel
स्टैम्प	postzegel
शीर्षों	hoofdletters
शीर्षों	hoofdsteden
गू	prut
कॉर्नेलियस	cornelis
कपटी	verraderlijk
कपटी	verraderlijke
कपटी	frauduleuze
कपटी	frauduleus
कपटी	pretentieus
ब्लैकमेल	afpersing
ब्लैकमेल	chantage
ब्लैकमेल	chanteren
हिचकिचाहट	aarzeling
फ़िशिंग	visvangst
फ़िशिंग	visserij
फ़िशिंग	vissen
खुबानी	abrikoos
खुबानी	abrikozen
कूरियर	koerier
कूरियर	koeriers
क्रमबद्धता	chronologisch
डार्विनवाद	darwinisme
फ्रेम्स	kaders
रोस्ट	roosteren
