категория	categorie
экстремизм	extremisme
грусть	verdriet
грусть	treurig
грусть	verdrietig
грусть	triestig
грусть	droefheid
грусть	triest
грусть	droevig
хвалит	prijst
посланников	boodschappers
посланников	apostelen
посланников	gezanten
сводка	samenvatting
каллиграф	kalligraaf
двоичный	binair
двоичный	binaire
гореть	verbranden
гореть	brand
гореть	branden
тоталитарного	totalitair
тоталитарного	totalitaire
пропасти	afgrond
стремящихся	aspirant
неуверенность	onzekerheden
неуверенность	onveiligheid
неуверенность	onzekerheid
гиперчувствительность	overgevoelig
гиперчувствительность	overgevoeligheid
артериальное	arteriële
кричат	schreeuwen
кричат	gillen
кричат	geschreeuw
кричат	schreeuwend
чудесная	heerlijk
неопределенность	onzekerheden
неопределенность	onzekerheid
лимфатические	lymfe
репортер	journaliste
репортер	verslaggever
репортер	verslaggeefster
репортер	journalist
неверен	ontrouw
лампочки	bollen
лампочки	lampen
косметика	cosmetica
тревожные	verontrustend
тревожные	storend
озаглавленный	getiteld
думай	denken
думай	denk
сумасшедшая	zot
сумасшедшая	gek
моча	plas
моча	plassen
моча	pis
сосуществование	samenleven
сосуществование	samenwonen
инвесторам	belegger
инвесторам	investeerders
инвесторам	beleggers
знакомо	vertrouwd
знакомо	bekend
ревнует	jaloers
покорность	gehoorzaamheid
запястье	pols
фагот	fagot
обречена	verdoemd
обречена	gedoemd
презрением	minachting
тяготы	ontberingen
чоп	hakken
закуски	hapjes
банкиров	bankieren
банкиров	bankiers
пассивно	passief
охотился	opgejaagd
охотился	gejaagd
крепче	strakker
крепче	krachtiger
крепче	sterker
портфолио	portefeuille
дезертирство	desertie
красавчик	knap
красавчик	knappe
тост	toost
морфина	morfine
конфискация	confiscatie
конфискация	verbeurdverklaring
пересек	overschreden
пересек	gekruist
пересек	overgestoken
пересек	gekruiste
неисправностей	defecten
неисправностей	storingen
сифилис	syfilis
пугало	vogelverschrikker
вербовки	aanwerving
вербовки	rekrutering
вербовки	werving
каннибализм	kannibalisme
суета	ijdel
суета	ijdelheid
лодж	loge
фаланга	falanx
хрущев	chroesjtsjov
шмель	hommel
жадность	hebzucht
жадность	gierigheid
шелка	zijde
боеголовок	kernkoppen
сепаратистских	separatisten
сепаратистских	separatistische
медалист	medaillewinnaar
кровоизлияние	bloeding
кровоизлияние	bloedingen
тригонометрических	goniometrische
доминиканцы	dominicanen
напряженной	gespannen
галли	geul
неопределенный	onbepaald
решимость	bepaling
решимость	oplossen
решимость	vastberadenheid
отставания	achterstanden
отставания	achterstand
афганцев	afghanen
обидел	beledigd
обидел	beledigde
отметило	genoteerd
отметило	opgemerkt
имплантации	implantatie
предателей	verraders
устный	oraal
устный	mondeling
устный	mondelinge
гермиона	hermelien
фокусник	magiër
фокусник	goochelaar
фокусник	tovenaar
фокусник	illusionist
дент	deuk
бананов	bananen
бананов	banaan
лесбиянка	lesbiennes
лесбиянка	lesbisch
лесбиянка	lesbienne
лесбиянка	lesbische
лесбиянка	lesbo
пьяница	dronkaard
пьяница	dronkenlap
карабины	karabijnen
преувеличение	overdrijving
преувеличение	overdrijven
сердечные	hartelijke
сердечные	hartelijk
компромиссы	compromissen
бомбили	gebombardeerd
лайм	limoen
лайм	kalk
реалистично	realistisch
реалистично	realistische
карнизом	dakrand
изолированы	geïsoleerd
изолированы	geïsoleerde
подписавшие	ondertekenaars
яблочный	appel
пролетарий	proletarische
кисты	cysten
геодезической	geodetische
приюты	schuilplaatsen
забвение	vergetelheid
отсталости	onderontwikkeling
отсталости	achterstand
жизнеспособность	levensvatbaarheid
жизнеспособность	levensvatbare
жизнеспособность	vitaliteit
жизнеспособность	levensvatbaar
гуманисты	humanisten
обнародован	afgekondigd
кальвинизм	calvinisme
коллизия	conflicten
непальский	nepalees
фрс	gevoed
тротуары	trottoirs
тибетцев	tibetanen
биплан	tweedekker
полимер	polymeren
полимер	polymeer
байкеры	motorrijders
соусы	sauzen
игрушку	speelgoed
игрушку	speeltje
дисфункции	disfunctie
пинки	pink
подозреваемые	verdachten
гробовщик	begrafenisondernemer
запросили	aangevraagd
запросили	gevraagde
запросили	opgevraagd
запросили	aangevraagde
запросили	verzocht
запросили	gevraagd
дервиш	derwisj
благодарны	dankbaar
лосося	zalm
оптически	optisch
разрушительные	destructief
разрушительные	verwoestende
разрушительные	vernietigende
разрушительные	vernietigend
разрушительные	verwoestend
разрушительные	destructieve
запорожские	zaporozje
барбер	kapper
нищета	armoede
эскалаторов	roltrap
эскалаторов	roltrappen
частотность	frequentie
тиморе	timorese
ординариат	ordinariaat
обновлен	geactualiseerd
обновлен	bijgewerkt
конкурентоспособность	concurrentievermogen
конкурентоспособность	concurrentiepositie
одержимый	obsessief
одержимый	obsessieve
одержимый	obsessie
одержимый	bezeten
одержимый	geobsedeerd
физиологически	fysiologisch
кахетии	kachetië
патологоанатом	patholoog
произведенные	produceerde
произведенные	geproduceerde
произведенные	geproduceerd
похитителей	ontvoerders
потребляют	consumeren
удивил	verraste
удивил	verbaasde
удивил	verbaasd
удивил	verrast
бессознательное	onderbewustzijn
бессознательное	bewusteloosheid
миллионный	miljoenste
пригодность	geschiktheid
опустошил	geleegd
сломался	brak
сломался	blut
сломался	gebroken
причёска	kapsel
причёска	knippen
спички	wedstrijden
спички	lucifers
коморских	comoren
маше	maché
индексации	indexering
индексации	indexeren
пиджак	jas
пиджак	jasje
ипотечных	hypotheken
ипотечных	hypotheek
троцкисты	trotskisten
кинжалы	dolken
урологии	urologie
свисток	fluitje
свисток	fluit
свисток	fluiten
разоблачить	ontmaskeren
разоблачить	blootstellen
разоблачить	openbaren
биофизика	biofysica
адреналин	adrenaline
интерактивного	interactief
интерактивного	interactieve
колыбели	wieg
беспрецедентный	ongekend
беспрецедентный	ongekende
бамбук	bamboe
несчастным	ellendig
несчастным	miserabel
щелкунчик	notenkraker
кремации	cremeren
кремации	crematie
методично	methodisch
демаркации	afbakening
блины	pannenkoeken
куртку	jas
куртку	jasje
фармаколог	farmacoloog
баржа	schuit
баржа	sloep
кассе	uitchecken
кассе	kassa
кассе	afrekenen
бесполезный	nutteloos
бесполезный	zinloos
бесполезный	waardeloos
бесполезный	onbruikbaar
бесполезный	waardeloze
суеверия	bijgeloof
кантонский	kantonees
контраргумент	tegenargument
провалы	mislukkingen
украденные	gestolen
протез	prothese
паранойя	paranoia
паранойя	paranoïde
диоклетиан	diocletianus
отпраздновать	vieren
карманы	zakken
делителей	delers
обменов	uitwisselingen
обменов	uitwisseling
хмель	hop
бент	krom
бент	gebogen
хореографическая	choreografische
пастбище	weiden
пастбище	weiland
пастбище	grasland
вымогательство	afpersing
вкладка	tabblad
калейдоскоп	caleidoscoop
евнухов	eunuchen
профи	profs
профи	professionals
клэй	klei
альманахи	almanakken
иронично	ironische
иронично	ironie
иронично	ironisch
гималайский	himalaya
бюджеты	begrotingen
бюджеты	budgetten
сексологии	seksuologie
автомобилистов	automobilisten
отключена	gehandicapten
отключена	invalide
отключена	uitgeschakeld
отключена	gehandicapt
отключена	gehandicapte
атрофия	atrofie
беспристрастно	onpartijdig
беспристрастно	onpartijdige
патрули	patrouilles
патрули	patrouilleren
гипноз	hypnose
шоколадный	chocolade
шоколадный	chocola
аптеке	drogist
аптеке	drogisterij
аптеке	apotheek
фотоны	fotonen
брутто	bruto
красавец	knap
красавец	knappe
теософия	theosofie
квалифицированный	gekwalificeerd
квалифицированный	geschoolde
квалифицированный	geschoold
квалифицированный	gekwalificeerde
бесполезна	zinloos
бесполезна	waardeloos
бесполезна	onbruikbaar
бесполезна	nutteloos
апельсин	oranje
апельсин	sinaasappel
криптографические	cryptografische
стрекозы	libellen
помнишь	onthoud
циклоп	cycloop
несовместимости	onverenigbaarheid
подрывной	storend
подрывной	subversieve
артрит	artritis
оптом	groothandel
геоморфологии	geomorfologie
квот	quotum
квот	contingent
квот	contingenten
квот	quota
питчер	werper
кодировка	tekenset
ожидаю	verwacht
ожидаю	verwachten
циклических	cyclisch
циклических	cyclische
филателист	filatelist
мобилизовать	mobiliseren
чашка	beker
чашка	kopje
радиоактивности	radioactiviteit
шакал	jakhals
соблазняет	verleidt
палочку	toverstok
палочку	toverstaf
мгновения	momenten
мгновения	ogenblikken
сажи	roet
секторы	sectoren
ненавидеть	haat
ненавидеть	haten
ненавидеть	hekel
горбун	bochel
горбун	gebochelde
эквиваленты	equivalenten
эквиваленты	equivalent
благородная	nobel
благородная	edele
благородная	edel
благородная	nobele
соблазн	verleiding
соблазн	verleidingen
дьяволы	duivels
биографов	biografen
почувствовала	vilt
почувствовала	voelden
почувствовала	gevoeld
почувствовала	voelde
одержимость	obsessie
одержимость	obsessies
внеземной	buitenaardse
внеземной	buitenaards
одиноко	eenzame
одиноко	eenzaam
одиноко	eenzaamheid
лакей	lakei
каротин	caroteen
полиэтилена	polyethyleen
икт	ict
сборщиков	verzamelaars
привлекательный	aantrekkelijke
привлекательный	aantrekkelijk
фанатизма	fanatisme
фанатизма	onverdraagzaamheid
воздержание	onthouding
дровосек	houthakker
концептуально	conceptueel
нотариус	notaris
исходящие	uitgaand
исходящие	uitgaande
бейс	baaien
родня	verwanten
выпаса	grazen
сапожник	schoenmaker
неповиновение	ongehoorzaamheid
референдумов	referenda
аэродинамика	aerodynamica
истрия	istrië
майские	mei
майские	moge
майские	mogen
майские	mag
раскаяние	berouw
раскаяние	wroeging
бензопилой	kettingzaag
мертв	dood
мертв	doods
половинки	helften
очищен	gereinigd
дуализм	dualisme
складка	vouw
добросовестность	integer
добросовестность	integriteit
пословица	gezegde
пословица	spreekwoord
альдегидов	aldehyden
излишки	overmatig
излишки	overmaat
излишки	overschotten
излишки	overschot
излишки	overdaad
напиши	schrijven
напиши	schrijf
посещающих	bijwonen
крошки	kruimels
крошки	broodkruimels
физиотерапии	fysiotherapie
гостеприимство	gastvrijheid
волшебства	tovenarij
сохранен	gered
сохранен	bewaard
сохранен	opgeslagen
спала	sliep
спала	geslapen
отсортированы	gesorteerd
панчо	poncho
односторонние	eenzijdige
односторонние	unilaterale
односторонние	eenzijdig
односторонние	unilateraal
агрессивности	agressiviteit
сознался	bekende
якуты	jakoeten
чердак	zolder
апостроф	apostrof
непобедимый	ongeslagen
диктует	dicteren
диктует	dicteert
рыжих	roodharigen
рыжих	roodharige
намеки	wenken
ассоциированные	geassocieerde
ассоциированные	geassocieerd
архитектур	architecturen
бензола	benzeen
империализм	imperialisme
галилеи	galilea
невероятная	ongelooflijk
невероятная	onvoorstelbaar
невероятная	ongelofelijk
биофизик	biofysicus
приятная	aangename
приятная	aangenaam
машинка	schrijfmachine
машинка	typemachine
мышьяк	arsenicum
мышьяк	arseen
колбаса	worstjes
колбаса	worst
улов	vangen
улов	vangst
улов	vang
электрохимии	elektrochemie
промоутер	promotor
мята	munt
палачи	beulen
кораллы	koralen
кораллы	koraal
свинина	varkensvlees
опубликование	publikatie
опубликование	publicatie
опубликование	bekendmaking
лосось	zalm
радиологии	radiologie
бездомным	daklozen
бездомным	dakloze
бездомным	dakloos
хлам	troep
хлам	rommel
заморозить	stilzetten
заморозить	bevriezen
сэндвич	boterham
сэндвич	broodje
бесплодные	onvruchtbaar
бесплодные	onvruchtbare
четырёхугольник	vierhoek
милостыню	aalmoes
милостыню	aalmoezen
обвинитель	aanklager
обвинитель	procureur
лаков	vernis
широкополосного	breedband
гарантировано	gegarandeerde
гарантировано	gegarandeerd
гарантировано	gewaarborgd
говядина	rundvlees
укусы	beten
укусы	bijt
укусы	happen
ораторы	luidsprekers
ораторы	sprekers
гении	geniaal
гении	genieën
гении	genie
неэффективно	inefficiënt
неэффективно	ineffectief
неэффективно	inefficiënte
застой	stagnatie
застой	impasse
застой	patstelling
трубачи	trompettisten
пень	stomp
вдовец	weduwnaar
свалке	schroothoop
эпистемология	epistemologie
арлекин	harlekijn
зоопарков	dierentuinen
уловка	truc
уловка	list
уловка	truuk
жалюзи	jaloezieën
шлюпке	reddingsboot
шлак	slak
шлак	slakken
берите	nemen
берите	neem
балатон	balatonmeer
монсеньор	monseigneur
асбеста	asbest
инвалидность	arbeidsongeschiktheid
инвалидность	handicap
инвалидность	handicaps
инвалидность	invaliditeit
новаторов	vernieuwers
мятежей	muiterijen
звонил	gebeld
звонил	genoemd
звонил	belde
мусоргский	moessorgski
эвтаназии	euthanasie
бюрократических	bureaucratische
бюрократических	bureaucratisch
крючком	gehaakt
розыгрыши	grappen
соты	honingraat
приемник	ontvanger
свёртывания	stolling
зимородок	ijsvogel
ливийская	libische
коляски	kinderwagens
беатификации	zaligverklaring
циркуляр	cirkelvormige
циркуляр	circulaire
ослабляет	verzwakt
капусту	kool
счастливчик	gelukkig
счастливчик	geluk
зугдиди	zoegdidi
анимизм	animisme
китообразных	walvisachtigen
испортил	verpest
испортил	verwend
испортил	geruïneerd
лапу	poot
лапу	pootje
дилеров	handelaren
дилеров	handelaars
сука	kreng
сука	teef
сука	trut
качели	swingen
качели	schommel
осторожнее	voorzichtig
таверне	herberg
таверне	taverne
катализ	katalyse
суровое	ernstige
суровое	ernstig
суровое	streng
играй	spelen
играй	afspelen
играй	speel
благочестие	vroomheid
нарушители	indringers
нарушители	overtreders
коннотации	connotaties
халифов	kaliefen
докажет	bewijst
лодыжки	enkels
лодыжки	enkel
голодный	hongerig
голодный	hongerige
голодный	honger
учитесь	leren
учитесь	leer
эмуляции	emulatie
корки	korsten
абрикос	abrikoos
абрикос	abrikozen
итераций	iteraties
неэффективность	inefficiëntie
неэффективность	ineffectief
оптимизма	optimisme
превосходная	uitstekende
превосходная	uitmuntend
коготь	klauw
попалась	gepakt
попалась	gevangen
попалась	betrapt
попалась	gevat
попалась	gesnapt
попалась	hebbes
радиация	straling
радиация	bestraling
сеток	netten
талантливая	talentvol
талантливая	getalenteerd
талантливая	getalenteerde
талантливая	talentvolle
тиранов	tirannen
ротари	roterende
двенадцатой	twaalfde
вакансий	vacatures
цветет	bloeit
тарелка	bord
тарелка	plaat
тарелку	bord
тарелку	plaat
последовательная	consequent
последовательная	consistente
последовательная	sequentiële
банан	bananen
банан	banaan
абсурдности	absurditeit
активизировать	intensiveren
активизировать	activeren
продуктивным	productief
продуктивным	productieve
заклятие	spreuk
заклятие	betovering
сандалии	sandalen
графствах	provincies
опыления	bestuiving
сидение	zittend
сидение	zittende
изомеров	isomeren
регулируемый	verstelbaar
регулируемый	instelbare
регулируемый	verstelbare
распределять	verdelen
распределять	verspreiden
распределять	uitdelen
распределять	distribueren
надежные	betrouwbaar
надежные	betrouwbare
халат	kamerjas
халат	japon
халат	gewaad
держите	vasthouden
пиратством	piraterij
вставили	geplakt
неудачник	mislukkeling
неудачник	verliezer
развернуты	ingezet
дураки	dwazen
тревожный	alarmerend
тревожный	verontrustend
тревожный	angstig
тревожный	storend
месячные	maandelijkse
месячные	maandelijks
ожидаемое	verwachte
ожидаемое	verwacht
ожидаемое	verwachtte
жаворонки	leeuweriken
отвлекаться	afgeleid
отвлекаться	afleiding
отвлекаться	afleidingen
трущоб	achterbuurt
трущоб	sloppenwijk
трущоб	sloppenwijken
гончая	jachthond
сенсорные	sensorische
сенсорные	zintuiglijke
восхищается	bewondert
восхищается	bewonderd
эвенки	evenken
водоворот	draaikolk
неврологические	neurologisch
неврологические	neurologische
искоренить	uitroeien
медальоны	medaillons
незаконная	illegaal
незаконная	illegale
незаконная	onwettig
ликвидности	liquiditeiten
ликвидности	liquiditeit
информативный	informatief
информативный	informatieve
адская	helse
адская	hels
переосмысление	heroverwegen
переосмысление	heroverweging
бурундук	eekhoorn
фокусы	trucs
фокусы	kunstjes
фокусы	trucjes
дышит	ademen
дышит	ademhalen
дышит	ademhaling
мормоны	mormonen
крючки	haken
раздражать	ergeren
зарядка	lader
фотка	foto
отчетность	rapporteren
отчетность	rapportage
отчетность	verantwoording
отчетность	verslaglegging
отчетность	verantwoordelijkheid
изящно	gracieus
электромеханического	elektromechanische
кассир	caissière
кассир	kassier
папку	map
грохот	gerommel
грохот	rammelen
хартум	khartoem
миллиардеров	miljardairs
титаны	titanen
холоднее	kouder
маневры	manoeuvres
украсили	gedecoreerd
украсили	ingericht
украсили	versierd
прихоти	gril
антигенов	antigenen
антигенов	antigeen
проголосовала	gestemd
проголосовала	stemde
гизе	gizeh
катастрофические	catastrofale
катастрофические	catastrofaal
катастрофические	rampzalige
катастрофические	rampzalig
демократически	democratisch
исчерпывающим	uitputtende
исчерпывающим	uitputtend
троянцы	trojanen
микробов	microben
микробов	microbiële
противно	walgelijk
противно	akelig
противно	nare
противно	smerig
зороастризм	zoroastrisme
крошечные	piepklein
полиграф	leugendetector
толстяк	vette
скупой	gierig
найди	zoek
найди	vinden
найди	vind
лемур	maki
поклоняться	aanbidding
поклоняться	aanbidden
поклоняться	verering
прицепов	aanhangwagens
сознавая	bewustzijn
сознавая	bewust
сознавая	bewuste
доброту	vriendelijkheid
литургической	liturgische
оживления	reactivering
переносных	draagbaar
переносных	draagbare
карбюратор	carburateur
недопонимание	onbegrip
недопонимание	misverstand
недопонимание	miscommunicatie
недопонимание	misverstanden
свитер	trui
смеялся	gelachen
смеялся	lachte
смеялся	lachten
избегайте	vermijdt
избегайте	vermijd
избегайте	vermijden
избегайте	voorkom
очарован	betoverd
очарован	betoverde
очарован	gecharmeerd
приобретений	acquisitie
приобретений	overnames
доверяли	vertrouwd
доверяли	vertrouwden
доверяли	vertrouwde
распыления	sproeien
распыления	spuiten
распыления	besproeien
преднамеренное	weloverwogen
преднамеренное	opzettelijke
преднамеренное	opzettelijk
смешивание	vermenging
смешивание	mengen
смешивание	menging
безнадежно	hopeloze
безнадежно	hopeloos
впечатляющий	indrukwekkend
впечатляющий	indrukwekkende
мегапикселей	megapixel
ровные	glazig
подделок	vervalsingen
донор	donateur
честная	eerlijke
честная	eerlijk
дисбаланс	onbalans
дисбаланс	onevenwichtigheid
гомеопатии	homeopathie
фатимидский	fatimiden
мирра	mirre
морфем	morfemen
почка	nier
почка	nieren
напоминания	herinnering
напоминания	herinneringen
федералистов	federalistische
навоз	mest
конденсаторы	condensatoren
реалисты	realisten
молится	bidden
молится	bidt
уккел	ukkel
наполняет	vult
гарантирую	gegarandeerde
гарантирую	gegarandeerd
гарантирую	gewaarborgd
любовниц	minnaressen
сдержанность	terughoudendheid
пеппер	peper
пеппер	paprika
эмиратах	emiraten
хроматина	chromatine
кольт	veulen
полярности	polariteit
астрологи	astrologen
шик	sjiek
шик	chique
интерполяции	interpolatie
соотечественники	landgenoten
новизны	nieuwigheid
фосфаты	fosfaat
фосфаты	fosfaten
вывески	bewegwijzering
витрины	vitrines
мэтр	takel
кёрлингист	corlaer
привлекательная	aantrekkelijke
привлекательная	aantrekkelijk
стесняется	verlegen
савиных	savinych
подозрительные	verdachte
подозрительные	verdacht
подозрительные	wantrouwend
подозрительные	achterdochtig
подозрительные	wantrouwig
фазан	fazant
питательной	voedzaam
хищение	verduistering
сформулированные	geformuleerd
сформулированные	geformuleerde
ожог	verbranden
ожог	brand
ожог	branden
хильперик	chilperik
прения	debatten
прения	discussie
прения	debat
прения	discussies
практиков	beoefenaars
практиков	uitvoerders
идеологий	ideologieën
подчеркнуто	onderstreepte
подчеркнуто	benadrukt
подчеркнуто	benadrukte
подчеркнуто	onderstreept
подчеркнуто	gestrest
кардиолог	cardioloog
эндокринологии	endocrinologie
гончаровой	gontsjarova
тети	tantes
рейхскомиссариат	rijkscommissariaat
бездну	afgrond
мастурбации	masturberen
мастурбации	masturbatie
сисси	sissi
сисси	mietje
пилат	pilatus
зум	inzoomen
зум	zoomen
полузащите	middenveld
домициан	domitianus
менталитет	mentaliteit
ковалевская	kovalevskaja
лиллиан	lilian
энеида	aeneis
мучительно	ondraaglijk
конвергенции	convergentie
воссоединились	herenigd
санитар	hospik
одобряю	goedkeuren
империалистической	imperialistische
колониализма	kolonialisme
мезорегион	mesoregio
срочная	spoed
срочная	dringend
срочная	urgentie
алкоголик	alcoholist
алкоголик	alcoholische
бархат	fluweel
бархат	fluwelen
запутать	verwar
запутать	verwarren
порнографических	pornografische
дятлы	spechten
сомневались	twijfelde
сомневались	betwijfelde
сомневались	twijfelden
вооруженная	gewapende
вооруженная	gewapend
вооруженная	bewapend
сорвана	verijdeld
синтезирован	gesynthetiseerd
прилетели	vloog
прилетели	vlogen
прилетели	gevlogen
парниковых	serre
парниковых	broeikas
парниковых	kas
чулки	kousen
чулки	kous
подверженных	geneigd
неловко	onhandig
неловко	ongemakkelijk
неловко	beschamend
неловко	gênant
водотока	waterloop
правдоподобно	plausibel
правдоподобно	geloofwaardig
правдоподобно	plausibele
правдоподобно	aannemelijke
правдоподобно	aannemelijk
гарантом	garant
гарантом	borg
местообитаний	habitat
аврелиан	aurelianus
истерии	hysterie
мандарин	mandarijn
запахи	geuren
запахи	ruikt
нажимает	persen
мошенников	bedriegers
плиоцена	plioceen
ночами	nachten
ночами	overnachtingen
именительный	nominatief
осаждения	depositie
осаждения	getuigenverklaring
осаждения	getuigenis
осаждения	afzetting
пою	zang
пою	gezang
пою	zingen
снегопад	sneeuwstorm
снегопад	sneeuwval
тюльпаны	tulpen
прицепные	vlegel
откровенность	openhartigheid
ампутации	amputatie
бискайя	biskaje
страховщиков	verzekeraars
карповых	karperachtigen
секреция	secretie
сбоев	verstoringen
объятия	knuffels
объятия	omarmen
объятия	omhelzen
объятия	knuffel
объятия	knuffelen
объятия	omhelzing
объятия	omhels
пасынок	stiefzoon
микрон	micron
анкеты	vragenlijst
анкеты	vragenlijsten
круп	kroep
ястребы	haviken
стер	gewist
стер	uitgewist
козел	geiten
козел	geit
прелести	charmes
ценителей	kenners
трус	lafaard
одобрить	goedkeuren
косвенной	indirecte
косвенной	onrechtstreeks
матрона	hoofdzuster
расстроен	gefrustreerd
расстроен	gefrustreerde
расстроен	overstuur
импичмента	afzetting
сломана	verbroken
сломана	kapot
сломана	gebroken
взимается	opgeladen
взимается	geladen
взимается	geheven
взимается	aangeklaagd
примат	voorrang
концептуальных	conceptuele
концептуальных	conceptueel
метаболические	metabolische
метаболические	metabole
универсальности	universaliteit
дифтонг	tweeklank
кольцевого	ringvormige
отклоняться	afwijken
сауда	saoed
мясник	slager
мясник	slachter
плакал	riepen
плакал	riep
плакал	huilde
осложнение	complicatie
шрамы	littekens
настойчивые	hardnekkig
настойчивые	aanhoudende
настойчивые	aanhoudend
настойчивые	volhardend
настойчивые	hardnekkige
отдаю	geven
затылочной	occipitale
лавина	lawine
пайки	rantsoen
пайки	rantsoenen
ежей	egels
искренние	welgemeende
искренние	oprecht
искренние	oprechte
знаменитость	beroemde
знаменитость	beroemdheden
знаменитость	beroemd
знаменитость	beroemdheid
знаменитость	bekendheid
бальзам	balsem
бальзам	zalf
жадный	gulzig
жадный	hebzuchtig
предсказано	voorspeld
горд	fier
горд	trots
горд	trotse
погашение	terugbetaling
погашение	aflossing
баллистики	ballistiek
дасти	stoffige
дасти	stoffig
резинки	condooms
предостережение	voorzichtigheid
предостережение	waarschuwing
ступеньки	trappen
ступеньки	treden
ступеньки	stappen
ступеньки	stapjes
ступеньки	trap
тётушка	tante
нищие	bedelaars
энтомологическое	entomologische
махинации	streken
азимут	azimut
блант	botte
блант	stompe
блант	stomp
двойников	dubbelgangers
рассмотрели	beoordeeld
рассмотрели	herzien
мужественный	mannelijk
топонимии	toponymie
сатрап	satraap
инфинитив	infinitief
троцкистской	trotskistische
талисманы	mascottes
почтенный	eerbiedwaardige
щедрость	vrijgevig
щедрость	royaal
щедрость	gul
щедрость	premie
щедрость	gulle
щедрость	vrijgevigheid
щедрость	genereus
брусилов	broesilov
крестили	gedoopt
максимиан	maximianus
резцов	snijtanden
уикенд	weekeinde
уикенд	weekendje
лопаты	schoppen
многоцелевых	multifunctionele
каджар	kadjar
кружева	kant
кружева	kanten
контрабандистов	smokkelaars
отвратительно	weerzinwekkend
отвратительно	walgelijk
растворимости	oplosbaarheid
скуки	verveling
ухожу	vertrekken
ухожу	weggaan
креационизм	creationisme
стабилизаторы	stabilisatoren
бизон	bizons
позолоченной	vergulde
позолоченной	verguld
введите	invoeren
тонкость	subtiliteit
хомяк	hamsters
тюнинг	afstemmen
тюнинг	afstellen
хезер	heide
утопить	verdrinken
внимательным	attente
внимательным	attent
внимательным	aandachtig
либерализация	liberalisatie
либерализация	vrijmaking
либерализация	liberalisering
безошибочно	onmiskenbare
безошибочно	onmiskenbaar
колдуны	goochelaars
колдуны	tovenaars
уважали	gerespecteerd
шлюпку	sloep
шлюпку	bootje
древолаз	muisspecht
контрабанда	smokkelwaar
контрабанда	smokkel
контрабанда	smokkelen
турбулентность	turbulentie
окопах	loopgraven
семенной	zaad
семенной	zaden
семенной	zaaizaad
семенной	zaaigoed
подтвердите	bevestigen
подтвердите	bevestig
узаконить	legitimeren
бессточные	endoreïsch
единообразно	gelijkmatig
гармонический	harmonische
гармонический	harmonisch
нейронные	neurale
аукционов	veilingen
разбивка	uitsplitsing
разбивка	indeling
разбивка	verdeling
спонтанное	spontaan
спонтанное	spontane
бедуинов	bedoeïenen
черника	bosbessen
увековечена	vereeuwigd
измельчения	versnipperen
братец	broer
братец	broertje
братец	broeder
прыгнуть	springen
прыгнуть	spring
прыгнуть	sprong
фоллс	watervallen
фоллс	waterval
фоллс	valt
фоллс	vallen
свечу	kaarsje
свечу	kaars
платки	hoofddoeken
платки	zakdoeken
ремастеринг	geremasterde
пептиды	peptiden
душит	wurgen
ремиссии	kwijtgescholden
ремиссии	kwijtschelding
ремиссии	remissie
смелая	moedig
смелая	dappere
смелая	dapper
футуризм	futurisme
эгоизм	egoïsme
сонной	slaperig
предвидел	voorzagen
предвидел	voorzag
горб	bochel
патогенных	pathogene
наказал	gestraft
наказал	bestraft
вспять	omkeren
вспять	omgekeerd
вспять	achteruit
вспять	omgekeerde
жалость	jammer
жалость	medelijden
взвешенный	gewogen
бельгийцы	belgen
фосфорилирование	fosforylering
мистицизм	mystiek
прогрессивное	progressieve
прогрессивное	progressief
прогрессивное	vooruitstrevend
полотенце	handdoek
пэтси	zondebok
заложник	gijzelaar
заложник	gegijzeld
заложник	gegijzelde
якорей	ankers
проинформировал	ingelicht
волкодав	wolfshond
амбары	schuren
елизаветинской	elizabethaanse
валуны	keien
предсезонных	voorseizoen
должников	debiteuren
эллипс	ellips
разрушительное	destructief
разрушительное	vernietigende
разрушительное	vernietigend
разрушительное	verwoestend
разрушительное	destructieve
галактический	galactische
поглотить	absorberen
ведра	emmers
знай	weten
знай	weet
мертвый	dood
мертвый	doods
боксировал	bokste
коммерциализации	commercialisering
таракан	kakkerlak
плодотворный	vruchtbare
плодотворный	vruchtbaar
повестка	dagvaarden
повестка	dagvaarding
надгробии	grafsteen
сантиметр	centimeter
мамочка	mammie
мамочка	mama
мамочка	mamma
мамочка	mummie
сарматы	sarmaten
девальвации	devaluatie
хрупкий	broos
хрупкий	fragiel
хрупкий	breekbaar
хрупкий	kwetsbaar
ужгородский	oezjhorod
хлориды	chloriden
порочный	vicieuze
друзов	druzen
реликвия	erfstuk
реликвия	relikwie
неодобрение	afkeuring
умри	sterf
умри	sterven
отпущения	zondebok
сбои	verstoringen
чучела	gevuld
чучела	opgevuld
чучела	gevulde
пакту	convenant
пакту	verbond
этруски	etrusken
суки	teven
диктовать	dicteren
ценообразования	prijzen
ценообразования	prijsstelling
подросткам	tienerjaren
подросткам	tieners
красотка	prachtig
красотка	schitterend
криптоанализ	cryptoanalyse
швабский	zwabische
спасатель	badmeester
всемогущий	almachtige
митчел	mitchel
неминуемой	dreigend
лимузин	limousine
эксплуатируемых	uitgebuit
эксплуатируемых	geëxploiteerd
грааль	graal
передатчики	zenders
энтузиаст	liefhebber
вычитание	aftrekken
новаторский	innovatief
новаторский	vernieuwend
новаторский	innovatieve
гуш	ontspringen
бритва	scheermes
притягивает	aantrekt
силиконовой	siliconen
