que	那個
monedero	皮夾
monedero	手提包
gorriones	麻雀
perrito	小狗
emboscadas	伏擊
azote	禍害
vergonzoso	尷尬
adinerado	富有
adinerado	富裕
bromo	溴
saltamontes	蚱蜢
hipopótamo	河馬
purificar	淨化
purificar	純化
ecografía	超聲波
burócrata	官僚
macetas	壺
macetas	鍋
inanición	飢餓
anticipo	預支
flagrante	公然
flagrante	明目張膽
uretra	尿道
rotativa	旋轉
confortable	舒適
confortable	舒服
suavizar	軟化
suavizar	平滑
profesionalidad	專業
estufa	灶
estufa	爐子
estufa	火爐
estufa	爐
medusas	水母
diurético	利尿
diurético	利尿劑
deuterio	氘
guisantes	豌豆
clavícula	鎖骨
papeletas	選票
analogías	類比
engañando	欺騙
engañando	作弊
vegetariano	吃素
vegetariano	素食
hipotensión	低血壓
pupilas	瞳孔
vajilla	中國
relojería	時鐘
relojería	鐘錶
interes	利息
interes	興趣
adaptable	適應性
afloramiento	露頭
enmendar	修正
normalizada	正常化
inadecuadas	不足
lisina	賴氨酸
transfusión	輸血
braza	蛙泳
adicta	上癮
revólveres	左輪手槍
inorgánico	無機
apretar	擠
apretar	收緊
apretar	擠壓
aerosol	噴
aerosol	噴霧
señuelo	誘餌
señuelo	引誘
justiciero	民團
limusina	轎車
remolques	拖車
diapositivas	幻燈片
chalets	別墅
jorobado	駝背
familiarizados	熟悉
prófugo	逃犯
alimentando	進食
alimentando	餵養
alimentando	餵食
parachoques	保險槓
proporcionales	比例
superávit	剩餘
superávit	順差
superávit	過剩
superávit	盈餘
caballete	畫架
represivas	鎮壓
grosero	粗魯
transformadores	變壓器
presagio	預兆
remodelar	改造
cualificación	資歷
cualificación	資格
arrebatar	搶奪
desglose	明細
desglose	擊穿
enajenación	讓渡
enajenación	處置
enajenación	疏離
enajenación	疏遠
enajenación	處分
teca	柚木
deliciosa	好吃
deliciosa	美味
balística	彈道
corrupta	腐敗
ansia	渴望
ansia	渴求
ansia	饞
interrogantes	問題
soplo	雜音
mechas	保險絲
diversificar	多元化
diversificar	多樣化
dividendos	分紅
dividendos	股息
dividendos	紅利
acné	粉刺
estandar	標準
oxidado	生鏽
principiante	初學者
principiante	新手
entalpía	焓
enojada	生氣
enojada	憤怒
enojada	怒
confirmo	證實
confirmo	確認
toalla	浴巾
toalla	毛巾
inventiva	發明
fricciones	摩擦
fricciones	摩擦力
fricciones	磨擦
valorización	復蘇
valorización	復原
valorización	回收
valorización	恢復
valorización	康復
ración	配給
ración	口糧
suprarrenal	腎上腺
empeoramiento	惡化
hinojo	茴香
folículos	卵泡
problemáticos	困擾
barricada	路障
pragmático	務實
introspección	反省
hermosura	美容
hermosura	美女
hermosura	美
hermosura	美人
dictámenes	意見
inclusivo	包容性
inclusivo	包容
virtuosa	良性
nicotina	尼古丁
consideremos	考慮
posicion	立場
posicion	位置
posicion	職位
canas	灰色
canas	灰
escalando	登山
clarificar	澄清
invalidez	殘疾
invalidez	殘障
invalidez	傷殘
fortificar	加固
salino	鹽水
desactivada	殘疾
sincronizar	同步
superestrella	巨星
borrosa	模糊
borrosa	模糊不清
pasajera	乘客
pasajera	旅客
poliéster	聚酯
traumas	創傷
traumas	外傷
extinguir	撲滅
disturbio	擾動
windsurf	衝浪
dañina	有害
ciruelas	梅花
ciruelas	李子
voluntades	遺囑
voluntades	意志
cefalea	頭痛
cefalea	頭疼
pronunciados	發音
equivalencias	等效
equivalencias	等值
honradez	誠信
honradez	誠實
onza	盎司
óptimos	最佳
óptimos	最優
apoteosis	神化
débito	借方
dietética	節食
dietética	減肥
dietética	膳食
dietética	飲食
embellecimiento	美化
encajes	花邊
encajes	蕾絲
remesas	匯款
centrífuga	離心
centrífuga	離心機
pitón	蟒
pitón	巨蟒
pitón	蟒蛇
consumos	消耗
consumos	消費
consumos	消費量
termo	保溫瓶
desequilibrios	不平衡
secuestrador	綁匪
delicioso	好吃
delicioso	美味
cesio	銫
solicitantes	申請者
coseno	餘弦
coseno	余弦
entusiasmado	興奮
entusiasmado	激動
entusiasmado	熱心
adultez	成年
alcanzadas	已達到
empobrecido	枯竭
tire	拉
fdi	國防軍
superpotencia	超級大國
oprimidos	被壓迫
oprimidos	受壓迫
gamas	範圍
gamas	幅度
nevera	冰箱
envenenada	中毒
alarde	自誇
hipo	打嗝
guarderías	托兒所
guarderías	苗圃
ampliados	擴大
entretenida	娛樂
lentejas	扁豆
plegarias	祈禱
plegarias	禱告
invisibilidad	隱身
escaneo	掃瞄
escaneo	掃描
baliza	燈塔
aislantes	隔熱
aislantes	絕緣
avergonzado	尷尬
suscripciones	訂閱
suscripciones	認購
atajos	捷徑
ictericia	黃疸
pudor	端莊
pudor	謙虛
catalítica	催化
arrendatarios	住戶
arrendatarios	租戶
arrendatarios	房客
inducidos	誘發
inducidos	誘導
exponencialmente	指數
matrona	助產士
raqueta	球拍
espanol	西班牙語
espanol	西班牙文
apretada	緊
colorida	色彩繽紛
incomodidad	不適
zumbido	嗡嗡
rupias	盧比
sucias	髒
sucias	臟
pibe	小孩
deliberación	審議
desmontar	下馬
desmontar	拆除
tacones	腳跟
tacones	高跟鞋
repollo	捲心菜
repollo	白菜
cualificado	合格
transitorias	過渡性
transitorias	短暫
bolera	保齡球
zonificación	區劃
cubeta	桶
cubeta	水桶
signatura	象徵
signatura	符號
investigue	調查
regalar	禮物
regalar	禮品
regalar	天賦
aterrizando	落地
aterrizando	著陸
aterrizando	登陸
aterrizando	降落
ampollas	起泡
ampollas	水泡
agallas	魚鰓
agallas	鰓
progresivos	進步
progresivos	逐步
progresivos	累進
progresivos	漸進
cestas	籃子
cestas	籃
granel	批量
granel	大宗
granel	散裝
escotilla	孵化
escotilla	艙門
perverso	邪惡
delegar	代表
avaro	貪錢
avaro	貪婪
avaro	貪心
avaro	貪
avaro	守財奴
limites	限額
limites	界線
limites	極限
limites	界限
limites	邊界
disipación	耗散
destacamos	突顯
destacamos	凸顯
desplome	倒塌
desplome	崩潰
desplome	折疊
durmientes	枕木
botines	靴
botines	靴子
fraudulenta	欺詐
lubricantes	潤滑劑
lubricantes	潤滑油
convenido	商定
convenido	議定
convenido	同意
silbido	吹口哨
silbido	吹哨
silbido	口哨
silbido	嘶
normalizar	正常化
exageradas	誇大
exageradas	誇張
victimas	受害者
victimas	受害人
médium	中等
médium	媒介
médium	通靈
médium	靈媒
médium	中型
médium	介質
transitorios	短暫
rodillo	滾筒
rodillo	滾輪
asco	呸
asco	惡心
asco	厭惡
asco	反感
prioritaria	優先
prioritaria	優先權
candelabro	吊燈
candelabro	燭台
certifica	認證
acecho	跟蹤
balanceo	搖滾
balanceo	擺動
balanceo	鞦韆
balanceo	搖動
balanceo	搖擺
balanceo	平衡
balanceo	均衡
devorar	吞食
burlar	規避
derrames	洩漏
derrames	溢位
derrames	灑
emparejamiento	配對
impactantes	震驚
espectrómetro	光譜儀
confusas	混淆
confusas	困惑
palancas	槓桿
verter	澆
brasas	餘燼
transnacional	跨國
facil	簡單
facil	容易
facil	輕鬆
filtrada	濾過
filtrada	過濾
filtrada	洩露
subconsciente	潛意識
talentosa	才華
mareos	眩暈
transnacionales	跨國
lilas	淡紫色
narcisista	自我陶醉
directriz	指令
directriz	準則
rábano	蘿蔔
hidruro	氫化
saturada	飽和
aldehído	醛
prospecto	傳單
prospecto	前景
desfilar	閱兵
desfilar	巡遊
desfilar	遊行
espanto	恐怖
substancia	物質
substancia	實質
alegar	懇求
limpiando	清潔
limpiando	打掃
limpiando	清洗
timbres	鐘聲
panal	蜂巢
conciso	簡明
conciso	簡潔
sanación	康復
sanación	醫治
sanación	治癒
sanación	療傷
alérgicas	過敏
estribo	鐙
deslizarse	滑翔
deslizarse	滑行
suéter	毛衣
moldeado	成型
moldeado	塑造
totalitario	極權主義
totalitario	極權
balazo	彈頭
balazo	子彈
confundiendo	混淆
confundiendo	困惑
recuerden	記住
baremo	規模
baremo	比例尺
unificados	統一
egoístas	自私
homogéneos	同質
dragado	疏濬
institutriz	家庭教師
tecnica	技巧
tecnica	技術
engañosa	誤導
ignorantes	無知
minusválidos	殘疾
minusválidos	殘障
arrugas	皺紋
arrugas	皺
símil	明喻
instantáneas	快照
instantáneas	即時
instantáneas	瞬間
pospuesto	推遲
analfabetos	文盲
armonización	統一
afinar	調音
afinar	調
suspiros	嘆息
palillos	筷子
equipajes	行李箱
equipajes	行李
alegremente	興高采烈
grillos	蟋蟀
mutilado	殘缺
pegamento	膠水
pegamento	膠
pegamento	黏膠
ventiladores	粉絲
naturalización	歸化
naturalización	入籍
sacudida	搖動
sacudida	發抖
sacudida	搖
sacudida	搖晃
sacudida	動搖
demoras	延遲
demoras	拖延
demoras	延誤
esquiva	難以捉摸
herbicidas	除草劑
emergiendo	新興
electrostática	靜電
ambiguas	模稜兩可
ambiguas	模糊
ambiguas	曖昧
quizas	也許
quizas	或許
fortaleciendo	加強
barquero	船夫
prepucio	包皮
alucinación	幻覺
maquina	機
maquina	機械
maquina	機器
ejecute	執行
carita	臉
carita	臉部
angelito	天使
selenio	硒
testículo	睪丸
aventurera	冒險
silbato	吹口哨
silbato	吹哨
silbato	口哨
ballenera	捕鯨
tostadas	吐司
tostadas	敬酒
tostadas	土司
irreversibles	不可逆
insinuaciones	影射
fumando	吸煙
incineración	焚燒
incineración	焚化
incineración	火葬
incineración	火化
incineración	焚化爐
hambrientos	飢餓
hambrientos	挨餓
hambrientos	餓死
hambrientos	餓
incalculable	無價之寶
incalculable	無價
mostrador	櫃台
hacinamiento	人滿為患
grifos	水龍頭
bahréin	巴林
atrévete	敢
licuado	液化
licuado	刨冰
decodificador	解碼器
pecador	罪人
soya	大豆
celeridad	速度
celeridad	速
detallando	詳述
expresas	特快
expresas	明示
expresas	快車
letrados	律師
arriesgar	風險
falsificaciones	造假
falsificaciones	偽造
falsificaciones	假冒
derrama	溢位
tráquea	氣管
formalidad	手續
balde	桶
balde	水桶
shangai	上海市
shangai	上海
reconciliar	調和
substancias	物質
refinados	精煉
inquebrantable	牢不可破
reversa	逆
reversa	反向
reversa	倒轉
reversa	反轉
reversa	扭轉
demandada	被告
demandada	被告人
boleta	選票
acertijos	益智
acertijos	謎題
acertijos	謎語
acertijos	拼圖
insecticida	殺蟲劑
bizcocho	餅乾
bizcocho	蛋糕
victima	受害者
victima	死者
victima	受害人
ineludible	不可避免
ineludible	無可避免
guapos	帥哥
guapos	帥
guapos	英俊
tartas	撻
tartas	蛋糕
acortado	縮短
insensible	麻木
insensible	麻木不仁
argón	氬
topos	鼴鼠
topos	痣
represivo	鎮壓
envíe	送出
subsecciones	小節
descriptivos	敘述
descriptivos	描述
bronceado	譚
bronceado	曬
bronceado	曬黑
bronceado	日光浴
rectitud	義
rectitud	正義感
esotérico	深奧
accion	動作
accion	行動
desechar	放棄
desechar	丟棄
desechar	捨棄
laminado	滾動
esterilidad	不孕症
esterilidad	不孕
omitiendo	省略
pelusa	棉絮
pelusa	絨毛
forestación	造林
adversidad	逆境
chismes	八卦
chismes	緋聞
chismes	閒話
chismes	流言蜚語
chismes	流言
dilución	稀釋
hemo	血紅素
zanahorias	胡蘿蔔
silicona	矽
suspiro	嘆氣
util	實用
util	有用
quiste	囊腫
chófer	駕駛員
chófer	司機
chófer	駕駛
totalitarismo	極權主義
totalitarismo	極權
inapropiada	不當
calumnia	誣蔑
calumnia	誹謗
calumnia	誹謗罪
bastardos	王八蛋
cervecerías	釀酒廠
modifique	更改
modifique	變更
modifique	修改
delirante	妄想
búfalos	水牛城
búfalos	野牛
búfalos	水牛
captado	被俘
despojos	內臟
exorcismo	驅邪
condominios	公寓
leopardos	豹子
multimedios	多媒體
amortiguador	緩衝區
amortiguador	緩衝
dudes	猶豫
dudes	遲疑
cianobacterias	藍藻
triciclo	三輪車
topográficos	地形
desilusionado	失望
explícitos	明示
explícitos	明文
ovulación	排卵
registrador	錄音機
codificador	編碼器
nivelación	均等
nivelación	平整
optimistas	樂觀
confucianismo	儒學
confucianismo	儒家
ridícula	可笑
higiénico	衛生
desolado	荒涼
mojada	濕
basurero	垃圾箱
automatizar	自動化
esternón	胸骨
peroné	腓骨
berenjena	茄子
berenjena	茄
empinada	陡
empinada	陡峭
plegables	摺疊
plegables	折疊
zodíaco	黃道
sembrando	播種
ferocidad	凶猛
tentado	心動
candado	鎖
candado	鎖定
dagas	匕首
tótem	圖騰
proporcione	提供
poliuretano	聚氨酯
prestamista	貸方
estancado	停滯
suplica	答辯
suplica	乞求
suplica	抗辯
mutado	突變
mutado	變異
expiación	贖罪
estuche	案件
estuche	案例
estuche	個案
estuche	紙箱
apatía	冷漠
equivocados	錯
equivocados	錯誤
truenos	雷霆
truenos	雷電
truenos	打雷
amargos	苦苦
amargos	苦
abrazos	擁抱
abrazos	抱抱
pelirrojo	姜
esfínter	括約肌
cartográfica	製圖
striptease	脫
striptease	脫衣舞
striptease	脫衣
striptease	地帶
recopilando	編譯
indice	指數
indice	索引
isómero	異構體
isómero	異構
resistirse	抵制
resistirse	抗拒
galón	加侖
maquinas	機器
pilones	鐵塔
examinador	考官
gérmenes	細菌
gérmenes	病菌
rezando	祈禱
súbdito	主題
perfeccionando	完善
puja	投標
puja	競標
puja	競價
puja	出價
afortunada	幸運
afortunada	幸
detergentes	洗滌劑
detergentes	清潔劑
renos	馴鹿
pizzas	披薩
pizzas	比薩
calabozos	地牢
fogata	篝火
plaguicidas	殺蟲劑
plaguicidas	農藥
pervertido	變態
antagonismo	對立
umbrales	門檻
especifico	具體
pinceles	刷子
pinceles	畫筆
desperdicio	浪費
desperdicio	廢物
desperdicio	廢棄物
anticonceptivo	避孕
afirmo	申明
pegajosa	粘
pegajosa	粘性
pegajosa	黏黏
pegajosa	黏
despiadada	無情
tumulto	近戰
enamoramiento	痴情
comprobando	檢查
macaco	獼猴
lubricante	潤滑劑
lubricante	潤滑油
izada	懸掛
dictando	口述
digerir	消化
digerir	文摘
inyectar	注入
inyectar	注射
hawaiana	夏威夷
ilícitas	非法
bolsos	包包
bolsos	袋
bolsos	手袋
bolsos	手提包
relativismo	相對論
feriados	假期
feriados	假日
feriados	節假日
feriados	節日
imperfecciones	瑕疵
desleal	不公
aproximar	大致
aproximar	近似
altruismo	利他主義
feriado	假期
feriado	假日
feriado	節日
feriado	度假
prescripciones	處方
refrigerador	冰箱
reclutando	招募
reclutando	招聘
ocupen	佔據
ocupen	佔領
ocupen	佔用
azotado	鞭打
cigarro	香煙
cigarro	雪茄
cigarro	煙
gángster	黑幫
gángster	黑社會
estimulando	刺激
escorbuto	壞血病
marcación	標記
marcación	標示
marcación	標識
envejecer	老化
envejecer	衰老
agotada	用盡
agotada	精疲力竭
talones	腳跟
talones	高跟鞋
impugnación	挑戰
impugnación	彈劾
corolario	推論
impresionada	深刻印象
gallito	公雞
goteo	滴水
goteo	滴
goteo	點滴
adversidades	逆境
disimular	偽裝
disimular	化裝
ladrona	賊
conmovedora	觸碰
conmovedora	感動
conmovedora	感人
demandantes	原告
germanio	鍺
moldeo	成型
moldeo	塑造
negocia	談判
repuesta	答復
recaída	復發
deforme	變形
deforme	畸形
tallar	雕刻
tallar	刻
cercados	擊劍
cercados	筆
cercados	劍術
cercados	鋼筆
billón	億
aseos	洗手間
aseos	廁所
aseos	廁
aseos	馬桶
mareo	眩暈
ábaco	算盤
literales	字面
alcalina	鹼
alcalina	鹼性
revelador	揭示
estreñimiento	便秘
desinteresada	無私
sabroso	好吃
sabroso	美味
calumnias	誣蔑
calumnias	誹謗
calumnias	誹謗罪
espejismo	幻象
espejismo	幻影
trenza	辮子
estroncio	鍶
aguante	耐力
analgésico	止痛藥
inseminación	人工授精
desagües	水渠
cinto	帶
cinto	腰帶
cinto	皮帶
convincentes	說服
astuta	狡詐
netos	淨
netos	網
desayunos	早飯
desayunos	早餐
cesto	籃子
cesto	籃
duodeno	十二指腸
legalizado	合法化
macros	宏觀
rublo	盧布
lamentaciones	悲嘆
fonógrafo	留聲機
incautación	充公
incautación	癲癇
incautación	沒收
incautación	扣押
abrumador	壓倒性
acertijo	謎語
pesebre	馬槽
meditar	冥想
meditar	沈思
meditar	打坐
entrego	投降
entrego	交出
entrego	交付
hipócrita	偽君子
hipócrita	偽善
angelitos	天使
peluquero	理髮師
peluquero	理髮
agravio	委屈
asequibles	負擔得起
repita	重復
inhumano	不人道
inhumano	非人
excluyentes	排他性
malicioso	惡意
visualiza	視野
tragar	燕子
tragar	吞
tragar	燕
transportadores	輸送
reumatismo	風濕
guadaña	鐮刀
entendieron	理解
destilada	蒸餾
ferretería	硬體
paraiso	天堂
paraiso	樂園
proeza	壯舉
congelamiento	冷凍
congelamiento	凍結
congelamiento	凍傷
congelamiento	凍
laborioso	勤勞
defina	界定
defina	定義
rebanadas	切片
cronómetro	計時器
retorcido	扭曲
microscópico	顯微鏡
alquileres	租金
alquileres	租賃
resiliencia	韌性
resiliencia	復原力
lubricación	潤滑
calculando	計算
moño	弓
moño	鞠躬
memorando	備忘錄
codiciado	垂涎
menopausia	更年期
hundiendo	沈沒
incubadora	孵化器
cualificada	合格
tardanza	延遲
tardanza	拖延
tardanza	推遲
tardanza	延誤
bismuto	鉍
ampolla	水泡
ojivas	彈頭
parabólica	拋物線
bendecir	保佑
etiquetar	標籤
etiquetar	標記
latido	心跳
especulativo	投機
esposito	老公
procreación	生殖
procreación	生育
enfermas	病
enfermas	生病
enumerados	上市
bollos	饅頭
bollos	包子
reaccionario	反動
lodos	淤泥
lodos	污泥
exagerados	誇大
exagerados	誇張
perversa	邪惡
déficits	赤字
guijarros	鵝卵石
espontáneos	自發
espontáneos	自發性
denegación	否定
denegación	拒絕
denegación	否認
bisagra	鉸鏈
soplar	吹
soplar	炸
estirar	拉伸
estirar	伸展
estirar	延伸
radioactivo	輻射
radioactivo	放射性
radioactivo	放射
transgresión	侵
amigables	友好
amigables	友善
amigables	友軍
piquete	糾察
lamentar	悲嘆
lamentar	後悔
provocaciones	挑釁
lingotes	錠
bufanda	圍巾
infertilidad	不孕症
infertilidad	不孕
esforzarse	力爭
incrustado	嵌入式
incrustado	嵌入
cafetera	咖啡
calidez	溫暖
minado	佈雷
homogéneas	同質
carrete	捲軸
panceta	熏肉
panceta	培根
torio	釷
resolverlo	解決
resolverlo	解
vaciar	空
vaciar	空白
duraderas	耐用
duraderas	持久
saturados	飽和
afiches	海報
kilometraje	里程
emparejado	配對
revocado	廢止
revocado	廢除
queroseno	煤油
castañuelas	響板
expropiaciones	徵用
taoísta	道教
turbulencias	動蕩
estandarizados	標準化
escuche	聽著
escuche	聽
sónico	音速
sónico	音波
chaquetas	夾克
credos	信條
credos	教義
credos	教條
afable	和藹可親
resaca	解酒
resaca	宿醉
pólipo	息肉
desembarque	落地
desembarque	著陸
desembarque	登陸
desembarque	降落
vaselina	凡士林
duraderos	耐用
duraderos	持久
compartan	分享
compartan	共享
compartan	共用
traiga	帶
abuelita	奶奶
abuelita	阿婆
abuelita	阿嬤
electrolito	電解質
protozoos	原生動物
conexo	相關
cremación	火葬
cremación	火化
tripas	內臟
anticipar	預見
apasionados	激情
refleje	反映
quejándose	抱怨
cascanueces	胡桃鉗
bocadillos	零食
bocadillos	點心
bocadillos	小吃
deducciones	扣減
deducciones	扣除
compresores	壓縮機
confiscado	沒收
quilates	克拉
filantropía	慈善
calentado	加熱
incoherente	不一致
excluyente	排他性
guardabosques	遊俠
inmunológico	免疫
farmacológica	藥理
ilíaca	髂
hurto	偷竊
hurto	盜竊
hurto	竊案
hurto	失竊
súplicas	懇求
pañales	尿布
tutora	家教
tutora	補習
tutora	輔導
tutora	導師
armarios	櫃子
armarios	壁櫥
armarios	櫥櫃
decodificación	解碼
berilio	鈹
holograma	全息
vagar	漫步
vagar	流浪
vagar	遊蕩
vagar	漫遊
vagar	徘徊
expertas	專家
yarda	碼
yarda	院子
yarda	庭院
agradecida	感恩
expirado	過期
apruebe	核准
apruebe	批准
párpado	眼皮
inevitables	不可避免
inevitables	無可避免
rupia	盧比
benevolencia	仁愛
sumidero	水槽
gradientes	梯度
nihilismo	虛無主義
castración	閹割
cotizaciones	捐款
cotizaciones	引述
cotizaciones	引號
cotizaciones	引文
cotizaciones	引用
cotizaciones	語錄
cotizaciones	報價
cotizaciones	繳款
arabe	阿拉伯
arabe	阿拉伯語
arabe	阿拉伯文
desolada	荒涼
ionosfera	電離層
interactuando	互動
furtivo	隱身
furtivo	隱形
resignación	辭職
mercadería	商品
aplastados	壓碎
corazon	心臟
corazon	心
aprieta	擠
aprieta	擠壓
varado	擱淺
eufemismo	輕描淡寫
eufemismo	委婉
esclarecimiento	澄清
desembolso	付款
aprenda	學習
aprenda	學
estiramiento	拉伸
estiramiento	伸展
estiramiento	延伸
moderar	中等
moderar	適度
moderar	溫和
moderar	適中
regocijo	歡欣鼓舞
regocijo	歡喜
criticas	批評
criticas	批判
súplica	答辯
súplica	抗辯
lencería	內衣
colchones	床墊
piojo	蝨子
piojo	蝨
anguilas	鰻
anguilas	鰻魚
esquisto	頁岩
traspasos	轉讓
mayonesa	蛋黃醬
deslumbrante	耀眼
escarcha	霜
escarcha	冰霜
testificar	作證
divulgado	透露
estantes	架子
estantes	書架
estantes	貨架
odiar	恨
odiar	憎恨
odiar	討厭
odiar	仇恨
paranoico	妄想
paranoico	偏執
paranoico	偏執狂
pegajoso	粘
pegajoso	粘性
pegajoso	黏黏
pegajoso	黏
eunuco	太監
sensibilidades	敏感性
fitoplancton	浮游植物
acetona	丙酮
polea	滑輪
cifrar	加密
busqueda	搜尋
cloaca	下水道
alegatos	訴狀
alegatos	指稱
alegatos	指控
perdurable	持久
torcido	扭曲
volatilidad	揮發性
volatilidad	波動
enfisema	肺氣腫
inertes	惰性
aprendizajes	學徒
profundizando	深化
profundizando	加深
generosos	慷慨
generosos	大方
hortícolas	園藝
idiotas	抽搐
suscribir	訂閱
subversivo	顛覆
inspectora	督察
reclamadas	認領
reclamadas	聲稱
comparecencia	外貌
comparecencia	傳訊
comparecencia	外觀
comparecencia	外表
allanamiento	侵入
adhesivos	貼紙
impreciso	含糊
indigentes	無家可歸
bruma	迷霧
bruma	霧
aterrador	嚇人
aterrador	可怕
quédate	留下來
quédate	留
quédate	留下
bandejas	托盤
juramentos	誓詞
juramentos	誓言
brutos	毛額
brutos	毛
pipas	管道
pipas	水管
reincidencia	累犯
reincidencia	重犯
reincidencia	慣犯
ansiosos	渴望
ansiosos	焦急
ansiosos	焦慮
devora	吞食
fertilizante	施肥
fertilizante	化肥
fertilizante	肥料
catalítico	催化
afortunados	幸運
afortunados	幸
destructivas	破壞性
destructivas	毀滅性
desinfección	消毒
obsesiva	迷戀
sustracción	劫持
sustracción	減法
sustracción	綁架
sustracción	誘拐
sábanas	床單
alojarse	住宿
inundar	水災
inundar	洪水
respeten	尊敬
respeten	尊重
polonio	釙
brotar	萌芽
coerción	脅迫
coerción	強制
coerción	強迫
delicia	喜悅
cetona	酮
palomitas	爆米花
jubilaciones	退休金
jubilaciones	養老金
servil	奴才
boicotear	抵制
gasa	紗布
asignando	分派
asignando	指派
aspiran	嚮往
reduzca	減少
trágicas	悲劇
trágicas	悲慘
incandescente	白熾燈
carrito	籃子
carrito	籃
carrito	手推車
carrito	電車
embrujada	鬧鬼
tritio	氚
urge	敦促
urge	緊急
urge	急
caries	蛀牙
caries	腔
ropero	服飾
ropero	衣櫥
ropero	衣櫃
degenerado	墮落
degenerado	退化
mutilados	殘缺
redadas	突襲
compro	買
compro	購買
mantel	桌布
colorear	著色
culturismo	健美
mentores	輔導
mentores	指導
mentores	導師
adverbios	副詞
cremoso	奶油
tarro	罐
tarro	罐子
impresiona	打動
impropio	不當
cesiones	指派
cesiones	處置
cesiones	轉讓
zapatilla	拖鞋
extraoficialmente	非正式
consumación	洞房
enchufe	插頭
enchufe	插座
melaza	糖漿
melaza	糖蜜
separaciones	離職
separaciones	分居
acosar	跟蹤
acosar	騷擾
metrología	計量
hambriento	飢餓
hambriento	挨餓
hambriento	餓死
hambriento	餓
destilado	蒸餾
instructora	教員
hojalata	錫
hojalata	鐵皮
recapitulación	回顧
barracones	營房
barracones	兵營
barracones	軍營
predica	宣揚
predica	佈道
predica	鼓吹
predica	傳道
pragmatismo	務實
insultante	侮辱
rigurosas	嚴格
mudos	啞
mudos	靜音
mudos	啞巴
bayonetas	刺刀
costuras	接縫
costuras	縫紉
imágen	圖片
imágen	影像
imágen	影象
privaciones	剝奪
barrer	橫掃
barrer	掃
sedantes	鎮靜劑
morbilidad	發病率
morbilidad	發病
abusiva	虐待
abusiva	濫用
abusiva	辱罵
especifique	指明
especifique	指定
prófugos	逃犯
maceta	壺
maceta	鍋
policia	警察
policia	警方
policia	警務
empréstito	借用
empréstito	借貸
empréstito	借
empréstito	借款
crisantemo	菊花
callos	雞眼
cloroformo	氯仿
bonificaciones	獎金
bonificaciones	紅利
extrayendo	提取
autista	自閉
autista	自閉症
cobertizo	棚
ahorcamiento	絞刑
ahorcamiento	懸
depreciación	折舊
depreciación	貶值
inducidas	誘發
inducidas	誘導
engañoso	誤導
debilitando	削弱
debilitando	弱化
auditorías	審計
asistidos	協助
violador	強姦犯
capullos	芽
realce	突顯
tití	狨
cochinos	豬
torpes	笨拙
torpes	笨手笨腳
desgraciado	王八蛋
lavas	熔岩
lavas	岩漿
coordinando	協調
fiero	凶猛
fiero	激烈
inadvertidamente	不經意
flaca	瘦
flaca	苗條
rocio	露水
mascar	咀嚼
mascar	嚼
pepitas	掘金
góndola	纜車
vagando	徘徊
vagando	流浪
vagando	遊蕩
diluido	稀釋
diluido	淡化
franqueza	開放
partidistas	黨派
partidistas	游擊隊
reasignado	調動
reasignado	調任
llanta	輪胎
llanta	胎
diuréticos	利尿
diuréticos	利尿劑
donativo	捐獻
donativo	捐贈
donativo	捐款
donativo	捐
disparador	扳機
disparador	觸發
derogado	廢止
derogado	廢除
impaciencia	不耐煩
interfase	介面
almeja	蛤
almeja	蛤蜊
almohadillas	墊
orgía	狂歡
fluctuación	波動
curandero	嘎嘎
curandero	呱
embolia	栓塞
congeladas	冰凍
congeladas	冷凍
congeladas	凍結
inclusiva	包容性
inclusiva	包容
pezuñas	蹄
pezuñas	馬蹄
bolígrafo	筆
bolígrafo	鋼筆
estruendo	隆隆
pancartas	橫幅
abordando	寄宿
relacion	戀愛
relacion	感情
relacion	關係
verga	陰莖
verga	公雞
copo	雪花
aplazado	推遲
barman	酒保
gruñón	暴躁
barcaza	駁船
omnipotente	全能
dócil	溫順
aproximándose	臨近
aproximándose	接近
sabrosa	美味
descarte	放棄
descarte	丟棄
descarte	捨棄
estanterías	書架
estanterías	架子
estanterías	烤箱
estanterías	爐
estanterías	貨架
estanterías	烤爐
coexistir	並存
coexistir	共存
jirafas	長頸鹿
pétalo	花瓣
acogedor	溫馨
acogedor	舒適
derramada	棚
augurio	預兆
ultrasonidos	超聲波
chocante	震驚
amortización	折舊
amortización	攤還
amortización	貶值
ponderada	加權
melanina	黑色素
chupa	吸
emprendedora	創業者
refinar	煉油
refinar	提煉
refinar	精煉
sonreír	笑容
sonreír	笑
sonreír	微笑
tiernos	投標
tiernos	招標
tiernos	溫柔
calzones	內褲
calzones	內衣
humillaciones	羞辱
humillaciones	屈辱
tasación	估價
abusado	濫用
contagiosa	傳染性
delantal	停機坪
delantal	圍裙
importador	進口商
descuidada	馬虎
descuidada	粗心
reversibles	可逆
benefactores	恩人
traiciones	背叛
sobornar	行賄
sobornar	賄賂
prismáticos	望遠鏡
emocionada	興奮
emocionada	激動
sonriendo	微笑
supervisando	督導
prósperos	繁榮
cabalgando	騎
cabalgando	騎馬
construya	建立
construya	建
suscritos	訂閱
connivencia	串通
connivencia	勾結
suturas	縫針
agravante	加劇
agravante	加重
ortopedia	矯形
indefenso	無奈
linchamiento	私刑
rumiantes	反芻
parpadeo	眨
