மற்றும்	en
பணியமர்த்தல்	inhuren
பணியமர்த்தல்	verhuren
சுரினாம்	surinaamse
சூரை	tonijn
மிதுனம்	tweeling
அசைய	roeren
சிதைப்பு	verminking
அருவ	polytheïsme
மேய்ந்த	schampte
துலாம்	weegschaal
சிறப்பானவை	aanbevolen
சிறப்பானவை	uitgelicht
சிறப்பானவை	uitgelichte
அறுகோணம்	zeshoek
காரியத்தை	affaire
பாதுகாப்பின்மை	onveiligheid
பாதுகாப்பின்மை	onzekerheid
சாதா	effen
சாதா	vlakte
ஆரம்பித்தால்	organiseert
திமிங்கலம்	walvis
போதையில்	verslaving
ரீல்	spoel
மூலைகள்	hoeken
மூலைகள்	hoekjes
சந்தோஷமாக	gelukkig
சந்தோஷமாக	verrukt
சந்தோஷமாக	blij
சந்தோஷமாக	vrolijk
சந்தோஷமாக	tevreden
பிடித்தவர்கள்	favorieten
வெல்க	winnen
முன்னேற்பாடு	preparaat
முன்னேற்பாடு	bereiding
முன்னேற்பாடு	voorbereiding
சாக்லெட்	chocolade
சாக்லெட்	chocola
பேசுங்கள்	spreken
பேசுங்கள்	spreek
பகுத்தறிவாளர்கள்	rationalisten
அளவில்லா	onbeperkt
அளவில்லா	onbegrensd
அளவில்லா	onbeperkte
டவுன்டவுன்	binnenstad
கன்வென்ஷன்	substanties
கன்வென்ஷன்	stoffen
இடைமறித்து	onderschept
இடைமறித்து	onderschepte
சந்தித்தேன்	ontmoette
சந்தித்தேன்	ontmoet
சாவடிகள்	cabines
டிராவல்ஸ்	reist
நனை	klieren
வாவ்	amai
வாவ்	wauw
பாராட்டுகிறேன்	waardeer
பாராட்டுகிறேன்	waarderen
ஸ்கார்ப்பியன்ஸ்	schorpioenen
பங்கேற்பாளர்	deelnemer
ஜிம்பாப்வே	zimbabwaanse
கெற்பு	ontsteker
சரிபார்	afrekenen
சரிபார்	controleren
சரிபார்	controleer
சரிபார்	valideren
சரிபார்	verifiëren
சரிபார்	uitchecken
சரிபார்	kassa
கன்னிச்சவ்வு	maagdenvlies
லாட்ஜ்	loge
சாகுபடிக்கு	verbouw
சாகுபடிக்கு	teelt
இஸ்மாயீல்	ismaël
வெயிலின்	warmte
வெயிலின்	hitte
கோனி	conny
தீர்க்கதரிசனம்	profetie
தீர்க்கதரிசனம்	voorspelling
ஸ்தலங்கள்	drang
ஸ்தலங்கள்	driften
சமர்ப்பிக்கப்பட்டது	ingezonden
சமர்ப்பிக்கப்பட்டது	ingediend
சமர்ப்பிக்கப்பட்டது	ingediende
கவரேஜ்	dekking
தவிர்த்தது	overgeslagen
சோம்பு	anijs
டெக்னிக்	techniek
நாற்றுகள்	kwekerijen
நாற்றுகள்	kinderdagverblijven
கர்ஜனை	brul
கர்ஜனை	brullen
கர்ஜனை	gebrul
அன்னாசி	ananas
குழுவைப்	groep
குழுவைப்	fractie
உள்ளிடவும்	invoeren
கலாத்தியர்	galaten
இடுகையில்	bericht
புன்	woordspeling
அசைகள்	lettergrepen
சாற்றி	werkplek
சாற்றி	werkruimte
தொலைபேசியை	telefoon
சிரித்த	glimlachen
சிரித்த	lachend
சிரித்த	lachen
சிரித்த	lachende
இயல்பிருப்பு	standaard
இறக்கையை	gevleugelde
லுத்தரன்	lutherse
பாரெட்	barret
கையாடல்	verduistering
கிராஃபிக்	grafische
கிராஃபிக்	grafisch
தகர்த்தல்	slopen
நினைவுகளில்	herinneringen
ஈரமாக	nat
ஈரமாக	natte
கசிந்தது	uitgelekt
கசிந்தது	lekte
கசிந்தது	gelekt
வங்கியாளர்	bankier
பாரபட்சம்	vooringenomenheid
பாரபட்சம்	vooroordeel
பாரபட்சம்	vooroordelen
கத்தரிக்கோல்	scharen
கத்தரிக்கோல்	schaar
மிஸ்டிக்	mystieke
மிஸ்டிக்	mystiek
நடுங்க	beven
அஞ்சலை	post
கைட்டின்	chitine
சிலநேரம்	soms
சாதாரணம்	normale
சாதாரணம்	eenvoudig
சாதாரணம்	eenvoudige
சாதாரணம்	simpel
சாதாரணம்	normaal
வரவேற்பறை	lobbyen
தாய்ப்பலகை	moederbord
தகுதியானவர்	verdient
பதியம்	implanteren
பதியம்	implantatie
பதியம்	implantaat
குளோனிங்	klonen
இறுக்க	strakker
நியூரம்பெர்க்	neurenberg
வனத்தை	concentraat
வனத்தை	concentreren
படியுங்கள்	lezen
படியுங்கள்	lees
படியுங்கள்	gelezen
விகுதிகள்	achtervoegsels
ஆஃப்செட்	compenseren
ஆஃப்செட்	verschuiving
ஆஃப்செட்	gecompenseerd
ஆஃப்செட்	compensatie
கண்டறிகிறது	lokaliseren
பெஞ்ச்	bankje
வழுக்கி	gleed
படித்தது	gelezen
படித்தது	lezen
படித்தது	lees
படித்தது	studeerde
படித்தது	bestudeerd
படித்தது	bestudeerde
சாறுகள்	extracten
மூடகம்	mantel
மதிநுட்பம்	voorzichtigheid
புரோலாக்டின்	prolactine
பேசப்படாத	onuitgesproken
தாராண்மையியம்	liberalisme
தேடுகிறது	zoekende
வாங்கியுள்ளார்	gekochte
வாங்கியுள்ளார்	gekocht
வாங்கியுள்ளார்	aangeschaft
வாங்கியுள்ளார்	aangekocht
வாங்கியுள்ளார்	ingekocht
புனிதமானது	geheiligd
புனிதமானது	heilig
புனிதமானது	heilige
சுகாதாரத்தை	hygiëne
அயனம்	zonnewende
ஊதுபத்தி	wierook
மெர்லின்	merlijn
நெடுவரிசை	zuil
நெடுவரிசை	pilaren
நெடுவரிசை	kolom
நெடுவரிசை	kolommen
நெடுவரிசை	zuilen
தேடப்பட்ட	doorzocht
தேடப்பட்ட	zocht
தேடப்பட்ட	gezocht
புனைப்பெயர்கள்	bijnamen
வருத்தமும்	betreurt
வருத்தமும்	spijt
நன்கொடைகளை	donaties
நன்கொடைகளை	giften
நன்கொடைகளை	schenkingen
கண்ணிமை	ooglid
விளம்பரப்படுத்தல்	reclame
விளம்பரப்படுத்தல்	adverteren
வெயிட்	zwaargewicht
நிலுவை	hangende
நிலுவை	afwachting
செச்சினியா	tsjetsjenië
வறுத்தல்	roosteren
கட்டிங்	snijden
கட்டிங்	knippen
துட்டன்காமன்	toetanchamon
கூட்டுமுயற்சி	medewerking
கூட்டுமுயற்சி	samenwerking
தரைகள்	verdiepingen
தரைகள்	vloeren
வஞ்சகம்	misleiding
வஞ்சகம்	bedrog
ஜாதகம்	horoscoop
ஏற்கக்கூடிய	acceptabele
ஏற்கக்கூடிய	acceptabel
ஏற்கக்கூடிய	aanvaardbare
ஏற்கக்கூடிய	aanvaardbaar
குஷிட்டிக்	koesjitische
அலோ	aloë
வலம்வரும்	kruip
வலம்வரும்	kruipen
விடாப்பிடியாக	hardnekkig
விடாப்பிடியாக	aanhoudende
விடாப்பிடியாக	aanhoudend
விடாப்பிடியாக	volhardend
விடாப்பிடியாக	hardnekkige
சுயநல	egoïstische
சுயநல	egoïstisch
ஏற்றுமதியாளர்கள்	exporteurs
பதிலளித்த	beantwoorde
பதிலளித்த	antwoordde
பதிலளித்த	beantwoord
காத்திருக்கிறது	afwachten
காத்திருக்கிறது	wachten
காத்திருக்கிறது	wachtende
சிராய்ப்பு	kneuzing
நாத்திகர்கள்	atheïsten
ஃபிரெடெரிக்	frédéric
உருக்குலைந்த	vervormd
உருக்குலைந்த	misvormd
உருக்குலைந்த	misvormde
உறுதிப்படுத்துதல்	bevestiging
அட்டகாசம்	fantastisch
அட்டகாசம்	fantastische
மருந்தகம்	farmaceutica
மருந்தகம்	apotheek
மங்கலாக	wazige
மங்கலாக	vervaagd
மங்கலாக	wazig
கடவுச்சொற்கள்	wachtwoorden
தழும்புகள்	littekens
அரகோன்	aragón
தேடுகிறார்	surfen
சந்தோசம்	blijheid
சந்தோசம்	geluk
சந்தோசம்	blijdschap
ஐரோவாசியா	euraziatische
ஒராங்குட்டான்	oetan
பிர்ச்	berk
அதிசயமாக	wonderbaarlijk
அதிசயமாக	heerlijk
பெறுக	krijg
பெறுக	krijgen
கலங்கி	waterige
கலங்கி	waterig
மெதடிசம்	methodisme
ஈமான்	getrouwe
ஈமான்	geloof
ஈமான்	geloven
ஈமான்	trouw
ஈமான்	trouwe
ரிலீஸ்	loslaten
ரிலீஸ்	vrijlating
ரிலீஸ்	vrijgave
தட்டல்	dribbelen
தள்ளல்	ejaculatie
அடைப்பை	stekker
நடுங்கும்	wankel
ஃபர்	vacht
ஃபர்	bont
செருகு	invoegen
ஆயா	oppas
ஆயா	kinderoppas
ஆயா	kindermeisje
படபடப்பு	angst
படபடப்பு	ongerustheid
மினோவன்	minoïsche
அதிதைராய்டியம்	hyperthyreoïdie
எஸ்டோனியா	litouwen
எஸ்டோனியா	estland
உரையாடல்களின்	dialogen
பெங்குயின்	pinguïn
கொண்டிருப்பதற்கு	douchen
பேசுகிறேன்	praten
பேசுகிறேன்	pratende
தியாகிகளின்	martelaren
சீக்கிரமே	spoedig
சீக்கிரமே	binnenkort
சீக்கிரமே	weldra
சீக்கிரமே	snel
உருள்	geschrift
உருள்	schuiven
உருள்	rol
உருள்	scrollen
பின்னிஷ்	finse
பின்னிஷ்	fins
குழப்பமாக	verwarde
குழப்பமாக	verward
குழப்பமாக	verwarren
குழப்பமாக	verwarrend
கடந்தகாலம்	verleden
கடந்தகாலம்	voorbij
ஆப்பரேட்டர்கள்	exploitanten
ஆப்பரேட்டர்கள்	operatoren
பினீசிய	fenicische
பைகளை	tassen
பைகளை	zakjes
பைகளை	zakken
இடுக்கண்	lijdensweg
நிஜத்தில்	werkelijkheid
நிஜத்தில்	realiteit
இன்பமாக	heerlijk
மீட்பது	terughalen
மீட்பது	ophalen
டெபிட்	incasso
டெபிட்	debet
#அந்த	#dat
போர்ட்ஃபோலியோ	portefeuille
லெதர்	lederen
லெதர்	leder
லெதர்	leer
ஸ்ட்ரீம்கள்	stromen
பாறையியல்	petrologie
மதிப்பிடு	evalueren
மதிப்பிடு	tarief
வில்லன்கள்	schurken
சவன்னா	savanne
கையாளுவதில்	bedreven
மறைத்த	verstopt
மறைத்த	verborgen
கதிர்களையும்	verslinden
அரகோனைட்	aragoniet
ஸ்பாக்கள்	kuuroorden
கல்ப்	teug
லிரா	lire
சுகமே	kick
சுகமே	sensatie
ஜோக்ஸ்	grappen
ஜோக்ஸ்	moppen
ஜோக்ஸ்	grapjes
வசிப்பிடங்கள்	schuilplaatsen
வெப்பச்சலனம்	convectie
காதலித்த	bemind
காதலித்த	geliefd
காதலித்த	hield
ஏட்ரியாட்டிக்	adriatische
டால்பின்கள்	dolfijnen
எலும்பியல்	orthopedische
தாவோயிசம்	taoïsme
தொழிலால்	beroepsgroep
தொழிலால்	beroep
சோல்செனிட்சின்	solzjenitsyn
பலவீனங்கள்	zwaktes
பலவீனங்கள்	zwakheden
பலவீனங்கள்	tekortkomingen
வஸ்ஹோத்	voschod
நார்வேஜியன்	noors
நார்வேஜியன்	noorse
வெல்வெட்	fluweel
வெல்வெட்	fluwelen
கோஸ்டர்	achtbaan
எக்சேன்	hexaan
சோதிக்கிறது	controleren
சோதிக்கிறது	tests
சோதிக்கிறது	testen
மலத்தை	poep
மலத்தை	poepen
இதயங்கள்	harten
இதயங்கள்	hartjes
ரசனை	smaken
ரசனை	proeven
ரசனை	proef
ரசனை	smaak
ரசனை	proeft
எபேசியர்	efeziërs
வேண்டிவரும்	achterstand
செரோடோனின்	serotonine
கடித்தல்	bijten
அனுசரிக்கப்பட்டது	geobserveerd
அனுசரிக்கப்பட்டது	waargenomen
கொட்டுதல்	dumpen
வேதனையை	plaag
வேதனையை	kwelling
வேதனையை	kwellen
வேதனையை	straf
வேதனையை	bestraffing
வேதனையை	gesel
வேதனையை	straffen
இப்போதெல்லாம்	tegenwoordig
எல்லோர்	iedereen
கைக்கடிகாரம்	kijken
கைக்கடிகாரம்	kijk
சிற்றலை	tepels
பகிர்வுகள்	aandelen
தியாகத்தை	offeren
தியாகத்தை	offer
தியாகத்தை	opoffering
பியோத்தர்	pjotr
காற்றிதழ்	vleugelprofiel
போதைக்கு	verslaving
விளம்பரப்படுத்தப்பட்டது	gepromoveerd
விளம்பரப்படுத்தப்பட்டது	gepromoot
திருட	stelen
திருட	steel
நாக்கை	tong
தருணங்கள்	momenten
தருணங்கள்	ogenblikken
தருணங்கள்	gelegenheden
மொச்சை	boontje
மொச்சை	boon
போர்ட்டபிள்	draagbaar
போர்ட்டபிள்	draagbare
பையா	jongen
பின்தொடர்	volg
பின்தொடர்	volgen
பின்தொடர்	volgt
வால்கள்	staarten
வால்கள்	munt
ஓய்வை	pensionering
ஒத்திகைகள்	repeteren
ஒத்திகைகள்	repetitie
ஒத்திகைகள்	repetities
கொலைகாரர்கள்	moordenaars
உருவியம்	typologie
பேசினார்கள்	spraken
பேசினார்கள்	sprak
விரோதமானது	elfjes
விரோதமானது	elven
விரோதமானது	elfen
தொலுயீன்	tolueen
கிராக்கி	geëiste
கிராக்கி	eiste
கிராக்கி	eisten
கிராக்கி	geëist
பனிச்சரிவு	lawine
மால்டோவா	moldavië
டார்ட்	pijltje
விருச்சிகம்	schorpioen
நிழலும்	schaduw
தனிமையை	eenzaamheid
அட்ரினல்	bijnier
பணத்தால்	financieel
செர்பியன்	servisch
செர்பியன்	servië
செர்பியன்	servische
நுகர்வியம்	consumentisme
உணவின்றி	vasten
உள்ளரங்கு	overdekte
உள்ளரங்கு	binnenshuis
உள்ளரங்கு	overdekt
உள்ளரங்கு	binnen
தொழுகையை	gebed
தொழுகையை	bidden
ஜிஹாத்	jihad
வாக்கிங்	lopend
வாக்கிங்	wandelen
வாக்கிங்	lopen
செவ்வகங்கள்	rechthoeken
வலுவானது	sterk
வலுவானது	sterke
வலுவானது	sterken
விக்ரகம்	idool
தலைவிதி	noodlot
தலைவிதி	lot
போட்டான்	foton
அதிதூதர்	aartsengel
கேள்வியில்	vraagje
கேள்வியில்	vraag
சாவிகள்	toetsen
சாவிகள்	sleutels
டைஃபாய்டு	tyfus
பாதுகாத்த	mogelijkheid
சேருமிடம்	bestemming
உயிரகச்செதுக்கு	biopsie
தோழர்களே	kerels
தோழர்களே	jongens
மடாலயங்கள்	kloosters
ஜாதிக்காய்	nootmuskaat
மழுப்பலான	ontwijkend
பூனையை	kat
பூனையை	poes
மீட்கவும்	herstellen
மீட்கவும்	terugzetten
அப்படியிருந்தும்	toch
பணியிடங்கள்	arbeidsplaatsen
பணியிடங்கள்	werkplekken
இன்சூரன்ஸ்	verzekering
இன்சூரன்ஸ்	verzekeringen
உருக்கமான	hiernamaals
சுற்றறிக்கை	cirkelvormige
சுற்றறிக்கை	circulaire
அடுக்கேற்றம்	machtsverheffen
லெனினியம்	leninistische
தொடர்க	voortzetten
தொடர்க	doorgaan
மெலனீசியா	melanesië
மார்ஃபீன்	morfine
முறியும்	verkering
ஃபிரேம்	kader
ஒதுக்கு	toekennen
ஒதுக்கு	toewijzen
கிளியே	manier
நிம்மதியாக	ontspannen
நிம்மதியாக	afgelost
நிம்மதியாக	opgelucht
கண்மூடித்தனமாக	blindelings
பாராட்டத்தக்கது	prijzenswaardig
பாராட்டத்தக்கது	verdienstelijk
பாராட்டத்தக்கது	lovenswaardig
வுட்ஸ்	bos
வுட்ஸ்	houtsoorten
வுட்ஸ்	bossen
ஈர்க்கக்கூடிய	indrukwekkend
ஈர்க்கக்கூடிய	indrukwekkende
பத்திரிக்கையாளர்கள்	journalisten
இமைகள்	wimpers
வீசல்	wezel
உதயசூரியன்	stijgend
உதயசூரியன்	rijzende
உதயசூரியன்	stijgende
ஜீரண	spijsvertering
புத்திசாலி	slimme
புத்திசாலி	slim
வெட்டுக்கள்	bezuinigingen
வெட்டுக்கள்	snijwonden
டென்ட்	deuk
பிச்சைக்காரர்கள்	bedelaars
உருட்டு	rol
உருட்டு	rollen
டூத்	tand
நசுங்கி	vertrapt
மிருதுவாக	zachter
வாழ்த்துக்களைத்	wensen
பாட்டில்கள்	flessen
பாட்டில்கள்	flesjes
தொடருங்கள்	voortzetten
தொடருங்கள்	doorgaan
அணைத்துக்	knuffelen
சோல்ஸ்	zolen
கிழிந்து	gescheurd
கிழிந்து	verscheurd
பசியோடு	hongerig
பசியோடு	hongerige
பசியோடு	honger
முரட்டுத்தனமாக	onbeleefd
முரட்டுத்தனமாக	onbeschoft
முரட்டுத்தனமாக	lomp
முரட்டுத்தனமாக	grof
ஓய்வாக	ontspannen
ஓய்வாக	ontspannend
மனோபாவம்	houding
தைக்கப்பட்ட	genaaid
தைக்கப்பட்ட	gehecht
தொடங்கு	beginnen
தொடங்கு	begin
தொடங்கு	starten
மங்களகரமான	veelbelovend
சுதந்திரங்கள்	vrijheden
பணிவான	nederige
பணிவான	nederig
பணிவான	bescheiden
ஹாம்லெட்	gehucht
ப்ளக்	plukken
ப்ளக்	pluk
கலபிரியா	calabrië
திமிங்கல	walvisvaarder
ஷு	sjoe
அழிப்பான்	gom
அழிப்பான்	gum
விளம்பரப்படுத்துதல்	adverteren
விளம்பரப்படுத்துதல்	bevordering
விளம்பரப்படுத்துதல்	promoten
விளம்பரப்படுத்துதல்	reclame
விளம்பரப்படுத்துதல்	promotie
கோப்பைகளும்	trofeeën
ஜனரஞ்சக	populistische
பிரமைகள்	hallucineren
பிரமைகள்	hallucinaties
நீச்சலுடை	badpak
சீருறாத்	amorfe
கோப்திய	koptische
வருகைகள்	bezoeken
ஆக்கிரமிப்பாளர்கள்	indringers
அசௌகரியம்	ongemak
அசௌகரியம்	hinder
அசௌகரியம்	ongemakken
கேக்குகள்	gebak
கேக்குகள்	taarten
தசைப்பிடிப்பு	kramp
தசைப்பிடிப்பு	krampen
ஃபிஸ்ட்	vuisten
ஃபிஸ்ட்	vuist
பணப்பை	tasje
பணப்பை	handtas
நெஞ்சத்தை	borst
நெஞ்சத்தை	borsten
பிரம்மாண்டமாக	sjiek
சேட்டை	ondeugende
சேட்டை	ondeugend
சேட்டை	stout
சேட்டை	stoute
அபத்தம்	bla
ஹெர்மான்	hermann
கூம்புகள்	kegelsneden
உறங்க	slapen
உறங்க	slapend
லாட்டரி	lotto
லாட்டரி	loterij
பதிலாள்	volmacht
பதிலாள்	gevolmachtigde
கேம்கள்	spellen
கேம்கள்	spelletjes
லில்லியன்	lilian
ஊஞ்சலாடுகிறது	swingende
உள்ளாடை	onderbroek
உள்ளாடை	ondergoed
கோப்புப்பெயர்	bestandsnaam
லார்வா	larve
லார்வா	larven
கனமாக	zware
கனமாக	heftig
கனமாக	zwaar
அடிக்கோடு	benadrukken
அடிக்கோடு	onderstrepen
ரொமான்ஸ்	romantiek
ஆச்சர்யம்	amai
ஆச்சர்யம்	verrassing
ஆச்சர்யம்	wauw
இவ்வுலகின்	verlangens
இவ்வுலகின்	begeert
பயமும்	angst
பயமும்	vrees
எதிர்பார்ப்பும்	verwachting
எதிர்பார்ப்பும்	verwachtingen
துவங்கு	hervatten
துவங்கு	starten
துவங்கு	begin
துவங்கு	hervat
துவங்கு	beginnen
அனுப்பு	versturen
அனுப்பு	verzenden
அனுப்பு	sturen
அனுப்பு	stuur
டிரிப்டோபான்	tryptofaan
பிணங்கள்	lichamen
பிணங்கள்	carrosserieën
பிணங்கள்	lijken
அந்நியர்கள்	vreemdelingen
அந்நியர்கள்	vreemden
பிஸ்தா	pistache
சிதறடிக்கும்	versnipperen
கேள்விக்கும்	vraagje
கேள்விக்கும்	vraag
காய்ச்சும்	brouwen
குத்தினார்	steek
குத்தினார்	steken
நசுக்கி	geplet
நசுக்கி	verbrijzeld
நசுக்கி	verpletterd
முத்தமிடும்	zoenen
முத்தமிடும்	kussen
களிப்பாறை	leisteen
இறால்கள்	garnalen
மாசிடோனியா	macedonië
ஆக்டேன்	octaan
புறப்பட	opstijgen
தவறவிட்ட	gemist
தவறவிட்ட	miste
தவறவிட்ட	gemiste
டிரக்குகள்	vrachtwagens
ஈர்ப்புகள்	attracties
படுக்கையறைகள்	slaapkamers
மாயத்தோற்றம்	hallucinatie
மாயத்தோற்றம்	hallucinaties
ஊழியர்களுக்கான	personeel
ஊழியர்களுக்கான	personeelszaken
விற்கிறார்கள்	klopper
சங்கடம்	beschaamd
என்கோர்	toegift
குத்தல்	steekpartij
குத்தல்	steken
கொல்கிறது	doodt
பிளெண்டர்	mixer
எரிப்பதற்கு	efficiënt
#ஒரே	#een
சேவகம்	verbroken
சேவகம்	afgesneden
சேவகம்	doorgesneden
ஒளிவீச்சு	fakkels
மேய்ப்பர்கள்	herders
பிளான்ட்	flauw
வசீகரம்	charme
வசீகரம்	charmes
குட்பை	vaarwel
மன்னிப்பை	vergeving
மன்னிப்பை	vergiffenis
மீனவன்	visser
மீனவன்	vissers
உடைத்தது	brak
உடைத்தது	blut
உடைத்தது	gebroken
ஒப்பந்ததாரர்	aannemer
ராக்கெட்டுகள்	raketten
மதிப்பிடவும்	tarief
பயத்தில்	beangstigend
பயத்தில்	eng
முடங்கி	verlamd
முடங்கி	verlamde
வாட	verhuur
வினைச்சொற்கள்	werkwoorden
பெருந்தன்மை	vrijgevigheid
செங்கடலில்	oorlogsschepen
புட்டின்	poetin
ஆதரவுகள்	vermeldingen
கூப்	staatsgreep
டைனமைட்	dynamiet
சொக்கப்பனை	kampvuur
சொக்கப்பனை	vreugdevuur
உச்சாடனம்	voordracht
வேலைவாய்ப்புகள்	banen
வேலைவாய்ப்புகள்	klussen
வேலைவாய்ப்புகள்	vacatures
வேலைவாய்ப்புகள்	openingen
பரிணாமத்தை	houding
திருத்து	bewerken
திருத்து	bewerk
பிறக்காத	ongeboren
தீவிரப்படுத்தியது	intensiever
தீவிரப்படுத்தியது	geïntensiveerd
சுருள்வு	involutie
கூழாங்கல்	steentje
மூலோபாய	strategisch
கருவிப்பட்டை	werkbalk
ஸ்டிக்	stok
உருளைக்கிழங்குகள்	aardappels
உருளைக்கிழங்குகள்	aardappelen
வால்வ்	ventiel
வால்வ்	klep
வால்வ்	hartklep
வால்வ்	afsluiter
சக்சினிக்	barnsteenzuur
மீனியல்	ichtyologie
ஸ்லிம்	slank
உணர்வுள்ள	gevoelig
உணர்வுள்ள	gevoelige
நண்பனும்	vriendin
நண்பனும்	vriend
பேசிக்கொண்டு	praten
பேசிக்கொண்டு	pratende
ஹர்ஷ்	hard
திறக்கப்படுகிறது	openen
திறந்துள்ளது	openen
போர்டிங்	instappen
உருவாக்குக	creëren
உருவாக்குக	aanmaken
உருவாக்குக	creëer
உருவாக்குக	maken
கிளட்ச்	koppeling
லித்தோ	lithosfeer
கொழுப்புகளை	vetten
கொட்டுகிறது	giet
பிராங்குகள்	franken
ஈயத்தை	zwaarder
ஈயத்தை	zwaardere
அறியாமையை	onwetendheid
உயவு	glijmiddel
என்னுடையது	mijne
ஆல்கலாய்டுகள்	alkaloïden
சுருட்டை	krullen
வளைவுகளில்	bochten
வளைவுகளில்	buigt
நம்பு	vertrouwen
நம்பு	vertrouw
அறிவினால்	schroeven
ஓய்வெடுக்க	ontspannen
ஆங்கர்	verankeren
ஆங்கர்	anker
கெய்ன்	kaïn
குறியிடல்	inkomend
குறியிடல்	binnenkomende
குறியிடல்	inkomende
முடிக்கப்படாத	onvoltooide
முடிக்கப்படாத	onafgemaakte
கடுஞ்	achteruitgang
கடுஞ்	regressie
அழைக்கப்பட்டார்கள்	uitgenodigd
அழைக்கப்பட்டார்கள்	uitgenodigde
தந்திரமான	lastige
தந்திரமான	listig
தந்திரமான	lastig
தந்திரமான	sluw
இரைபோசோம்	ribosoom
எங்கிருந்தும்	overal
நிலநடுக்கோடு	equatoriaal
சாலட்	salade
தடுக்கப்பட்டுள்ளது	geblokkeerde
தடுக்கப்பட்டுள்ளது	geblokkeerd
தட்டிகள்	diagrammen
தட்டிகள்	grafieken
குநோம்	kabouter
தலைவர்களைப்	bazen
அகழ்பொறி	graafmachine
மியூஸ்	muze
குடிசைகளில்	hutten
கடைக்காரர்	winkelier
மெக்கானிக்	automonteur
மெக்கானிக்	monteur
கன்னங்கள்	wangen
தரநிலைகளைப்	standaards
தரநிலைகளைப்	standaarden
தரநிலைகளைப்	normen
புவிப்புறத்	terrestrische
மையப்புள்ளி	epicentrum
ஷின்	scheenbeen
கண்ணியமாக	beleefde
கண்ணியமாக	beleefd
தீரா	ontsteking
நுண்துளை	diafragma
சகோதரிகளே	zussen
சகோதரிகளே	zusters
சகோதரிகளே	zusjes
தாறுமாறான	geneste
சரிசெய்யப்பட்டது	gerepareerd
சரிசெய்யப்பட்டது	vaste
உப்பிட்ட	gezouten
பாடத்திட்ட	lesprogramma
பாடத்திட்ட	onderwijsprogramma
பாடத்திட்ட	leerplan
தாழ	dieptepunten
தாழ்மையான	nederige
தாழ்மையான	nederig
தாழ்மையான	bescheiden
பச்சோந்தி	kameleon
அனுப்புநர்	van
அனுப்புநர்	uit
அனுப்புநர்	afzender
அனுப்புநர்	vanaf
அனுப்புநர்	verzender
அரவணைப்பு	knuffel
அரவணைப்பு	knuffelen
குழந்தையாய்	jongen
குழந்தையாய்	kind
கணக்காளர்கள்	boekhouders
எக்காளம்	trompet
அழைப்பாளர்	beller
களவாணி	samenzweerders
முன்வைப்பு	oriëntering
முன்வைப்பு	oriëntatie
முன்வைப்பு	presentatie
ஹூக்கர்	hoertje
ஹூக்கர்	hoer
ஒற்றுமையே	eenheid
எண்வகை	numeriek
எண்வகை	numerieke
சோனிக்	sonische
இயர்புக்	jaarboek
ஏற்பாட்டாளர்கள்	organisatoren
உடலுறவில்	gedurende
உடலுறவில்	tijdens
ஏமாளிகள்	sukkels
புவிஈர்ப்பு	zwaartekracht
புவிஈர்ப்பு	zwaarte
டைஸ்	dobbelsteen
டைஸ்	dobbelstenen
டைஸ்	dobbelen
விளங்காத	onbepaald
தோண்ட	graaf
தோண்ட	graven
முடங்கியது	vastgelopen
கம்பீரம்	knap
கம்பீரம்	knappe
போராடுகிறது	vechten
டெஸ்டோஸ்டிரோன்	testosteron
கூஜா	kruik
குண்டாக	vet
குண்டாக	dik
குண்டாக	dikke
குறுகியது	kort
குறுகியது	korte
பாஸ்போர்ட்	paspoort
சாலிட்	stevig
சாலிட்	vaste
சாலிட்	massief
சாலிட்	solide
காத்திருத்தல்	afwachten
காத்திருத்தல்	wachten
காத்திருத்தல்	wachtende
யூகோசுலாவியா	joegoslavië
அலசன்	halogeen
பில்லிங்	facturen
பாவிகள்	zondaars
ஆபாசமான	vulgair
ஆபாசமான	ordinair
ஆபாசமான	vulgaire
சாரணர்கள்	verkenners
டெலிவரி	oplevering
டெலிவரி	levering
டெலிவரி	bezorging
அகலத்திரை	breedbeeld
நூஹ்	noach
சுமையாக	vermoeiend
சுமையாக	uitputtend
ட்ரம்	trommel
ட்ரம்	trom
இருநிலை	binair
இருநிலை	binaire
கரங்களால்	zondige
கரங்களால்	zondig
டெஸ்க்	bureau
ஸ்டெம்	stengels
சவப்பெட்டியில்	doodskist
சவப்பெட்டியில்	kist
மாப்	maffia
மாப்	menigte
பினைல்அலனின்	fenylalanine
செக்மேட்	schaakmat
மனசாட்சி	geweten
ஒல்லியாக	magere
ஒல்லியாக	mager
சோயாபீன்ஸ்	soja
சோயாபீன்ஸ்	sojabonen
மகிழ்வான	joviale
மகிழ்வான	gelukkig
மகிழ்வான	blij
மகிழ்வான	vrolijk
மகிழ்வான	tevreden
வழங்குகிறோம்	presenteren
எழுதுகிறது	schrijven
சாவியை	toets
சாவியை	sleutel
மிரட்டும்	bedreigde
மிரட்டும்	bedreigd
தோற்கடிக்கும்	frustraties
அமுர்	amoer
தீர்க்கப்படவில்லை	onrustig
நினைத்துக்கொண்டு	denken
நினைத்துக்கொண்டு	denkend
நினைத்துக்கொண்டு	nadenken
அக்குபஞ்சர்	acupunctuur
சிப்ஸ்	fiches
காத்திருக்கிறோம்	afwachten
காத்திருக்கிறோம்	wachten
காத்திருக்கிறோம்	wachtende
