что	อะไร
упасть	ล้ม
упасть	ร่วง
слепые	บอด
слепые	ตาบอด
отреагировать	โต้ตอบ
отреагировать	ปฏิกิริยา
диагностических	วินิจฉัย
ждем	รอ
официант	บ๋อย
сломать	พัก
ужесточение	ขัน
хулиган	รังแก
фальшивые	แกล้ง
фальшивые	ปลอม
садик	อนุบาล
взятку	สินบน
кража	ขโมย
кража	โจรกรรม
жутко	ขนลุก
жутко	หลอน
жутко	สยอง
рубашка	เสื้อ
седло	อาน
штамп	ประทับ
покупатели	ลูกค้า
серьезная	จริงจัง
кибер	ไซเบอร์
икры	น่อง
починить	แก้
починить	ซ่อม
починить	แก้ไข
слушайте	ฟัง
динозавр	ไดโนเสาร์
стерилизации	ทำหมัน
стерилизации	หมัน
заслужила	สมควร
принуждение	บังคับ
гордо	ภูมิใจ
курсор	เคอร์เซอร์
скрыто	ซ่อน
медузы	แมงกะพรุน
досуг	สันทนาการ
досуг	นันทนาการ
распознать	จำ
напечатать	พิมพ์
принтер	เครื่องพิมพ์
мерси	เมตตา
мерси	ปราณี
попался	จับ
муай	มวย
крейн	เครน
рекламировать	โฆษณา
сено	ฟาง
поуп	โป๊ป
метеоролог	อุตุนิยมวิทยา
хирургические	ผ่าตัด
игнорируется	ละเว้น
героин	เฮโรอีน
брахма	พรหม
флажок	ธงชาติ
флажок	ธง
гибкий	ยืดหยุ่น
рукоять	ด้าม
униформа	ยูนิฟอร์ม
ножницы	ฉุบ
ножницы	กรรไกร
горничная	คนใช้
виргинских	เวอร์จิน
виргинских	จิ้น
ангелами	เทวดา
бинг	บิง
обезопасить	ปลอดภัย
подсолнечника	ทานตะวัน
перевозчик	พาหะ
пикник	ปิกนิก
болт	โบลท์
белье	ซักรีด
белье	ลินิน
рекомендуемая	แนะนำ
вложить	แนบ
вложить	ลงทุน
пенсия	บำนาญ
гибкой	ยืดหยุ่น
плаза	พลาซ่า
ремни	เข็มขัด
вай	หวาย
миле	ไมล์
относительные	ญาติ
относительные	สัมพันธ์
пневмония	ปอดบวม
бриллиант	เพชร
бриллиант	ไดมอนด์
пены	โฟม
турист	ค่าย
драгоценный	ล้ำค่า
разброс	กระจาย
разброс	โปรย
логин	ล็อกอิน
пчелы	ผึ้ง
сконцентрироваться	โฟกัส
сконцентрироваться	สมาธิ
соблазнить	ล่อลวง
соблазнить	ยั่วยวน
грязный	สกปรก
развлечение	บันเทิง
ненавистью	เกลียด
кличка	ฉายา
туфли	รองเท้า
наследственное	กรรมพันธุ์
сейф	ปลอดภัย
сейф	เซฟ
пустота	โมฆะ
кукурузу	ข้าวโพด
коснулся	สัมผัส
обрезание	ขลิบ
пес	สุนัข
пес	หมา
пес	หมาก
лучники	ธนู
праздновать	ฉลอง
средам	พุธ
чеснок	กระเทียม
выбираем	เลือก
цивилизацию	อารยธรรม
лоуэлл	โลเวลล์
привязана	มัด
электросвязи	โทรคมนาคม
преднамеренно	จงใจ
интерактивный	โต้ตอบ
метан	มีเทน
пострадавший	เหยื่อ
монгол	มองโกเลีย
гибкие	ยืดหยุ่น
водить	ไดรฟ์
водить	ไดร์ฟ
умы	จิตใจ
прочного	ทนทาน
прочного	ยั่งยืน
мэг	เมก
слепая	บอด
слепая	ตาบอด
банни	บัน
банни	กระต่าย
чернила	หมึก
уведомить	แจ้ง
прохладно	หนาว
бары	บาร์
бары	แท่ง
вселенных	เอกภพ
джуниор	เยาวชน
вождение	ขับ
вождение	ขับขี่
панда	แพนด้า
подбородок	คาง
подбородок	ชิน
ванна	อาบ
ванна	อ่างอาบน้ำ
вежливости	มารยาท
пуговицы	ปุ่ม
уоттс	วัตต์
куколка	ตุ๊กตา
массаж	นวด
отвергают	ปฏิเสธ
подружка	แฟน
комфорт	สบายใจ
комфорт	สบาย
жуткий	ขนลุก
жуткий	หลอน
жуткий	สยอง
гиллеспи	กิลเลส
треугольники	สามเหลี่ยม
чучело	ยัด
курок	ไก
лимон	เลมอน
лимон	มะนาว
хейл	เฮล
удовлетворена	พอใจ
соломы	หลอด
соломы	ฟาง
иракские	อิรัก
сыпь	ผื่น
швейной	อาภรณ์
роскошь	ฟุ่มเฟือย
роскошь	หรูหรา
продовольственный	แวร์
трагический	สลด
женаты	แต่งงาน
асеан	อาเซียน
одержим	หมกมุ่น
одержим	หลงใหล
браслеты	กำไล
зарядки	ชาร์จ
поклонялись	บูชา
бледный	ซีด
интерактивные	โต้ตอบ
аккорды	คอร์ด
фол	ฟาวล์
изобрели	คิดค้น
пиши	เขียน
пикап	กระบะ
восхищался	ชื่นชม
сафари	ซาฟารี
осколок	สะเก็ด
магистрат	ข้าหลวง
выгодные	กำไร
воровство	ขโมย
воровство	โจรกรรม
постель	เตียง
постель	ที่นอน
постель	นอน
свежее	สดชื่น
свежее	สดๆ
свежее	สด
доверял	ไว้ใจ
тайфун	ไต้ฝุ่น
огурцы	แตงกวา
ископаемого	ดึกดำบรรพ์
ископаемого	ฟอสซิล
ископаемого	ซากดึกดำบรรพ์
пек	เพค
пек	เพ็ก
пек	เพ็ค
носки	ถุงเท้า
кашу	โจ๊ก
кашу	ข้าวต้ม
голой	โล่ง
миллионеры	เศรษฐี
гипотетически	สมมุติฐาน
гипотетически	สมมุติ
гипотетически	สมมติ
мертвые	ตาย
ступни	ฟุต
ступни	เท้า
ступни	ฟิต
трагические	สลด
манго	มะม่วง
демографические	ประชากรศาสตร์
тетя	น้า
тетя	ป้า
бриз	สายลม
гондурасе	ฮอนดูรัส
кишечник	ลำไส้
ожидаемые	คาด
проснулся	ตื่น
нечаянно	บังเอิญ
нечаянно	เผลอ
тонну	ตัน
утешение	สบายใจ
утешение	สบาย
теплые	อุ่น
теплые	อบอุ่น
чаде	แชด
чаде	ชาด
паб	ผับ
веселые	สนุกสนาน
веселые	ร่าเริง
веселые	สนุก
дайджест	สรุป
оскорбительно	ดูถูก
респект	นับถือ
респект	เคารพ
гангстер	มาเฟีย
гангстер	นักเลง
присяжные	ลูกขุน
ковбой	คาวบอย
плавающих	ลอย
беседка	ศาลา
молчать	เงียบ
беспорядок	ยุ่งเหยิง
беспорядок	เลอะเทอะ
расслоение	ชำแหละ
сирены	ไซเรน
осел	ลา
заключенный	นักโทษ
заключенный	เชลย
неустойчивость	ผันผวน
нетрадиционных	แหวก
барбуда	บาร์บูดา
радж	ราจ
медвежонок	แบก
медвежонок	หมี
поделился	แชร์
стулья	เก้าอี้
съел	กิน
молоток	ค้อน
сканер	สแกน
анестезии	ยาสลบ
барк	เห่า
наслаждение	เพลิดเพลิน
наслаждение	พอใจ
кувшин	เหยือก
намек	ใบ้
краб	ปู
бриггс	บริกส์
пешка	หมาก
пешка	เบี้ย
парковка	จอด
информировать	แจ้ง
ручку	ปากกา
разрешите	อนุญาต
зеро	ศูนย์
прелесть	ล้ำค่า
галстук	ไทด์
галстук	มัด
арендовал	เช่า
пота	เหงื่อ
вдов	หม้าย
рекомендуемые	แนะ
рекомендуемые	แนะนำ
обаяние	เสน่ห์
зол	โกรธ
зол	โมโห
вентилятор	แฟน
вентилятор	แฟนๆ
вентилятор	พัดลม
грэйс	พระคุณ
скромная	เจียม
скромная	ถ่อม
легкое	ปอด
курдского	เคิร์ด
парфюмерии	น้ำหอม
устные	วาจา
сладкие	หวาน
сладкие	หวานๆ
матерь	แม่
паста	วาง
паста	แปะ
взлом	แฮ็ก
здоровые	สุขภาพ
любезно	ใจดี
консультирование	ปรึกษา
стабильное	มั่นคง
стабильное	เสถียรภาพ
стратег	ยุทธศาสตร์
угловое	เชิงมุม
агро	เกษตร
утробе	ครรภ์
утробе	มดลูก
буги	โบกี้
внезапный	กะทันหัน
эфиопию	เอธิโอเปีย
сенегале	เซเนกัล
медленные	ช้า
медленные	ช้าๆ
медленные	ชะลอ
жесткая	โหด
вырасти	เติบโต
вырасти	ปลูก
предотвращать	ป้องกัน
этикет	มารยาท
синтезировать	สังเคราะห์
оговорки	จอง
гель	เจล
океаны	มหาสมุทร
ложки	ช้อน
хэнка	แฮงค์
хэнка	แฮง
каштан	เกาลัด
чародей	มายากล
чувствовала	รู้สึก
бильярд	บิลเลียด
бильярд	สระ
бильярд	พูล
кубик	ลูกบาศก์
колумбию	โคลัมเบีย
бьет	จังหวะ
иконки	ไอคอน
обновлены	อัพเดท
уважает	เคารพ
запутался	งง
запутался	สับสน
лью	ลูว์
кал	คา
саммер	ซัมเมอร์
играйте	เล่น
нежная	อ่อน
нежная	นุ่ม
нежная	นิ่ม
оттер	นาก
вакцина	วัคซีน
тук	ทัค
тук	ทัก
изогнутый	โค้ง
вертолеты	เฮลิคอปเตอร์
презрение	ดูถูก
углеводы	แป้ง
гинеколог	นรีแพทย์
позу	ท่า
позу	โพส
ноутбук	แล็ปท็อป
наивно	ซื่อ
наивно	ซื่อๆ
заманить	ล่อ
туннели	อุโมงค์
брови	คิ้ว
нага	นาคา
поклон	โบว์
поклон	นู๋
поклон	ธนู
поклон	กราบ
кальмар	ปลาหมึก
комфортно	สบายใจ
комфортно	สบาย
комфортно	สะดวก
моб	มาเฟีย
урожайности	ยอม
запчасти	อะไหล่
кашель	ไอ
визу	วีซ่า
багаж	สัมภาระ
смеётся	หัวเราะ
покровители	อุดหนุน
петель	บานพับ
продолжаем	ต่อ
кризисы	วิกฤตการณ์
кризисы	วิกฤต
лил	ลิล
индуистских	ฮินดู
боулинг	โบว์ลิ่ง
токсичных	พิษ
повторений	ตัวแทน
лаг	ชักช้า
лаг	ล่าช้า
замешательство	สับสน
прилагается	ล้อม
прилагается	แนบ
любовники	คู่รัก
малыши	ทารก
нетто	เน็ต
нетто	ตาข่าย
нетто	สุทธิ
нетто	ถ้วน
присяжный	ลูกขุน
улыбается	ยิ้ม
косая	เฉียง
перевернулся	พลิก
лем	เล็ม
лем	เลม
привидение	ผี
помни	จดจำ
притеснения	ก่อกวน
выберите	เลือก
приходите	มา
нищий	ขอทาน
мальчишки	หนุ่มๆ
пироги	พาย
метрических	เมตริก
мечтать	ฝัน
мечтать	มโน
дерека	เดเร็ก
дерека	เดเรก
упс	อ๊ะ
упс	อุ๊ย
упс	อุ๊บ
страдание	ทรมาน
головоломка	ปริศนา
гвоздика	คาร์เนชั่น
засада	ซุ่ม
сессиях	เซสชัน
сессиях	เซสชั่น
запятые	จุลภาค
розу	กุหลาบ
иностранное	ต่างด้าว
термитов	ปลวก
ненавидел	เกลียด
ревизор	display
растущая	โต
разноцветные	สีสัน
наличные	แคช
наличные	เงิน
наличные	เงินสด
русалка	เงือก
сексуально	เซ็กซี่
керосин	ก๊าด
пожертвование	บริจาค
козлы	แพะ
фишки	ชิป
твердый	ของแข็ง
твердый	ทึบ
твердый	มั่นคง
твердый	แข็ง
гил	กิล
насчитал	นับ
щупальца	หนวด
пэм	แพ
пэм	แพม
тхай	ท้าย
актуальное	ไฮไลท์
актуальное	ไฮไลต์
актуальное	แนะนำ
тамил	ทมิฬ
слизи	เมือก
ватт	วัตต์
тонет	จม
запланированные	วางแผน
натура	สันดาน
натура	ธรรมชาติ
пинг	ผิง
чернил	หมึก
надеемся	โฮป
надеемся	หวัง
шкафу	ตู้
подсказка	ทิป
подсказка	ใบ้
подсказка	เงื่อนงำ
ски	สกี
морт	มอร์ท
любопытство	สงสัย
пыльца	เกสร
сдвиги	กะ
брасс	เหลือง
изнасиловал	ข่มขืน
маниле	มะนิลา
корзина	ตะกร้า
корзина	ขยะ
предали	ทรยศ
аборты	ทำแท้ง
аборты	แท้ง
ковер	พรม
изумрудный	มรกต
прачечная	ซักรีด
мус	มูส
неофит	เณร
филиппинских	ฟิลิปปินส์
трей	แต้ม
дорогое	แพงๆ
дорогое	แพง
идеализм	อุดมการณ์
прикосновения	แตะ
прикосновения	สัมผัส
прикосновения	ซึ้ง
забыла	ลืม
устали	เพลีย
устали	เหนื่อย
эгейское	อีเจียน
бампер	กันชน
забавный	ตลก
забавный	ขัน
забавный	ขำ
наивный	ซื่อ
наивный	ซื่อๆ
обжаловать	อุทธรณ์
обжаловать	แย้ง
трость	เฆี่ยน
отклонили	ปฏิเสธ
ведро	ถัง
ботинок	รองเท้า
риши	ฤๅษี
берк	เบิร์ก
ожидаемый	คาด
счастлива	สุขใจ
счастлива	แฮปปี้
счастлива	ดีใจ
палка	ติด
ограбить	ปล้น
вакцинации	วัคซีน
сирена	ไซเรน
бернс	เบิร์น
крабов	ปู
бешеный	โกรธ
бешеный	โมโห
укус	กัด
срочное	ด่วน
индонезию	อินโดนีเซีย
пикколо	พิคโคโล่
интуиции	สัญชาตญาณ
мегабайт	เมกะไบต์
спросила	ถาม
оживление	ฟื้นฟู
благодарна	กตัญญู
классная	เยี่ยม
включенные	รวม
интуиция	สัญชาตญาณ
литр	ลิตร
аккаунты	บัญชี
дует	เป่า
дует	ฟุ้ง
ногтей	เล็บ
сварных	เชื่อม
джоша	จอช
лапша	บะหมี่
лапша	ก๋วยเตี๋ยว
воронка	กรวย
проиграть	เสีย
проиграть	แพ้
твердые	ของแข็ง
твердые	ทึบ
твердые	มั่นคง
твердые	แข็ง
нежные	นุ่ม
допущение	สมมุติฐาน
допущение	สันนิษฐาน
допущение	สมมติฐาน
невежество	งมงาย
пюре	แมช
бактериальных	แบคทีเรีย
капиталистической	นายทุน
парам	คู่รัก
дядюшка	ลุง
оливковое	มะกอก
больна	ป่วย
бороздки	ร่อง
бран	รน
гвозди	ตะปู
гвозди	เล็บ
работодатель	นายจ้าง
сиам	สยาม
задерживается	ล่าช้า
пышные	สดชื่น
конкурсных	แข่งขัน
плуг	ไถ
плуг	ไถนา
гарантию	รับรอง
жабры	เหงือก
стук	เคาะ
стук	ก๊อก
вакцин	วัคซีน
анатомические	วิภาค
анатомические	กายวิภาค
четвергам	พฤหัส
пузыри	ฟอง
шину	ดาม
вайолет	ไวโอเล็ต
папки	โฟลเดอร์
швы	เย็บ
реабилитацию	บำบัด
казначейство	คลัง
зебра	ม้าลาย
русалки	เงือก
финч	ฟินซ์
финч	ฟินช์
сит	ซิธ
разгадать	คลี่คลาย
накопленный	สะสม
позитивная	บวก
милю	ไมล์
свист	ผิวปาก
свист	หวีด
свист	นกหวีด
спермы	อสุจิ
аккорд	คอร์ด
юбка	กระโปรง
сеансы	เซสชัน
сеансы	เซสชั่น
взломать	แฮ็ก
взломать	แฮก
очарование	เสน่ห์
очарование	สเน่ห์
модные	หรู
модные	แฟนซี
модные	แฟชั่น
украсить	ตกแต่ง
фасоль	ถั่ว
веселье	สนุกสนาน
веселье	สนุก
рамку	กรอบ
рамку	เฟรม
корпоративное	องค์กร
кертис	ติส
испугался	กลัว
виза	วีซ่า
консультация	ปรึกษา
отклонила	ปฏิเสธ
беременная	ท้อง
линг	หลิง
линг	หล่ง
застрял	ติด
порекомендовать	แนะนำ
пластиковый	พลาสติก
больная	ป่วย
рецидив	ทรุด
графит	ไฟต์
опоздал	สาย
опоздал	ช้า
опоздал	ดึก
плечом	ไหล่
сжег	ไหม้
сжег	เผา
стинг	ต่อย
бутч	บุช
хвосты	ก้อย
хвосты	หาง
семестр	เทอม
ганг	คงคา
стипендий	สาวก
стипендий	สัมพันธภาพ
оранжевое	ส้ม
воспроизводится	แพร่
камин	เตาผิง
камин	ผิง
статических	คงที่
статических	สถิตย์
улыбки	ยิ้ม
лорел	ลอเรล
лечит	เยียวยา
овца	แกะ
ораторов	ลำโพง
обманул	โกง
обманул	หลงกล
обманул	หลอก
бусы	ประคำ
монк	บวช
посылка	แพ็คเกจ
посылка	พัสดุ
транзита	การขนส่งมวลชน
ненавижу	เกลียด
потолки	เพดาน
скрывали	ปกปิด
таможня	ศุลกากร
кормит	ฟีด
инвестировать	ลงทุน
тьфу	อ้า
тьфу	เฮ้อ
тьфу	โอ๊ย
наследовать	สืบทอด
смешная	ตลก
смешная	ขัน
смешная	ขำ
вставьте	วาง
вставьте	แปะ
мультимедийных	มัลติมีเดีย
сарае	โรงนา
сарае	หลั่ง
сарае	กระท่อม
сарае	ยุ้ง
птичка	เบิร์ด
птичка	นก
громче	ดัง
бокал	แก้ว
бокал	กระจก
доброволец	อาสา
отвергнуть	ปฏิเสธ
верблюда	อูฐ
дхарма	ธรรมะ
стат	สถิติ
конусов	กรวย
теплая	อุ่น
теплая	อบอุ่น
почтение	คารวะ
саммерс	ซัมเมอร์
ребер	ซี่โครง
приятного	เพลิดเพลิน
приятного	เพลิน
приятного	สนุก
скидки	ส่วนลด
классные	เจ๋ง
классные	เยี่ยม
классные	เท่
классные	เย็น
классные	เท่ห์
перекрестка	ชุม
язычники	นอกรีต
продуктовый	ของชำ
планируемые	วางแผน
кики	กิกิ
кики	คิกิ
трещина	แตกหัก
трещина	ร้าว
трещина	ร่อง
коттедж	กระท่อม
принудительный	บังคับ
рэндалл	แรนดอล
рэндалл	แรนดอลล์
рэндалл	แรนดัล
лайл	ไลล์
лайл	ไลน์
наслаждаться	เพลิดเพลิน
наслаждаться	เพลิน
наслаждаться	สนุก
наказаны	ลงโทษ
клонирования	โคลนนิ่ง
ветеринар	สัตวแพทย์
насильственные	รุนแรง
глазки	ดวงตา
глазки	นัยน์ตา
глазки	สายตา
глазки	ตา
регрессии	ถดถอย
солнышко	แดด
солнышко	แสงแดด
мертва	ตาย
получатель	ผู้รับ
желе	วุ้น
топографии	ภูมิประเทศ
принимаем	ยอมรับ
заказали	สั่ง
карат	กะรัต
карат	รัต
помолвлена	หมั้น
туалеты	ส้วม
астма	หอบ
решетку	ตะแกรง
выразительные	เริงร่า
шантаж	แบล็คเมล์
хаббл	ฮับเบิล
синус	ไซนัส
баннеры	แบนเนอร์
аллергии	ภูมิแพ้
угадать	เดา
акушер	สูติแพทย์
пушистый	ฝอย
сига	ชิง
беспокоить	รบกวน
дюжины	โหล
воскрешения	คืนชีพ
привилегия	เอกสิทธิ์
привилегия	อภิสิทธิ์
зрелый	ผู้ใหญ่
осёл	ลา
репетиция	ซ้อม
попробуй	ลอง
небрежно	ประมาท
небрежно	สะเพร่า
нитки	ด้าย
одаренных	พรสวรรค์
мэл	เมล
мэл	มอล
мэл	มาล
кружку	เหยือก
малышка	ลูก
малышка	ทารก
малышка	เบบี้
малышка	ที่รัก
растительное	ผัก
каб	คับ
дилер	ค้า
дилер	พ่อค้า
консульских	กงสุล
осьминог	ปลาหมึก
слизь	เมือก
слизь	กู
испытанию	ทดสอบ
шад	พุก
пиксель	พิกเซล
привидения	หลอน
привидения	สิง
привидения	สิงค์
привидения	ผี
мигранты	ต่างด้าว
записаться	สมัคร
олив	มะกอก
джил	จิล
чашки	ถ้วย
шампанское	แชมเปญ
спортзал	ยิม
спортзал	พละ
ослеп	บอด
ослеп	ตาบอด
неполноценности	ปมด้อย
афганские	อัฟกานิสถาน
верим	ศรัทธา
верим	เชื่อ
оповещение	เตือน
оповещение	แจง
джуд	จู๊ด
исказить	บิดเบือน
ножны	ฝัก
предрассудки	อคติ
вакансии	งาน
колоссальные	มหึมา
чжон	จุง
чжон	จอง
дюжина	โหล
кашмире	แคชเมียร์
процветает	รุ่งเรือง
доходность	ยอม
перепады	ลงๆ
креветки	กุ้ง
смеются	หัวเราะ
чед	แชด
чед	ชาด
сижу	นั่ง
обеспокоен	กังวล
обеспокоен	ห่วง
обеспокоен	รบกวน
играю	เล่น
ложка	ช้อน
аллергия	ภูมิแพ้
пой	สิงห์
пой	ร้อง
демографических	ประชากรศาสตร์
кулон	จี้
иглу	เข็ม
таре	ธาร
наняли	จ้าง
пятки	ส้น
потерпевший	เหยื่อ
беспредел	ประทุษร้าย
аун	ออง
кислый	เปรี้ยว
теплее	อุ่น
стыд	เสียดาย
стыд	ละอาย
накопленные	สะสม
формальности	พิธีรีตอง
выпечки	ขนมอบ
кредитная	เครดิต
шей	เชย
одеяло	ผ้าห่ม
промахнулся	คิดถึง
промахнулся	พลาด
гонг	กง
ногти	ตะปู
ногти	เล็บ
инжиниринг	วิศวกรรม
инжиниринг	วิศวกรรมศาสตร์
трогал	สัมผัส
дои	ดอย
горечь	ขมขื่น
обновлено	อัพเดท
инсулин	อินซูลิน
розовое	สีชมพู
розовое	ชมพู
ласка	พังพอน
хауз	เฮ้าส์
хауз	บ้าน
вкладки	แท็บ
чудесные	วิเศษ
ангкор	นคร
кару	คาร
кару	คารา
одинок	เหงา
слышите	ยิน
слышите	ได้ยิน
сливки	ครีม
устоять	ขัดขืน
устоять	ต้านทาน
доллары	ดอลลาร์
девчонки	สาวๆ
девчонки	สาว
девчонка	สาว
эндокринной	ต่อม
нух	นูร
нух	นู่
нух	นู
дэни	เดนี
идентификаторы	id
сменных	ทดแทน
успокаивает	ปลอบ
моральная	คุณธรรม
формальностей	พิธีรีตอง
нетрадиционные	แหวก
думайте	คิด
зорро	โซโล
планер	เครื่องร่อน
украшать	ตกแต่ง
волшебство	มนตร์
волшебство	เวทมนตร์
морям	ทะเล
стержни	แท่ง
кута	กุด
тару	ธาร
гравий	กรวด
доброта	น้ำใจ
парик	วิก
скудные	ขาดแคลน
модно	แฟชั่น
кэп	กรวย
кэп	หมวก
принтеров	เครื่องพิมพ์
твердое	ของแข็ง
твердое	ทึบ
твердое	มั่นคง
твердое	แข็ง
загадку	ปริศนา
шкатулка	ช่อง
шкатулка	กล่อง
глупая	โง่
уважают	นับถือ
клонирование	โคลนนิ่ง
помним	จดจำ
прокуроров	อัยการ
зейн	เซน
дура	โง่
дура	หลอก
подушка	หมอน
простыни	ผ้าปูที่นอน
пирсинг	เจาะ
довольна	พอใจ
довольна	ปลื้ม
аминь	สาธุ
аминь	เมน
аминь	อาเมน
тыкать	จิ้ม
сожаления	เสียดาย
сожаления	เสียใจ
жарки	ทอด
прерывание	ขัดจังหวะ
фальшивый	แกล้ง
фальшивый	ปลอม
цистерна	ถัง
цистерна	แท็งค์
фейерверк	ประทัด
фейерверк	พลุ
чаю	ชา
ценю	ซาบซึ้ง
орешки	ถั่ว
ладонь	ฝ่ามือ
ладонь	ปาล์ม
извещение	สังเกตุ
извещение	สังเกต
багажник	หีบ
багажник	ลำต้น
гуфи	เพลิน
енот	แรคคูน
диване	โซฟา
грусть	เศร้า
грусть	เศร้าๆ
хвалит	แซ่
сводка	สรุป
гореть	ไหม้
гореть	เผา
чудесная	วิเศษ
гир	กาด
тревожные	รบกวน
думай	คิด
сумасшедшая	เพี้ยน
сумасшедшая	บ้า
моча	ฉี่
моча	ปัสสาวะ
знакомо	คุ้น
знакомо	คุ้นๆ
ревнует	อิจฉา
ревнует	หึง
чоп	สับ
гербер	พรีเซ็นเตอร์
белло	เบลโล
крепче	แน่น
красавчик	หล่อ
тост	ขนมปัง
морфина	มอร์ฟีน
пересек	ข้าม
чхоль	ชุล
чхоль	ชอล
малярией	มาลาเรีย
фокусник	มายากล
бананов	กล้วย
лайм	มะนาว
лайм	ปูน
реалистично	สมจริง
изолированы	ฉนวน
яблочный	แอปเปิล
непальский	เนปาล
соусы	ซอส
пинки	ก้อย
запросили	ร้องขอ
благодарны	กตัญญู
частотность	ความถี่
тиморе	ติมอร์
обновлен	อัพเดท
одержимый	หมกมุ่น
одержимый	หลงใหล
произведенные	ผลิต
бессознательное	ภวังค์
сломался	พัง
сломался	หัก
сломался	แตก
причёска	ตัดผม
вейл	เวลล์
ипотечных	จำนอง
ипотечных	ผ่อน
тофу	เต้าหู้
гавайский	ฮาวาย
свисток	ผิวปาก
свисток	หวีด
свисток	นกหวีด
разоблачить	เปิดโปง
интерактивного	โต้ตอบ
колыбели	เปล
бамбук	ไม้ไผ่
бамбук	ไผ่
несчастным	นาถ
несчастным	ทุกข์
суеверия	โชคลาง
палатку	เต็นท์
скайп	ไกส์
прерогативой	อภิสิทธิ์
паранойя	หวาดระแวง
паранойя	ระแวง
отпраздновать	ฉลอง
вкладка	แท็บ
евнухов	ขันที
профи	ข้อดี
профи	โปร
клэй	เคลย์
клэй	ดิน
гот	กอธ
гималайский	หิมาลัย
шоколадный	ช็อกโกแลต
красавец	หล่อ
апельсин	ส้ม
помнишь	จดจำ
оптом	ขายส่ง
пенис	องคชาติ
пенис	จู๋
квот	จัดสรร
питчер	เหยือก
чашка	คัพ
чашка	ถ้วย
ненавидеть	เกลียด
громкость	ปริมาตร
почувствовала	รู้สึก
одиноко	เหงา
родня	ญาติ
стрекоза	แมลงปอ
майские	พฤษภาคม
латино	ละติน
несс	เนส
мертв	ตาย
складка	ยับ
пословица	สุภาษิต
напиши	เขียน
мет	เหวี่ยง
мет	ยาบ้า
намеки	บอกใบ้
бэт	เบ็ต
бэт	เบ็ธ
бэт	เบ็ท
бэт	เบธ
колбаса	ไส้กรอก
улов	ลาก
улов	จับ
свинина	หมู
лумпуре	กัวลาลัมเปอร์
радиологии	รังสีวิทยา
бездомным	จร
бездомным	จรจัด
вэл	เวล
вэл	วาล
хлам	ขยะ
сэндвич	แซนด์วิช
милостыню	ทาน
обвинитель	โจทก์
обвинитель	อัยการ
ноутбуки	แล็ปท็อป
говядина	เนื้อ
ораторы	ลำโพง
гении	อัจฉริยะ
пень	ตอ
вдовец	หม้าย
уловка	ทริค
берите	เอา
берите	รับ
инвалидность	พิการ
приемник	ผู้รับ
стокгольмской	สตอกโฮล์ม
циркуляр	วงกลม
счастливчик	ลัคกี้
счастливчик	โชค
испортил	ใจแตก
репетитор	ติวเตอร์
лапу	อุ้งเท้า
лапу	ตีน
качели	สวิง
качели	เหวี่ยง
качели	แกว่ง
суровое	สาหัส
суровое	รุนแรง
играй	เล่น
голодный	หิว
эмуляции	จำลอง
радиация	การแผ่รังสี
радиация	รังสี
сеток	ตาข่าย
тарелка	ทะเบียน
тарелка	จาน
тарелку	ทะเบียน
тарелку	จาน
последовательная	สอดคล้อง
банан	กล้วย
продуктивным	ประสิทธิ์
заклятие	คาถา
заклятие	สะกด
нава	เนบ
сидение	นั่ง
держите	ถือ
держите	กุม
неудачник	แพ้
модем	โมเด็ม
тревожный	รบกวน
тревожный	กระวนกระวาย
ожидаемое	คาด
пиа	เพียร์
отвлекаться	ใจลอย
трущоб	สลัม
трущоб	แออัด
садовников	ชาวสวน
гумма	กุม
ликвидности	คล่อง
фокусы	เทคนิค
раздражать	รำคาญ
зарядка	ชาร์จ
фотка	ภาพ
фотка	รูป
камала	กามา
кассир	แคชเชียร์
папку	โฟลเดอร์
украсили	ประดับ
караванов	คาราวาน
проголосовала	โหวต
микробов	จุลินทรีย์
противно	ขยะแขยง
крошечные	จิ๋ว
толстяк	อ้วน
найди	ค้นหา
найди	หา
поклоняться	บูชา
поклоняться	นมัสการ
доброту	น้ำใจ
избегайте	เลี่ยง
доверяли	ไว้ใจ
чонг	ชอง
смешивание	กลมกลืน
честная	ซื่อสัตย์
почка	ไต
навоз	มูล
молится	ภาวนา
пеппер	พริก
шик	เก๋ง
шик	เก๋
лоло	โล
лоло	โลโล
готэм	กอธ
бэн	เบ็น
бэн	เบน
стесняется	อาย
стесняется	เขิน
ожог	ไหม้
ожог	เผา
прения	โต้วาที
стю	ตูส
стю	สตู
подчеркнуто	เครียด
бездну	เหว
зум	ซูม
зум	ขยาย
лиллиан	lilian
санитар	เสนารักษ์
одобряю	อนุมัติ
срочная	ด่วน
бархат	กำมะหยี่
запутать	สับสน
порнографических	อนาจาร
буфет	บุฟเฟ่ต์
буфет	บุฟเฟต์
аум	อั้ม
неловко	อึดอัด
майло	ไมโล
истерии	ฮิสทีเรีย
мандарин	ส้ม
запахи	กลิ่น
ночами	คืน
ночами	ค่ำคืน
пою	ร้อง
объятия	กอด
козел	แพะ
прелести	เสน่ห์
одобрить	อนุมัติ
расстроен	หงุดหงิด
расстроен	ท้อแท้
сломана	หัก
сломана	สลาย
сломана	พัง
сломана	ชำรุด
сломана	แตกหัก
сломана	แตก
маршрутизатор	เตอร์
плакал	ร้องไห้
настойчивые	ตื้อ
настойчивые	ถาวร
затылочной	ท้ายทอย
искренние	จริงใจ
