در	ประตู
پیانوی	เปียนโน
هوشمندانه	ฉลาด
کانگ	คัง
دندانی	ฟัน
مامان	แม่
تبر	ขวาน
موسمی	มรสุม
حیثیت	บารมี
کنجد	งา
صبور	คนไข้
صبور	อดทน
نئون	นีออน
رونوشت	สำเนา
خدنگ	พังพอน
آرگومان	อาร์กิวเมนต์
شستن	ล้าง
ناهار	เที่ยง
فوم	โฟม
بنر	แบนเนอร์
نبات	ลูกอม
نبات	ขนม
ارکیده	กล้วยไม้
صاعقه	สายฟ้า
صاعقه	ฟ้าผ่า
بوف	ฮูก
غفلت	หลงลืม
سرکش	ฝ่าฝืน
سرکش	อุกอาจ
بیوتکنولوژی	ชีวภาพ
سخنگو	โฆษก
سخنگو	ลำโพง
فروتن	เจียม
فروتن	ถ่อม
انتزاع	นามธรรม
دای	แด
بیو	เบลโล
بیو	บัว
نواخت	จังหวะ
دبستانی	อนุบาล
بازیها	เกม
بازیها	เกมส์
آویز	จี้
نارگیل	มะพร้าว
فراست	ฟรอสท์
حرفهای	วิชาชีพ
حرفهای	โปร
صنف	สมาคม
گرسنه	อดอยาก
گرسنه	หิว
قرینه	พลิก
هندوانه	แตงโม
دانشگاهها	มหาวิทยาลัย
تندر	ฟ้าร้อง
تندر	ฟ้าผ่า
نتایجی	ผลลัพธ์
نتایجی	ผล
ناخوشایند	อึดอัด
برگها	ใบไม้
همجنسگرا	เกย์
مگ	เมก
سیمانی	ปูน
ربا	ดอกเบี้ย
ربا	สนใจ
داک	หมอ
داک	เป็ด
چیپ	ชิพ
چیپ	ชิป
هاک	เหยี่ยว
دخترها	สาวๆ
دخترها	สาว
ساختمانها	ตึก
ساختمانها	อาคาร
صلوات	พร
بیچاره	คนจน
بیچاره	ยากจน
کلوچه	คุกกี้
رزین	เกด
دردی	ปวด
لینگ	หลิง
لینگ	หล่ง
وبی	เว็บ
شوت	เตะ
شوت	ถ่าย
شوت	ถีบ
شوت	ยิง
شوت	คิก
فواره	น้ำพุ
ناک	นาก
گیره	คลิป
کلاک	นาฬิกา
اشتر	อูฐ
مرید	สาวก
مرید	ศิษย์
افسوس	สงสาร
بوید	บอยด์
بوید	บอยส์
هویج	แครอท
همنشین	สหาย
پریدن	กระโดด
جراحت	แผล
جراحت	บาดแผล
سبا	สะ
طحال	ม้าม
هروئین	เฮโรอีน
بوس	จุ๊บ
بوس	จูบ
خوری	กิน
خشنود	พอใจ
خشنود	ปลื้ม
ژو	จู
ژو	โจว
گلوبال	โกลบอล
تریبون	ทริบูน
بافتهای	เนื้อเยื่อ
حامله	ท้อง
افسون	เสน่ห์
افسون	คาถา
افسون	สะกด
گرانبها	ล้ำค่า
بسازم	สร้าง
میلیونر	เศรษฐี
بدنام	ฉาวโฉ่
جهل	งมงาย
پلید	ฟาวล์
کلاهبرداری	ฉ้อโกง
تنفر	เกลียด
لون	โลน
لون	ลอน
آرواره	กราม
آرواره	ราม
کیج	กรง
شهود	สัญชาตญาณ
وینر	ไส้กรอก
آئینه	กระจกเงา
آئینه	กระจก
پرستشگاه	วัด
پرستشگاه	วิหาร
بخوان	อ่าน
مخملی	กำมะหยี่
اربابان	มาสเตอร์
برگزیدن	เลือก
طمع	ขนมปัง
خوشبخت	สุขใจ
خوشبخت	แฮปปี้
خوشبخت	ดีใจ
متنفر	เกลียด
کلفت	หนา
کلفت	หนาๆ
بشکند	พัก
قوش	เหยี่ยว
جاکارتا	จาการ์ตา
اسکادران	ฝูงบิน
باستانشناسی	โบราณคดี
بتل	รบ
بتل	ศึก
بتل	สงคราม
مبلمان	เฟอร์นิเจอร์
میخواهد	ประสงค์
میخواهد	ปรารถนา
کاور	ปก
کاور	ปกปิด
دلسرد	ท้อแท้
تونلی	อุโมงค์
موازنه	สมดุล
دربارۀ	เรื่อง
دربارۀ	ประมาณ
افسرده	หดหู่
اثربخشی	ประสิทธิ์
ثواب	รางวัล
سنگها	หิน
قهر	เคือง
کشمیری	แคชเมียร์
چتری	ร่ม
تاور	หอคอย
تاور	ทาวเวอร์
تاور	หอ
چمنی	หญ้า
کنکورد	คอร์ด
مکش	ดูด
جرثقیل	เครน
کوشا	ขยัน
ژل	เจล
تقلبی	แกล้ง
تقلبی	ปลอม
نیرنگ	วางแผน
نیرنگ	พล็อต
پایی	ฟุต
پایی	เท้า
پایی	ฟิต
کارپنتر	ช่างไม้
فلو	โฟล
تلگرام	โทรเลข
گدازه	ลาวา
یدک	พ่วง
کارآموزی	ฝึกงาน
چپل	โบสถ์
شاهدی	พยาน
تیزی	คม
تیزی	ชาร์ป
عربها	อาหรับ
شوراها	โซเวียต
تلخی	ขม
تلخی	ขื่นขม
تلخی	ขมขื่น
کارتریج	ตลับ
تبهکار	อาชญากร
تبهکار	อาชญากรรม
ضامن	รับรอง
ضامن	สลับ
مزد	ค่าแรง
سرکشی	กบฏ
مقید	ผูกพัน
معجون	ค็อกเทล
کشمش	ลูกเกด
آلومینیومی	ฟอยล์
شپش	เหา
طوفانی	พัด
پیشفرض	ปริยาย
گروهان	องค์กร
گروهان	บริษัท
آرنج	ศอก
آرنج	ข้อศอก
پاندا	แพนด้า
دلبر	สู
دلبر	อสูร
بحثهای	อภิปราย
دقایقی	นาที
الرشید	พุทธ
قطرات	ประคำ
اتاقهای	ห้อง
جویدن	เคี้ยว
جویدن	แทะ
متمدن	เจริญ
متمدن	อารยะ
باروز	โพรง
مریض	ป่วย
افتادگی	พิการ
جیجاق	เจย์
دورنمای	ฝึกงาน
تُرک	เติร์ก
تضمینی	รับรอง
زون	เขต
زون	โซน
روانشناختی	จิตวิทยา
رگبار	ฝักบัว
فیش	ปลา
فیش	ฟิช
پلازا	พลาซ่า
انضباط	วินัย
پرشین	เปอร์เซีย
شوره	เค็ม
شوره	รังแค
سحرگاه	รุ่งอรุณ
کروات	ไทด์
کروات	โครเอเชีย
کروات	มัด
تماشاخانه	เปร่า
کوکائین	โคเคน
وحشیانه	โหด
مشتی	กำ
چاقوی	มีด
جنگیدن	สู้
تراس	ระเบียง
استبدادی	เผด็จการ
وزغ	คางคก
کانگوروی	จิงโจ้
زراعتی	เกษตร
زراعتی	การเกษตร
زراعتی	เกษตรกรรม
دلسوز	นุ่ม
فاخته	พิราบ
تایگر	เสือ
تایگر	เสือก
کارد	ส้อม
کارد	มีด
متعالی	สูงส่ง
تیرگی	เบลอ
جس	เจส
کارتهای	บัตร
کارتهای	การ์ด
کارتهای	ไพ่
سطل	ถัง
ترافیکی	จราจร
دیکشنری	พจนานุกรม
باتلاق	ห้วย
باتلاق	บึง
مژگان	ขนตา
تاس	ลูกเต๋า
تاس	เต๋า
کلمبیایی	โคลอมเบีย
کلمبیایی	โคลัมเบีย
ونگ	หวง
ونگ	แวง
ونگ	วัง
ونگ	วอง
خوابیدن	นอน
هنک	แฮงค์
هنک	แฮง
لثه	เหงือก
دلال	โบรกเกอร์
کانالهای	ช่อง
دایم	ถาวร
ستونهای	คอลัมน์
خردل	มัสตาร์ด
گناهی	บาป
استورم	พายุ
فرورفتگی	หดหู่
چمدان	สัมภาระ
احساساتی	อารมณ์
ایون	อุน
موعظه	เทศน์
ضربت	สวาท
کانر	คอนเนอร์
سالت	เค็ม
سالت	เกลือ
هکر	แฮกเกอร์
راکول	ร็อคเวลล์
جیانگ	เจียง
دکور	ตกแต่ง
حصاری	รั้ว
آشپز	หุง
آشپز	ปรุง
آشپز	ครัว
آشپز	เชฟ
تفحص	ประณีต
کوتاهتر	สั้น
ارادی	จงใจ
توتون	ยาสูบ
مردمک	ศิษย์
مردمک	ม่านตา
ماههای	เดือน
چسباندن	วาง
چسباندن	แปะ
کریشنا	กฤษณะ
شراره	ไฟ
نجار	ช่างไม้
وینگ	วิง
وینگ	ปีก
ویلای	คฤหาสน์
آوار	ถล่ม
آوار	ยุบ
آوار	ย่อ
جوردن	จอร์แดน
سونیک	โซนิค
فعالیتها	กิจกรรม
کپک	เบ้า
کپک	รา
پژواک	ก้อง
رعیت	ชาวนา
رعیت	ชาวไร่
هالیوودی	ฮอลลีวู้ด
ملتی	เนชั่น
ملتی	ชาติ
ملتی	ชุมชน
حیله	ทริค
ویدا	beef
مشاجره	ทะเลาะ
خفگی	สำลัก
بمیرد	ตาย
غنچه	บัด
غنچه	แย้ม
پرخاشگری	ดุดัน
پرخاشگری	ก้าวร้าว
اندونزیایی	อินโดนีเซีย
دوده	ควัน
دارت	โผ
پوشه	โฟลเดอร์
میراثی	มรดก
رنی	เรเน่
دهستانهای	เทศบาล
میخک	กานพลู
نمازخانه	โบสถ์
دشتهای	ราบ
اساسا	หลักๆ
مهریه	สินสอด
میگرن	ไมเกรน
سیفی	ซิธ
بیسیم	วิทยุ
ژست	ท่า
ژست	น้ำใจ
ژست	โพส
تلکام	โทรคมนาคม
تکنیکهای	เทคนิค
فداکاری	บวงสรวง
لوقا	ลุค
لوقا	ลูค
تفریحات	สันทนาการ
تفریحات	นันทนาการ
تفریحات	บันเทิง
ماریانا	มาเรียนา
پرتگاه	หน้าผา
بُعد	มิติ
درنای	เครน
مونث	หญิง
مهارتهای	ทักษะ
عتیقه	โบราณ
کچل	โล้น
ویلیج	หมู่บ้าน
داکتر	หมอ
داکتر	ดอกเตอร์
داکتر	แพทย์
چشمک	กะพริบ
اونس	ออนซ์
خجالت	เสียดาย
خجالت	อาย
خجالت	ละอาย
خجالت	เขิน
پز	ต้ม
مزدور	รับจ้าง
نم	นัม
شبهای	คืน
شبهای	ค่ำคืน
بینگ	บิง
شوکه	ช็อค
شوکه	ช๊อค
شوکه	ช็อก
شوکه	ช็อต
گونگ	กง
پویش	สแกน
گاراژ	อู่
گاراژ	โรงรถ
باغبان	คนสวน
بانکها	แบงค์
بانکها	ธนาคาร
واکسیناسیون	วัคซีน
بیبی	ควีน
بیبی	ราชินี
کنسولی	กงสุล
دایموند	เพชร
دایموند	ไดมอนด์
یوکی	ยูกิ
حلبی	ทิน
فیلمها	ภาพยนตร์
فیلمها	ภาพยนต์
فیلمها	หนัง
چرخاندن	หมุน
گاری	ตะกร้า
گاری	เกวียน
تراکنش	ธุรกรรม
چار	ชาร์
عطارد	ปรอท
گلس	แก้ว
گلس	กระจก
ترکها	เติร์ก
دیدگان	ทิวทัศน์
پازل	ปริศนา
مطالبه	อุปสงค์
مطالبه	อุปทาน
ترفیع	โปรโมชัน
ترفیع	โปรโมท
ترفیع	โปรโมต
عصای	พนักงาน
قالیچه	พรม
وصلت	พันธมิตร
ببری	เสือ
ببری	เสือก
سزاوار	สมควร
استواری	มั่นคง
جوکر	โจ๊ก
کلاسی	ห้องเรียน
کلاسی	คลาส
کلاسی	เรียน
ایری	ถ่ายเท
سیکس	หก
هولی	ฮอล
لباسهای	เสื้อผ้า
بوق	แตร
سرداب	ป่าช้า
بزاق	น้ำลาย
مکاتبه	สื่อสาร
رستگار	รุ่งเรือง
رستگار	สำเร็จ
کلورادو	โคโลราโด
خمر	เขมร
فنگ	ฟาง
گردباد	ลมกรด
سالخورده	บ่ม
نعناع	พิมเสน
توجیهی	สรุป
آژیر	ไซเรน
جه	แจ
رخت	ซักรีด
افسونگر	มายากล
موها	เส้นผม
موها	ขน
اهنگ	ซง
اهنگ	เพลง
کوهها	ภูเขา
معیوب	บกพร่อง
سومو	ซูโม่
اسکنر	สแกน
مستحق	สมควร
کیر	จู๋
دارائی	สินทรัพย์
دارائی	ทรัพย์สิน
حبشه	เอธิโอเปีย
گرافیت	ไฟต์
گراب	เสบียง
گراب	ของกิน
میو	มิว
میو	เหมียว
میو	เมี๊ยว
میو	เมี้ยว
زیرو	ศูนย์
اج	ขอบ
اهداء	บริจาค
جر	เจอร์
بدافزار	มัลแวร์
بصیرت	นิมิตร
دهن	ปาก
کبریت	แมตช์
مسواک	แปรงสีฟัน
سرپوش	ฝา
طومار	เลื่อน
مام	แม่
منافذ	ช่องลม
تایوانی	ไต้หวัน
خرمایی	ฝ่ามือ
خرمایی	ปาล์ม
وارسی	ยืนยัน
دابل	ดับเบิ้ล
دابل	ดับเบิล
توله	คับ
تکالیف	หน้าที่
خروشان	หยาบ
خروشان	ขรุขระ
خروشان	ลำบาก
گلوی	คอ
آبسه	ฝี
رهنورد	สมควร
میکده	ผับ
خرگوشی	กระต่าย
سِر	เซอร์
کاما	จุลภาค
بث	เบ็ต
بث	เบ็ธ
بث	เบ็ท
بث	เบธ
دماغ	จมูก
مرتد	นอกรีต
شاره	ของเหลว
بش	ทุบ
دراگون	มังกร
مصیبت	หายนะ
بادها	ลม
باکتریها	แบคทีเรีย
آدامس	ฝรั่ง
قدرتهای	พลัง
جرأت	ท้า
جرأت	กล้า
پیتزا	พิซซ่า
هیبت	หวั่น
هیبت	เกรง
ناهموار	คด
ناهموار	เบี้ยว
ناهموار	หยาบ
ناهموار	ขรุขระ
ناهموار	ลำบาก
پرم	ดัด
پرم	ขน
یین	หยิน
پشیمانی	เสียดาย
پشیمانی	เสียใจ
میه	หมี่
شکری	น้ำตาล
آرزوها	ประสงค์
آرزوها	ปรารถนา
عیدی	เทศกาล
کربوهیدرات	แป้ง
هاس	ฮาร์ส
ماراتون	มาราธอน
دالر	ดอลลาร์
کاکائو	โกโก้
کاکائو	ช็อกโกแลต
روادید	วีซ่า
جنایتکار	อาชญากร
جنایتکار	อาชญากรรม
توک	ทัค
توک	ตุ๊กแก
توک	ตุ๊ก
توک	ต๊อก
توک	ทัก
برس	ถู
برس	ขัด
برس	แปรง
همدم	สหาย
مورت	มอร์ท
شات	ยิง
نشستند	นั่ง
روسا	กุหลาบ
صفری	ซาฟารี
باده	สุรา
باده	ไวน์
کشیشی	นักบวช
خربزه	แตงโม
زمانبندی	กำหนดการ
زمانبندی	เวลา
زمانبندی	ตาราง
نماها	นัด
التیام	หาย
التیام	เยียวยา
التیام	รักษา
گذری	ผ่าน
اعدادی	ตัวเลข
اعدادی	หมายเลข
زکات	ทำบุญ
مصنوعات	วัตถุ
میگو	กุ้ง
ویولون	ไวโอลิน
وحتی	แม้ว่า
وحتی	แม้
وحتی	แม้แต่
وحتی	แม้น
مالزیایی	มาเลเซีย
انحنای	โค้ง
معلولیت	พิการ
ویزای	วีซ่า
شرافت	เกียรติ
شرافت	เกียรติยศ
بخیه	เย็บ
لختی	ความเฉื่อย
لختی	เฉื่อย
لختی	เปลือย
فدا	บวงสรวง
نایاب	ขาดแคลน
زمرد	มรกต
پد	ผัด
جارو	กวาด
جارو	ไม้กวาด
یادش	จดจำ
کراوات	ไทด์
کراوات	มัด
لینکولن	ลินคอล์น
اسلاید	สไลด์
اسلاید	เลื่อน
گوا	กัว
زشتی	ขี้เหร่
ذبح	บวงสรวง
لونگ	ปอด
همسفر	ชุด
عکسها	รูปภาพ
عکسها	แม่ค้า
عکسها	รูป
عکسها	ภาพถ่าย
رشک	อิจฉา
رشک	ริษยา
کهربا	อำพัน
آزموده	ทดสอบ
آزموده	พยายาม
کرایه	เช่า
اطلسی	แอตแลนติก
ترفند	ทริค
عقده	หมกมุ่น
عقده	หลงใหล
ورشکسته	พัง
ورشکسته	หัก
ورشکسته	แตก
درنده	ดุร้าย
درنده	ดุดัน
شاهانه	ราชวงศ์
شاهانه	รอยัล
راما	พระราม
ظالم	อำมหิต
ظالم	เหี้ยม
کوکا	โค้ก
کوکا	โคเคน
پلوتونیوم	พลูโทเนียม
سئو	ซอ
کچ	จับ
جیش	ฉี่
تاچ	แตะ
تاچ	สัมผัส
تاچ	ทัช
ویدیوهای	วีดีโอ
ویدیوهای	วิดีโอ
زمردی	มรกต
بات	ตูด
بات	ก้น
ساندی	อาทิตย์
دالیان	เหลียน
آشنای	ติดต่อ
آشنای	คุ้น
آشنای	คุ้นๆ
حقه	เทคนิค
حقه	ทริค
وونگ	หวง
وونگ	วอง
صفحۀ	เพจ
صفحۀ	หน้า
پولدار	รวย
پولدار	ร่ำรวย
پولدار	มั่งคั่ง
پولدار	ริช
پولدار	คนรวย
نمرات	คะแนน
لطیفه	มุก
لطیفه	มุข
لطیفه	ตลก
منصفه	ลูกขุน
شیک	เก๋ง
شیک	เก๋
میلک	น้ำนม
میلک	นม
دلاوری	กล้า
پاهایش	ขา
فونیکس	ฟีนิกซ์
تعظیم	โบว์
تعظیم	นู๋
تعظیم	ธนู
تعظیم	กราบ
آزی	ออสซี่
عصیان	ฝ่าฝืน
عصیان	กบฏ
مقالۀ	ข่าว
مقالۀ	บทความ
پاندای	แพนด้า
گورخر	ม้าลาย
آچار	ประแจ
سایبر	ไซเบอร์
آنارشیست	อนาธิปไตย
حالتهای	โหมด
پرسه	เร่ร่อน
آیس	ไอซ์
دوقلوها	แฝด
دوقلوها	ฝาแฝด
خز	ขน
باو	โบว์
باو	นู๋
باو	ธนู
باو	กราบ
دارچین	อบเชย
سوسیس	ไส้กรอก
کات	ตัด
کات	กรีด
کات	คัท
چرک	หนอง
پایک	ไพค์
پایک	ไพก์
نامها	ชื่อ
اعشاری	ลอย
اعشاری	ลอยตัว
پوکر	โป๊กเกอร์
ویژن	นิมิตร
بوری	บุรี
کپ	หมวก
پاسپورت	หนังสือเดินทาง
پنگ	เผิง
پنگ	ผิง
پنگ	บัง
ناله	คร่ำครวญ
ناله	คราง
اخرین	สุดท้าย
اخرین	ล่าสุด
مطب	คลินิก
فرنچ	ฝรั่งเศส
تشویش	รบกวน
بهمان	ลาบ
متورم	บวม
متورم	ป่อง
رؤیاها	ฝัน
بالن	ลูกโป่ง
بالن	บอลลูน
شنگ	นาก
لجن	เมือก
کوکتل	ค็อกเทล
نیتن	ธาน
نیتن	เนธาน
فرسودگی	อ่อนเพลีย
مُد	แฟชั่น
جزا	ตอบแทน
سمینارهای	สัมมนา
فرآورده	ผลิตภัณฑ์
فرآورده	สินค้า
بخور	ทาน
بخور	กิน
اعوجاج	บิดเบือน
ایزوله	แยก
تانی	ตานี
زوجی	คู่
زوجی	คู่รัก
یام	เทศ
یام	แยม
یام	มันเทศ
یام	เทศน์
پرسشنامه	แบบสอบถาม
اسنو	หิมะ
قدرتش	อำนาจ
قدرتش	พลัง
قدرتش	พลังงาน
بولینگ	โบว์ลิ่ง
مافیایی	มาเฟีย
شهامت	กล้า
لوبیای	ถั่ว
کانگورو	จิงโจ้
دادخواهی	บ่น
گوان	กวน
گروهها	กลุ่ม
ذن	เซน
سیستمها	ระบบ
ستیزه	ทะเลาะ
روزهایی	วัน
خویشان	ญาติ
خویشان	ญาติๆ
شبها	คืน
شبها	ราตรี
شبها	ไนท์
شبها	ค่ำคืน
اوس	คาร์ลอส
برائت	ภูมิคุ้มกัน
بیز	วงการ
نایلون	ไนลอน
بیولوژی	ชีววิทยา
جشنهای	เทศกาล
گِل	โคลน
کنجکاو	สงสัย
موزائیک	โมเสก
پروتئینهای	โปรตีน
مغرور	หยิ่ง
مغرور	ภูมิใจ
تشنه	กระหาย
تشنه	คอแห้ง
الکی	แกล้ง
الکی	ปลอม
بالکن	ระเบียง
ترد	กรอบ
فلورس	ฟลอเรส
لائو	เหลา
لائو	ลาว
باتوم	ล่าง
رویاها	ฝัน
قلوه	ไต
کارآموز	ฝึกหัด
کارآموز	ศิษย์
کارآموز	อบรม
کارآموز	ฝึกงาน
کراش	ตก
کراش	ขยี้
کراش	ปิ๊ง
کراش	คว่ำ
اسپرینگفیلد	สปริงฟิลด์
کارفرمایان	นายจ้าง
سیخ	แข็ง
قطارها	รถไฟ
گوک	กุ๊ก
محبوبی	หรู
محبوبی	แฟนซี
بالش	หมอน
موهومی	จินตนาการ
لوول	โลเวลล์
اسفنج	ฟองน้ำ
انگشتر	วงแหวน
انگشتر	ริง
انگشتر	แหวน
خریدن	ซื้อ
چسبنده	เหนียว
چسبنده	กาว
چسبنده	หนึบ
باسن	ฮิบ
باسن	ตูด
باسن	ฮิป
باسن	สะโพก
باسن	ก้น
سرخپوست	อินเดีย
زنبورها	ผึ้ง
ماساژ	นวด
ویلایی	คฤหาสน์
نابینایی	ตาบอด
نبض	ชีพจร
سینک	จม
سینک	อ่างล้างหน้า
سث	เซ็ท
سث	เซ็ธ
سث	เซท
سث	เซธ
موصوف	นาม
آکنه	สิว
میکروفون	ไมโครโฟน
سیرت	พฤติกรรม
سفتی	แข็ง
متاهل	แต่งงาน
بیکران	อนันต์
نپالی	เนปาล
نوو	โนห์
بتون	คอนกรีต
راهبه	นูน
عقیم	หมัน
استایلز	สไตล์
شخم	ไถ
شخم	ไถนา
تراشیدن	โกน
قبائل	เผ่า
تکزاس	เทกซัส
تکزاس	เท็กซัส
فکاهی	ขบขัน
نانا	นานา
مایکروویو	ไมโครเวฟ
بایستد	สม
بایستد	สมอ
میلیاردر	เศรษฐี
گس	ก๊าซ
گس	แก๊ส
گس	น้ำมัน
طویله	โรงนา
طویله	ยุ้ง
لولو	โล
لولو	โลโล
باکتریهای	แบคทีเรีย
مهارتی	ทักษะ
چهارپایان	ปศุสัตว์
چهارپایان	วัว
درنا	เครน
لابراتوار	แล็ป
پیتون	ไพธอน
اسپریت	สปิริต
اسپریت	วิญญาณ
ناخون	นคร
ببرها	เสือ
اپ	แอป
اپ	แอพ
غریزه	สัญชาตญาณ
نادانی	งมงาย
شکلهای	ตัวเลข
یل	เยล
کراون	มงกุฎ
دادخواست	คำร้อง
آبدار	ฉ่ำ
چشمانی	ดวงตา
چشمانی	นัยน์ตา
چشمانی	สายตา
چشمانی	ตา
مُهر	ผนึก
باغها	สวน
بوسیدن	จูบ
بخشها	ส่วน
آدل	อเดล
آدل	อะเดล
کاتن	สายไหม
کاتن	ฝ้าย
براند	ยี่ห้อ
براند	แบรนด์
صداهایی	เสียง
راسوی	พังพอน
بمان	อยู่
روانپزشک	จิตแพทย์
ببرهای	เสือ
سبکهای	สไตล์
شاکر	ปั่น
شاکر	กตัญญู
مرخص	ปลด
برجهای	หอคอย
دوراهی	ส้อม
نوازش	ขา
مداوا	เยียวยา
ماتیس	แมททิส
ریم	ขอบ
مراعات	นับถือ
مراعات	เคารพ
اسبان	ม้า
قصری	ปราสาท
مبتدی	สามเณร
قرنها	ศตวรรษ
تعارف	เสนอ
چایی	ชา
اقا	เซอร์
سربار	ภาระ
هالو	โพรง
پیچش	บิด
آنگ	แอง
ستونها	คอลัมน์
کبوتری	พิราบ
میخورد	กิน
آنو	อัน
تاول	พุพอง
امپراطور	จักรพรรดิ
خلسه	ภวังค์
جالبه	อร่อย
بکس	ชกมวย
بکس	มวย
پراید	ศักดิ์ศรี
گوام	กวม
هکرها	แฮกเกอร์
آشناست	คุ้น
آشناست	คุ้นๆ
بریزد	สุก
انبه	มะม่วง
کودکستان	อนุบาล
صاحبش	เจ้าของ
سودا	โซดา
طنابی	เชือก
بمانم	อยู่
مسترز	มาสเตอร์
بافتن	เปีย
بامبو	ไม้ไผ่
بامبو	ไผ่
مافیای	มาเฟีย
رشادت	กล้า
هرزنامه	สแปม
خُرد	แตก
تارو	เผือก
استخری	สระ
استخری	พูล
سرهای	หัว
سرهای	head
گونما	กุม
لوپوس	ลูปัส
همر	ค้อน
اورژانسی	ภาวะฉุกเฉิน
اورژانسی	ฉุกเฉิน
خجالتی	อาย
خجالتی	เขิน
یاسمن	มะลิ
هشیار	สร่าง
هشیار	คม
هشیار	ชาร์ป
ادامز	อดัมส์
کورد	คอร์ด
لنس	ทวน
سیانید	ไซยาไนด์
لیدر	ผู้นำ
تونگ	ทง
مصروف	ยุ่งๆ
مصروف	ยุ่ง
لایم	มะนาว
لایم	ปูน
بولت	โบลท์
پپر	พริก
دلسوزی	เห็นใจ
سارق	โจร
یائو	เหยา
یائو	เหยาะ
دمش	หาง
کسینوس	โคไซน์
کسینوس	ไซน์
واتس	วัตต์
منصف	ยุติธรรม
منصف	แฟร์
پانچ	ชก
پانچ	ต่อย
پانچ	หมัด
گیربکس	เกียร์
عیان	เผย
خمپاره	ครก
رنجش	รำคาญ
احمقانه	โง่
روزا	กุหลาบ
قرقره	รอก
تاکرا	ตะกร้อ
مکونگ	โขง
پرسیدند	ถาม
سربلند	ภูมิใจ
کانجی	จิ
لمون	เลมอน
لمون	มะนาว
بوچ	บุช
نوبتی	กะ
مخمل	กำมะหยี่
تسه	เจ๋อ
ماره	งู
فصاحت	โวหาร
عصری	ยุค
عصری	ศักราช
گرید	กริด
دندانهای	ฟัน
تنهای	เหงา
دستشویی	ห้องน้ำ
مجرا	ช่อง
مجرا	ภาชนะ
مجرا	คลอง
یاشار	จามรี
کابوی	คาวบอย
اتاقها	ห้อง
بیزاری	ภูมิคุ้มกัน
پرچین	รั้ว
دیش	จาน
ریسی	รีซ
ریسی	รีส
پاریسی	ปารีส
اکیداً	เคร่งครัด
پرسیدن	ถาม
سرنگ	เข็ม
برازنده	หรูหรา
فیت	ฟิต
فیت	พอดี
گانگستری	มาเฟีย
گانگستری	นักเลง
امتیازهای	คะแนน
گانگستر	มาเฟีย
گانگستر	นักเลง
توما	โธมัส
علاج	รักษา
زگیل	หูด
قاطر	ล่อ
سپاسگزاری	กตัญญู
سنجاقک	แมลงปอ
رقصیدن	เต้น
رقصیدن	เต้นรำ
پرگار	คาน
پرگار	ลำแสง
پرگار	ทิศ
پرگار	บีม
زنجبیل	ขิง
بلندگو	ลำโพง
ساکر	ดูด
شاداب	สดชื่น
لغزنده	ลื่น
جینگ	จิง
حلیم	โจ๊ก
حلیم	ข้าวต้ม
یادداشتهای	บันทึก
یادداشتهای	หมายเหตุ
یادداشتهای	โน้ต
چکمه	บูต
تختخواب	เตียง
تختخواب	ที่นอน
تختخواب	นอน
زرنگ	ฉลาด
منطقۀ	แคว้น
منطقۀ	ภูมิภาค
کاستل	ปราสาท
پایمال	ขยี้
پایمال	ปิ๊ง
بیگناه	บริสุทธิ์
خصیصه	คุณลักษณะ
پوشالی	หลอด
پوشالی	ฟาง
فانگ	ฟาง
شکلاتی	ช็อกโกแลต
ترکهای	เติร์ก
دیزاین	ออกแบบ
دیزاین	ดีไซน์
اجر	ค่าแรง
اجر	รางวัล
چا	ชะ
چا	ชา
داستانها	นิยาย
داستانها	นิทาน
سرنخ	เบาะแส
سرنخ	เงื่อนงำ
ثروتمندی	ร่ำรวย
ثروتمندی	มั่งคั่ง
بادکنک	ลูกโป่ง
بادکنک	บอลลูน
انجمنهای	สมาคม
حسابهای	บัญชี
سبکتر	ไฟแช็ก
کائنات	จักรภพ
کائنات	ภพ
کائنات	จักรวาล
فریادکش	เก้ง
نقرس	เก๊าท์
جنایتکاران	อาชญากร
گائو	เกา
چسبناک	เหนียว
چسبناک	หนึบ
تف	คาย
دارما	ธรรมะ
اتمهای	อะตอม
خوشمزه	อร่อย
سیج	เซจ
تازیانه	ขนตา
گین	จิน
جاهل	งมงาย
تنک	ถัง
تنک	แท็งค์
شیگا	ชิง
یئون	ยอน
بوقلمون	ตุรกี
آزادیخواه	เสรีนิยม
بازپخش	ผลัด
بازپخش	ถ่ายทอด
خوشگل	งดงาม
خوشگل	สวยงาม
خوشگل	สวยๆ
خوشگل	สวย
هولت	โฮลท์
هولت	โฮล์ท
هولت	โฮลต์
اِما	เอ็มม่า
تیغی	มีดโกน
آوازها	เสียง
ماها	มหา
واشنگتون	วอชิงตัน
انحنا	โค้ง
تاوان	ชำระ
تاوان	จ่าย
قهرمانانه	พระเอก
خواربار	ของชำ
وسواسی	หมกมุ่น
پوسیده	เน่า
فورا	ทันที
سخنوری	โวหาร
پلاتینی	แพลทินัม
نرده	รั้ว
سرافراز	ภูมิใจ
لیس	เลส
لیس	เลีย
لیس	เล
امبر	อำพัน
خی	จิ
خی	ชิ
دندانپزشک	ทันตแพทย์
بفروش	ขาย
شیان	เซียน
کابینت	ตู้
تخیلات	จินตนาการ
دمیده	เป่า
منت	โปรดปราน
پلنت	โรงงาน
پلنت	ต้นไม้
پلنت	พืช
اری	อริ
معاوضه	สลับ
معاوضه	แลก
شرابی	สุรา
