மற்றும்	そして
சாக்லெட்	チョコレート
ஒஸ்மான்	オスマン
பேசுங்கள்	喋る
அளவில்லா	無制限
டவுன்டவுன்	下町
சார்லோட்	シャルロット
ஹூவர்	フーヴァー
நாக்ஸ்	ノックス
ஸ்கார்ப்பியன்ஸ்	サソリ
ஓமம்	オレガノ
ஹாப்பர்	ホッパー
பமீலா	パメラ
ஜிம்பாப்வே	ジンバブエ
சரிபார்	検証
சரிபார்	認証
சரிபார்	精算
சரிபார்	チェック
லாட்ஜ்	ロッジ
சாகுபடிக்கு	栽培
வெயிலின்	ヒート
கோனி	コニー
தீர்க்கதரிசனம்	預言
தீர்க்கதரிசனம்	予言
ஸ்தலங்கள்	衝動
பீபீ	ビビ
ஹிரூ	広尾
பிரீஸ்	プレア
கென்னி	ケニー
ஆன்ட்ரூஸ்	アンドリュース
பரேட்டோ	パレート
தவிர்த்தது	スキップ
சோம்பு	アニス
டெக்னிக்	テクニック
டெக்னிக்	技法
சோலி	クロエ
ஜேஸ்	ジャズ
மெக்கெல்லன்	マッケラン
அன்னாசி	パイナップル
குழுவைப்	グループ
குழுவைப்	集団
இடுகையில்	ポスト
இடுகையில்	投稿
புன்	洒落
அசைகள்	音節
தொலைபேசியை	電話機
சிரித்த	笑顔
நகோயா	名古屋
இயல்பிருப்பு	デフォルト
ராக்ஃபெல்லர்	ロックフェラー
ஆக்டேவியா	オクタウィア
ஆக்டேவியா	オクタヴィア
டெமோ	デモ
ஒஸ்வால்ட்	オズワルド
பாரெட்	バレット
ஹயபுசா	はやぶさ
கையாடல்	横領
கிமேஜி	姫路
கிராஃபிக்	グラフィック
நிக்கோசியா	ニコシア
நினைவுகளில்	思い出
ஈரமாக	濡れ
வங்கியாளர்	銀行員
பாரபட்சம்	偏見
பாரபட்சம்	先入観
பாரபட்சம்	害する
கத்தரிக்கோல்	ハサミ
கத்தரிக்கோல்	はさみ
குஞ்சம்	タッセル
மோலினா	モリーナ
அஞ்சலை	郵便
அஞ்சலை	メール
கைட்டின்	キチン
பைபர்	パイパー
காரிக்	キャリック
ஹம்சா	ハムザ
சிலநேரம்	時々
சிலநேரம்	ときどき
மில்வாகி	ミルウォーキー
ஃபுல்டன்	フルトン
சாதாரணம்	ノーマル
சாதாரணம்	シンプル
சாதாரணம்	簡単
சாதாரணம்	単純
சாதாரணம்	普通
மோலி	モリー
வரவேற்பறை	ロビー
சோபி	ソフィー
குளோனிங்	クローニング
எலினா	エレナ
லாசன்	ローソン
நியூரம்பெர்க்	ニュルンベルク
கோமி	コミ
படியுங்கள்	読み
படியுங்கள்	読む
படியுங்கள்	読み込み
படியுங்கள்	読み取り
விகுதிகள்	サフィックス
பதிவகங்கள்	レジスタ
டையால்	グリコール
அஸ்தானா	アスタナ
டாஃப்ட்	タフト
ஆஃப்செட்	オフセット
பெஞ்ச்	ベンチ
படித்தது	読み
படித்தது	読む
படித்தது	読み込み
படித்தது	読み取り
சாறுகள்	エキス
சுமோ	相撲
மூடகம்	マントル
தாராண்மையியம்	自由主義
என்ரிக்	エンリケ
தேடுகிறது	検索
யமஹா	ヤマハ
மனஅழுத்தம்	ストレス
ஹ்சுன்	シュン
மைனஸ்	マイナス
பேட்டிங்	打撃
சுகாதாரத்தை	衛生
பாஸ்தா	パスタ
மெர்லின்	マーリン
நெடுவரிசை	カラム
புனைப்பெயர்கள்	ニックネーム
புனைப்பெயர்கள்	愛称
வருத்தமும்	後悔
நன்கொடைகளை	寄付
நன்கொடைகளை	募金
கண்ணிமை	まぶた
விளம்பரப்படுத்தல்	広告
ஃபின்	フィン
நோவாக்	ノヴァク
பெஸ்லான்	ベスラン
முகப்பரு	ニキビ
டெய்சி	デイジー
செர்ரோ	セロ
சியரா	シエラ
செச்சினியா	チェチェン
கிரனாடா	グレナダ
மின்னி	ミニー
கட்டிங்	裁断
கட்டிங்	切り取り
விருபாட்சர்	ヴィルーパークシャ
கூட்டுமுயற்சி	コラボレーション
கூட்டுமுயற்சி	コラボ
தெய்வமே	ゴッド
பியொங்யாங்	平壌
கரேன்	カレン
அலூசியன்	アリューシャン
ரெய்னர்	ライナー
வஞ்சகம்	欺瞞
அரூபா	アルバ
அலோ	アロ
அலோ	アロエ
ஐல்	アイル
வலம்வரும்	クロール
சுயநல	わがまま
சுயநல	利己主義
ஆர்ஜினின்	アルギニン
அக்கினோ	アキノ
காத்திருக்கிறது	待ち
அவசியமற்ற	平凡
ரோரி	ローリー
தீங்கும்	害する
லக்ஸ்	ルクス
உருக்குலைந்த	変形
ரங்கோன்	ラングーン
ஷீ	シェイ
உறுதிப்படுத்துதல்	確認
டஸ்டின்	ダスティン
மருந்தகம்	薬局
மருந்தகம்	医薬品
மருந்தகம்	薬学
ஸ்கூட்டர்	スクーター
கடவுச்சொற்கள்	パスワード
அட்டொயாமா	鳩山
லார்ஸ்	ラース
தேடுகிறார்	サーフィン
சந்தோசம்	幸福
சந்தோசம்	ハピネス
சந்தோசம்	幸せ
ஐரோவாசியா	ユーラシア
ஒராங்குட்டான்	オランウータン
அதிசயமாக	ワンダフル
அதிசயமாக	素晴らしい
பெறுக	ゲット
டான்டே	ダンテ
லாம்டா	ラムダ
பெர்னி	バーニー
டேய்	ダイ
ஈமான்	信じる
ஈமான்	信ずる
ஈமான்	忠実
டெம்போ	テンポ
கின்ஷாசா	キンシャサ
ஐகன்சு	ホイヘンス
ஜீப்	ジープ
லிவீவ்	リヴィウ
ரிலீஸ்	釈放
ரிலீஸ்	リリース
தள்ளல்	射精
அலனைன்	アラニン
அடைப்பை	プラグ
கூட்டாளர்	パートナー
ஆர்லாண்டோ	オーランド
ஆர்லாண்டோ	オルランド
ஆர்லாண்டோ	オーランドー
அப்சரா	アプサラス
ஃபர்	毛皮
செருகு	挿入
ஃப்ரெட்டி	フレディ
ஆயா	ナニー
ஆயா	あや
படபடப்பு	不安
எஸ்டோனியா	エストニア
உரையாடல்களின்	ダイアログ
ஒனோடா	小野田
பெங்குயின்	ペンギン
நோஸ்ராடாமஸ்	ノストラダムス
பேசுகிறேன்	トーキング
ரோட்னி	ロドニー
ஸ்கூபா	スキューバ
தியாகிகளின்	殉教
சீக்கிரமே	まもなく
சீக்கிரமே	もうすぐ
உருள்	スクロール
உருள்	巻物
ஹவுலாந்து	ハウランド
சாயர்	ソーヤー
ப்ராக்	タケシ
குழப்பமாக	混乱
அளபுருக்கள்	パラメーター
அளபுருக்கள்	パラメータ
கடந்தகாலம்	過去
பைகளை	バッグ
இடுக்கண்	苦悩
நிஜத்தில்	現実
நிஜத்தில்	リアリティ
காரெட்	ギャレット
செர்ரா	セッラ
இன்பமாக	素敵
மீட்பது	取得
சசெக்ஸ்	サセックス
ஆமி	エミー
போர்ட்ஃபோலியோ	ポートフォリオ
வெரோனிகா	ヴェロニカ
வெரோனிகா	ベロニカ
லெதர்	皮革
லெதர்	レザー
ஸ்ட்ரீம்கள்	ストリーム
ஹில்லாரி	ヒラリー
மதிப்பிடு	レート
மதிப்பிடு	評価
ஹுன்	フン
வோங்	ウォン
லெஸ்னர்	レスナー
சவன்னா	サバンナ
மறைத்த	隠し
ஸ்பாக்கள்	スパ
லிரா	リラ
சுகமே	スリル
ஜோக்ஸ்	ジョーク
வெப்பச்சலனம்	対流
சென்சென்	深セン
கையோடு	ハンド
டால்பின்கள்	イルカ
ஜியாங்சு	江蘇省
குகி	九鬼
எலும்பியல்	整形外科
ஃப்ரீட்மன்	フリードマン
தாவோயிசம்	道教
பெக்கட்	ベケット
தொழிலால்	職業
பலவீனங்கள்	弱点
திவெயி	モルディブ
பார்கள்	バー
நார்வேஜியன்	ノルウェー
வெல்வெட்	ベルベット
கோஸ்டர்	コースター
டெம்சி	デンプシー
பதர்	バドル
சோதிக்கிறது	テスト
தார்ஃபூர்	ダルフール
டேங்க்	戦車
டேங்க்	タンク
மலத்தை	プー
இதயங்கள்	ハーツ
ரசனை	味見
ரசனை	味覚
இண்டி	インディー
செரோடோனின்	セロトニン
அனுசரிக்கப்பட்டது	観測
வேதனையை	処罰
பெகு	マラヤ
டமாஸ்கஸ்	ダマスカス
கைக்கடிகாரம்	時計
கைக்கடிகாரம்	腕時計
ஓய்	大炊
சிற்றலை	乳首
சிற்றலை	さざ波
பகிர்வுகள்	株式
பகிர்வுகள்	シェア
தியாகத்தை	犠牲
தியாகத்தை	生贄
திருட	盗む
தருணங்கள்	モーメント
மொச்சை	ビーン
போர்ட்டபிள்	ポータブル
பையா	男の子
பையா	少年
பையா	ボーイ
பின்தொடர்	フォロー
வால்கள்	しっぽ
ஒசாகா	大阪
ஓய்வை	退職
லிஸ்	リズ
சுவாரெசு	スアレス
பேசினார்கள்	スポーク
மதிப்பீட்டாளர்	司会
விரோதமானது	エルフ
பனிச்சரிவு	雪崩
வார்விக்	ワーウィック
வலென்சியா	バレンシア
டூமா	デュマ
மால்டோவா	モルドバ
டார்ட்	タルト
விக்கிலீக்ஸ்	ウィキリークス
வால்காட்	ウォルコット
நிழலும்	シェード
நிழலும்	シェイド
நிழலும்	日陰
தனிமையை	孤独
அட்ரினல்	副腎
கிம்பர்லி	キンバリー
செர்பியன்	セルビア
உணவின்றி	断食
உள்ளரங்கு	屋内
உள்ளரங்கு	室内
தொழுகையை	祈り
தொழுகையை	礼拝
தொழுகையை	祈祷
ஜிஹாத்	ジハード
ரோண்டா	ロンダ
வாக்கிங்	歩く
வாக்கிங்	歩行
வாக்கிங்	ウォーキング
செவ்வகங்கள்	長方形
செவ்வகங்கள்	四角形
வலுவானது	濃い
வலுவானது	強い
விக்ரகம்	アイドル
தலைவிதி	運命
போட்டான்	光子
காம்யு	カミュ
ஃபங்க்	ファンク
கேள்வியில்	疑問
கேள்வியில்	質問
சாவிகள்	キー
பாதுகாத்த	可能性
சேருமிடம்	行き先
சேருமிடம்	目的地
சேருமிடம்	宛先
ராக்வெல்	ロックウェル
இமானுவேல்	エマニュエル
தோழர்களே	みんな
மடாலயங்கள்	修道院
மடாலயங்கள்	僧院
பிலமோன்	フィレモン
ஜாதிக்காய்	ナツメグ
ஹலால்	ハラール
பூனையை	ネコ
பூனையை	ねこ
கேனான்	カノン
மீட்கவும்	復元
இன்சூரன்ஸ்	保険
நியா	ニア
வோடபோன்	ボーダフォン
ரோசி	ロッシ
துர்க்மெனிஸ்தான்	トルクメニスタン
ஹிங்கிஸ்	ヒンギス
உருக்கமான	あの世
உருக்கமான	来世
லூட்ஸ்	ルッツ
சுற்றறிக்கை	円形
தொடர்க	続ける
தொடர்க	続行
மெலிண்டா	メリンダ
மெலனீசியா	メラネシア
மார்ஃபீன்	モルヒネ
வெம்பிளி	ウェンブリー
முறியும்	求愛
ஃபிரேம்	フレーム
வெஸ்டின்	ウェスティン
ஒதுக்கு	割り当て
ஒதுக்கு	割り当てる
கிளியே	ウェイ
வுட்ஸ்	ウッズ
பத்திரிக்கையாளர்கள்	ジャーナリスト
ஹில்டா	ヒルダ
இமைகள்	まつげ
வீசல்	イタチ
வில்னியஸ்	ヴィリニュス
ஜாலி	陽気
உதயசூரியன்	ライジング
கிராஃபோர்ட்	クロフォード
புத்திசாலி	スマート
புத்திசாலி	賢い
வெட்டுக்கள்	切り傷
டென்ட்	デント
கேத்தா	ゲーテ
பிச்சைக்காரர்கள்	乞食
வாழ்த்துக்களைத்	願いごと
விஸ்	ウィズ
பாட்டில்கள்	ボトル
தொடருங்கள்	続ける
தொடருங்கள்	続行
ரெஜினா	レジーナ
நாச்சி	那智
ஹிரோ	ヒロ
எபிநெப்ரின்	アドレナリン
பசியோடு	空腹
முரட்டுத்தனமாக	無礼
மனாட்	マナト
ஓய்வாக	リラックス
மனோபாவம்	態度
மனோபாவம்	姿勢
பிரம்மாண்டம்	雄大
தொடங்கு	スタート
தொடங்கு	始める
தொடங்கு	開始
மங்களகரமான	吉祥
மங்களகரமான	幸先
சுதந்திரங்கள்	自由
பணிவான	謙虚
ஹாம்லெட்	ハムレット
சலேர்னோ	サレルノ
அழிப்பான்	消しゴム
அழிப்பான்	イレイザー
விளம்பரப்படுத்துதல்	プロモーション
விளம்பரப்படுத்துதல்	宣伝
விளம்பரப்படுத்துதல்	広告
கோப்பைகளும்	トロフィー
அசுன்சியோன்	アスンシオン
பிரமைகள்	幻覚
நீச்சலுடை	水着
கிர்பி	カービー
சீருறாத்	アモルファス
வருகைகள்	訪問
கேக்குகள்	ケーキ
தசைப்பிடிப்பு	痙攣
தசைப்பிடிப்பு	けいれん
ஹாப்மன்	ホフマン
நிகழ்விடம்	会場
ஹெய்லி	ヘイリー
ஃபிஸ்ட்	こぶし
பணப்பை	財布
ஹேவார்ட்	ヘイワード
நெஞ்சத்தை	乳房
நெஞ்சத்தை	母乳
ரூபிக்	ルービック
பிரம்மாண்டமாக	ファンシー
பிரம்மாண்டமாக	空想
ஒளிபுகா	不透明
லாட்டரி	宝くじ
லாட்டரி	抽選
பைக்குகள்	自転車
பைக்குகள்	バイク
கேம்கள்	ゲーム
ரேசர்	レーサー
லில்லியன்	リリアン
லோவ்	ロウ
உள்ளாடை	下着
லார்வா	幼虫
மாவியம்	セルロース
பீச்சர்	ビーチャー
கனமாக	重い
கனமாக	ヘビー
அடிக்கோடு	下線
சறுக்கல்	スキッド
ரொமான்ஸ்	ロマンス
ஆச்சர்யம்	サプライズ
ஆச்சர்யம்	驚き
கானோ	カノ
கவ்வி	レンチ
ஸ்மூட்	スムート
டெஸ்மண்ட்	デズモンド
டோரோ	トロ
இவ்வுலகின்	欲望
கோம்போசுதேலா	コンポステーラ
பிளையர்	チラシ
விவி	ビビ
பயமும்	恐怖
பயமும்	恐れ
எதிர்பார்ப்பும்	期待
துவங்கு	スタート
துவங்கு	始める
துவங்கு	再開
துவங்கு	開始
ஸ்டண்ட்	スタント
அனுப்பு	送信
அனுப்பு	送る
டிரிப்டோபான்	トリプトファン
பிஸ்தா	ピスタチオ
காசாபிளாங்கா	カサブランカ
வாட்கின்ஸ்	ワトキンス
கேள்விக்கும்	疑問
கேள்விக்கும்	質問
காய்ச்சும்	醸造
பனோரமா	パノラマ
முத்தமிடும்	キス
முத்தமிடும்	接吻
இறால்கள்	海老
எவெரெட்	エヴァレット
மாசிடோனியா	マケドニア
ஆக்டேன்	オクタン
புறப்பட	離陸
மார்டினி	マティーニ
மார்டினி	マルティーニ
எரோடோட்டசு	ヘロドトス
பிரியம்	プリアモス
குரூகர்	クリューガー
டிரக்குகள்	トラック
ஈர்ப்புகள்	アトラクション
படுக்கையறைகள்	寝室
மாயத்தோற்றம்	幻覚
ஊழியர்களுக்கான	人材
ஊழியர்களுக்கான	職員
விற்கிறார்கள்	叩き
சங்கடம்	恥ずかしい
என்கோர்	アンコール
சான்செஸ்	サンチェス
குத்தல்	刺し
கொல்கிறது	kill
பிளெண்டர்	ミキサー
போத்தா	ボタ
ஹிஸ்டிடின்	ヒスチジン
ஒளிவீச்சு	フレア
வசீகரம்	チャーム
வசீகரம்	魅力
குட்பை	さようなら
மன்னிப்பை	許し
மன்னிப்பை	許す
மீனவன்	漁師
உடைத்தது	壊れた
ஒப்பந்ததாரர்	請負人
மதிப்பிடவும்	レート
மதிப்பிடவும்	評価
பென்டகன்	ペンタゴン
பயத்தில்	怖い
டாரியஸ்	ダリウス
டாரியஸ்	ダレイオス
வாட	レンタル
வினைச்சொற்கள்	動詞
பெருந்தன்மை	寛大
செங்கடலில்	軍艦
ஆதரவுகள்	支持
யோகோ	洋子
யோகோ	ヨーコ
வாலிஸ்	ウォリス
டிங்	ティン
டைனமைட்	ダイナマイト
சொக்கப்பனை	焚き火
உச்சாடனம்	朗読
வேலைவாய்ப்புகள்	ジョブ
வேலைவாய்ப்புகள்	求人
ஆர்ட்டெமிஸ்	アルテミス
பரிணாமத்தை	スタンス
நோக்	ノック
பெர்கின்ஸ்	パーキンス
கிறிஸ்டின்	クリスティン
திருத்து	編集
கூழாங்கல்	小石
மிட்சுபிஷி	三菱
பிரானா	ピラニア
தண்டாயுதம்	メース
தண்டாயுதம்	メイス
ஸ்டிக்	スティック
உருளைக்கிழங்குகள்	じゃがいも
உருளைக்கிழங்குகள்	ポテト
உருளைக்கிழங்குகள்	ジャガイモ
வால்வ்	バルブ
பிகினி	ビキニ
இரோசி	ひろし
ரோட்ரிகோ	ロドリゴ
தெல்மா	テルマ
ஸ்லிம்	スリム
நண்பனும்	友だち
நண்பனும்	友達
நண்பனும்	友人
நண்பனும்	フレンド
டெப்ரா	デブラ
பேசிக்கொண்டு	トーキング
பிராடி	ブロディ
நடாஷா	ナターシャ
ஹர்ஷ்	厳しい
ஊழியரின்	係員
கோளரங்கம்	プラネタリウム
திறக்கப்படுகிறது	オープニング
திறக்கப்படுகிறது	開く
சுவையூட்டும்	味付け
சுவையூட்டும்	調味料
திறந்துள்ளது	オープン
திறந்துள்ளது	開館
திறந்துள்ளது	開く
போர்டிங்	乗車
போர்டிங்	搭乗
உருவாக்குக	作成
கிளட்ச்	クラッチ
பூப்பந்து	バドミントン
ட்விஸ்ட்	ひねり
ட்விஸ்ட்	ツイスト
அறியாமையை	無知
என்னுடையது	鉱山
ரொடான்	ロダン
பிக்செல்	ピクセル
நோவோ	ノヴォ
நம்பு	トラスト
நம்பு	信頼
பரோஸ்	バロス
அறிவினால்	ねじ
மானிங்	マニング
ஓய்வெடுக்க	リラックス
மேர்க்கெல்	メルケル
ஆங்கர்	アンカー
குறியிடல்	着信
குறியிடல்	受信
அனகோண்டா	アナコンダ
முடிக்கப்படாத	未完
முடிக்கப்படாத	未完成
கடுஞ்	回帰
ரூசெஃப்	ルセフ
ஃபிரேசர்	フレーザー
வனேசா	ヴァネッサ
ஃபத்தா	ファタハ
தந்திரமான	トリッキー
தந்திரமான	カンニング
தந்திரமான	ずるい
செண்டாய்	仙台
சாலட்	サラダ
சாவெசு	チャベス
சக்ரி	チャクリー
தட்டிகள்	チャート
தட்டிகள்	グラフ
லகுனா	ラグナ
குநோம்	ノーム
சார்ஜென்ட்	軍曹
உமாமி	うま味
நவா	ナバ
இசிகாரா	石原
மியூஸ்	ミューズ
மியூஸ்	ムーサ
காட்லீப்	ゴットリーブ
அட்டிலா	アッティラ
மெக்கானிக்	メカニック
ஸ்பாம்	スパム
தரநிலைகளைப்	規格
தரநிலைகளைப்	基準
புவிப்புறத்	地上波
மையப்புள்ளி	震央
செர்கி	セルジュ
ஆஸ்போர்ன்	オズボーン
ஷின்	シン
கண்ணியமாக	丁寧
தீரா	炎症
நுண்துளை	絞り
பிரிசில்லா	プリシラ
சகோதரிகளே	姉妹
தாறுமாறான	ネスト
சரிசெய்யப்பட்டது	固定された
சரிசெய்யப்பட்டது	固定
கபே	カフェ
ஹெனான்	河南省
உப்பிட்ட	塩漬け
பாடத்திட்ட	カリキュラム
மீறுபவர்கள்	ブレイカーズ
பண்டுங்	バンドン
புரோடாக்டினியம்	プロトアクチニウム
தாழ்மையான	謙虚
மெக்காய்	マッコイ
ஜிஸ்யா	ジズヤ
சாஃபோ	サッポー
அனுப்புநர்	から
அனுப்புநர்	差出人
அரவணைப்பு	ハグ
வெஸ்டா	ベスタ
வெஸ்டா	ウェスタ
வெஸ்டா	ヴェスタ
குழந்தையாய்	キッド
கிமோனோ	和服
கிமோனோ	着物
குவெட்டா	クエッタ
தகவி	アダプタ
தகவி	アダプター
கணக்காளர்கள்	会計士
ஸ்டோக்	ストーク
எக்காளம்	トランペット
வாடகையுந்து	タクシー
முன்வைப்பு	オリエンテーション
முன்வைப்பு	方向
முன்வைப்பு	向き
முன்வைப்பு	ペンタゴン
முன்வைப்பு	プレゼンテーション
முன்வைப்பு	プレゼン
கொடார்ட்	ゴダード
மாங்கா	漫画
மாங்கா	マンガ
பெர்னார்டோ	ベルナルド
டைனமோ	ダイナモ
ஒற்றுமையே	統一
சோனிக்	ソニック
பேனசோனிக்	パナソニック
பேரதிர்ச்சி	トラウマ
பேரதிர்ச்சி	外傷
புவிஈர்ப்பு	重力
புவிஈர்ப்பு	グラビティ
டைஸ்	ダイス
டைஸ்	サイコロ
சுற்றுக்கலன்	オービタ
விளங்காத	未定義
தோண்ட	掘る
தோண்ட	ディグ
குர்ஆனில்	コーラン
யூம்	ヒューム
லென்சின்	レンツ
கோம்ஸ்	ゴメス
முடங்கியது	ストール
கம்பீரம்	イケメン
கம்பீரம்	ハンサム
போராடுகிறது	ファイティング
ரோட்ரிக்ஸ்	ロドリゲス
கோனா	コナ
கார்பீல்ட்	ガーフィールド
ஸ்டாலோன்	スタローン
அட்ரினலின்	アドレナリン
மார்ல்பரோ	マールバラ
குண்டாக	脂肪
குறுகியது	短い
குறுகியது	ショート
பாஸ்போர்ட்	パスポート
பாஸ்போர்ட்	旅券
சாலிட்	固体
காத்திருத்தல்	待ち
மார்டீனிக்	マルティニーク
அலசன்	ハロゲン
பில்லிங்	請求
பாவிகள்	罪人
சாரணர்கள்	スカウト
டெலிவரி	配達
டெலிவரி	配送
டெலிவரி	デリバリー
டெலிவரி	配信
நூஹ்	ヌーフ
அதர்ஸ்	カワウソ
சுமையாக	疲労
ஹெஸ்டன்	ヘストン
ட்ரம்	太鼓
ட்ரம்	ドラム
ஐனு	アイヌ
இருநிலை	バイナリ
டெஸ்க்	デスク
செரில்	シェリル
ரோசன்பெர்க்	ローゼンベルク
மாப்	暴徒
மாப்	モブ
பினைல்அலனின்	フェニルアラニン
மனசாட்சி	良心
ஒல்லியாக	スキニー
சோயாபீன்ஸ்	大豆
மகிழ்வான	ハッピー
மகிழ்வான	幸せ
வழங்குகிறோம்	提示
வழங்குகிறோம்	プレゼン
யுகியோ	幸雄
எழுதுகிறது	執筆
எழுதுகிறது	筆記
எழுதுகிறது	書き込み
சாவியை	キー
இப்ராஹீம்	イブラヒム
க்ளிப்பர்ஸ்	クリッパーズ
குய்யாபா	クイアバ
அமுர்	アムール
மார்தா	マーサ
ஹெக்ஸ்	ヘックス
நினைத்துக்கொண்டு	思考
நினைத்துக்கொண்டு	考え
எப்ஸ்டீன்	エプスタイン
ஜயா	ジャヤ
சிப்ஸ்	チップ
சிப்ஸ்	チップス
காத்திருக்கிறோம்	待ち
திவா	ディーバ
வடிகட்டு	フィルター
வடிகட்டு	フィルタ
ஷம்ஸ்	シャムス
மெஸ்	混乱
மிளகை	ボンネット
ரெமி	レミ
ஒமஹா	オマハ
சைத்தான்	悪魔
நிகோலாய்	ニコライ
கொலஸ்ட்ரால்	コレステロール
பாப்பி	ポピー
ஆப்ரே	オーブリー
மிகுவல்	ミゲル
தகுதியானவர்கள்	予選
ஸ்திரத்தன்மை	安定
ஸ்திரத்தன்மை	安定性
ஆண்களிடம்	メン
ஆண்களிடம்	男性
விவாதிப்பது	詐欺
யால்ட்டா	ヤルタ
நர்ஸ்	ナース
சூபித்துவம்	スーフィズム
டெனிம்	デニム
முட்டாள்தனம்	失態
முட்டாள்தனம்	ナンセンス
முட்டாள்தனம்	愚鈍
பண்புக்கூறு	属性
கால்சைட்	方解石
ஷிர்லி	シャーリー
எலைன்	エレイン
ஜூலியானா	ジュリアナ
க்ளிக்	クリック
காயப்படுத்தும்	痛む
நெற்றியை	モップ
ஹர்லி	ハーレー
கொன்சாகா	ゴンザーガ
நகலெடுத்தல்	複写
நகலெடுத்தல்	コピー
கல்ட்	カルト
நிசா	ニサ
லுகோ	ルーゴ
கிரியாட்டினைன்	クレアチニン
உல்ம்	ウルム
கோடீஸ்வரன்	ミリオネア
குணசீலன்	栄え
யோஜனா	由旬
மௌனமாக	静か
மௌனமாக	静けさ
டயர்கள்	タイヤ
கால்ஃப்	ゴルフ
டெட்டி	テディ
பெல்ப்ஸ்	フェルプス
வில்காக்ஸ்	ウィルコックス
தாச்சி	太刀
இஸ்லாமியம்	イスラム教
பெருவிய	ペルー
ஷரோன்	シャロン
டிசைன்கள்	デザイン
இயக்குனரகம்	総局
வோட்கா	ウォッカ
டோங்கா	トンガ
சென்னா	セナ
ஜெஸ்	ジェス
ஜெஸ்	ジェシカ
காவியா	キャビア
சாம்மி	サミー
கேன	ケーナ
காயில்	コイル
பிளாட்பார்ம்	プラットホーム
பிளாட்பார்ம்	プラットフォーム
மேரிலேண்ட்	メリーランド
முடிக்கவும்	終了
முடிக்கவும்	フィニッシュ
ஹென்டர்சன்	ヘンダーソン
பெரெஸ்	ペレス
பார்ட்லெட்	バートレット
ஆர்கேட்	アーケード
ஆர்கேட்	ゲームセンター
நுட்பங்களுடன்	洗練
டிரைவர்கள்	ドライバー
டிரைவர்கள்	ドライバ
ஜூஸ்	ジュース
கனோலா	菜種油
ஈசாப்	アイソーポス
டிராஃபிக்	交通
டிராஃபிக்	トラフィック
பயனம்	旅行
சிற்றேடு	パンフレット
சிற்றேடு	小冊子
சாண்ட்விச்	サンドウィッチ
சாண்ட்விச்	サンドイッチ
மாஜி	マジ
பாராமவுண்ட்	パラマウント
தாங்கமுடியாத	耐え難い
செயலாக்கப்பட்டது	有効
எலைட்	エリート
கில்பி	キルビー
திருப்திகரமாக	満足
பூஸ்ட்	宣伝
புகைப்படக்கலை	撮影
புகைப்படக்கலை	写真
கோபன்ஹேகன்	コペンハーゲン
பார்க்கின்றேன்	ボカ
காப்ரா	カプラ
இசைநிகழ்ச்சி	コンサート
விவேகமான	分別
எலக்ட்ரோ	エレクトロ
தியாகங்கள்	生贄
அர்ரொயோ	アロヨ
தூதரகங்களை	アンバサダー
தூதரகங்களை	大使
மிரியம்	ミリアム
திரைச்சீலை	カーテン
சூல்வித்தகம்	胎盤
ஹெண்ட்ரிக்ஸ்	ヘンドリックス
சவாரிகள்	配車
பிரெண்டா	ブレンダ
லாவ்	ラウ
ஈகன்	イーガン
ஆனேன்	無神論者
ஆனேன்	無神論
ஃபிளெமிங்	フレミング
ஃபாரா	ファラー
குறுக்குவழி	ショートカット
பேக்கிங்	荷造り
பேக்கிங்	梱包
பேக்கிங்	焼成
பேக்கிங்	焼く
நீக்குக	削除
நீக்குக	取り除く
சேணம்	サドル
தெராய்	寺井
தொட்டிலில்	ベビーベッド
கையெறி	手榴弾
நிஸ்ஸான்	日産
ஹீலி	ヒーリー
எனிட்	イーニッド
நடைபயணம்	ウォーク
நடைபயணம்	歩行
நடைபயணம்	徒歩
நடைபயணம்	歩き
நடைபயணம்	歩く
சலித்து	退屈
ரெனர்	レナー
ரோல்ஃப்	ロルフ
ஜோனி	ジョニ
சலுகையை	申し出
சலுகையை	オファー
சலுகையை	クーポン
வுயர்ட்டம்பெர்கு	ヴュルテンベルク
அனுபவிக்கவும்	楽しむ
கம்பியா	ガンビア
டெக்னோ	テクノ
பொருத்தங்கள்	一致
பொருத்தங்கள்	マッチ
தீர்ப்பளித்து	受刑者
நூடுல்ஸ்	ヌードル
நூடுல்ஸ்	麺類
ஓபோ	オーボエ
மூஸா	ムサ
மூஸா	モーゼ
மூஸா	モーゼス
வணங்குகிறேன்	敬礼
ஜலதோஷம்	コールド
ஜலதோஷம்	寒い
ஜலதோஷம்	風邪
ஜலதோஷம்	冷たい
ஏமாற்றிய	カンニング
கமா	コンマ
ரொட்டியை	トースター
ரொட்டியை	ロティ
டிராக்டர்	トラクター
தாழ்ப்பாள்	ラッチ
மேலேற்றம்	アセンション
சிறுநீர்வழி	尿道
புரூஸ்ட்	プルースト
லஸ்	ルス
அன்டோரா	アンドラ
டெவோன்	デヴォン
பியூரர்	総統
ஹேமார்க்கெட்	ヘイマーケット
வாலே	ヴェイル
சபீனா	サビーナ
தேடுங்கள்	シーク
சொல்வள	語彙
சித்தாந்தங்கள்	イデオロギー
பொழுதுபோக்குகள்	趣味
தொகுப்புவினை	合成
மோட்டார்சைக்கிள்	オートバイ
மோட்டார்சைக்கிள்	バイク
அபினிப்	アヘン
அடுக்கடுக்கான	カスケード
விக்கல்	しゃっくり
ஜாக்கெட்	ジャケット
அத்தாட்சி	サイン
